elapsed_s,TSE_BE_CLIP_PLANES,TSE_BE_EMPTY_BBOX_KILLED_PRIM,TSE_BE_ST1_VP_PARAMS_CACHE_MISS,TSE_BE_ST2_VPORT_VP_PARAMS_CACHE_MISS
0.001095,0,0,0,0
0.002586,0,0,0,0
0.004000,0,0,0,0
0.005428,0,0,0,0
0.006797,0,0,0,0
0.008163,0,0,0,0
0.009578,0,0,0,0
0.010981,0,0,0,0
0.012348,0,0,0,0
0.013730,0,0,0,0
0.015103,0,0,0,0
0.016542,0,0,0,0
0.017964,0,0,0,0
0.019313,0,0,0,0
0.020660,0,0,0,0
0.022025,0,0,0,0
0.023374,0,0,0,0
0.024721,0,0,0,0
0.026109,0,0,0,0
0.027468,0,0,0,0
0.028891,0,0,0,0
0.030274,0,0,0,0
0.031620,0,0,0,0
0.033019,0,0,0,0
0.034313,0,0,0,0
0.035604,0,0,0,0
0.036895,0,0,0,0
0.038185,0,0,0,0
0.039472,0,0,0,0
0.040810,0,0,0,0
0.042099,0,0,0,0
0.043392,0,0,0,0
0.044682,0,0,0,0
0.045973,0,0,0,0
0.047263,0,0,0,0
0.048580,0,0,0,0
0.049932,0,0,0,0
0.051280,0,0,0,0
0.052623,0,0,0,0
0.053979,0,0,0,0
0.055318,0,0,0,0
0.056654,0,0,0,0
0.058001,0,0,0,0
0.059345,0,0,0,0
0.060880,0,0,0,0
0.062280,0,0,0,0
0.063625,0,0,0,0
0.065111,0,0,0,0
0.066586,0,0,0,0
0.067976,0,0,0,0
0.069360,0,0,0,0
0.070744,0,0,0,0
0.072126,0,0,0,0
0.073654,0,0,0,0
0.075166,0,0,0,0
0.076723,0,0,0,0
0.078535,0,0,0,0
0.080050,0,0,0,0
0.081496,0,0,0,0
0.082886,0,0,0,0
0.084271,0,0,0,0
0.087837,0,0,0,0
0.089346,0,0,0,0
0.091252,0,0,0,0
0.092665,0,0,0,0
0.097957,0,0,0,0
0.099336,0,0,0,0
0.100686,0,0,0,0
0.102028,0,0,0,0
0.103367,0,0,0,0
0.104707,0,0,0,0
0.106103,0,0,0,0
0.107453,0,0,0,0
0.108813,0,0,0,0
0.110153,0,0,0,0
0.111490,0,0,0,0
0.112842,0,0,0,0
0.114240,0,0,0,0
0.115752,0,0,0,0
0.117303,0,0,0,0
0.118854,0,0,0,0
0.120289,0,0,0,0
0.121748,0,0,0,0
0.123136,0,0,0,0
0.124523,0,0,0,0
0.125912,0,0,0,0
0.127297,0,0,0,0
0.128727,0,0,0,0
0.130113,0,0,0,0
0.131637,0,0,0,0
0.133187,0,0,0,0
0.134729,0,0,0,0
0.136271,0,0,0,0
0.137931,0,0,0,0
0.139477,0,0,0,0
0.141149,0,0,0,0
0.142712,0,0,0,0
0.144261,0,0,0,0
0.145862,0,0,0,0
0.147411,0,0,0,0
0.148962,0,0,0,0
0.150512,0,0,0,0
0.152060,0,0,0,0
0.153498,0,0,0,0
0.155021,0,0,0,0
0.156635,0,0,0,0
0.158141,0,0,0,0
0.159689,0,0,0,0
0.161241,0,0,0,0
0.162792,0,0,0,0
0.164228,0,0,0,0
0.165750,0,0,0,0
0.167299,0,0,0,0
0.168851,0,0,0,0
0.170401,0,0,0,0
0.171949,0,0,0,0
0.173498,0,0,0,0
0.175061,0,0,0,0
0.176655,0,0,0,0
0.178204,0,0,0,0
0.179752,0,0,0,0
0.181303,0,0,0,0
0.182846,0,0,0,0
0.184385,0,0,0,0
0.185829,0,0,0,0
0.187348,0,0,0,0
0.188897,0,0,0,0
0.190445,0,0,0,0
0.191993,0,0,0,0
0.193541,0,0,0,0
0.194971,0,0,0,0
0.196507,0,0,0,0
0.198062,0,0,0,0
0.199610,0,0,0,0
0.201163,0,0,0,0
0.202713,0,0,0,0
0.204262,0,0,0,0
0.205908,0,0,0,0
0.207468,0,0,0,0
0.209060,0,0,0,0
0.210612,0,0,0,0
0.212161,0,0,0,0
0.213711,0,0,0,0
0.215260,0,0,0,0
0.216811,0,0,0,0
0.218376,0,0,0,0
0.219924,0,0,0,0
0.221474,0,0,0,0
0.223023,0,0,0,0
0.224616,0,0,0,0
0.226167,0,0,0,0
0.227715,0,0,0,0
0.229280,0,0,0,0
0.230831,0,0,0,0
0.232380,0,0,0,0
0.233935,0,0,0,0
0.235483,0,0,0,0
0.237035,0,0,0,0
0.238585,0,0,0,0
0.240146,0,0,0,0
0.241743,0,0,0,0
0.243293,0,0,0,0
0.244844,0,0,0,0
0.246393,0,0,0,0
0.247942,0,0,0,0
0.249493,0,0,0,0
0.251056,0,0,0,0
0.252608,0,0,0,0
0.254159,0,0,0,0
0.255708,0,0,0,0
0.257260,0,0,0,0
0.258811,0,0,0,0
0.260359,0,0,0,0
0.261927,0,0,0,0
0.263475,0,0,0,0
0.265028,0,0,0,0
0.266578,0,0,0,0
0.268126,0,0,0,0
0.269676,0,0,0,0
0.271217,0,0,0,0
0.272933,0,0,0,0
0.274483,0,0,0,0
0.276031,0,0,0,0
0.277581,0,0,0,0
0.279132,0,0,0,0
0.280684,0,0,0,0
0.282234,0,0,0,0
0.283796,0,0,0,0
0.285348,0,0,0,0
0.286890,0,0,0,0
0.288473,0,0,0,0
0.289968,0,0,0,0
0.291413,0,0,0,0
0.292757,0,0,0,0
0.294119,0,0,0,0
0.295454,0,0,0,0
0.296970,0,0,0,0
0.298362,0,0,0,0
0.299705,0,0,0,0
0.301045,0,0,0,0
0.302385,0,0,0,0
0.303722,0,0,0,0
0.305067,0,0,0,0
0.306378,0,0,0,0
0.307688,0,0,0,0
0.308998,0,0,0,0
0.310309,0,0,0,0
0.311620,0,0,0,0
0.312930,0,0,0,0
0.314241,0,0,0,0
0.315559,0,0,0,0
0.316870,0,0,0,0
0.318180,0,0,0,0
0.319490,0,0,0,0
0.320796,0,0,0,0
0.322091,0,0,0,0
0.323384,0,0,0,0
0.324678,0,0,0,0
0.325980,0,0,0,0
0.327271,0,0,0,0
0.328606,0,0,0,0
0.329901,0,0,0,0
0.331196,0,0,0,0
0.332490,0,0,0,0
0.333786,0,0,0,0
0.335083,0,0,0,0
0.336420,0,0,0,0
0.337782,0,0,0,0
0.339035,0,0,0,0
0.340288,0,0,0,0
0.341541,0,0,0,0
0.342902,0,0,0,0
0.344154,0,0,0,0
0.345565,0,0,0,0
0.346887,0,0,0,0
0.348196,0,0,0,0
0.349617,0,0,0,0
0.350995,0,0,0,0
0.352370,0,0,0,0
0.355062,0,0,0,0
0.356489,0,0,0,0
0.358093,0,0,0,0
0.359689,0,0,0,0
0.362560,0,0,0,0
0.363949,0,0,0,0
0.365335,0,0,0,0
0.366716,0,0,0,0
0.368133,0,0,0,0
0.369592,0,0,0,0
0.371008,0,0,0,0
0.372360,0,0,0,0
0.373713,0,0,0,0
0.375059,0,0,0,0
0.376402,0,0,0,0
0.377749,0,0,0,0
0.379112,0,0,0,0
0.380455,0,0,0,0
0.381797,0,0,0,0
0.383133,0,0,0,0
0.384482,0,0,0,0
0.387336,0,0,0,0
0.392648,0,0,0,0
0.394043,0,0,0,0
0.395429,0,0,0,0
0.396889,0,0,0,0
0.398335,0,0,0,0
0.399718,0,0,0,0
0.401098,0,0,0,0
0.402479,0,0,0,0
0.403858,0,0,0,0
0.405258,0,0,0,0
0.406643,0,0,0,0
0.408027,0,0,0,0
0.409413,0,0,0,0
0.410797,0,0,0,0
0.412180,0,0,0,0
0.413566,0,0,0,0
0.414951,0,0,0,0
0.416388,0,0,0,0
0.417773,0,0,0,0
0.419157,0,0,0,0
0.420540,0,0,0,0
0.421924,0,0,0,0
0.423307,0,0,0,0
0.424691,0,0,0,0
0.426204,0,0,0,0
0.427644,0,0,0,0
0.429038,0,0,0,0
0.430426,0,0,0,0
0.431811,0,0,0,0
0.433241,0,0,0,0
0.434626,0,0,0,0
0.436009,0,0,0,0
0.437523,0,0,0,0
0.438959,0,0,0,0
0.440478,0,0,0,0
0.442030,0,0,0,0
0.443576,0,0,0,0
0.445126,0,0,0,0
0.446674,0,0,0,0
0.448219,0,0,0,0
0.449763,0,0,0,0
0.451282,0,0,0,0
0.452831,0,0,0,0
0.454379,0,0,0,0
0.455925,0,0,0,0
0.457471,0,0,0,0
0.459018,0,0,0,0
0.460638,0,0,0,0
0.462181,0,0,0,0
0.463727,0,0,0,0
0.465277,0,0,0,0
0.466823,0,0,0,0
0.468369,0,0,0,0
0.469917,0,0,0,0
0.471355,0,0,0,0
0.472881,0,0,0,0
0.474430,0,0,0,0
0.475977,0,0,0,0
0.477524,0,0,0,0
0.479074,0,0,0,0
0.480666,0,0,0,0
0.482229,0,0,0,0
0.483777,0,0,0,0
0.485327,0,0,0,0
0.486868,0,0,0,0
0.488406,0,0,0,0
0.490116,0,0,0,0
0.491575,0,0,0,0
0.493103,0,0,0,0
0.494653,0,0,0,0
0.496199,0,0,0,0
0.497847,0,0,0,0
0.499394,0,0,0,0
0.500944,0,0,0,0
0.502492,0,0,0,0
0.504053,0,0,0,0
0.505602,0,0,0,0
0.507150,0,0,0,0
0.508701,0,0,0,0
0.510250,0,0,0,0
0.511797,0,0,0,0
0.513350,0,0,0,0
0.514913,0,0,0,0
0.516461,0,0,0,0
0.518013,0,0,0,0
0.519559,0,0,0,0
0.521108,0,0,0,0
0.522657,0,0,0,0
0.524203,0,0,0,0
0.525634,0,0,0,0
0.527153,0,0,0,0
0.528745,0,0,0,0
0.530294,0,0,0,0
0.531841,0,0,0,0
0.533389,0,0,0,0
0.534937,0,0,0,0
0.536495,0,0,0,0
0.538049,0,0,0,0
0.539595,0,0,0,0
0.541144,0,0,0,0
0.542693,0,0,0,0
0.544238,0,0,0,0
