elapsed_s,TSE_FE_ILLEGAL_BOUNDING_BOX_PRIM,TSE_FE_VP_OUT_IS_NAN,TSE_FE_EXCLUDED_PRIM,TSE_FE_EARLY_CULL_CLIPPED_PRIM
0.001255,0,0,0,0
0.002917,0,0,0,0
0.004316,0,0,0,0
0.005782,0,0,0,0
0.007155,0,0,0,0
0.008645,0,0,0,0
0.010061,0,0,0,0
0.011455,0,0,0,0
0.012848,0,0,0,0
0.014242,0,0,0,0
0.015633,0,0,0,0
0.017021,0,0,0,0
0.018399,0,0,0,0
0.019775,0,0,0,0
0.021158,0,0,0,0
0.022535,0,0,0,0
0.023910,0,0,0,0
0.025277,0,0,0,0
0.026627,0,0,0,0
0.027965,0,0,0,0
0.029300,0,0,0,0
0.030607,0,0,0,0
0.031919,0,0,0,0
0.033245,0,0,0,0
0.034765,0,0,0,0
0.036163,0,0,0,0
0.037646,0,0,0,0
0.039026,0,0,0,0
0.040609,0,0,0,0
0.043018,0,0,0,0
0.044434,0,0,0,0
0.045871,0,0,0,0
0.047259,0,0,0,0
0.048666,0,0,0,0
0.050106,0,0,0,0
0.051500,0,0,0,0
0.052886,0,0,0,0
0.054283,0,0,0,0
0.055665,0,0,0,0
0.057067,0,0,0,0
0.058335,0,0,0,0
0.059723,0,0,0,0
0.061105,0,0,0,0
0.062489,0,0,0,0
0.063870,0,0,0,0
0.065302,0,0,0,0
0.066683,0,0,0,0
0.068083,0,0,0,0
0.070540,0,0,0,0
0.071941,0,0,0,0
0.074828,0,0,0,0
0.076232,0,0,0,0
0.077650,0,0,0,0
0.079033,0,0,0,0
0.080411,0,0,0,0
0.081884,0,0,0,0
0.083238,0,0,0,0
0.084581,0,0,0,0
0.085918,0,0,0,0
0.087269,0,0,0,0
0.088621,0,0,0,0
0.090002,0,0,0,0
0.091380,0,0,0,0
0.092848,0,0,0,0
0.094631,0,0,0,0
0.096021,0,0,0,0
0.097457,0,0,0,0
0.098839,0,0,0,0
0.100218,0,0,0,0
0.102244,0,0,0,0
0.103636,0,0,0,0
0.105016,0,0,0,0
0.106442,0,0,0,0
0.107916,0,0,0,0
0.109374,0,0,0,0
0.110763,0,0,0,0
0.112265,0,0,0,0
0.114112,0,0,0,0
0.115475,0,0,0,0
0.116868,0,0,0,0
0.118259,0,0,0,0
0.119639,0,0,0,0
0.121018,0,0,0,0
0.122396,0,0,0,0
0.123773,0,0,0,0
0.125153,0,0,0,0
0.126666,0,0,0,0
0.128255,0,0,0,0
0.129821,0,0,0,0
0.131366,0,0,0,0
0.132915,0,0,0,0
0.134464,0,0,0,0
0.136010,0,0,0,0
0.137561,0,0,0,0
0.139110,0,0,0,0
0.140673,0,0,0,0
0.142222,0,0,0,0
0.143768,0,0,0,0
0.145317,0,0,0,0
0.146864,0,0,0,0
0.148410,0,0,0,0
0.149827,0,0,0,0
0.151227,0,0,0,0
0.152789,0,0,0,0
0.154337,0,0,0,0
0.155884,0,0,0,0
0.157432,0,0,0,0
0.158980,0,0,0,0
0.160572,0,0,0,0
0.162010,0,0,0,0
0.163529,0,0,0,0
0.165078,0,0,0,0
0.166627,0,0,0,0
0.168782,0,0,0,0
0.173663,0,0,0,0
0.175072,0,0,0,0
0.176504,0,0,0,0
0.177961,0,0,0,0
0.179312,0,0,0,0
0.180653,0,0,0,0
0.181992,0,0,0,0
0.183330,0,0,0,0
0.184695,0,0,0,0
0.186082,0,0,0,0
0.187596,0,0,0,0
0.189147,0,0,0,0
0.190696,0,0,0,0
0.192285,0,0,0,0
0.193816,0,0,0,0
0.195219,0,0,0,0
0.196609,0,0,0,0
0.197995,0,0,0,0
0.199381,0,0,0,0
0.200804,0,0,0,0
0.202195,0,0,0,0
0.203713,0,0,0,0
0.205264,0,0,0,0
0.206701,0,0,0,0
0.208092,0,0,0,0
0.209522,0,0,0,0
0.210909,0,0,0,0
0.212295,0,0,0,0
0.213681,0,0,0,0
0.215066,0,0,0,0
0.216622,0,0,0,0
0.218185,0,0,0,0
0.219733,0,0,0,0
0.221282,0,0,0,0
0.222829,0,0,0,0
0.224415,0,0,0,0
0.226008,0,0,0,0
0.227554,0,0,0,0
0.229115,0,0,0,0
0.230664,0,0,0,0
0.232254,0,0,0,0
0.233807,0,0,0,0
0.235353,0,0,0,0
0.236903,0,0,0,0
0.238452,0,0,0,0
0.240013,0,0,0,0
0.241563,0,0,0,0
0.243109,0,0,0,0
0.244536,0,0,0,0
0.246060,0,0,0,0
0.247609,0,0,0,0
0.249161,0,0,0,0
0.250726,0,0,0,0
0.252274,0,0,0,0
0.253828,0,0,0,0
0.255376,0,0,0,0
0.256969,0,0,0,0
0.258521,0,0,0,0
0.260068,0,0,0,0
0.261501,0,0,0,0
0.263014,0,0,0,0
0.264623,0,0,0,0
0.266175,0,0,0,0
0.267723,0,0,0,0
0.269276,0,0,0,0
0.270827,0,0,0,0
0.272431,0,0,0,0
0.274028,0,0,0,0
0.275577,0,0,0,0
0.277129,0,0,0,0
0.278679,0,0,0,0
0.280271,0,0,0,0
0.281742,0,0,0,0
0.283207,0,0,0,0
0.284595,0,0,0,0
0.285930,0,0,0,0
0.287319,0,0,0,0
0.288705,0,0,0,0
0.290016,0,0,0,0
0.291327,0,0,0,0
0.292638,0,0,0,0
0.293958,0,0,0,0
0.295269,0,0,0,0
0.296578,0,0,0,0
0.297874,0,0,0,0
0.299168,0,0,0,0
0.300461,0,0,0,0
0.301880,0,0,0,0
0.303191,0,0,0,0
0.304521,0,0,0,0
0.305898,0,0,0,0
0.307267,0,0,0,0
0.308679,0,0,0,0
0.310040,0,0,0,0
0.311402,0,0,0,0
0.312735,0,0,0,0
0.314149,0,0,0,0
0.315548,0,0,0,0
0.316937,0,0,0,0
0.318324,0,0,0,0
0.319709,0,0,0,0
0.321663,0,0,0,0
0.323056,0,0,0,0
0.324450,0,0,0,0
0.326032,0,0,0,0
0.327423,0,0,0,0
0.328807,0,0,0,0
0.330196,0,0,0,0
0.331586,0,0,0,0
0.333821,0,0,0,0
0.335204,0,0,0,0
0.336627,0,0,0,0
0.338008,0,0,0,0
0.339393,0,0,0,0
0.340777,0,0,0,0
0.342158,0,0,0,0
0.343558,0,0,0,0
0.344810,0,0,0,0
0.346191,0,0,0,0
0.347576,0,0,0,0
0.348960,0,0,0,0
0.350345,0,0,0,0
0.351728,0,0,0,0
0.353113,0,0,0,0
0.354497,0,0,0,0
0.355880,0,0,0,0
0.357295,0,0,0,0
0.358717,0,0,0,0
0.360096,0,0,0,0
0.361526,0,0,0,0
0.362904,0,0,0,0
0.364283,0,0,0,0
0.365685,0,0,0,0
0.367060,0,0,0,0
0.368575,0,0,0,0
0.370046,0,0,0,0
0.371422,0,0,0,0
0.372799,0,0,0,0
0.374178,0,0,0,0
0.375557,0,0,0,0
0.376936,0,0,0,0
0.378314,0,0,0,0
0.379700,0,0,0,0
0.381080,0,0,0,0
0.382460,0,0,0,0
0.383839,0,0,0,0
0.385221,0,0,0,0
0.386606,0,0,0,0
0.388119,0,0,0,0
0.389722,0,0,0,0
0.391668,0,0,0,0
0.393221,0,0,0,0
0.394771,0,0,0,0
0.396319,0,0,0,0
0.397873,0,0,0,0
0.399421,0,0,0,0
0.401014,0,0,0,0
0.402453,0,0,0,0
0.403969,0,0,0,0
0.405404,0,0,0,0
0.406929,0,0,0,0
0.408524,0,0,0,0
0.410075,0,0,0,0
0.411624,0,0,0,0
0.413190,0,0,0,0
0.414742,0,0,0,0
0.416334,0,0,0,0
0.417888,0,0,0,0
0.419438,0,0,0,0
0.420991,0,0,0,0
0.422541,0,0,0,0
0.424103,0,0,0,0
0.425762,0,0,0,0
0.427311,0,0,0,0
0.428864,0,0,0,0
0.430415,0,0,0,0
0.431965,0,0,0,0
