elapsed_s,TSE_FE_ZERO_AREA_PRIM,TSE_FE_FACENESS_CULLED_PRIM,TSE_FE_ZERO_PIXEL_PRIM,TSE_FE_OUTPUT_NULL_PRIM
0.001097,0,0,0,0
0.002655,0,0,0,0
0.004082,0,0,0,0
0.005459,0,0,0,0
0.006880,0,0,0,0
0.008344,0,0,0,0
0.009749,0,0,0,0
0.011117,0,0,0,0
0.012461,0,0,0,0
0.013885,0,0,0,0
0.015319,0,0,0,0
0.016742,0,0,0,0
0.018088,0,0,0,0
0.019478,0,0,0,0
0.020817,0,0,0,0
0.022152,0,0,0,0
0.023483,0,0,0,0
0.024826,0,0,0,0
0.026156,0,0,0,0
0.027511,0,0,0,0
0.028801,0,0,0,0
0.030090,0,0,0,0
0.031382,0,0,0,0
0.032638,0,0,0,0
0.033944,0,0,0,0
0.035222,0,0,0,0
0.036562,0,0,0,0
0.037899,0,0,0,0
0.039239,0,0,0,0
0.040583,0,0,0,0
0.041938,0,0,0,0
0.043541,0,0,0,0
0.045503,0,0,0,0
0.046968,0,0,0,0
0.048360,0,0,0,0
0.049842,0,0,0,0
0.051337,0,0,0,0
0.052752,0,0,0,0
0.054142,0,0,0,0
0.055531,0,0,0,0
0.056917,0,0,0,0
0.058348,0,0,0,0
0.061211,0,0,0,0
0.062613,0,0,0,0
0.064040,0,0,0,0
0.065425,0,0,0,0
0.066814,0,0,0,0
0.068194,0,0,0,0
0.069579,0,0,0,0
0.070823,0,0,0,0
0.072211,0,0,0,0
0.073595,0,0,0,0
0.075001,0,0,0,0
0.076386,0,0,0,0
0.077770,0,0,0,0
0.079176,0,0,0,0
0.080561,0,0,0,0
0.081946,0,0,0,0
0.086651,0,0,0,0
0.088068,0,0,0,0
0.089447,0,0,0,0
0.090954,0,0,0,0
0.092342,0,0,0,0
0.093685,0,0,0,0
0.095025,0,0,0,0
0.096395,0,0,0,0
0.097752,0,0,0,0
0.099135,0,0,0,0
0.100516,0,0,0,0
0.101893,0,0,0,0
0.103273,0,0,0,0
0.104652,0,0,0,0
0.106158,0,0,0,0
0.107625,0,0,0,0
0.109146,0,0,0,0
0.110588,0,0,0,0
0.112109,0,0,0,0
0.113658,0,0,0,0
0.115209,0,0,0,0
0.116759,0,0,0,0
0.118307,0,0,0,0
0.119734,0,0,0,0
0.121264,0,0,0,0
0.122857,0,0,0,0
0.124407,0,0,0,0
0.125955,0,0,0,0
0.127505,0,0,0,0
0.129055,0,0,0,0
0.130648,0,0,0,0
0.132212,0,0,0,0
0.133760,0,0,0,0
0.135311,0,0,0,0
0.136862,0,0,0,0
0.138452,0,0,0,0
0.140005,0,0,0,0
0.141553,0,0,0,0
0.142995,0,0,0,0
0.144515,0,0,0,0
0.146059,0,0,0,0
0.147651,0,0,0,0
0.149208,0,0,0,0
0.150877,0,0,0,0
0.152428,0,0,0,0
0.153858,0,0,0,0
0.155246,0,0,0,0
0.156762,0,0,0,0
0.158308,0,0,0,0
0.159863,0,0,0,0
0.161410,0,0,0,0
0.163003,0,0,0,0
0.164441,0,0,0,0
0.165961,0,0,0,0
0.167510,0,0,0,0
0.169058,0,0,0,0
0.170652,0,0,0,0
0.172202,0,0,0,0
0.173749,0,0,0,0
0.175314,0,0,0,0
0.176864,0,0,0,0
0.178456,0,0,0,0
0.180010,0,0,0,0
0.181558,0,0,0,0
0.183109,0,0,0,0
0.184658,0,0,0,0
0.186219,0,0,0,0
0.187877,0,0,0,0
0.189425,0,0,0,0
0.190977,0,0,0,0
0.192526,0,0,0,0
0.194075,0,0,0,0
0.195669,0,0,0,0
0.197231,0,0,0,0
0.198782,0,0,0,0
0.200329,0,0,0,0
0.201755,0,0,0,0
0.203283,0,0,0,0
0.204834,0,0,0,0
0.206383,0,0,0,0
0.207952,0,0,0,0
0.209501,0,0,0,0
0.211096,0,0,0,0
0.212647,0,0,0,0
0.214197,0,0,0,0
0.215747,0,0,0,0
0.217297,0,0,0,0
0.218905,0,0,0,0
0.220448,0,0,0,0
0.221988,0,0,0,0
0.223403,0,0,0,0
0.224915,0,0,0,0
0.226498,0,0,0,0
0.228030,0,0,0,0
0.229594,0,0,0,0
0.231146,0,0,0,0
0.232698,0,0,0,0
0.234248,0,0,0,0
0.235849,0,0,0,0
0.237485,0,0,0,0
0.239067,0,0,0,0
0.240473,0,0,0,0
0.241859,0,0,0,0
0.243531,0,0,0,0
0.245061,0,0,0,0
0.246671,0,0,0,0
0.248189,0,0,0,0
0.250111,0,0,0,0
0.251977,0,0,0,0
0.253377,0,0,0,0
0.254800,0,0,0,0
0.256181,0,0,0,0
0.257561,0,0,0,0
0.258942,0,0,0,0
0.260322,0,0,0,0
0.261829,0,0,0,0
0.263262,0,0,0,0
0.264784,0,0,0,0
0.266375,0,0,0,0
0.267930,0,0,0,0
0.269480,0,0,0,0
0.271033,0,0,0,0
0.272585,0,0,0,0
0.274149,0,0,0,0
0.275746,0,0,0,0
0.277296,0,0,0,0
0.278848,0,0,0,0
0.280399,0,0,0,0
0.281948,0,0,0,0
0.283401,0,0,0,0
0.284860,0,0,0,0
0.286204,0,0,0,0
0.287544,0,0,0,0
0.288884,0,0,0,0
0.290220,0,0,0,0
0.291686,0,0,0,0
0.292999,0,0,0,0
0.294310,0,0,0,0
0.295658,0,0,0,0
0.296964,0,0,0,0
0.298269,0,0,0,0
0.299612,0,0,0,0
0.300974,0,0,0,0
0.302334,0,0,0,0
0.303694,0,0,0,0
0.305055,0,0,0,0
0.306433,0,0,0,0
0.307877,0,0,0,0
0.309289,0,0,0,0
0.310713,0,0,0,0
0.312405,0,0,0,0
0.313798,0,0,0,0
0.315606,0,0,0,0
0.316995,0,0,0,0
0.318377,0,0,0,0
0.319879,0,0,0,0
0.321297,0,0,0,0
0.322716,0,0,0,0
0.324076,0,0,0,0
0.325439,0,0,0,0
0.326797,0,0,0,0
0.328225,0,0,0,0
0.329543,0,0,0,0
0.330937,0,0,0,0
0.333167,0,0,0,0
0.334547,0,0,0,0
0.335903,0,0,0,0
0.337287,0,0,0,0
0.338755,0,0,0,0
0.340105,0,0,0,0
0.341486,0,0,0,0
0.342898,0,0,0,0
0.344284,0,0,0,0
0.345668,0,0,0,0
0.347055,0,0,0,0
0.348438,0,0,0,0
0.349840,0,0,0,0
0.351453,0,0,0,0
0.352842,0,0,0,0
0.354224,0,0,0,0
0.355621,0,0,0,0
0.357001,0,0,0,0
0.358380,0,0,0,0
0.359824,0,0,0,0
0.361210,0,0,0,0
0.362688,0,0,0,0
0.364081,0,0,0,0
0.365459,0,0,0,0
0.366836,0,0,0,0
0.368533,0,0,0,0
0.369914,0,0,0,0
0.371302,0,0,0,0
0.372682,0,0,0,0
0.374062,0,0,0,0
0.375441,0,0,0,0
0.376819,0,0,0,0
0.378367,0,0,0,0
0.379868,0,0,0,0
0.381390,0,0,0,0
0.382831,0,0,0,0
0.384355,0,0,0,0
0.385905,0,0,0,0
0.387455,0,0,0,0
0.389007,0,0,0,0
0.390556,0,0,0,0
0.392260,0,0,0,0
0.393821,0,0,0,0
0.395377,0,0,0,0
0.396928,0,0,0,0
0.398477,0,0,0,0
0.400033,0,0,0,0
0.401582,0,0,0,0
0.403177,0,0,0,0
0.404743,0,0,0,0
0.406292,0,0,0,0
0.407846,0,0,0,0
0.409395,0,0,0,0
0.410991,0,0,0,0
0.412542,0,0,0,0
0.414091,0,0,0,0
0.415529,0,0,0,0
0.417052,0,0,0,0
0.418648,0,0,0,0
0.420200,0,0,0,0
0.421748,0,0,0,0
0.423301,0,0,0,0
0.424853,0,0,0,0
0.426458,0,0,0,0
0.428013,0,0,0,0
0.429562,0,0,0,0
0.431109,0,0,0,0
0.432740,0,0,0,0
0.434289,0,0,0,0
0.435896,0,0,0,0
0.437333,0,0,0,0
0.438858,0,0,0,0
0.440410,0,0,0,0
0.441959,0,0,0,0
0.443510,0,0,0,0
0.445062,0,0,0,0
0.446615,0,0,0,0
0.448178,0,0,0,0
0.449726,0,0,0,0
0.451278,0,0,0,0
0.452827,0,0,0,0
0.454376,0,0,0,0
0.455928,0,0,0,0
0.457474,0,0,0,0
0.459083,0,0,0,0
0.460634,0,0,0,0
0.462182,0,0,0,0
0.463731,0,0,0,0
0.465282,0,0,0,0
0.466877,0,0,0,0
0.468428,0,0,0,0
0.469989,0,0,0,0
0.471539,0,0,0,0
0.473088,0,0,0,0
0.474682,0,0,0,0
0.476231,0,0,0,0
0.477778,0,0,0,0
0.479330,0,0,0,0
0.480893,0,0,0,0
0.482483,0,0,0,0
0.484036,0,0,0,0
0.485584,0,0,0,0
0.487136,0,0,0,0
0.488685,0,0,0,0
0.490232,0,0,0,0
0.491799,0,0,0,0
0.493318,0,0,0,0
0.494870,0,0,0,0
0.496420,0,0,0,0
0.497967,0,0,0,0
0.499517,0,0,0,0
0.501066,0,0,0,0
0.502631,0,0,0,0
0.504181,0,0,0,0
0.505728,0,0,0,0
0.507281,0,0,0,0
0.508830,0,0,0,0
0.510378,0,0,0,0
0.512080,0,0,0,0
0.513641,0,0,0,0
0.515194,0,0,0,0
0.516744,0,0,0,0
0.518292,0,0,0,0
0.520114,0,0,0,0
0.521509,0,0,0,0
0.522899,0,0,0,0
0.524328,0,0,0,0
0.525715,0,0,0,0
0.527098,0,0,0,0
0.528479,0,0,0,0
0.529858,0,0,0,0
0.531240,0,0,0,0
0.532858,0,0,0,0
0.534369,0,0,0,0
0.535820,0,0,0,0
0.537299,0,0,0,0
0.538771,0,0,0,0
0.540153,0,0,0,0
0.541533,0,0,0,0
0.542912,0,0,0,0
0.544290,0,0,0,0
