elapsed_s,TSE_SETUP_FDP3_2_WORKING_CYCLE_L3,TSE_SETUP_FDP3_3_WORKING_CYCLE_L3,TSE_SETUP_FDP3_4_WORKING_CYCLE_L3,TSE_SETUP_FDP3_5_WORKING_CYCLE_L3
0.001094,0,0,0,0
0.002575,0,0,0,0
0.003934,0,0,0,0
0.005272,0,0,0,0
0.006658,0,0,0,0
0.007998,0,0,0,0
0.009358,0,0,0,0
0.010697,0,0,0,0
0.012037,0,0,0,0
0.013376,0,0,0,0
0.014811,0,0,0,0
0.016128,0,0,0,0
0.017441,0,0,0,0
0.018755,0,0,0,0
0.020078,0,0,0,0
0.021392,0,0,0,0
0.022753,0,0,0,0
0.024073,0,0,0,0
0.025385,0,0,0,0
0.026763,0,0,0,0
0.028106,0,0,0,0
0.029417,0,0,0,0
0.030790,0,0,0,0
0.032044,0,0,0,0
0.033299,0,0,0,0
0.034555,0,0,0,0
0.035811,0,0,0,0
0.037117,0,0,0,0
0.038424,0,0,0,0
0.039680,0,0,0,0
0.040943,0,0,0,0
0.042198,0,0,0,0
0.043452,0,0,0,0
0.044705,0,0,0,0
0.046898,0,0,0,0
0.048402,0,0,0,0
0.049910,0,0,0,0
0.051385,0,0,0,0
0.052826,0,0,0,0
0.056628,0,0,0,0
0.058124,0,0,0,0
0.059514,0,0,0,0
0.060922,273,273,273,273
0.062329,0,0,0,0
0.063725,0,0,0,0
0.065110,0,0,0,0
0.066495,0,0,0,0
0.067880,0,0,0,0
0.069277,0,0,0,0
0.070660,378,378,378,378
0.072300,1113,1113,1113,1113
0.073870,0,0,0,0
0.075261,0,0,0,0
0.076648,0,0,0,0
0.078796,0,0,0,0
0.080194,0,0,0,0
0.081579,0,0,0,0
0.083010,0,0,0,0
0.084392,0,0,0,0
0.085772,0,0,0,0
0.087283,0,0,0,0
0.088811,0,0,0,0
0.090304,0,0,0,0
0.091705,0,0,0,0
0.093099,0,0,0,0
0.094479,0,0,0,0
0.095856,0,0,0,0
0.097232,0,0,0,0
0.098608,0,0,0,0
0.100281,0,0,0,0
0.101660,0,0,0,0
0.103024,0,0,0,0
0.104413,0,0,0,0
0.105793,0,0,0,0
0.107238,0,0,0,0
0.108616,0,0,0,0
0.109995,0,0,0,0
0.111375,0,0,0,0
0.112754,0,0,0,0
0.114216,0,0,0,0
0.115603,0,0,0,0
0.117540,0,0,0,0
0.119067,0,0,0,0
0.120461,0,0,0,0
0.121850,0,0,0,0
0.123234,0,0,0,0
0.124617,0,0,0,0
0.126061,0,0,0,0
0.127446,0,0,0,0
0.128959,0,0,0,0
0.130508,0,0,0,0
0.131934,0,0,0,0
0.133454,0,0,0,0
0.134874,0,0,0,0
0.136404,0,0,0,0
0.137958,0,0,0,0
0.139506,0,0,0,0
0.140931,0,0,0,0
0.142353,0,0,0,0
0.143900,0,0,0,0
0.145450,0,0,0,0
0.146889,0,0,0,0
0.148412,0,0,0,0
0.149964,0,0,0,0
0.151515,0,0,0,0
0.153064,0,0,0,0
0.154617,0,0,0,0
0.156168,0,0,0,0
0.157655,0,0,0,0
0.159322,0,0,0,0
0.160872,0,0,0,0
0.162424,0,0,0,0
0.163976,0,0,0,0
0.165525,0,0,0,0
0.167125,0,0,0,0
0.168687,0,0,0,0
0.170241,0,0,0,0
0.171792,0,0,0,0
0.173342,0,0,0,0
0.174937,0,0,0,0
0.176489,0,0,0,0
0.178041,0,0,0,0
0.179606,0,0,0,0
0.181155,0,0,0,0
0.182705,0,0,0,0
0.184256,0,0,0,0
0.185805,0,0,0,0
0.187491,0,0,0,0
0.189040,0,0,0,0
0.190607,0,0,0,0
0.192158,0,0,0,0
0.193706,0,0,0,0
0.195262,0,0,0,0
0.196810,0,0,0,0
0.198245,0,0,0,0
0.199774,0,0,0,0
0.201337,0,0,0,0
0.202887,0,0,0,0
0.204439,0,0,0,0
0.206034,0,0,0,0
0.207587,0,0,0,0
0.209136,0,0,0,0
0.210686,0,0,0,0
0.212127,0,0,0,0
0.213648,0,0,0,0
0.215186,0,0,0,0
0.216707,0,0,0,0
0.218259,0,0,0,0
0.219811,0,0,0,0
0.221361,0,0,0,0
0.222968,0,0,0,0
0.224518,0,0,0,0
0.226069,0,0,0,0
0.227622,0,0,0,0
0.229172,0,0,0,0
0.230722,0,0,0,0
0.232273,0,0,0,0
0.233839,0,0,0,0
