elapsed_s,ALWAYSON
0.001094,45782
0.002514,27161
0.003900,26616
0.005284,26581
0.006668,26551
0.008050,26486
0.009431,26555
0.011000,30185
0.012386,26531
0.013767,26509
0.015147,26521
0.016534,27033
0.017973,27919
0.019362,26122
0.020709,26858
0.022131,26145
0.023465,25635
0.024908,27839
0.026254,25779
0.027595,25764
0.028937,25802
0.030284,25766
0.031622,25726
0.032974,26859
0.034439,27642
0.035808,25973
0.037162,25929
0.038505,25762
0.039845,25719
0.041179,25351
0.042497,25317
0.043827,25536
0.045145,25300
0.046462,25287
0.047779,25337
0.049101,25356
0.050421,25336
0.051740,25326
0.053106,26234
0.054437,25551
0.055756,25344
0.057062,24434
0.058327,24286
0.059592,24291
0.060933,25878
0.062258,25328
0.063524,24284
0.064819,24949
0.066089,24297
0.067355,24326
0.068622,24460
0.069913,24460
0.071156,23882
0.072400,23878
0.074331,38470
0.075774,27808
0.077265,29488
0.078808,29203
0.080241,26611
0.082514,44141
0.083912,26243
0.085296,26526
0.086681,26597
0.088091,27181
0.089595,26285
0.090837,26332
0.092204,26150
0.093566,26216
0.094933,26196
0.096322,26752
0.097701,26430
0.099066,26206
0.100430,26186
0.101798,26226
0.103176,26725
0.104557,27899
0.106015,26400
0.107388,26396
0.108773,26589
0.110144,27945
0.111604,26484
0.112977,26266
0.114345,26183
0.115710,26218
0.117404,32287
0.118862,29674
0.120357,27377
0.121727,27383
0.123152,26116
0.124509,26046
0.125956,27788
0.127314,26150
0.128676,27680
0.130154,26842
0.131531,26410
0.132982,28200
0.134360,26137
0.135721,26102
0.137082,26138
0.138442,26123
0.139802,26108
0.141222,27130
0.142592,26443
0.143952,26090
0.145316,26259
0.146806,29027
0.148329,29198
0.149730,26620
0.151234,29265
0.152777,31541
0.154411,29453
0.155942,29403
0.157477,29485
0.159011,29424
0.160541,29469
0.162078,29413
0.163495,26845
0.165002,29312
0.166534,29416
0.168065,29391
0.169642,30308
0.171175,29408
0.172706,29500
0.174131,26870
0.175635,29252
0.177169,29458
0.178701,29409
0.180232,29409
0.181766,29458
0.183298,29395
0.184886,30484
0.186417,29386
0.187947,29358
0.189479,29435
0.191010,29404
0.192540,29456
0.194075,29362
0.195616,29625
0.197149,29434
0.198680,29392
0.200210,29349
0.201740,29397
0.203271,29363
0.204881,30119
0.206245,26621
0.207617,26265
0.209115,29256
0.210647,29380
0.212176,29346
0.213706,29424
0.215239,29376
0.216779,31381
0.218403,29399
0.219933,29350
0.221464,29440
0.222995,29361
0.224524,29436
0.226059,29411
0.227605,29665
0.229138,29455
0.230669,29365
0.232198,29366
0.233730,29422
0.235260,29403
0.236859,29779
0.238354,29590
0.239882,29346
0.241414,29425
0.242945,29395
0.244474,29344
0.245942,27799
0.247444,29221
0.249033,30525
0.250564,29400
0.252094,29356
0.253728,31431
0.255261,29384
0.256856,29783
0.258343,29378
0.259883,29567
0.261415,29460
0.262947,29375
0.264476,29353
0.266093,31760
0.267537,26652
0.268914,26377
0.270425,29439
0.271954,29359
0.273488,29443
0.275018,29385
0.276547,29450
0.278083,29387
0.279612,29362
0.281200,30520
0.282732,29396
0.284262,29374
0.285794,29434
0.287326,29387
0.288859,29451
0.290391,29426
0.291935,29602
0.293467,29458
0.295000,29394
0.296529,30310
0.298109,29390
0.299639,29378
0.301172,29459
0.302718,29660
0.304248,29371
0.305780,29433
0.307311,29387
0.308844,29414
0.310373,29360
0.311777,26599
0.313163,26488
0.314654,29029
0.316174,29200
0.317574,26556
0.319075,29233
0.320605,29431
0.322139,29387
0.323681,29583
0.325212,29441
0.326744,29366
0.328273,29374
0.329805,29429
0.331336,29373
0.332868,29419
0.334411,29638
0.335939,29334
0.337471,29398
0.338999,29298
0.340525,29414
0.342058,29363
0.343587,29339
0.345171,30433
0.346701,29383
0.348230,29322
0.349760,29412
0.351290,29372
0.352823,29432
0.354353,29379
0.355895,29607
0.357428,29430
0.358958,29395
0.360487,29364
0.362149,31860
0.363690,31543
0.365201,26776
0.366721,29481
0.368251,29372
0.369782,29436
0.371317,29404
0.372848,29466
0.374381,29390
0.375909,29356
0.377497,30509
0.379029,29385
0.380558,29456
0.382095,29405
0.383624,29379
0.385158,29456
0.386690,29392
0.388233,29621
0.389765,29427
0.391296,29378
0.392873,30329
0.394406,29385
0.395935,29358
0.397467,29448
0.399013,29660
0.400542,29449
0.402078,29402
0.403608,29377
