elapsed_s,CP_ICACHE_MISSES,CP_ICACHE_HITS,CP_ICACHE_STALL,CP_DCACHE_MISSES,CP_DCACHE_HITS,CP_DCACHE_STALLS,CP_AQE_SQE_STALL,CP_SQE_AQE_STARVE,CP_ISR_CYCLES,CP_SQE_MD8_STALL_CYCLES,CP_SQE_MESH_EXEC_CYCLES,CP_AQE_NUM_AS_CHUNKS,CP_AQE_NUM_MS_CHUNKS,CP_S_SKEW_BUFFER_FULL
0.001075,17,202,845,0,0,0,0,0,0,0,0,0,0,0
0.002851,17,202,1006,0,0,0,0,0,0,0,0,0,0,0
0.004471,17,202,865,0,0,0,0,0,0,0,0,0,0,0
0.006121,17,220,864,0,0,0,0,0,0,0,0,0,0,0
0.007755,17,212,884,0,0,0,0,0,0,0,0,0,0,0
0.009358,17,202,827,0,0,0,0,0,0,0,0,0,0,0
0.010928,17,202,863,0,0,0,0,0,0,0,0,0,0,0
0.012498,17,202,963,0,0,0,0,0,0,0,0,0,0,0
0.014198,17,198,840,0,0,0,0,0,0,0,0,0,0,0
0.015801,17,224,1089,0,0,0,0,0,0,0,0,0,0,0
0.017373,17,226,909,0,0,0,0,0,0,0,0,0,0,0
0.019015,17,220,1101,0,0,0,0,0,0,0,0,0,0,0
0.020713,17,202,874,0,0,0,0,0,0,0,0,0,0,0
0.022432,17,202,862,0,0,0,0,0,0,0,0,0,0,0
0.023984,17,222,908,0,0,0,0,0,0,0,0,0,0,0
0.025569,17,202,1045,0,0,0,0,0,0,0,0,0,0,0
0.027189,17,198,943,0,0,0,0,0,0,0,0,0,0,0
0.028808,17,198,973,0,0,0,0,0,0,0,0,0,0,0
0.030480,17,202,647,0,0,0,0,0,0,0,0,0,0,0
0.031895,17,202,575,0,0,0,0,0,0,0,0,0,0,0
0.033379,17,198,719,0,0,0,0,0,0,0,0,0,0,0
0.034856,17,198,585,0,0,0,0,0,0,0,0,0,0,0
0.036340,17,198,576,0,0,0,0,0,0,0,0,0,0,0
0.037821,17,202,706,0,0,0,0,0,0,0,0,0,0,0
0.039368,17,198,710,0,0,0,0,0,0,0,0,0,0,0
0.040981,17,202,687,0,0,0,0,0,0,0,0,0,0,0
0.042474,17,198,675,0,0,0,0,0,0,0,0,0,0,0
0.043943,17,202,690,0,0,0,0,0,0,0,0,0,0,0
0.045412,17,202,500,0,0,0,0,0,0,0,0,0,0,0
0.046812,18,209,472,0,0,0,0,0,0,0,0,0,0,0
0.048281,18,209,473,0,0,0,0,0,0,0,0,0,0,0
0.049694,18,205,479,0,0,0,0,0,0,0,0,0,0,0
0.051163,18,209,473,0,0,0,0,0,0,0,0,0,0,0
0.052566,18,209,472,0,0,0,0,0,0,0,0,0,0,0
0.053970,18,205,484,0,0,0,0,0,0,0,0,0,0,0
0.055373,18,205,485,0,0,0,0,0,0,0,0,0,0,0
0.056777,148,3387,4473,0,0,0,0,0,0,0,0,0,0,0
0.058621,18,209,518,0,0,0,0,0,0,0,0,0,0,0
0.060027,18,209,475,0,0,0,0,0,0,0,0,0,0,0
0.061444,18,205,476,0,0,0,0,0,0,0,0,0,0,0
0.062847,18,209,492,0,0,0,0,0,0,0,0,0,0,0
0.064287,18,209,497,0,0,0,0,0,0,0,0,0,0,0
0.065689,18,209,478,0,0,0,0,0,0,0,0,0,0,0
0.067099,79,1195,32419,0,0,0,0,0,0,0,0,0,0,0
0.068856,114,72686,27935,0,0,0,0,0,0,0,0,0,0,0
0.070300,18,237,1857,0,0,0,0,0,0,0,0,0,0,0
0.071719,17,230,1817,0,0,0,0,0,0,0,0,0,0,0
0.073135,18,247,1654,0,0,0,0,0,0,0,0,0,0,0
0.074638,18,239,1664,0,0,0,0,0,0,0,0,0,0,0
0.076225,18,239,1656,0,0,0,0,0,0,0,0,0,0,0
0.078969,18,237,1825,0,0,0,0,0,0,0,0,0,0,0
0.080470,18,237,1656,0,0,0,0,0,0,0,0,0,0,0
0.081932,18,239,1658,0,0,0,0,0,0,0,0,0,0,0
0.083365,18,237,1657,0,0,0,0,0,0,0,0,0,0,0
0.084801,18,237,1643,0,0,0,0,0,0,0,0,0,0,0
0.086234,18,237,1653,0,0,0,0,0,0,0,0,0,0,0
0.087667,18,237,1660,0,0,0,0,0,0,0,0,0,0,0
0.089143,18,233,1660,0,0,0,0,0,0,0,0,0,0,0
0.090618,18,237,1653,0,0,0,0,0,0,0,0,0,0,0
0.092058,18,237,1657,0,0,0,0,0,0,0,0,0,0,0
0.093491,18,313,3057,0,0,0,0,0,0,0,0,0,0,0
0.094925,17,230,1668,0,0,0,0,0,0,0,0,0,0,0
0.096401,18,237,1650,0,0,0,0,0,0,0,0,0,0,0
0.097837,18,239,1651,0,0,0,0,0,0,0,0,0,0,0
0.099277,18,233,1651,0,0,0,0,0,0,0,0,0,0,0
0.100718,18,237,1651,0,0,0,0,0,0,0,0,0,0,0
0.102170,18,233,1647,0,0,0,0,0,0,0,0,0,0,0
0.103606,18,233,1650,0,0,0,0,0,0,0,0,0,0,0
0.105074,18,239,1652,0,0,0,0,0,0,0,0,0,0,0
0.106505,18,237,1652,0,0,0,0,0,0,0,0,0,0,0
0.107943,18,233,1653,0,0,0,0,0,0,0,0,0,0,0
0.109458,18,237,1716,0,0,0,0,0,0,0,0,0,0,0
0.111056,18,237,1830,0,0,0,0,0,0,0,0,0,0,0
0.112714,18,237,1658,0,0,0,0,0,0,0,0,0,0,0
0.114189,18,233,1654,0,0,0,0,0,0,0,0,0,0,0
0.115764,18,239,1651,0,0,0,0,0,0,0,0,0,0,0
0.117370,18,237,1653,0,0,0,0,0,0,0,0,0,0,0
0.118975,18,233,1658,0,0,0,0,0,0,0,0,0,0,0
0.120619,18,237,1650,0,0,0,0,0,0,0,0,0,0,0
0.122223,18,237,1748,0,0,0,0,0,0,0,0,0,0,0
0.123841,18,233,1644,0,0,0,0,0,0,0,0,0,0,0
0.125447,18,281,1656,0,0,0,0,0,0,0,0,0,0,0
0.127052,18,237,1658,0,0,0,0,0,0,0,0,0,0,0
0.128697,18,237,1657,0,0,0,0,0,0,0,0,0,0,0
