elapsed_s,VFD_MODE_3_FIBERS,VFD_MODE_4_FIBERS,VFD_TOTAL_VERTICES,VFDP_STALL_CYCLES_VFD,VFDP_STALL_CYCLES_VFD_INDEX,VFDP_STALL_CYCLES_VFD_PROG,VFDP_STARVE_CYCLES_PC,VFDP_VS_STAGE_WAVES
0.001089,0,0,0,0,0,0,0,0
0.002636,0,0,0,0,0,0,0,0
0.004091,0,0,0,0,0,0,0,0
0.005572,0,0,0,0,0,0,0,0
0.007069,0,0,0,0,0,0,0,0
0.008547,0,0,0,0,0,0,0,0
0.010004,0,0,0,0,0,0,0,0
0.011626,0,0,0,0,0,0,0,0
0.013320,0,0,0,0,0,0,0,0
0.014857,0,0,0,0,0,0,0,0
0.016295,0,0,0,0,0,0,0,0
0.017779,0,0,0,0,0,0,0,0
0.019252,0,0,0,0,0,0,0,0
0.020701,0,0,0,0,0,0,0,0
0.022170,0,0,0,0,0,0,0,0
0.023594,0,0,0,0,0,0,0,0
0.025052,0,0,0,0,0,0,0,0
0.026523,0,0,0,0,0,0,0,0
0.027925,0,0,0,0,0,0,0,0
0.029442,0,0,0,0,0,0,0,0
0.030895,0,0,0,0,0,0,0,0
0.032331,0,0,0,0,0,0,0,0
0.033787,0,0,0,0,0,0,0,0
0.035192,0,0,0,0,0,0,0,0
0.036596,0,0,0,0,0,0,0,0
0.038043,0,0,0,0,0,0,0,0
0.039436,0,0,0,0,0,0,0,0
0.040818,0,0,0,0,0,0,0,0
0.042200,0,0,0,0,0,0,0,0
0.043593,0,0,0,0,0,0,0,0
0.044976,0,0,0,0,0,0,0,0
0.046358,0,0,0,0,0,0,0,0
0.047759,0,0,0,0,0,0,0,0
0.049143,0,0,0,0,0,0,0,0
0.050543,0,0,0,0,0,0,0,0
0.051924,0,0,0,0,0,0,0,0
0.053305,0,0,0,0,0,0,0,0
0.054682,0,0,0,0,0,0,0,0
0.056018,0,0,0,0,0,0,0,0
0.057338,0,0,0,0,0,0,0,0
0.058660,0,0,0,0,0,0,0,0
0.059981,0,0,0,0,0,0,0,0
0.061306,0,0,0,0,0,0,0,0
0.062633,0,0,0,0,0,0,0,0
0.063906,0,0,0,0,0,0,0,0
0.065179,0,0,0,0,0,0,0,0
0.066457,0,0,0,0,0,0,0,0
0.067730,0,0,0,0,0,0,0,0
0.069054,0,0,0,0,0,0,0,0
0.070328,0,0,0,0,0,0,0,0
0.071631,0,0,0,0,0,0,0,0
0.072995,0,0,0,0,0,0,0,0
0.074362,0,0,0,0,0,0,0,0
0.075729,0,0,0,0,0,0,0,0
0.077097,0,0,0,0,0,0,0,0
0.078484,0,0,0,0,0,0,0,0
0.079847,0,0,0,0,0,0,0,0
0.081212,0,0,0,0,0,0,0,0
0.082609,0,0,0,30,30,0,1236,0
0.084294,0,0,0,0,0,0,0,0
0.085663,0,0,0,0,0,0,0,0
0.088386,0,0,0,0,0,0,0,0
0.089810,0,0,0,0,0,0,0,0
0.091222,0,0,0,0,0,0,0,0
0.092646,0,0,0,0,0,0,0,0
0.094186,0,0,0,60,60,0,148176,0
0.095493,0,0,0,294,294,0,3134712,0
0.096756,0,0,0,288,294,0,3086937,0
0.098770,0,0,0,468,468,0,4969710,0
0.100038,0,0,0,300,294,0,3162915,0
0.101306,0,0,0,300,300,0,3167148,0
0.102594,0,0,0,294,294,0,3110757,0
0.103860,0,0,0,294,294,0,3146076,0
0.105127,0,0,0,294,294,0,3093066,0
0.106389,0,0,0,294,294,0,3131508,0
0.107804,0,0,0,258,258,0,2448069,0
0.109026,0,0,0,0,0,0,0,0
0.110492,0,0,0,0,0,0,0,0
0.111921,0,0,0,0,0,0,0,0
0.113351,0,0,0,0,0,0,0,0
0.114791,0,0,0,0,0,0,0,0
0.116220,0,0,0,0,0,0,0,0
0.117560,0,0,0,0,0,0,0,0
0.118871,0,0,0,0,0,0,0,0
0.120313,0,0,0,0,0,0,0,0
0.121751,0,0,0,0,0,0,0,0
0.123136,0,0,0,0,0,0,0,0
0.124611,0,0,0,0,0,0,0,0
0.126055,0,0,0,0,0,0,0,0
0.127530,0,0,0,0,0,0,0,0
0.128928,0,0,0,0,0,0,0,0
0.130404,0,0,0,0,0,0,0,0
0.131887,0,0,0,0,0,0,0,0
0.133261,0,0,0,0,0,0,0,0
0.134744,0,0,0,0,0,0,0,0
0.136327,0,0,0,0,0,0,0,0
0.138151,0,0,0,0,0,0,0,0
0.139633,0,0,0,0,0,0,0,0
0.141543,0,0,0,0,0,0,0,0
0.142964,0,0,0,0,0,0,0,0
0.144375,0,0,0,0,0,0,0,0
0.145782,0,0,0,0,0,0,0,0
0.147183,0,0,0,0,0,0,0,0
0.148583,0,0,0,0,0,0,0,0
0.150040,0,0,0,0,0,0,0,0
0.151442,0,0,0,0,0,0,0,0
0.152841,0,0,0,0,0,0,0,0
0.154242,0,0,0,0,0,0,0,0
0.155642,0,0,0,0,0,0,0,0
0.157043,0,0,0,0,0,0,0,0
0.158574,0,0,0,0,0,0,0,0
0.159983,0,0,0,0,0,0,0,0
0.161403,0,0,0,0,0,0,0,0
0.162813,0,0,0,0,0,0,0,0
0.164221,0,0,0,0,0,0,0,0
0.165630,0,0,0,0,0,0,0,0
0.167203,0,0,0,0,0,0,0,0
0.168775,0,0,0,0,0,0,0,0
0.170348,0,0,0,0,0,0,0,0
0.171812,0,0,0,0,0,0,0,0
0.173422,0,0,0,0,0,0,0,0
0.175049,0,0,0,0,0,0,0,0
0.176611,0,0,0,0,0,0,0,0
0.178052,0,0,0,0,0,0,0,0
0.179618,0,0,0,0,0,0,0,0
0.181126,0,0,0,0,0,0,0,0
0.182652,0,0,0,0,0,0,0,0
0.184065,0,0,0,0,0,0,0,0
