elapsed_s,VFD_ATTR_INFO_FIFO_FULL,VFD_DECODED_ATTRIBUTE_BYTES,VFD_NUM_ATTRIBUTES,VFD_UPPER_SHADER_FIBERS,VFD_LOWER_SHADER_FIBERS,VFD_MODE_0_FIBERS,VFD_MODE_1_FIBERS,VFD_MODE_2_FIBERS
0.001094,0,0,0,0,0,0,0,0
0.002576,0,0,0,0,0,0,0,0
0.004062,0,0,0,0,0,0,0,0
0.005517,0,0,0,0,0,0,0,0
0.006998,0,0,0,0,0,0,0,0
0.008452,0,0,0,0,0,0,0,0
0.009901,0,0,0,0,0,0,0,0
0.011360,0,0,0,0,0,0,0,0
0.012768,0,0,0,0,0,0,0,0
0.014171,0,0,0,0,0,0,0,0
0.015625,0,0,0,0,0,0,0,0
0.017055,0,0,0,0,0,0,0,0
0.018734,0,0,0,0,0,0,0,0
0.020201,0,0,0,0,0,0,0,0
0.021631,0,0,0,0,0,0,0,0
0.023058,0,0,0,0,0,0,0,0
0.024486,0,0,0,0,0,0,0,0
0.025912,0,0,0,0,0,0,0,0
0.027340,0,0,0,0,0,0,0,0
0.028767,0,0,0,0,0,0,0,0
0.030207,0,0,0,0,0,0,0,0
0.031685,0,0,0,0,0,0,0,0
0.033056,0,0,0,0,0,0,0,0
0.034424,0,0,0,0,0,0,0,0
0.035794,0,0,0,0,0,0,0,0
0.037163,0,0,0,0,0,0,0,0
0.038532,0,0,0,0,0,0,0,0
0.039930,0,0,0,0,0,0,0,0
0.041333,0,0,0,0,0,0,0,0
0.042705,0,0,0,0,0,0,0,0
0.044060,0,0,0,0,0,0,0,0
0.045334,0,0,0,0,0,0,0,0
0.046606,0,0,0,0,0,0,0,0
0.047976,0,0,0,0,0,0,0,0
0.049247,0,0,0,0,0,0,0,0
0.050517,0,0,0,0,0,0,0,0
0.051828,0,0,0,0,0,0,0,0
0.053189,0,0,0,0,0,0,0,0
0.054559,0,0,0,0,0,0,0,0
0.055929,0,0,0,0,0,0,0,0
0.057292,0,0,0,0,0,0,0,0
0.058657,0,0,0,0,0,0,0,0
0.060071,0,0,0,0,0,0,0,0
0.061436,0,0,0,0,0,0,0,0
0.062866,0,0,0,0,0,0,0,0
0.064254,0,0,0,0,0,0,0,0
0.065840,0,0,0,0,0,0,0,0
0.067255,0,0,0,0,0,0,0,0
0.068666,0,0,0,0,0,0,0,0
0.070073,0,0,0,0,0,0,0,0
0.071486,0,0,0,0,0,0,0,0
0.072916,0,0,0,0,0,0,0,0
0.074325,0,0,0,0,0,0,0,0
0.076777,0,0,0,0,0,0,0,0
0.078039,0,0,0,0,0,0,0,0
0.079352,0,0,0,0,0,0,0,0
0.080614,0,0,0,0,0,0,0,0
0.081875,0,0,0,0,0,0,0,0
0.084578,0,0,0,0,0,0,0,0
0.085853,0,0,0,0,0,0,0,0
0.087122,0,0,0,0,0,0,0,0
0.088387,0,0,0,0,0,0,0,0
0.089654,0,0,0,0,0,0,0,0
0.091138,0,0,0,0,0,0,0,0
0.092560,0,0,0,0,0,0,0,0
0.093967,0,0,0,0,0,0,0,0
0.095475,0,0,0,0,0,0,0,0
0.096881,0,0,0,0,0,0,0,0
0.098284,0,0,0,0,0,0,0,0
0.099690,0,0,0,0,0,0,0,0
0.101107,0,0,0,0,0,0,0,0
0.102512,0,0,0,0,0,0,0,0
0.104022,0,0,0,0,0,0,0,0
0.105427,0,0,0,0,0,0,0,0
0.106896,0,0,0,0,0,0,0,0
0.108311,0,0,0,0,0,0,0,0
0.109717,0,0,0,0,0,0,0,0
0.111131,0,0,0,0,0,0,0,0
0.112685,0,0,0,0,0,0,0,0
0.114417,0,0,0,0,0,0,0,0
0.118868,0,0,0,0,0,0,0,0
0.120273,0,0,0,0,0,0,0,0
0.121684,0,0,0,0,0,0,0,0
0.123096,0,0,0,0,0,0,0,0
0.124498,0,0,0,0,0,0,0,0
0.125899,0,0,0,0,0,0,0,0
0.127762,0,0,0,0,0,0,0,0
0.129169,0,0,0,0,0,0,0,0
0.130528,0,0,0,0,0,0,0,0
0.131991,0,0,0,0,0,0,0,0
0.133352,0,0,0,0,0,0,0,0
0.134712,0,0,0,0,0,0,0,0
0.136074,0,0,0,0,0,0,0,0
0.137433,0,0,0,0,0,0,0,0
0.138797,0,0,0,0,0,0,0,0
