elapsed_s,RBBM_US_PC_BUSY,RBBM_US_COM_BUSY,RBBM_US_DCOM_BUSY,RBBM_US_VBIF_BUSY
0.001268,0,0,0,1155
0.003084,0,0,0,1420
0.004626,0,0,0,1619
0.006088,0,0,0,1681
0.007529,0,0,0,1462
0.008968,0,0,0,1763
0.010454,0,0,0,1342
0.011929,0,0,0,1295
0.013393,0,0,0,1348
0.015031,0,0,0,1286
0.017066,0,0,0,1251
0.018643,0,0,0,1333
0.020211,0,0,0,1479
0.021747,0,0,0,1498
0.023244,0,0,0,1492
0.024776,0,0,0,1812
0.026401,0,0,0,1672
0.028216,0,0,0,1704
0.029833,0,0,0,1824
0.031513,0,0,0,1520
0.033276,0,0,0,1056
0.034676,0,0,0,1113
0.036076,0,0,0,913
0.037461,0,0,0,1049
0.038853,0,0,0,1126
0.040210,0,0,0,891
0.041585,0,0,0,903
0.042994,0,0,0,896
0.044384,0,0,0,1052
0.045750,0,0,0,872
0.313018,16,0,0,9281
0.320398,0,0,0,1429
0.321730,0,0,0,1176
0.323087,0,0,0,1239
0.324390,0,0,0,1208
0.325739,0,0,0,1140
0.327049,0,0,0,1397
0.328352,0,0,0,1359
0.329656,0,0,0,1054
0.331043,0,0,0,1146
0.332519,0,0,0,1179
0.334120,0,0,0,1187
0.335505,0,0,0,949
0.336851,0,0,0,893
0.338252,0,0,0,953
0.339596,0,0,0,1096
0.340941,0,0,0,901
0.342307,0,0,0,1118
0.343652,0,0,0,1046
0.345000,0,0,0,1040
0.346388,0,0,0,878
0.347729,0,0,0,893
0.349250,0,0,0,720
0.350711,0,0,0,703
0.352062,0,0,0,709
0.353432,0,0,0,708
0.354803,0,0,0,729
0.356221,0,0,0,704
0.357744,0,0,0,703
0.359167,0,0,0,699
0.360550,0,0,0,706
0.362034,0,0,0,785
0.363420,0,0,0,777
0.364914,0,0,0,852
0.366878,0,0,0,1109
0.368703,324,281,0,58813
0.370232,113,20,0,1287
0.371653,0,0,0,1085
0.373082,0,0,0,846
0.374472,0,0,0,832
0.375866,0,0,0,847
0.377250,0,0,0,880
0.378672,0,0,0,990
0.380057,0,0,0,842
0.381443,0,0,0,1045
0.382859,0,0,0,1389
0.384278,0,0,0,1223
0.385696,42030,197,0,33615
0.387327,1021237,250,0,54699
0.388567,1019489,240,0,54845
0.389816,1027027,240,0,53184
0.391056,1020564,240,0,53860
0.392297,1021854,240,0,54701
0.393539,1022199,240,0,54722
0.394826,1057971,250,0,58349
0.396065,1018519,240,0,58089
0.397356,1064600,250,0,59674
0.398600,1024086,240,0,53407
0.399867,536216,227,0,32736
0.401251,0,0,0,2174
0.402686,0,0,0,1997
0.404068,0,0,0,2005
0.405503,0,0,0,2078
0.406894,0,0,0,2008
0.408284,0,0,0,2002
0.409671,0,0,0,2009
0.411113,0,0,0,2001
0.412496,0,0,0,1997
0.414364,0,0,0,2004
0.415865,0,0,0,2004
0.417311,0,0,0,2005
0.418726,0,0,0,2228
0.420156,0,0,0,2168
0.423655,0,0,0,2006
0.425457,0,0,0,2005
0.426984,0,0,0,2008
0.428348,0,0,0,2131
0.429691,0,0,0,2007
0.431033,0,0,0,2004
0.432386,0,0,0,2000
0.433795,0,0,0,2037
0.435207,0,0,0,2118
0.436661,0,0,0,2009
0.438168,0,0,0,2170
0.439665,0,0,0,2010
0.441150,0,0,0,2025
0.442732,0,0,0,2000
0.444274,0,0,0,2007
0.445770,0,0,0,2005
0.447248,0,0,0,2006
0.448761,0,0,0,2012
0.450200,0,0,0,2030
0.451651,0,0,0,2029
0.453098,0,0,0,2004
0.454559,0,0,0,2026
0.456055,0,0,0,2014
0.457519,0,0,0,2012
0.458937,0,0,0,2046
0.460371,0,0,0,2007
0.461763,0,0,0,2101
0.463170,0,0,0,2056
0.464559,0,0,0,2068
0.465982,0,0,0,2164
0.467423,0,0,0,2082
0.468802,0,0,0,2000
0.720468,16,0,0,10826
0.727654,0,0,0,1483
0.729077,0,0,0,1450
0.730421,0,0,0,1517
0.731788,0,0,0,1126
0.733271,0,0,0,1572
0.734797,0,0,0,1598
0.736261,0,0,0,1787
0.737763,0,0,0,1692
0.739271,0,0,0,1875
0.740767,0,0,0,1785
0.742213,0,0,0,1791
0.743656,0,0,0,1797
0.745096,0,0,0,1808
0.746599,0,0,0,1802
0.748057,0,0,0,1868
0.749501,0,0,0,1798
0.750944,0,0,0,1794
0.752386,0,0,0,1801
0.754044,0,0,0,1747
0.755763,0,0,0,1547
0.757276,0,0,0,1774
0.758746,0,0,0,1603
0.760193,0,0,0,1787
0.761641,0,0,0,1786
0.763200,0,0,0,1790
0.764699,0,0,0,1810
0.766190,0,0,0,1789
0.767825,0,0,0,1799
0.769365,0,0,0,1805
0.770927,0,0,0,1876
0.772421,0,0,0,1803
0.773976,0,0,0,1928
0.775468,0,0,0,1852
0.776960,0,0,0,1772
0.778664,0,0,0,1816
0.780201,0,0,0,1642
