elapsed_s,TSE_NON_CLIP_WORKING_CYCLES,TSE_NULL_WORKING_CYCLES,TSE_OUT_PRIM_WORKING_CYCLES,TSE_INPUT_VERTEX_WORKING_CYCLES
0.001093,0,0,0,0
0.002527,0,0,0,0
0.003945,0,0,0,0
0.005375,0,0,0,0
0.006839,0,0,0,0
0.008253,0,0,0,0
0.009667,0,0,0,0
0.011093,0,0,0,0
0.012507,0,0,0,0
0.013920,0,0,0,0
0.015335,0,0,0,0
0.016749,0,0,0,0
0.018401,0,0,0,0
0.019805,0,0,0,0
0.021210,0,0,0,0
0.022683,0,0,0,0
0.024070,0,0,0,0
0.025486,0,0,0,0
0.026854,0,0,0,0
0.028220,0,0,0,0
0.029635,0,0,0,0
0.031004,0,0,0,0
0.032385,0,0,0,0
0.033882,0,0,0,0
0.035310,0,0,0,0
0.036685,0,0,0,0
0.038133,0,0,0,0
0.039482,0,0,0,0
0.040828,0,0,0,0
0.042176,0,0,0,0
0.043540,0,0,0,0
0.044888,0,0,0,0
0.046284,0,0,0,0
0.047685,0,0,0,0
0.049032,0,0,0,0
0.050394,0,0,0,0
0.051740,0,0,0,0
0.053087,0,0,0,0
0.054453,0,0,0,0
0.056306,0,0,0,0
0.057818,0,0,0,0
0.059256,0,0,0,0
0.060641,0,0,0,0
0.062021,0,0,0,0
0.063400,0,0,0,0
0.064784,0,0,0,0
0.066163,0,0,0,0
0.067539,0,0,0,0
0.068915,0,0,0,0
0.070283,0,0,0,0
0.071623,0,0,0,0
0.072962,0,0,0,0
0.074302,0,0,0,0
0.075644,0,0,0,0
0.076984,0,0,0,0
0.078357,0,0,0,0
0.079698,0,0,0,0
0.081048,0,0,0,0
0.082428,0,0,0,0
0.083795,0,0,0,0
0.085137,0,0,0,0
0.086514,0,0,0,0
0.087806,0,0,0,0
0.089096,0,0,0,0
0.090537,0,0,0,0
0.091873,0,0,0,0
0.093211,0,0,0,0
0.094788,0,0,0,0
0.096157,0,0,0,0
0.097591,0,0,0,0
0.099165,0,0,0,0
0.100511,0,0,0,0
0.101903,0,0,0,0
0.103316,0,0,0,0
0.104705,0,0,0,0
0.106092,0,0,0,0
0.107476,0,0,0,0
0.108924,0,0,0,0
0.110681,0,0,0,0
0.111924,0,0,0,0
0.113163,0,0,0,0
0.114442,0,0,0,0
0.115682,0,0,0,0
0.116921,0,0,0,0
0.118995,0,0,0,0
0.120236,0,0,0,0
0.121543,0,0,0,0
0.123116,0,0,0,0
0.124359,0,0,0,0
0.125604,0,0,0,0
0.126848,0,0,0,0
0.128090,0,0,0,0
0.129335,0,0,0,0
0.130576,0,0,0,0
0.131818,0,0,0,0
0.133538,0,0,0,0
0.135071,0,0,0,0
0.136456,0,0,0,0
0.137860,0,0,0,0
0.139244,0,0,0,0
0.140845,0,0,0,0
0.142225,0,0,0,0
0.143604,0,0,0,0
0.144982,0,0,0,0
0.146452,0,0,0,0
0.147832,0,0,0,0
0.149211,0,0,0,0
0.150712,0,0,0,0
0.152067,0,0,0,0
0.153409,0,0,0,0
0.154765,0,0,0,0
0.156120,0,0,0,0
0.158208,0,0,0,0
0.159564,0,0,0,0
0.160919,0,0,0,0
0.162291,0,0,0,0
0.163639,0,0,0,0
0.164963,0,0,0,0
0.166317,0,0,0,0
0.167655,0,0,0,0
0.169044,0,0,0,0
