elapsed_s,TSE_VP0_TRANSFORM_WORKING_CYCLE_L2,TSE_VP1_TRANSFORM_WORKING_CYCLE_L2,TSE_VP2_TRANSFORM_WORKING_CYCLE_L2,TSE_VERTEX_GEN_WORKING_CYCLE_L1
0.001131,0,0,0,0
0.002617,0,0,0,0
0.004139,0,0,0,0
0.005889,0,0,0,0
0.007381,0,0,0,0
0.008861,0,0,0,0
0.010369,0,0,0,0
0.011846,0,0,0,0
0.013405,0,0,0,0
0.015843,0,0,0,0
0.017334,0,0,0,0
0.018802,0,0,0,0
0.020213,0,0,0,0
0.021782,0,0,0,0
0.023190,0,0,0,0
0.024631,0,0,0,0
0.026021,0,0,0,0
0.027462,0,0,0,0
0.028901,0,0,0,0
0.030255,0,0,0,0
0.031608,0,0,0,0
0.033020,0,0,0,0
0.034384,0,0,0,0
0.035749,0,0,0,0
0.037181,0,0,0,0
0.038557,0,0,0,0
0.039924,0,0,0,0
0.041369,0,0,0,0
0.042722,0,0,0,0
0.044086,0,0,0,0
0.045468,0,0,0,0
0.046891,0,0,0,0
0.048277,0,0,0,0
0.049698,0,0,0,0
0.051084,0,0,0,0
0.052614,0,0,0,0
0.054105,0,0,0,0
0.055521,0,0,0,0
0.056909,0,0,0,0
0.058297,0,0,0,0
0.059683,0,0,0,0
0.061355,0,0,0,0
0.062660,0,0,0,0
0.064271,0,0,0,0
0.065740,0,0,0,0
0.067123,0,0,0,0
0.068526,0,0,0,0
0.069953,0,0,0,0
0.071336,0,0,0,0
0.074426,0,0,0,0
0.075667,0,0,0,0
0.077041,0,0,0,0
0.078292,0,0,0,0
0.079494,0,0,0,0
0.080753,0,0,0,0
0.081991,0,0,0,0
0.083230,0,0,0,0
0.084470,0,0,0,0
0.085711,0,0,0,0
0.086952,0,0,0,0
0.088197,0,0,0,0
0.089442,0,0,0,0
0.090684,0,0,0,0
0.091927,0,0,0,0
0.093204,0,0,0,0
0.094446,0,0,0,0
0.095826,0,0,0,0
0.097166,0,0,0,0
0.098558,0,0,0,0
0.100087,0,0,0,0
0.101527,0,0,0,0
0.102913,0,0,0,0
0.104298,0,0,0,0
0.105759,0,0,0,0
0.107156,0,0,0,0
0.108536,0,0,0,0
0.109953,0,0,0,0
0.111332,0,0,0,0
0.112839,0,0,0,0
0.117606,0,0,0,0
0.118986,0,0,0,0
0.120455,0,0,0,0
0.121852,0,0,0,0
0.123192,0,0,0,0
0.124706,0,0,0,0
0.126129,0,0,0,0
0.127510,0,0,0,0
0.128898,0,0,0,0
0.130278,0,0,0,0
0.131657,0,0,0,0
0.133304,0,0,0,0
0.134666,0,0,0,0
0.136171,0,0,0,0
0.137603,0,0,0,0
0.138998,0,0,0,0
0.140570,0,0,0,0
0.142164,0,0,0,0
0.143710,0,0,0,0
0.145257,0,0,0,0
0.146805,0,0,0,0
0.148354,0,0,0,0
0.150164,0,0,0,0
0.151713,0,0,0,0
0.153260,0,0,0,0
0.154807,0,0,0,0
0.156356,0,0,0,0
0.157906,0,0,0,0
0.159453,0,0,0,0
0.160896,0,0,0,0
0.162417,0,0,0,0
0.163964,0,0,0,0
0.165557,0,0,0,0
0.167107,0,0,0,0
0.168658,0,0,0,0
0.170207,0,0,0,0
0.171768,0,0,0,0
0.173362,0,0,0,0
0.174912,0,0,0,0
0.176464,0,0,0,0
0.178014,0,0,0,0
0.179562,0,0,0,0
0.181158,0,0,0,0
0.182721,0,0,0,0
0.184269,0,0,0,0
0.185805,0,0,0,0
0.187325,0,0,0,0
0.188919,0,0,0,0
0.190462,0,0,0,0
0.191882,0,0,0,0
0.193628,0,0,0,0
0.195020,0,0,0,0
0.196440,0,0,0,0
0.197983,0,0,0,0
0.199375,0,0,0,0
0.200760,0,0,0,0
0.202143,0,0,0,0
0.203523,0,0,0,0
0.206032,0,0,0,0
0.207460,0,0,0,0
0.208846,0,0,0,0
0.210227,0,0,0,0
0.211605,0,0,0,0
0.213102,0,0,0,0
0.214480,0,0,0,0
0.215872,0,0,0,0
0.217253,0,0,0,0
0.218896,0,0,0,0
0.220279,0,0,0,0
0.222077,0,0,0,0
0.223564,0,0,0,0
0.225000,0,0,0,0
0.227028,0,0,0,0
0.229004,0,0,0,0
0.230415,0,0,0,0
0.231799,0,0,0,0
0.233124,0,0,0,0
0.234580,0,0,0,0
0.235995,0,0,0,0
0.237319,0,0,0,0
0.238675,0,0,0,0
0.240020,0,0,0,0
0.241363,0,0,0,0
0.242705,0,0,0,0
0.244046,0,0,0,0
0.245528,0,0,0,0
0.247076,0,0,0,0
0.248641,0,0,0,0
0.250190,0,0,0,0
0.251739,0,0,0,0
0.253330,0,0,0,0
0.254871,0,0,0,0
0.256454,0,0,0,0
0.258073,0,0,0,0
0.259633,0,0,0,0
0.261229,0,0,0,0
0.262780,0,0,0,0
0.264412,0,0,0,0
0.265914,0,0,0,0
0.267307,0,0,0,0
0.268698,0,0,0,0
0.270096,0,0,0,0
0.271483,0,0,0,0
0.272871,0,0,0,0
0.274387,0,0,0,0
0.275934,0,0,0,0
0.277527,0,0,0,0
0.279077,0,0,0,0
0.280641,0,0,0,0
0.282191,0,0,0,0
0.283738,0,0,0,0
0.285330,0,0,0,0
0.286880,0,0,0,0
0.288430,0,0,0,0
0.289971,0,0,0,0
0.291524,0,0,0,0
0.292983,0,0,0,0
0.294501,0,0,0,0
0.296046,0,0,0,0
0.297597,0,0,0,0
0.299143,0,0,0,0
0.300691,0,0,0,0
0.302252,0,0,0,0
0.303798,0,0,0,0
0.305346,0,0,0,0
0.306892,0,0,0,0
0.308440,0,0,0,0
0.309913,0,0,0,0
0.311302,0,0,0,0
0.312702,0,0,0,0
0.314224,0,0,0,0
0.315772,0,0,0,0
0.317364,0,0,0,0
0.318915,0,0,0,0
0.320467,0,0,0,0
0.322016,0,0,0,0
0.323579,0,0,0,0
0.325174,0,0,0,0
0.326723,0,0,0,0
0.328271,0,0,0,0
0.329826,0,0,0,0
0.331375,0,0,0,0
0.332971,0,0,0,0
0.334535,0,0,0,0
0.336084,0,0,0,0
0.337637,0,0,0,0
0.339185,0,0,0,0
0.340781,0,0,0,0
0.342331,0,0,0,0
0.343879,0,0,0,0
0.345443,0,0,0,0
0.346992,0,0,0,0
0.348544,0,0,0,0
0.350097,0,0,0,0
0.351644,0,0,0,0
0.353194,0,0,0,0
0.354734,0,0,0,0
0.356288,0,0,0,0
0.357816,0,0,0,0
0.359207,0,0,0,0
0.360725,0,0,0,0
0.362273,0,0,0,0
0.363871,0,0,0,0
0.365463,0,0,0,0
0.367024,0,0,0,0
0.368573,0,0,0,0
0.370121,0,0,0,0
0.371668,0,0,0,0
0.373260,0,0,0,0
0.374809,0,0,0,0
0.376359,0,0,0,0
0.377921,0,0,0,0
0.379469,0,0,0,0
0.381063,0,0,0,0
0.382612,0,0,0,0
0.384159,0,0,0,0
0.385733,0,0,0,0
0.387280,0,0,0,0
0.388885,0,0,0,0
0.390433,0,0,0,0
0.391980,0,0,0,0
0.393399,0,0,0,0
0.394919,0,0,0,0
0.396469,0,0,0,0
0.398060,0,0,0,0
0.399628,0,0,0,0
0.401094,0,0,0,0
0.402492,0,0,0,0
0.403878,0,0,0,0
0.405308,0,0,0,0
0.406695,0,0,0,0
0.408080,0,0,0,0
0.409670,0,0,0,0
0.411216,0,0,0,0
0.412810,0,0,0,0
0.414359,0,0,0,0
0.415905,0,0,0,0
0.417454,0,0,0,0
0.419003,0,0,0,0
0.420566,0,0,0,0
0.422160,0,0,0,0
0.423707,0,0,0,0
0.425254,0,0,0,0
0.426802,0,0,0,0
0.428352,0,0,0,0
0.429900,0,0,0,0
0.431336,0,0,0,0
0.432860,0,0,0,0
0.434409,0,0,0,0
0.435957,0,0,0,0
0.437549,0,0,0,0
0.439099,0,0,0,0
0.440650,0,0,0,0
0.442213,0,0,0,0
0.443762,0,0,0,0
0.445356,0,0,0,0
0.446897,0,0,0,0
0.448490,0,0,0,0
0.450020,0,0,0,0
0.451411,0,0,0,0
0.452981,0,0,0,0
0.454532,0,0,0,0
0.456080,0,0,0,0
0.457634,0,0,0,0
0.459238,0,0,0,0
0.460686,0,0,0,0
0.462105,0,0,0,0
0.463508,0,0,0,0
0.464900,0,0,0,0
0.466288,0,0,0,0
0.467674,0,0,0,0
0.469097,0,0,0,0
0.470612,0,0,0,0
0.472160,0,0,0,0
0.473737,0,0,0,0
0.475283,0,0,0,0
0.476878,0,0,0,0
0.478429,0,0,0,0
0.479976,0,0,0,0
0.481396,0,0,0,0
0.482908,0,0,0,0
0.484570,0,0,0,0
0.486162,0,0,0,0
0.487708,0,0,0,0
0.489255,0,0,0,0
0.490802,0,0,0,0
0.492430,0,0,0,0
0.493961,0,0,0,0
0.495360,0,0,0,0
0.496876,0,0,0,0
0.498424,0,0,0,0
0.499968,0,0,0,0
0.501559,0,0,0,0
0.503107,0,0,0,0
0.504656,0,0,0,0
0.506216,0,0,0,0
0.507761,0,0,0,0
0.509352,0,0,0,0
0.510900,0,0,0,0
0.512473,0,0,0,0
0.513951,0,0,0,0
0.515345,0,0,0,0
0.516782,0,0,0,0
0.518333,0,0,0,0
0.519881,0,0,0,0
0.521429,0,0,0,0
0.522978,0,0,0,0
0.524529,0,0,0,0
0.526122,0,0,0,0
0.527684,0,0,0,0
0.529233,0,0,0,0
0.530782,0,0,0,0
0.532411,0,0,0,0
0.533942,0,0,0,0
0.535333,0,0,0,0
0.536850,0,0,0,0
0.538412,0,0,0,0
0.539960,0,0,0,0
0.541552,0,0,0,0
0.543103,0,0,0,0
0.544654,0,0,0,0
0.546203,0,0,0,0
0.547751,0,0,0,0
0.549230,0,0,0,0
0.550751,0,0,0,0
