elapsed_s,TSE_BE_EARLY_CULL_CLIPPED_PRIM,TSE_BE_BR_STALLS_DUETO_BV_CLIP,TSE_BE_BR_STALLS_DUETO_BV_POLY,TSE_BE_BV_STALLS_DUETO_BR_CLIP
0.001096,0,0,0,0
0.002544,0,0,0,0
0.003969,0,0,0,0
0.005394,0,0,0,0
0.006882,0,0,0,0
0.008276,0,0,0,0
0.009688,0,0,0,0
0.011083,0,0,0,0
0.012475,0,0,0,0
0.013866,0,0,0,0
0.015268,0,0,0,0
0.016633,0,0,0,0
0.017969,0,0,0,0
0.019425,0,0,0,0
0.020777,0,0,0,0
0.022109,0,0,0,0
0.023472,0,0,0,0
0.024764,0,0,0,0
0.026053,0,0,0,0
0.027365,0,0,0,0
0.028657,0,0,0,0
0.029947,0,0,0,0
0.031325,0,0,0,0
0.032578,0,0,0,0
0.033832,0,0,0,0
0.035137,0,0,0,0
0.036397,0,0,0,0
0.037651,0,0,0,0
0.038921,0,0,0,0
0.040177,0,0,0,0
0.041434,0,0,0,0
0.044119,0,0,0,0
0.045725,0,0,0,0
0.047137,0,0,0,0
0.048420,0,0,0,0
0.049739,0,0,0,0
0.051050,0,0,0,0
0.052362,0,0,0,0
0.053777,0,0,0,0
0.055219,0,0,0,0
0.056669,0,0,0,0
0.058013,0,0,0,0
0.059383,0,0,0,0
0.060828,0,0,0,0
0.062171,0,0,0,0
0.063625,0,0,0,0
0.064963,0,0,0,0
0.066303,0,0,0,0
0.067645,0,0,0,0
0.068984,0,0,0,0
0.070330,0,0,0,0
0.071677,0,0,0,0
0.072984,0,0,0,0
0.074347,0,0,0,0
0.075734,0,0,0,0
0.077128,0,0,0,0
0.078538,0,0,0,0
0.080104,0,0,0,0
0.081314,0,0,0,0
0.082513,0,0,0,0
0.083710,0,0,0,0
0.084906,0,0,0,0
0.086101,0,0,0,0
0.087327,0,0,0,0
0.088695,0,0,0,0
0.090094,0,0,0,0
0.091440,0,0,0,0
0.092691,0,0,0,0
0.093938,0,0,0,0
0.095229,0,0,0,0
0.096473,0,0,0,0
0.097717,0,0,0,0
0.098960,0,0,0,0
0.100202,0,0,0,0
0.101444,0,0,0,0
0.102724,0,0,0,0
0.103968,0,0,0,0
0.105474,0,0,0,0
0.106860,0,0,0,0
0.108241,0,0,0,0
0.109620,0,0,0,0
0.111048,0,0,0,0
0.112404,0,0,0,0
0.113758,0,0,0,0
0.115122,0,0,0,0
0.116479,0,0,0,0
0.117834,0,0,0,0
0.119225,0,0,0,0
