elapsed_s,TSE_BE_CINVOCATION,TSE_BE_CPRIMITIVES,TSE_BE_2D_INPUT_PRIM,TSE_BE_2D_ALIVE_CYCLES
0.001096,0,0,0,0
0.002545,0,0,0,0
0.004011,0,0,0,0
0.005432,0,0,0,0
0.006847,0,0,0,0
0.008404,0,0,0,0
0.009819,0,0,0,0
0.011198,0,0,0,0
0.012573,0,0,0,0
0.013944,0,0,0,0
0.015318,0,0,0,0
0.016691,0,0,0,0
0.018134,0,0,0,0
0.019612,0,0,0,0
0.021022,0,0,0,0
0.022415,0,0,0,0
0.023808,0,0,0,0
0.025202,0,0,0,0
0.026594,0,0,0,0
0.027987,0,0,0,0
0.029380,0,0,0,0
0.030772,0,0,0,0
0.032225,0,0,0,0
0.033616,0,0,0,0
0.035040,0,0,0,0
0.036465,0,0,0,0
0.037867,0,0,0,0
0.039330,0,0,0,0
0.040725,0,0,0,0
0.042078,0,0,6,0
0.043326,0,0,0,0
0.044618,0,0,0,0
0.045983,0,0,0,0
0.047334,0,0,0,0
0.048644,0,0,0,0
0.049832,0,0,0,0
0.050978,0,0,0,0
0.052401,0,0,0,0
0.053748,0,0,0,0
0.054974,0,0,0,0
0.056393,0,0,0,0
0.057584,0,0,0,0
0.059015,0,0,0,0
0.060460,0,0,0,0
0.061820,0,0,0,0
0.063037,0,0,0,0
0.064443,0,0,0,0
0.065777,0,0,0,0
0.067059,0,0,0,0
0.068414,0,0,0,0
0.069811,0,0,0,0
0.071324,0,0,0,0
0.072546,0,0,0,0
0.073893,0,0,0,0
0.075519,0,0,0,0
0.076967,0,0,0,0
0.078374,0,0,0,0
0.079726,0,0,0,0
0.081087,0,0,0,0
0.082283,0,0,0,0
0.083579,0,0,0,0
0.084773,0,0,0,0
0.085966,0,0,0,0
0.087383,0,0,0,0
0.088638,0,0,0,0
0.089882,0,0,0,0
0.091125,0,0,0,0
0.092380,0,0,0,0
0.093622,0,0,0,0
0.094866,0,0,0,0
0.096226,0,0,0,0
0.097469,0,0,0,0
0.098712,0,0,0,0
0.099993,0,0,0,0
0.101236,0,0,0,0
0.102479,0,0,0,0
0.103718,0,0,0,0
0.104960,0,0,0,0
0.106201,0,0,0,0
0.107481,0,0,0,0
0.108865,0,0,0,0
0.110266,0,0,0,0
0.111658,0,0,0,0
0.113162,0,0,0,0
0.114558,0,0,0,0
0.115998,0,0,0,0
0.117385,0,0,0,0
0.118782,0,0,0,0
0.120377,0,0,0,0
0.121755,0,0,0,0
0.123178,0,0,0,0
0.124595,0,0,0,0
0.125974,0,0,0,0
0.131150,0,0,0,0
0.132699,0,0,0,0
0.134050,0,0,0,0
0.135390,0,0,0,0
0.136752,0,0,0,0
0.138088,0,0,0,0
0.139486,0,0,0,0
0.140888,0,0,0,0
0.142424,0,0,0,0
0.143850,0,0,0,0
0.145359,0,0,0,0
0.146819,0,0,0,0
0.148243,0,0,0,0
0.149624,0,0,0,0
0.151163,0,0,0,0
0.152544,0,0,0,0
0.153944,0,0,0,0
0.155359,0,0,0,0
0.157717,0,0,0,0
0.159201,0,0,0,0
0.160583,0,0,0,0
0.161963,0,0,0,0
0.163347,0,0,0,0
0.164780,0,0,0,0
0.166168,0,0,0,0
0.167556,0,0,0,0
0.168942,0,0,0,0
0.170328,0,0,0,0
0.171751,0,0,0,0
0.173138,0,0,0,0
0.174653,0,0,0,0
0.176155,0,0,0,0
0.177677,0,0,0,0
0.179229,0,0,0,0
0.180826,0,0,0,0
0.182375,0,0,0,0
0.183925,0,0,0,0
0.185478,0,0,0,0
0.187044,0,0,0,0
0.188596,0,0,0,0
0.190145,0,0,0,0
0.191697,0,0,0,0
0.193249,0,0,0,0
0.194798,0,0,0,0
0.196354,0,0,0,0
0.197916,0,0,0,0
0.199468,0,0,0,0
0.201019,0,0,0,0
0.202569,0,0,0,0
0.204163,0,0,0,0
0.205714,0,0,0,0
0.207267,0,0,0,0
0.208832,0,0,0,0
0.210383,0,0,0,0
0.211978,0,0,0,0
0.213529,0,0,0,0
0.215081,0,0,0,0
0.216632,0,0,0,0
0.218182,0,0,0,0
0.219792,0,0,0,0
0.221343,0,0,0,0
0.222893,0,0,0,0
0.224449,0,0,0,0
0.225998,0,0,0,0
0.227595,0,0,0,0
0.229146,0,0,0,0
0.230709,0,0,0,0
0.232221,0,0,0,0
0.233742,0,0,0,0
0.235295,0,0,0,0
0.236891,0,0,0,0
0.238440,0,0,0,0
0.239991,0,0,0,0
0.241431,0,0,0,0
0.242857,0,0,0,0
0.244318,0,0,0,0
0.245737,0,0,0,0
