elapsed_s,TSE_REG_PROGRAMMING_ONLY_CYCLE_L0,TSE_COMMON_RAM_WORKING_CYCLE_L2,TSE_COMMON_RAM_RD_WORKING_CYCLE_L3,TSE_COMMON_RAM_WR_WORKING_CYCLE_L3
0.001105,0,0,0,0
0.003215,0,0,0,0
0.004662,0,0,0,0
0.006137,0,0,0,0
0.007555,0,0,0,0
0.008995,0,0,0,0
0.010410,0,0,0,0
0.011825,0,0,0,0
0.013238,0,0,0,0
0.014686,0,0,0,0
0.016107,0,0,0,0
0.017662,0,0,0,0
0.019105,0,0,0,0
0.020486,0,0,0,0
0.021909,0,0,0,0
0.023284,0,0,0,0
0.024658,0,0,0,0
0.026031,0,0,0,0
0.027401,0,0,0,0
0.028768,0,0,0,0
0.030198,0,0,0,0
0.031571,0,0,0,0
0.032944,0,0,0,0
0.034363,0,0,0,0
0.035729,0,0,0,0
0.037094,0,0,0,0
0.038522,0,0,0,0
0.039870,0,0,0,0
0.041226,0,0,0,0
0.042585,0,0,0,0
0.043933,0,0,0,0
0.045281,0,0,0,0
0.046678,0,0,0,0
0.048030,0,0,0,0
0.049379,0,0,0,0
0.050747,0,0,0,0
0.052155,0,0,0,0
0.053520,0,0,0,0
0.054856,0,0,0,0
0.056146,0,0,0,0
0.057437,0,0,0,0
0.058738,0,0,0,0
0.060028,0,0,0,0
0.061318,0,0,0,0
0.062626,0,0,0,0
0.063883,0,0,0,0
0.065138,0,0,0,0
0.066434,0,0,0,0
0.067690,0,0,0,0
0.068948,0,0,0,0
0.070278,0,0,0,0
0.071619,0,0,0,0
0.072998,0,0,0,0
0.074340,0,0,0,0
0.075678,0,0,0,0
0.077019,0,0,0,0
0.078361,0,0,0,0
0.079702,0,0,0,0
0.081046,0,0,0,0
0.082388,0,0,0,0
0.083757,0,0,0,0
0.085110,0,0,0,0
0.088163,0,0,0,0
0.089583,0,0,0,0
0.090975,0,0,0,0
0.092361,0,0,0,0
0.095271,0,0,0,0
0.096700,0,0,0,0
0.098036,0,0,0,0
0.099277,0,0,0,0
0.100517,0,0,0,0
0.102899,0,0,0,0
0.104140,0,0,0,0
0.105380,0,0,0,0
0.106579,0,0,0,0
0.107820,0,0,0,0
0.109063,0,0,0,0
0.110439,0,0,0,0
0.111691,0,0,0,0
0.112894,0,0,0,0
0.114096,0,0,0,0
0.115294,0,0,0,0
0.116489,0,0,0,0
0.117687,0,0,0,0
0.118957,0,0,0,0
0.120439,0,0,0,0
0.122165,0,0,0,0
0.123579,0,0,0,0
0.125577,0,0,0,0
0.126975,0,0,0,0
0.128355,0,0,0,0
