elapsed_s,TSE_FE_ZERO_AREA_PRIM,TSE_FE_FACENESS_CULLED_PRIM,TSE_FE_ZERO_PIXEL_PRIM,TSE_FE_OUTPUT_NULL_PRIM
0.001095,0,0,0,0
0.002617,0,0,0,0
0.004035,0,0,0,0
0.005450,0,0,0,0
0.006865,0,0,0,0
0.008276,0,0,0,0
0.009701,0,0,0,0
0.011115,0,0,0,0
0.012531,0,0,0,0
0.013944,0,0,0,0
0.015423,0,0,0,0
0.016843,0,0,0,0
0.018230,0,0,0,0
0.019670,0,0,0,0
0.021019,0,0,0,0
0.022365,0,0,0,0
0.023728,0,0,0,0
0.025079,0,0,0,0
0.026425,0,0,0,0
0.027789,0,0,0,0
0.029134,0,0,0,0
0.030498,0,0,0,0
0.031918,0,0,0,0
0.033257,0,0,0,0
0.034592,0,0,0,0
0.035948,0,0,0,0
0.037290,0,0,0,0
0.038625,0,0,0,0
0.039957,0,0,0,0
0.041299,0,0,0,0
0.042628,0,0,0,0
0.043960,0,0,0,0
0.045291,0,0,0,0
0.046621,0,0,0,0
0.047942,0,0,0,0
0.049233,0,0,0,0
0.050524,0,0,0,0
0.051947,0,0,0,0
0.053352,0,0,0,0
0.054651,0,0,0,0
0.055943,0,0,0,0
0.057245,0,0,0,0
0.058537,0,0,0,0
0.059827,0,0,0,0
0.061166,0,0,0,0
0.062468,0,0,0,0
0.063777,0,0,0,0
0.065156,0,0,0,0
0.066536,0,0,0,0
0.067919,0,0,0,0
0.069263,0,0,0,0
0.070607,0,0,0,0
0.071950,0,0,0,0
0.073382,0,0,0,0
0.074905,0,0,0,0
0.076281,0,0,0,0
0.077647,0,0,0,0
0.079051,0,0,0,0
0.080985,0,0,0,0
0.082376,0,0,0,0
0.083882,0,0,0,0
0.085267,0,0,0,0
0.086669,0,0,0,0
0.088074,0,0,0,0
0.089476,0,0,0,0
0.092476,0,0,0,0
0.093718,0,0,0,0
0.096438,0,0,0,0
0.097679,0,0,0,0
0.098921,0,0,0,0
0.100190,0,0,0,0
0.101429,0,0,0,0
0.102673,0,0,0,0
0.103912,0,0,0,0
0.105151,0,0,0,0
0.106389,0,0,0,0
0.107732,0,0,0,0
0.108977,0,0,0,0
0.110220,0,0,0,0
0.111893,0,0,0,0
0.113146,0,0,0,0
0.114703,0,0,0,0
0.116176,0,0,0,0
0.117556,0,0,0,0
0.118937,0,0,0,0
0.120316,0,0,0,0
0.121694,0,0,0,0
0.123073,0,0,0,0
0.124464,0,0,0,0
0.125845,0,0,0,0
0.127219,0,0,0,0
0.128575,0,0,0,0
0.129930,0,0,0,0
0.131286,0,0,0,0
0.132642,0,0,0,0
0.133997,0,0,0,0
0.135360,0,0,0,0
0.136715,0,0,0,0
0.138070,0,0,0,0
0.139426,0,0,0,0
0.140782,0,0,0,0
0.142136,0,0,0,0
0.143639,0,0,0,0
0.145050,0,0,0,0
0.146466,0,0,0,0
0.147855,0,0,0,0
0.149272,0,0,0,0
0.150681,0,0,0,0
0.152092,0,0,0,0
0.153503,0,0,0,0
0.154913,0,0,0,0
0.156325,0,0,0,0
0.157711,0,0,0,0
0.159152,0,0,0,0
0.160668,0,0,0,0
0.162069,0,0,0,0
0.163412,0,0,0,0
0.164798,0,0,0,0
0.166196,0,0,0,0
0.167537,0,0,0,0
0.168872,0,0,0,0
0.170313,0,0,0,0
0.171663,0,0,0,0
0.172990,0,0,0,0
0.174315,0,0,0,0
0.175688,0,0,0,0
0.177068,0,0,0,0
0.178448,0,0,0,0
0.179927,0,0,0,0
0.181313,0,0,0,0
0.182701,0,0,0,0
0.184216,0,0,0,0
0.185766,0,0,0,0
0.187320,0,0,0,0
0.188871,0,0,0,0
0.190434,0,0,0,0
0.191991,0,0,0,0
0.193541,0,0,0,0
0.195094,0,0,0,0
0.196646,0,0,0,0
0.198196,0,0,0,0
0.199809,0,0,0,0
0.201373,0,0,0,0
0.202926,0,0,0,0
0.204477,0,0,0,0
0.206026,0,0,0,0
0.207619,0,0,0,0
0.209170,0,0,0,0
0.210721,0,0,0,0
0.212285,0,0,0,0
0.213834,0,0,0,0
0.215386,0,0,0,0
0.216936,0,0,0,0
0.218485,0,0,0,0
0.219900,0,0,0,0
0.221419,0,0,0,0
0.223028,0,0,0,0
0.224578,0,0,0,0
0.226126,0,0,0,0
0.227676,0,0,0,0
0.229227,0,0,0,0
0.230778,0,0,0,0
0.232328,0,0,0,0
0.233766,0,0,0,0
0.235288,0,0,0,0
0.236839,0,0,0,0
0.238388,0,0,0,0
0.239944,0,0,0,0
0.241492,0,0,0,0
0.243044,0,0,0,0
0.244609,0,0,0,0
0.246159,0,0,0,0
0.247709,0,0,0,0
0.249259,0,0,0,0
0.250809,0,0,0,0
0.252359,0,0,0,0
0.253907,0,0,0,0
0.255514,0,0,0,0
0.257065,0,0,0,0
0.258616,0,0,0,0
0.260166,0,0,0,0
0.261594,0,0,0,0
0.263120,0,0,0,0
0.264671,0,0,0,0
0.266233,0,0,0,0
0.267745,0,0,0,0
0.269264,0,0,0,0
0.270816,0,0,0,0
0.272411,0,0,0,0
0.273959,0,0,0,0
0.275510,0,0,0,0
0.277074,0,0,0,0
0.278625,0,0,0,0
0.280174,0,0,0,0
0.281750,0,0,0,0
0.283301,0,0,0,0
0.284850,0,0,0,0
0.286398,0,0,0,0
0.287965,0,0,0,0
0.289515,0,0,0,0
0.291066,0,0,0,0
0.292616,0,0,0,0
0.294162,0,0,0,0
0.295712,0,0,0,0
0.297261,0,0,0,0
0.298825,0,0,0,0
0.300375,0,0,0,0
0.301922,0,0,0,0
0.303515,0,0,0,0
0.305066,0,0,0,0
0.306617,0,0,0,0
0.308167,0,0,0,0
0.309728,0,0,0,0
0.311279,0,0,0,0
0.312828,0,0,0,0
0.314376,0,0,0,0
0.315929,0,0,0,0
0.317477,0,0,0,0
0.319071,0,0,0,0
0.320634,0,0,0,0
0.322180,0,0,0,0
0.323603,0,0,0,0
0.325121,0,0,0,0
0.326671,0,0,0,0
0.328218,0,0,0,0
0.329725,0,0,0,0
0.331183,0,0,0,0
0.332700,0,0,0,0
0.334247,0,0,0,0
0.335801,0,0,0,0
0.337350,0,0,0,0
0.338901,0,0,0,0
0.340451,0,0,0,0
0.342010,0,0,0,0
0.343560,0,0,0,0
0.345109,0,0,0,0
0.346660,0,0,0,0
0.348209,0,0,0,0
0.349757,0,0,0,0
0.351351,0,0,0,0
0.352913,0,0,0,0
0.354505,0,0,0,0
0.356094,0,0,0,0
0.357641,0,0,0,0
0.359193,0,0,0,0
0.360741,0,0,0,0
0.362288,0,0,0,0
0.363729,0,0,0,0
0.365247,0,0,0,0
0.366871,0,0,0,0
0.368505,0,0,0,0
0.369928,0,0,0,0
0.371447,0,0,0,0
0.372998,0,0,0,0
0.374564,0,0,0,0
0.376114,0,0,0,0
0.377664,0,0,0,0
0.379215,0,0,0,0
0.380766,0,0,0,0
0.382315,0,0,0,0
0.383871,0,0,0,0
0.385433,0,0,0,0
0.386986,0,0,0,0
0.388536,0,0,0,0
0.390084,0,0,0,0
0.391635,0,0,0,0
0.393185,0,0,0,0
0.394736,0,0,0,0
0.396300,0,0,0,0
0.397848,0,0,0,0
0.399442,0,0,0,0
0.400994,0,0,0,0
0.402610,0,0,0,0
0.404225,0,0,0,0
0.405775,0,0,0,0
0.407338,0,0,0,0
0.408889,0,0,0,0
0.410438,0,0,0,0
0.411994,0,0,0,0
0.413542,0,0,0,0
0.415137,0,0,0,0
0.416689,0,0,0,0
0.418251,0,0,0,0
0.419805,0,0,0,0
0.421354,0,0,0,0
