elapsed_s,CP_PM4_DATA,CP_PM4_HEADERS,CP_VBIF_READ_BEATS,CP_VBIF_WRITE_BEATS,CP_SQE_INSTR_COUNTER,CP_CLUSTER_FE_US_FULL,CP_CLUSTER_FE_S_FULL,CP_CLUSTER_SP_VS_FULL,CP_CLUSTER_VPC_US_FULL,CP_CLUSTER_VPC_VS_FULL,CP_CLUSTER_GRAS_FULL,CP_CLUSTER_SP_PS_FULL,CP_CLUSTER_VPC_PS_FULL,CP_CLUSTER_PS_FULL
0.001120,0,0,34,1,271,0,0,0,0,0,0,0,0,0
0.002683,0,0,34,1,259,0,0,0,0,0,0,0,0,0
0.004153,0,0,34,1,267,0,0,0,0,0,0,0,0,0
0.005621,0,0,34,1,267,0,0,0,0,0,0,0,0,0
0.007132,0,0,34,1,271,0,0,0,0,0,0,0,0,0
0.008621,0,0,34,1,265,0,0,0,0,0,0,0,0,0
0.010084,0,0,34,1,269,0,0,0,0,0,0,0,0,0
0.011672,0,0,34,1,271,0,0,0,0,0,0,0,0,0
0.013103,0,0,34,1,271,0,0,0,0,0,0,0,0,0
0.014587,0,0,34,1,277,0,0,0,0,0,0,0,0,0
0.016028,0,0,34,1,271,0,0,0,0,0,0,0,0,0
0.017463,0,0,34,1,257,0,0,0,0,0,0,0,0,0
0.018913,0,0,34,1,319,0,0,0,0,0,0,0,0,0
0.020349,0,0,34,1,329,0,0,0,0,0,0,0,0,0
0.021784,0,0,34,1,329,0,0,0,0,0,0,0,0,0
0.023218,0,0,34,1,251,0,0,0,0,0,0,0,0,0
0.024653,0,0,34,1,325,0,0,0,0,0,0,0,0,0
0.026087,0,0,34,1,257,0,0,0,0,0,0,0,0,0
0.027586,0,0,34,1,245,0,0,0,0,0,0,0,0,0
0.029096,0,0,34,1,329,0,0,0,0,0,0,0,0,0
0.030592,0,0,34,1,249,0,0,0,0,0,0,0,0,0
0.032196,0,0,34,1,333,0,0,0,0,0,0,0,0,0
0.033680,0,0,34,1,249,0,0,0,0,0,0,0,0,0
0.035161,0,0,34,1,265,0,0,0,0,0,0,0,0,0
0.036645,0,0,34,1,329,0,0,0,0,0,0,0,0,0
0.038122,0,0,34,1,257,0,0,0,0,0,0,0,0,0
0.039683,0,0,34,1,325,0,0,0,0,0,0,0,0,0
0.041162,0,0,34,1,257,0,0,0,0,0,0,0,0,0
0.042629,0,0,34,1,329,0,0,0,0,0,0,0,0,0
0.044055,0,0,34,1,251,0,0,0,0,0,0,0,0,0
0.045479,0,0,34,1,257,0,0,0,0,0,0,0,0,0
0.046901,0,0,34,1,247,0,0,0,0,0,0,0,0,0
0.048324,0,0,34,1,243,0,0,0,0,0,0,0,0,0
0.049767,0,0,34,1,243,0,0,0,0,0,0,0,0,0
0.051159,0,0,34,1,247,0,0,0,0,0,0,0,0,0
0.052537,0,0,34,1,247,0,0,0,0,0,0,0,0,0
0.053912,0,0,34,1,263,0,0,0,0,0,0,0,0,0
0.055353,0,0,34,1,235,0,0,0,0,0,0,0,0,0
0.056755,0,0,34,1,249,0,0,0,0,0,0,0,0,0
0.058135,0,0,34,1,253,0,0,0,0,0,0,0,0,0
0.059585,0,0,34,1,255,0,0,0,0,0,0,0,0,0
0.061016,0,0,34,1,253,0,0,0,0,0,0,0,0,0
0.062511,0,0,34,1,227,0,0,0,0,0,0,0,0,0
0.063822,0,0,35,1,251,0,0,0,0,0,0,0,0,0
0.065129,0,0,36,1,235,0,0,0,0,0,0,0,0,0
0.066557,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.067925,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.069285,0,0,36,1,239,0,0,0,0,0,0,0,0,0
0.070763,0,0,36,1,319,0,0,0,0,0,0,0,0,0
0.072088,0,0,36,1,309,0,0,0,0,0,0,0,0,0
0.073510,0,0,36,1,229,0,0,0,0,0,0,0,0,0
0.074978,0,0,36,1,321,0,0,0,0,0,0,0,0,0
0.076398,0,0,36,1,239,0,0,0,0,0,0,0,0,0
0.077818,0,0,36,1,313,0,0,0,0,0,0,0,0,0
0.079294,0,0,36,1,357,0,0,0,0,0,0,0,0,0
0.080825,0,0,34,1,359,0,0,0,0,0,0,0,0,0
0.082335,0,0,34,1,269,0,0,0,0,0,0,0,0,0
0.083903,0,0,34,1,373,0,0,0,0,0,0,0,0,0
0.085405,0,0,34,1,287,0,0,0,0,0,0,0,0,0
0.087063,32,41,389,26,4419,0,0,0,0,0,0,0,0,0
0.088407,0,0,40,1,306,0,0,0,0,0,0,0,0,0
0.090058,0,0,34,1,271,0,0,0,0,0,0,0,0,0
0.091722,0,0,34,1,287,0,0,0,0,0,0,0,0,0
0.093249,0,0,34,1,295,0,0,0,0,0,0,0,0,0
0.094767,0,0,34,1,249,0,0,0,0,0,0,0,0,0
0.096142,0,0,36,1,305,0,0,0,0,0,0,0,0,0
0.097517,0,0,34,1,323,0,0,0,0,0,0,0,0,0
0.098942,0,0,34,1,249,0,0,0,0,0,0,0,0,0
0.100430,0,0,34,1,253,0,0,0,0,0,0,0,0,0
0.101919,0,0,34,1,253,0,0,0,0,0,0,0,0,0
0.103460,0,0,34,1,329,0,0,0,0,0,0,0,0,0
0.104838,0,0,34,1,329,0,0,0,0,0,0,0,0,0
0.106324,0,0,34,1,323,0,0,0,0,0,0,0,0,0
0.107748,148,165,566,12,39652,0,0,0,0,0,0,0,0,0
0.109472,13,15,47,12,210029,0,0,0,0,0,0,0,0,0
0.110949,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.112363,0,0,36,1,255,0,0,0,0,0,0,0,0,0
0.113779,0,0,36,1,257,0,0,0,0,0,0,0,0,0
0.115192,0,0,36,1,255,0,0,0,0,0,0,0,0,0
0.116602,0,0,36,1,253,0,0,0,0,0,0,0,0,0
0.118012,0,0,36,1,259,0,0,0,0,0,0,0,0,0
0.119462,0,0,36,1,255,0,0,0,0,0,0,0,0,0
0.120874,0,0,36,1,255,0,0,0,0,0,0,0,0,0
0.122284,0,0,36,1,255,0,0,0,0,0,0,0,0,0
