elapsed_s,TP_RESERVED_120,TP_RESERVED_121,TP_RESERVED_122,TP_RESERVED_123,TP_RESERVED_124,TP_RESERVED_125,TP_RESERVED_126,TP_RESERVED_127,TP_FORMAT_DECOMP_BILINEAR,TP_PACKED_POINT_BOTH_VALID_FP16,TP_PACKED_POINT_SINGLE_VALID_FP16,TP_PACKED_POINT_BOTH_VALID_FP32
0.001427,0,0,0,0,0,0,0,0,0,0,0,0
0.003769,0,0,0,0,0,0,0,0,0,0,0,0
0.005649,0,0,0,0,0,0,0,0,0,0,0,0
0.007191,0,0,0,0,0,0,0,0,0,0,0,0
0.008682,0,0,0,0,0,0,0,0,0,0,0,0
0.010260,0,0,0,0,0,0,0,0,0,0,0,0
0.011781,0,0,0,0,0,0,0,0,0,0,0,0
0.013223,0,0,0,0,0,0,0,0,0,0,0,0
0.014712,0,0,0,0,0,0,0,0,0,0,0,0
0.016153,0,0,0,0,0,0,0,0,0,0,0,0
0.017592,0,0,0,0,0,0,0,0,0,0,0,0
0.019693,0,0,0,0,0,0,0,0,0,0,0,0
0.021183,0,0,0,0,0,0,0,0,0,0,0,0
0.022633,0,0,0,0,0,0,0,0,0,0,0,0
0.024074,0,0,0,0,0,0,0,0,0,0,0,0
0.025512,0,0,0,0,0,0,0,0,0,0,0,0
0.027009,0,0,0,0,0,0,0,0,0,0,0,0
0.028484,0,0,0,0,0,0,0,0,0,0,0,0
0.029947,0,0,0,0,0,0,0,0,0,0,0,0
0.031481,0,0,0,0,0,0,0,0,0,0,0,0
0.032943,0,0,0,0,0,0,0,0,0,0,0,0
0.034417,0,0,0,0,0,0,0,0,0,0,0,0
0.036098,0,0,0,0,0,0,0,0,0,0,0,0
0.037573,0,0,0,0,0,0,0,0,0,0,0,0
0.039036,0,0,0,0,0,0,0,0,0,0,0,0
0.040501,0,0,0,0,0,0,0,0,0,0,0,0
0.041974,0,0,0,0,0,0,0,0,0,0,0,0
0.043522,0,0,0,0,0,0,0,0,0,0,0,0
0.044964,0,0,0,0,0,0,0,0,0,0,0,0
0.046440,0,0,0,0,0,0,0,0,0,0,0,0
0.047882,0,0,0,0,0,0,0,0,0,0,0,0
0.049325,0,0,0,0,0,0,0,0,0,0,0,0
0.050770,0,0,0,0,0,0,0,0,0,0,0,0
0.052221,0,0,0,0,0,0,0,0,0,0,0,0
0.053665,0,0,0,0,0,0,0,0,0,0,0,0
0.055107,0,0,0,0,0,0,0,0,0,0,0,0
0.056549,0,0,0,0,0,0,0,0,0,0,0,0
0.057992,0,0,0,0,0,0,0,0,0,0,0,0
0.059513,0,0,0,0,0,0,0,0,0,0,0,0
0.060915,0,0,0,0,0,0,0,0,0,0,0,0
0.062350,0,0,0,0,0,0,0,0,0,0,0,0
0.063749,0,0,0,0,0,0,0,0,0,0,0,0
0.065163,0,0,0,0,0,0,0,0,0,0,0,0
0.066586,0,0,0,0,0,0,0,0,0,0,0,0
0.067925,0,0,0,0,0,0,0,0,0,0,0,0
0.069264,0,0,0,0,0,0,0,0,0,0,0,0
0.070603,0,0,0,0,0,0,0,0,0,0,0,0
0.071951,0,0,0,0,0,0,0,0,0,0,0,0
0.073294,0,0,0,0,0,0,0,0,0,0,0,0
0.074676,0,0,0,0,0,0,0,0,0,0,0,0
0.076101,0,0,0,0,0,0,0,0,0,0,0,0
0.077503,0,0,0,0,0,0,0,0,0,0,0,0
0.078897,0,0,0,0,0,0,0,0,0,0,0,0
0.080290,0,0,0,0,0,0,0,0,0,0,0,0
0.081683,0,0,0,0,0,0,0,0,0,0,0,0
0.083074,0,0,0,0,0,0,0,0,0,0,0,0
0.084638,0,0,0,0,0,0,0,0,0,0,0,0
0.085993,0,0,0,0,0,0,0,0,0,0,0,0
0.087538,0,0,0,0,0,0,0,0,0,0,0,0
0.088981,0,0,0,0,0,0,0,0,0,0,0,0
0.090755,0,0,0,0,0,0,0,0,0,0,0,0
0.092619,0,0,0,0,0,0,0,0,0,0,0,0
0.094115,0,0,0,0,0,0,0,0,0,0,0,0
0.095637,0,0,0,0,0,0,0,0,0,0,0,0
0.097146,0,0,0,0,0,0,0,0,0,0,0,0
0.098674,0,0,0,0,0,0,0,0,0,0,0,0
0.100159,0,0,0,0,0,0,0,0,0,0,0,0
0.101591,0,0,0,0,0,0,0,0,0,0,0,0
0.103020,0,0,0,0,0,0,0,0,0,0,0,0
0.104449,0,0,0,0,0,0,0,0,0,0,0,0
0.105895,0,0,0,0,0,0,0,0,0,0,0,0
0.107325,0,0,0,0,0,0,0,0,0,0,0,0
0.108753,0,0,0,0,0,0,0,0,0,0,0,0
0.110174,0,0,0,0,0,0,0,0,0,0,0,0
0.112683,0,0,0,0,0,0,0,0,0,0,0,0
0.114108,0,0,0,0,0,0,0,0,0,0,0,0
