elapsed_s,TP_QUADS_CONSTANT_MULTIPLIED,TP_FRONTEND_WORKING_CYCLES,TP_L1_TAG_WORKING_CYCLES,TP_L1_DATA_WRITE_WORKING_CYCLES,TP_PRE_L1_DECOM_WORKING_CYCLES,TP_BACKEND_WORKING_CYCLES,TP_L1_5_CACHE_WORKING_CYCLES,TP_STARVE_CYCLES_SP,TP_STARVE_CYCLES_UCHE,TP_STALL_CYCLES_UFC,TP_FORMAT_DECOMP_POINT,TP_FILTER_POINT_FP16
0.001096,0,0,0,0,0,0,0,0,0,0,0,0
0.002720,0,0,0,0,0,0,0,0,0,0,0,0
0.004191,0,0,0,0,0,0,0,0,0,0,0,0
0.005643,0,0,0,0,0,0,0,0,0,0,0,0
0.007115,0,0,0,0,0,0,0,0,0,0,0,0
0.008608,0,0,0,0,0,0,0,0,0,0,0,0
0.010100,0,0,0,0,0,0,0,0,0,0,0,0
0.011611,0,0,0,0,0,0,0,0,0,0,0,0
0.013132,0,0,0,0,0,0,0,0,0,0,0,0
0.014590,0,0,0,0,0,0,0,0,0,0,0,0
0.016034,0,0,0,0,0,0,0,0,0,0,0,0
0.017525,0,0,0,0,0,0,0,0,0,0,0,0
0.019109,0,0,0,0,0,0,0,0,0,0,0,0
0.020636,0,0,0,0,0,0,0,0,0,0,0,0
0.022091,0,0,0,0,0,0,0,0,0,0,0,0
0.023520,0,0,0,0,0,0,0,0,0,0,0,0
0.024935,0,0,0,0,0,0,0,0,0,0,0,0
0.026354,0,0,0,0,0,0,0,0,0,0,0,0
0.027780,0,0,0,0,0,0,0,0,0,0,0,0
0.029217,0,0,0,0,0,0,0,0,0,0,0,0
0.030693,0,0,0,0,0,0,0,0,0,0,0,0
0.032110,0,0,0,0,0,0,0,0,0,0,0,0
0.033525,0,0,0,0,0,0,0,0,0,0,0,0
0.034993,0,0,0,0,0,0,0,0,0,0,0,0
0.036423,0,0,0,0,0,0,0,0,0,0,0,0
0.037825,0,0,0,0,0,0,0,0,0,0,0,0
0.039174,0,0,0,0,0,0,0,0,0,0,0,0
0.040647,0,0,0,0,0,0,0,0,0,0,0,0
0.041997,0,0,0,0,0,0,0,0,0,0,0,0
0.043346,0,0,0,0,0,0,0,0,0,0,0,0
0.044695,0,0,0,0,0,0,0,0,0,0,0,0
0.046045,0,0,0,0,0,0,0,0,0,0,0,0
0.047394,0,0,0,0,0,0,0,0,0,0,0,0
0.048743,0,0,0,0,0,0,0,0,0,0,0,0
0.050090,0,0,0,0,0,0,0,0,0,0,0,0
0.051380,0,0,0,0,0,0,0,0,0,0,0,0
0.052665,0,0,0,0,0,0,0,0,0,0,0,0
0.053974,0,0,0,0,0,0,0,0,0,0,0,0
0.055356,0,0,0,0,0,0,0,0,0,0,0,0
0.056738,0,0,0,0,0,0,0,0,0,0,0,0
0.058150,0,0,0,0,0,0,0,0,0,0,0,0
0.059620,0,0,0,0,0,0,0,0,0,0,0,0
0.061042,0,0,0,0,0,0,0,0,0,0,0,0
0.062528,0,0,0,0,0,0,0,0,0,0,0,0
0.063923,0,0,0,0,0,0,0,0,0,0,0,0
0.065309,0,0,0,0,0,0,0,0,0,0,0,0
0.066889,0,0,0,0,0,0,0,0,0,0,0,0
0.068299,0,0,0,0,0,0,0,0,0,0,0,0
0.069713,0,0,0,0,0,0,0,1728,0,0,0,0
0.071105,0,0,0,0,0,0,0,0,0,0,0,0
0.072494,0,0,0,0,0,0,0,0,0,0,0,0
0.073955,0,0,0,0,0,0,0,0,0,0,0,0
0.075341,0,0,0,0,0,0,0,0,0,0,0,0
0.076730,0,0,0,0,0,0,0,0,0,0,0,0
0.078120,0,0,0,0,0,0,0,0,0,0,0,0
0.079511,0,0,0,0,0,0,0,0,0,0,0,0
0.080903,0,130304,131072,131072,133760,135296,137661,459426,355393,0,0,0
0.082144,0,131840,131072,131072,128384,126848,124483,354227,255788,0,0,0
0.083542,0,0,0,0,0,0,0,0,0,0,0,0
0.084939,0,0,0,0,0,0,0,0,0,0,0,0
0.086404,0,0,0,0,0,0,0,0,0,0,0,0
0.087847,0,0,0,0,0,0,0,0,0,0,0,0
0.089279,0,0,0,0,0,0,0,0,0,0,0,0
0.092922,0,0,0,0,0,0,0,0,0,0,0,0
0.094352,0,0,0,0,0,0,0,0,0,0,0,0
0.095794,0,0,0,0,0,0,0,0,0,0,0,0
0.097220,0,0,0,0,0,0,0,0,0,0,0,0
