elapsed_s,RB_STALL_CYCLES_CCU_COLOR_READ,RB_STALL_CYCLES_CCU_COLOR_WRITE,RB_STALL_CYCLES_CCU_DEPTH_READ,RB_STALL_CYCLES_CCU_DEPTH_WRITE,RB_STALL_CYCLES_VPC_BE,RB_BLENDED_FP32_COMPONENTS,RB_COLOR_PIX_TILES,RB_STALL_CYCLES_CCU
0.001106,0,0,0,0,0,0,0,0
0.002961,0,0,0,0,0,0,0,0
0.004492,0,0,0,0,0,0,0,0
0.006004,0,0,0,0,0,0,0,0
0.007559,0,0,0,0,0,0,0,0
0.009094,0,0,0,0,0,0,0,0
0.010610,0,0,0,0,0,0,0,0
0.012160,0,0,0,0,0,0,0,0
0.013665,0,0,0,0,0,0,0,0
0.015290,0,0,0,0,0,0,0,0
0.016768,0,0,0,0,0,0,0,0
0.018244,0,0,0,0,0,0,0,0
0.019780,0,0,0,0,0,0,0,0
0.021396,0,0,0,0,0,0,0,0
0.023054,0,0,0,0,0,0,0,0
0.024533,0,0,0,0,0,0,0,0
0.026009,0,0,0,0,0,0,0,0
0.027490,0,0,0,0,0,0,0,0
0.028968,0,0,0,0,0,0,0,0
0.030513,0,0,0,0,0,0,0,0
0.032260,0,0,0,0,0,0,0,0
0.033819,0,0,0,0,0,0,0,0
0.035402,0,0,0,0,0,0,0,0
0.036933,0,0,0,0,0,0,0,0
0.038468,0,0,0,0,0,0,0,0
0.040107,0,0,0,0,0,0,0,0
0.041649,0,0,0,0,0,0,0,0
0.043191,0,0,0,0,0,0,0,0
0.044725,0,0,0,0,0,0,0,0
0.046295,0,0,0,0,0,0,0,0
0.047836,0,0,0,0,0,0,0,0
0.049176,0,0,0,0,0,0,0,0
0.050516,0,0,0,0,0,0,0,0
0.051905,0,0,0,0,0,0,0,0
0.053363,0,0,0,0,0,0,0,0
0.054728,0,0,0,0,0,0,0,0
0.056212,0,0,0,0,0,0,0,0
0.057574,0,0,0,0,0,0,0,0
0.059048,0,0,0,0,0,0,0,0
0.060392,0,0,0,0,0,0,0,0
0.061911,0,0,0,0,0,0,0,0
0.063295,0,0,0,0,0,0,0,0
0.064661,0,0,0,0,0,0,0,0
0.066028,0,0,0,0,0,0,0,0
0.067397,0,0,0,0,0,0,0,0
0.068762,0,0,0,0,0,0,0,0
0.070124,0,0,0,0,0,0,0,0
0.071676,0,0,0,0,0,0,0,0
0.073109,0,0,0,0,0,0,0,0
0.074509,0,0,0,0,0,0,0,0
0.075956,0,0,0,0,0,0,0,0
0.077205,0,0,0,0,0,0,0,0
0.078622,0,0,0,0,0,0,0,0
0.080069,0,0,0,0,0,0,0,0
0.081494,0,0,0,0,0,0,0,0
0.082932,0,0,0,0,0,0,0,0
0.084309,0,0,0,0,0,0,0,0
0.085694,0,0,0,0,0,0,0,0
0.087056,0,0,0,0,0,0,0,0
0.088467,0,0,0,0,0,0,0,0
0.089831,0,0,0,0,0,0,0,0
0.091190,0,0,0,0,0,0,0,0
