elapsed_s,RB_NEVER_COUNT,RB_BUSY_CYCLES,RB_STALL_CYCLES_HLSQ,RB_STALL_CYCLES_FIFO0_FULL,RB_STALL_CYCLES_FIFO1_FULL,RB_STALL_CYCLES_FIFO2_FULL,RB_STARVE_CYCLES_SP,RB_STARVE_CYCLES_LRZ_TILE
0.001104,0,0,0,0,0,0,0,0
0.002699,0,0,0,0,0,0,0,0
0.004352,0,0,0,0,0,0,0,0
0.005910,0,0,0,0,0,0,0,0
0.007455,0,0,0,0,0,0,0,0
0.008930,0,0,0,0,0,0,0,0
0.010553,0,0,0,0,0,0,0,0
0.012074,0,0,0,0,0,0,0,0
0.013596,0,0,0,0,0,0,0,0
0.015227,0,0,0,0,0,0,0,0
0.016760,0,0,0,0,0,0,0,0
0.018316,0,0,0,0,0,0,0,0
0.019802,0,0,0,0,0,0,0,0
0.021264,0,0,0,0,0,0,0,0
0.022850,0,0,0,0,0,0,0,0
0.024470,0,0,0,0,0,0,0,0
0.025959,0,0,0,0,0,0,0,0
0.027493,0,0,0,0,0,0,0,0
0.029026,0,0,0,0,0,0,0,0
0.030566,0,0,0,0,0,0,0,0
0.032141,0,0,0,0,0,0,0,0
0.033533,0,0,0,0,0,0,0,0
0.034931,0,0,0,0,0,0,0,0
0.036347,0,0,0,0,0,0,0,0
0.037831,0,0,0,0,0,0,0,0
0.039175,0,0,0,0,0,0,0,0
0.040683,0,0,0,0,0,0,0,0
0.042108,0,0,0,0,0,0,0,0
0.043492,0,0,0,0,0,0,0,0
0.044864,0,0,0,0,0,0,0,0
0.046233,0,0,0,0,0,0,0,0
0.047603,0,0,0,0,0,0,0,0
0.048971,0,0,0,0,0,0,0,0
0.050338,0,0,0,0,0,0,0,0
0.051727,0,0,0,0,0,0,0,0
0.053098,0,0,0,0,0,0,0,0
0.054464,0,0,0,0,0,0,0,0
0.055832,0,0,0,0,0,0,0,0
0.057195,0,0,0,0,0,0,0,0
0.058565,0,1815,0,0,0,0,0,600
0.060029,0,0,0,0,0,0,0,0
0.061396,0,0,0,0,0,0,0,0
0.062775,0,0,0,0,0,0,0,0
0.064212,0,0,0,0,0,0,0,0
0.065579,0,0,0,0,0,0,0,0
0.066962,0,0,0,0,0,0,0,0
0.068563,0,75356,0,0,0,0,0,2040
0.070345,0,211093,0,0,0,0,0,1272
0.072151,0,0,0,0,0,0,0,0
0.073584,0,0,0,0,0,0,0,0
0.075047,0,0,0,0,0,0,0,0
0.076450,0,0,0,0,0,0,0,0
0.077857,0,0,0,0,0,0,0,0
0.079281,0,0,0,0,0,0,0,0
0.080690,0,0,0,0,0,0,0,0
0.082143,0,0,0,0,0,0,0,0
0.083992,0,0,0,0,0,0,0,0
0.085394,0,0,0,0,0,0,0,0
0.086801,0,0,0,0,0,0,0,0
0.088335,0,0,0,0,0,0,0,0
0.089734,0,0,0,0,0,0,0,0
0.091212,0,0,0,0,0,0,0,0
0.092638,0,0,0,0,0,0,0,0
0.094047,0,0,0,0,0,0,0,0
0.099300,0,0,0,0,0,0,0,0
0.100714,0,0,0,0,0,0,0,0
0.102082,0,0,0,0,0,0,0,0
0.103443,0,0,0,0,0,0,0,0
0.104869,0,0,0,0,0,0,0,0
0.106281,0,0,0,0,0,0,0,0
0.107641,0,0,0,0,0,0,0,0
0.109002,0,0,0,0,0,0,0,0
0.110362,0,0,0,0,0,0,0,0
0.111722,0,0,0,0,0,0,0,0
0.113081,0,0,0,0,0,0,0,0
0.114800,0,0,0,0,0,0,0,0
0.116400,0,0,0,0,0,0,0,0
0.117816,0,0,0,0,0,0,0,0
0.119229,0,0,0,0,0,0,0,0
0.120640,0,0,0,0,0,0,0,0
0.122090,0,0,0,0,0,0,0,0
0.123501,0,0,0,0,0,0,0,0
0.125038,0,0,0,0,0,0,0,0
0.126497,0,0,0,0,0,0,0,0
0.127916,0,0,0,0,0,0,0,0
0.129327,0,0,0,0,0,0,0,0
0.130778,0,0,0,0,0,0,0,0
0.132250,0,0,0,0,0,0,0,0
0.133660,0,0,0,0,0,0,0,0
0.135200,0,0,0,0,0,0,0,0
0.136654,0,0,0,0,0,0,0,0
0.138104,0,0,0,0,0,0,0,0
0.139511,0,0,0,0,0,0,0,0
0.140918,0,0,0,0,0,0,0,0
0.142325,0,0,0,0,0,0,0,0
0.143734,0,0,0,0,0,0,0,0
0.145270,0,0,0,0,0,0,0,0
0.146853,0,0,0,0,0,0,0,0
0.148428,0,0,0,0,0,0,0,0
0.149999,0,0,0,0,0,0,0,0
0.151571,0,0,0,0,0,0,0,0
0.153143,0,0,0,0,0,0,0,0
0.154754,0,0,0,0,0,0,0,0
0.156273,0,0,0,0,0,0,0,0
0.157823,0,0,0,0,0,0,0,0
0.159395,0,0,0,0,0,0,0,0
0.160966,0,0,0,0,0,0,0,0
0.162577,0,0,0,0,0,0,0,0
0.164148,0,0,0,0,0,0,0,0
0.165719,0,0,0,0,0,0,0,0
0.167293,0,0,0,0,0,0,0,0
0.168874,0,0,0,0,0,0,0,0
0.170413,0,0,0,0,0,0,0,0
0.171963,0,0,0,0,0,0,0,0
0.173537,0,0,0,0,0,0,0,0
0.175178,0,0,0,0,0,0,0,0
0.176818,0,0,0,0,0,0,0,0
0.178430,0,0,0,0,0,0,0,0
0.180014,0,0,0,0,0,0,0,0
0.181587,0,0,0,0,0,0,0,0
0.183159,0,0,0,0,0,0,0,0
0.184731,0,0,0,0,0,0,0,0
0.186233,0,0,0,0,0,0,0,0
0.187640,0,0,0,0,0,0,0,0
0.189007,0,0,0,0,0,0,0,0
0.190383,0,0,0,0,0,0,0,0
0.191792,0,0,0,0,0,0,0,0
0.193152,0,0,0,0,0,0,0,0
0.194566,0,0,0,0,0,0,0,0
0.195897,0,0,0,0,0,0,0,0
0.197223,0,0,0,0,0,0,0,0
0.198550,0,0,0,0,0,0,0,0
0.199925,0,0,0,0,0,0,0,0
0.201264,0,0,0,0,0,0,0,0
0.202629,0,0,0,0,0,0,0,0
0.203943,0,0,0,0,0,0,0,0
0.205253,0,0,0,0,0,0,0,0
0.206563,0,0,0,0,0,0,0,0
0.207922,0,0,0,0,0,0,0,0
0.209235,0,0,0,0,0,0,0,0
0.210575,0,0,0,0,0,0,0,0
0.211848,0,0,0,0,0,0,0,0
0.213230,0,0,0,0,0,0,0,0
0.214606,0,0,0,0,0,0,0,0
0.216030,0,0,0,0,0,0,0,0
0.217406,0,0,0,0,0,0,0,0
0.218795,0,0,0,0,0,0,0,0
0.220183,0,0,0,0,0,0,0,0
0.221558,0,0,0,0,0,0,0,0
0.222985,0,0,0,0,0,0,0,0
0.224361,0,0,0,0,0,0,0,0
0.225787,0,0,0,0,0,0,0,0
0.227253,0,0,0,0,0,0,0,0
0.228618,0,0,0,0,0,0,0,0
0.230033,0,0,0,0,0,0,0,0
0.231408,0,0,0,0,0,0,0,0
0.232827,0,0,0,0,0,0,0,0
0.234222,0,0,0,0,0,0,0,0
0.237273,0,0,0,0,0,0,0,0
0.238783,0,4188,0,0,0,0,0,1320
0.240075,0,0,0,0,0,0,0,0
0.241486,0,0,0,0,0,0,0,0
0.242946,0,0,0,0,0,0,0,0
0.244503,0,0,0,0,0,0,0,0
0.245886,0,0,0,0,0,0,0,0
0.247255,0,0,0,0,0,0,0,0
0.248620,0,296866,0,0,0,0,0,3294
0.249844,0,0,0,0,0,0,0,0
0.251289,0,0,0,0,0,0,0,0
0.252752,0,0,0,0,0,0,0,0
0.254160,0,0,0,0,0,0,0,0
0.255578,0,0,0,0,0,0,0,0
0.256988,0,0,0,0,0,0,0,0
0.258443,0,0,0,0,0,0,0,0
0.259852,0,0,0,0,0,0,0,0
0.261259,0,0,0,0,0,0,0,0
0.262665,0,0,0,0,0,0,0,0
0.264067,0,0,0,0,0,0,0,0
0.265468,0,0,0,0,0,0,0,0
0.266922,0,0,0,0,0,0,0,0
0.268376,0,0,0,0,0,0,0,0
0.269773,0,0,0,0,0,0,0,0
0.271202,0,0,0,0,0,0,0,0
0.272616,0,0,0,0,0,0,0,0
0.273990,0,0,0,0,0,0,0,0
0.275477,0,0,0,0,0,0,0,0
0.276899,0,0,0,0,0,0,0,0
0.278274,0,0,0,0,0,0,0,0
0.279683,0,0,0,0,0,0,0,0
0.281081,0,0,0,0,0,0,0,0
0.282481,0,0,0,0,0,0,0,0
0.283881,0,0,0,0,0,0,0,0
0.285283,0,0,0,0,0,0,0,0
0.286684,0,0,0,0,0,0,0,0
0.288094,0,0,0,0,0,0,0,0
0.289496,0,0,0,0,0,0,0,0
0.290933,0,0,0,0,0,0,0,0
0.292366,0,0,0,0,0,0,0,0
0.293955,0,0,0,0,0,0,0,0
0.295531,0,0,0,0,0,0,0,0
0.297104,0,0,0,0,0,0,0,0
0.299241,0,0,0,0,0,0,0,0
0.300814,0,0,0,0,0,0,0,0
0.302386,0,0,0,0,0,0,0,0
0.303961,0,0,0,0,0,0,0,0
0.305534,0,0,0,0,0,0,0,0
0.307175,0,0,0,0,0,0,0,0
0.308825,0,0,0,0,0,0,0,0
0.310397,0,0,0,0,0,0,0,0
0.311971,0,0,0,0,0,0,0,0
0.313544,0,0,0,0,0,0,0,0
0.315187,0,0,0,0,0,0,0,0
0.316827,0,0,0,0,0,0,0,0
0.318399,0,0,0,0,0,0,0,0
0.319984,0,0,0,0,0,0,0,0
0.321558,0,0,0,0,0,0,0,0
0.323199,0,0,0,0,0,0,0,0
0.324837,0,0,0,0,0,0,0,0
0.326408,0,0,0,0,0,0,0,0
0.327982,0,0,0,0,0,0,0,0
0.329546,0,0,0,0,0,0,0,0
0.331326,0,0,0,0,0,0,0,0
0.332985,0,0,0,0,0,0,0,0
0.334592,0,0,0,0,0,0,0,0
0.336111,0,0,0,0,0,0,0,0
0.337756,0,0,0,0,0,0,0,0
0.339517,0,0,0,0,0,0,0,0
0.340932,0,0,0,0,0,0,0,0
0.342357,0,0,0,0,0,0,0,0
0.343764,0,0,0,0,0,0,0,0
0.345247,0,0,0,0,0,0,0,0
0.347357,0,0,0,0,0,0,0,0
0.348810,0,0,0,0,0,0,0,0
0.350217,0,0,0,0,0,0,0,0
0.351623,0,0,0,0,0,0,0,0
0.353038,0,0,0,0,0,0,0,0
0.354476,0,0,0,0,0,0,0,0
0.355966,0,0,0,0,0,0,0,0
0.357382,0,0,0,0,0,0,0,0
0.358787,0,0,0,0,0,0,0,0
0.360295,0,0,0,0,0,0,0,0
0.361755,0,0,0,0,0,0,0,0
0.363211,0,0,0,0,0,0,0,0
0.364759,0,0,0,0,0,0,0,0
0.366216,0,0,0,0,0,0,0,0
0.367629,0,0,0,0,0,0,0,0
0.368985,0,0,0,0,0,0,0,0
0.370398,0,0,0,0,0,0,0,0
0.371810,0,0,0,0,0,0,0,0
0.373177,0,0,0,0,0,0,0,0
0.374530,0,0,0,0,0,0,0,0
0.375935,0,0,0,0,0,0,0,0
0.377293,0,0,0,0,0,0,0,0
0.378701,0,0,0,0,0,0,0,0
0.380075,0,0,0,0,0,0,0,0
0.381401,0,0,0,0,0,0,0,0
0.382727,0,0,0,0,0,0,0,0
0.384109,0,0,0,0,0,0,0,0
0.385441,0,0,0,0,0,0,0,0
0.386800,0,0,0,0,0,0,0,0
