elapsed_s,RB_EARLY_Z_ARB3_GRANT,RB_LATE_Z_ARB3_GRANT,RB_EARLY_Z_SKIP_GRANT,RB_VRS_1X1_QUADS,RB_VRS_2X1_QUADS,RB_VRS_1X2_QUADS,RB_VRS_2X2_QUADS,RB_VRS_2X4_QUADS
0.001095,0,0,0,0,0,0,0,0
0.002600,0,0,0,0,0,0,0,0
0.004017,0,0,0,0,0,0,0,0
0.005431,0,0,0,0,0,0,0,0
0.006889,0,0,0,0,0,0,0,0
0.008334,0,0,0,0,0,0,0,0
0.009711,0,0,0,0,0,0,0,0
0.011082,0,0,0,0,0,0,0,0
0.012452,0,0,0,0,0,0,0,0
0.013838,0,0,0,0,0,0,0,0
0.015420,0,0,0,0,0,0,0,0
0.016926,0,0,0,0,0,0,0,0
0.018471,0,0,0,0,0,0,0,0
0.020116,0,0,0,0,0,0,0,0
0.021733,0,0,0,0,0,0,0,0
0.023254,0,0,0,0,0,0,0,0
0.024774,0,0,0,0,0,0,0,0
0.026295,0,0,0,0,0,0,0,0
0.029997,0,0,0,0,0,0,0,0
0.031545,0,0,0,0,0,0,0,0
0.033199,0,0,0,0,0,0,0,0
0.034819,0,0,0,0,0,0,0,0
0.036444,0,0,0,0,0,0,0,0
0.037930,0,0,0,0,0,0,0,0
0.039456,0,0,0,0,0,0,0,0
0.040931,0,0,0,0,0,0,0,0
0.042394,0,0,0,0,0,0,0,0
0.043855,0,0,0,0,0,0,0,0
0.045315,0,0,0,0,0,0,0,0
0.046904,0,0,0,0,0,0,0,0
0.048495,0,0,0,0,0,0,0,0
0.050144,0,0,0,0,0,0,0,0
0.051686,0,0,0,0,0,0,0,0
0.053269,0,0,0,0,0,0,0,0
0.054805,0,0,0,0,0,0,0,0
0.056338,0,0,0,0,0,0,0,0
0.057857,0,0,0,0,0,0,0,0
0.059391,0,0,0,0,0,0,0,0
0.060975,0,0,0,0,0,0,0,0
0.062527,0,0,0,0,0,0,0,0
0.064067,0,0,0,0,0,0,0,0
0.065625,0,0,0,0,0,0,0,0
0.067036,0,0,0,0,0,0,0,0
0.068496,0,0,0,0,0,0,0,0
0.069833,0,0,0,0,0,0,0,0
0.071168,0,0,0,0,0,0,0,0
0.072652,0,0,0,0,0,0,0,0
0.073991,0,0,0,0,0,0,0,0
0.075330,0,0,0,0,0,0,0,0
0.076790,0,0,0,0,0,0,0,0
0.078177,0,0,0,0,0,0,0,0
0.079516,0,0,0,0,0,0,0,0
0.080928,0,0,0,0,0,0,0,0
0.082196,0,0,0,0,0,0,0,0
0.083578,0,0,0,0,0,0,0,0
0.084948,0,0,0,0,0,0,0,0
0.086313,0,0,0,0,0,0,0,0
0.087677,0,0,0,0,0,0,0,0
0.089088,0,0,0,0,0,0,0,0
0.090456,0,0,0,0,0,0,0,0
0.092075,0,0,0,0,0,0,0,0
0.093505,0,0,0,0,0,0,0,0
0.094882,0,0,0,0,0,0,0,0
0.096247,0,0,0,0,0,0,0,0
0.097690,0,0,0,0,0,0,0,0
0.099104,0,0,0,0,0,0,0,0
0.100466,0,0,0,0,0,0,0,0
0.101829,0,0,0,0,0,0,0,0
0.103184,0,0,0,0,0,0,0,0
0.104545,0,0,0,0,0,0,0,0
0.105914,0,0,0,0,0,0,0,0
0.107271,0,0,0,0,0,0,0,0
0.108628,0,0,0,0,0,0,0,0
0.109983,0,0,0,0,0,0,0,0
0.111336,0,0,0,0,0,0,0,0
0.112690,0,0,0,0,0,0,0,0
0.114130,0,0,0,0,0,0,0,0
0.115511,0,0,0,0,0,0,0,0
0.116962,0,0,0,0,0,0,0,0
0.118382,0,0,0,0,0,0,0,0
0.119779,0,0,0,0,0,0,0,0
0.121146,0,0,0,0,0,0,0,0
0.122508,0,0,0,0,0,0,0,0
0.123870,0,0,0,0,0,0,0,0
0.125231,0,0,0,0,0,0,0,0
0.126592,0,0,0,0,0,0,0,0
0.127968,0,0,0,0,0,0,0,0
0.129330,0,0,0,0,0,0,0,0
0.130828,0,0,0,0,0,0,0,0
0.132414,0,0,0,0,0,0,0,0
0.133987,0,0,0,0,0,0,0,0
0.135556,0,0,0,0,0,0,0,0
0.137130,0,0,0,0,0,0,0,0
0.138591,0,0,0,0,0,0,0,0
0.140003,0,0,0,0,0,0,0,0
0.141412,0,0,0,0,0,0,0,0
0.142820,0,0,0,0,0,0,0,0
0.144226,0,0,0,0,0,0,0,0
0.145636,0,0,0,0,0,0,0,0
0.147213,0,0,0,0,0,0,0,0
0.148800,0,0,0,0,0,0,0,0
0.150372,0,0,0,0,0,0,0,0
0.151942,0,0,0,0,0,0,0,0
0.153513,0,0,0,0,0,0,0,0
0.154955,0,0,0,0,0,0,0,0
0.156497,0,0,0,0,0,0,0,0
0.158069,0,0,0,0,0,0,0,0
0.159651,0,0,0,0,0,0,0,0
0.161224,0,0,0,0,0,0,0,0
0.162798,0,0,0,0,0,0,0,0
0.164368,0,0,0,0,0,0,0,0
0.165869,0,0,0,0,0,0,0,0
0.167280,0,0,0,0,0,0,0,0
0.168819,0,0,0,0,0,0,0,0
0.170276,0,0,0,0,0,0,0,0
0.171816,0,0,0,0,0,0,0,0
0.173387,0,0,0,0,0,0,0,0
0.174958,0,0,0,0,0,0,0,0
0.176532,0,0,0,0,0,0,0,0
0.178148,0,0,0,0,0,0,0,0
0.179718,0,0,0,0,0,0,0,0
0.181176,0,0,0,0,0,0,0,0
0.182719,0,0,0,0,0,0,0,0
0.184289,0,0,0,0,0,0,0,0
0.185865,0,0,0,0,0,0,0,0
0.187435,0,0,0,0,0,0,0,0
0.189009,0,0,0,0,0,0,0,0
0.190581,0,0,0,0,0,0,0,0
0.192162,0,0,0,0,0,0,0,0
0.193738,0,0,0,0,0,0,0,0
0.195311,0,0,0,0,0,0,0,0
0.196883,0,0,0,0,0,0,0,0
0.198455,0,0,0,0,0,0,0,0
0.200025,0,0,0,0,0,0,0,0
0.201667,0,0,0,0,0,0,0,0
0.203242,0,0,0,0,0,0,0,0
0.204790,0,0,0,0,0,0,0,0
0.206225,0,0,0,0,0,0,0,0
0.207631,0,0,0,0,0,0,0,0
0.209032,0,0,0,0,0,0,0,0
0.210475,0,0,0,0,0,0,0,0
0.211874,0,0,0,0,0,0,0,0
0.213284,0,0,0,0,0,0,0,0
0.214685,0,0,0,0,0,0,0,0
0.216084,0,0,0,0,0,0,0,0
0.217609,0,0,0,0,0,0,0,0
0.219009,0,0,0,0,0,0,0,0
0.220542,0,0,0,0,0,0,0,0
0.221959,0,0,0,0,0,0,0,0
0.223366,0,0,0,0,0,0,0,0
0.224765,0,0,0,0,0,0,0,0
0.226213,0,0,0,0,0,0,0,0
0.227588,0,0,0,0,0,0,0,0
0.228945,0,0,0,0,0,0,0,0
0.230319,0,0,0,0,0,0,0,0
0.231692,0,0,0,0,0,0,0,0
0.233066,0,0,0,0,0,0,0,0
0.234447,0,0,0,0,0,0,0,0
0.235820,0,0,0,0,0,0,0,0
0.237195,0,0,0,0,0,0,0,0
0.238569,0,0,0,0,0,0,0,0
0.239942,0,0,0,0,0,0,0,0
0.241317,0,0,0,0,0,0,0,0
0.242727,0,0,0,0,0,0,0,0
0.244169,0,0,0,0,0,0,0,0
0.245529,0,0,0,0,0,0,0,0
0.246955,0,0,0,0,0,0,0,0
0.248382,0,0,0,0,0,0,0,0
0.249809,0,0,0,0,0,0,0,0
0.251235,0,0,0,0,0,0,0,0
0.252662,0,0,0,0,0,0,0,0
0.254088,0,0,0,0,0,0,0,0
0.255516,0,0,0,0,0,0,0,0
0.256951,0,0,0,0,0,0,0,0
0.258350,0,0,0,0,0,0,0,0
0.259699,0,0,0,0,0,0,0,0
0.261127,0,0,0,0,0,0,0,0
0.262556,0,0,0,0,0,0,0,0
0.263983,0,0,0,0,0,0,0,0
0.265409,0,0,0,0,0,0,0,0
0.266836,0,0,0,0,0,0,0,0
0.268267,0,0,0,0,0,0,0,0
0.269699,0,0,0,0,0,0,0,0
0.271135,0,0,0,0,0,0,0,0
0.272563,0,0,0,0,0,0,0,0
0.273957,0,0,0,0,0,0,0,0
0.275334,0,0,0,0,0,0,0,0
0.276711,0,0,0,0,0,0,0,0
0.278087,0,0,0,0,0,0,0,0
0.279467,0,0,0,0,0,0,0,0
0.280891,0,0,0,0,0,0,0,0
0.282158,0,0,0,0,0,0,0,0
0.283585,0,0,0,0,0,0,0,0
0.284962,0,0,0,0,0,0,0,0
0.286337,0,0,0,0,0,0,0,0
0.287605,0,0,0,0,0,0,0,0
0.289031,0,0,0,0,0,0,0,0
0.290425,0,0,0,0,0,0,0,0
0.291802,0,0,0,0,0,0,0,0
0.293201,0,0,0,0,0,0,0,0
0.294556,0,0,0,0,0,0,0,0
0.295909,0,0,0,0,0,0,0,0
0.297267,0,0,0,0,0,0,0,0
0.298626,0,0,0,0,0,0,0,0
0.299986,0,0,0,0,0,0,0,0
0.301357,0,0,0,0,0,0,0,0
0.302713,0,0,0,0,0,0,0,0
0.304069,0,0,0,0,0,0,0,0
0.305651,0,0,0,0,0,0,0,0
0.307379,0,0,0,0,0,0,0,0
0.308835,0,0,0,0,0,0,0,0
0.310254,0,0,0,0,0,0,0,0
0.311677,0,0,0,0,0,0,0,0
0.313088,0,0,0,0,0,0,0,0
