elapsed_s,RB_STARVE_CYCLES_CCU,RB_STARVE_CYCLES_Z_PLANE,RB_STARVE_CYCLES_BARY_PLANE,RB_Z_WORKLOAD,RB_HLSQ_ACTIVE,RB_Z_READ,RB_Z_WRITE,RB_C_READ
0.001104,0,0,0,0,0,0,0,0
0.002699,0,0,0,0,0,0,0,0
0.004249,0,0,0,0,0,0,0,0
0.005812,0,0,0,0,0,0,0,0
0.007362,0,0,0,0,0,0,0,0
0.008954,0,0,0,0,0,0,0,0
0.010514,0,0,0,0,0,0,0,0
0.012060,0,0,0,0,0,0,0,0
0.013606,0,0,0,0,0,0,0,0
0.015155,0,0,0,0,0,0,0,0
0.016698,0,0,0,0,0,0,0,0
0.018365,0,0,0,0,0,0,0,0
0.019977,0,0,0,0,0,0,0,0
0.021506,0,0,0,0,0,0,0,0
0.023027,0,0,0,0,0,0,0,0
0.024547,0,0,0,0,0,0,0,0
0.026131,0,0,0,0,0,0,0,0
0.027651,0,0,0,0,0,0,0,0
0.029194,0,0,0,0,0,0,0,0
0.030715,0,0,0,0,0,0,0,0
0.032244,0,0,0,0,0,0,0,0
0.033762,0,0,0,0,0,0,0,0
0.035340,0,0,0,0,0,0,0,0
0.037027,0,0,0,0,0,0,0,0
0.038514,0,0,0,0,0,0,0,0
0.040049,0,0,0,0,0,0,0,0
0.041584,0,0,0,0,0,0,0,0
0.043153,0,0,0,0,0,0,0,0
0.044686,0,0,0,0,0,0,0,0
0.046248,0,0,0,0,0,0,0,0
0.047633,0,0,0,0,0,0,0,0
0.049020,0,0,0,0,0,0,0,0
0.050423,0,0,0,0,0,0,0,0
0.051811,0,0,0,0,0,0,0,0
0.053208,0,0,0,0,0,0,0,0
0.054595,0,0,0,0,0,0,0,0
0.055980,0,0,0,0,0,0,0,0
0.057365,0,0,0,0,0,0,0,0
0.058800,0,0,0,0,0,0,0,0
0.060187,0,0,0,0,0,0,0,0
0.061629,0,0,0,0,0,0,0,0
0.063039,0,0,0,0,0,0,0,0
0.064433,0,0,0,0,0,0,0,0
0.065822,0,0,0,0,0,0,0,0
0.067227,0,0,0,0,0,0,0,0
0.068615,0,0,0,0,0,0,0,0
0.070082,0,0,0,0,0,0,0,0
0.071452,0,0,0,0,0,0,0,0
0.072821,0,48,0,0,48,0,0,0
0.074632,0,0,0,0,0,0,0,0
0.076035,0,0,0,0,0,0,0,0
0.077413,0,0,0,0,0,0,0,0
0.078787,0,0,0,0,0,0,0,0
0.080158,0,0,0,0,0,0,0,0
0.081533,0,0,0,0,0,0,0,0
0.082957,0,0,0,0,0,0,0,0
0.084330,0,198,0,0,234,0,0,0
0.086032,0,138,0,0,102,0,0,0
0.087405,0,0,0,0,0,0,0,0
0.088770,0,0,0,0,0,0,0,0
0.090332,0,0,0,0,0,0,0,0
0.091736,0,0,0,0,0,0,0,0
0.093110,0,0,0,0,0,0,0,0
0.094481,0,0,0,0,0,0,0,0
0.095855,0,0,0,0,0,0,0,0
0.097271,0,0,0,0,0,0,0,0
0.098648,0,0,0,0,0,0,0,0
0.100006,0,0,0,0,0,0,0,0
0.101364,0,0,0,0,0,0,0,0
0.102724,0,0,0,0,0,0,0,0
0.104083,0,0,0,0,0,0,0,0
0.105441,0,0,0,0,0,0,0,0
0.106860,0,0,0,0,0,0,0,0
0.108217,0,0,0,0,0,0,0,0
0.109577,0,0,0,0,0,0,0,0
0.110936,0,0,0,0,0,0,0,0
0.112295,0,0,0,0,0,0,0,0
0.113663,0,0,0,0,0,0,0,0
0.115019,0,0,0,0,0,0,0,0
0.116373,0,0,0,0,0,0,0,0
0.117741,0,0,0,0,0,0,0,0
0.119101,0,0,0,0,0,0,0,0
0.120458,0,0,0,0,0,0,0,0
0.121814,0,0,0,0,0,0,0,0
0.123174,0,0,0,0,0,0,0,0
0.124538,0,0,0,0,0,0,0,0
0.125895,0,0,0,0,0,0,0,0
0.127253,0,0,0,0,0,0,0,0
0.128619,0,0,0,0,0,0,0,0
0.129979,0,0,0,0,0,0,0,0
0.131469,0,0,0,0,0,0,0,0
0.133059,0,0,0,0,0,0,0,0
0.134632,0,0,0,0,0,0,0,0
0.136205,0,0,0,0,0,0,0,0
0.137776,0,0,0,0,0,0,0,0
0.139236,0,0,0,0,0,0,0,0
0.140779,0,0,0,0,0,0,0,0
0.142358,0,0,0,0,0,0,0,0
0.143929,0,0,0,0,0,0,0,0
0.145504,0,0,0,0,0,0,0,0
0.147122,0,0,0,0,0,0,0,0
0.148695,0,0,0,0,0,0,0,0
0.150287,0,0,0,0,0,0,0,0
0.151860,0,0,0,0,0,0,0,0
0.153437,0,0,0,0,0,0,0,0
0.155011,0,0,0,0,0,0,0,0
0.156583,0,0,0,0,0,0,0,0
0.158121,0,0,0,0,0,0,0,0
0.159663,0,0,0,0,0,0,0,0
0.161125,0,0,0,0,0,0,0,0
0.162586,0,0,0,0,0,0,0,0
0.163996,0,0,0,0,0,0,0,0
0.165406,0,0,0,0,0,0,0,0
0.166814,0,0,0,0,0,0,0,0
0.168221,0,0,0,0,0,0,0,0
0.169762,0,0,0,0,0,0,0,0
0.171348,0,0,0,0,0,0,0,0
0.172924,0,0,0,0,0,0,0,0
0.174498,0,0,0,0,0,0,0,0
0.176071,0,0,0,0,0,0,0,0
0.177648,0,0,0,0,0,0,0,0
0.179265,0,0,0,0,0,0,0,0
0.180836,0,0,0,0,0,0,0,0
0.182462,0,0,0,0,0,0,0,0
0.184034,0,0,0,0,0,0,0,0
0.185610,0,0,0,0,0,0,0,0
0.187184,0,0,0,0,0,0,0,0
0.188756,0,0,0,0,0,0,0,0
0.190335,0,0,0,0,0,0,0,0
0.191907,0,0,0,0,0,0,0,0
0.193494,0,0,0,0,0,0,0,0
0.195112,0,0,0,0,0,0,0,0
0.196684,0,0,0,0,0,0,0,0
0.198161,0,0,0,0,0,0,0,0
0.199605,0,0,0,0,0,0,0,0
0.201108,0,0,0,0,0,0,0,0
0.202479,0,0,0,0,0,0,0,0
0.203850,0,0,0,0,0,0,0,0
0.205210,0,0,0,0,0,0,0,0
0.206569,0,0,0,0,0,0,0,0
0.207926,0,0,0,0,0,0,0,0
0.209332,0,0,0,0,0,0,0,0
0.210747,0,0,0,0,0,0,0,0
0.212079,0,0,0,0,0,0,0,0
0.213409,0,0,0,0,0,0,0,0
0.214743,0,0,0,0,0,0,0,0
0.216068,0,0,0,0,0,0,0,0
0.217443,0,0,0,0,0,0,0,0
0.218772,0,0,0,0,0,0,0,0
0.220102,0,0,0,0,0,0,0,0
0.221479,0,0,0,0,0,0,0,0
0.222808,0,0,0,0,0,0,0,0
0.224137,0,0,0,0,0,0,0,0
0.225473,0,0,0,0,0,0,0,0
0.226835,0,0,0,0,0,0,0,0
0.228147,0,0,0,0,0,0,0,0
0.229508,0,0,0,0,0,0,0,0
0.230821,0,0,0,0,0,0,0,0
0.232133,0,0,0,0,0,0,0,0
0.233492,0,0,0,0,0,0,0,0
0.234802,0,0,0,0,0,0,0,0
0.236122,0,0,0,0,0,0,0,0
0.237481,0,0,0,0,0,0,0,0
0.238796,0,0,0,0,0,0,0,0
0.240130,0,0,0,0,0,0,0,0
0.241491,0,0,0,0,0,0,0,0
0.242803,0,0,0,0,0,0,0,0
0.244181,0,0,0,0,0,0,0,0
0.245449,0,0,0,0,0,0,0,0
0.246827,0,0,0,0,0,0,0,0
0.248203,0,0,0,0,0,0,0,0
0.249628,0,0,0,0,0,0,0,0
0.251005,0,0,0,0,0,0,0,0
0.252380,0,0,0,0,0,0,0,0
0.253831,0,0,0,0,0,0,0,0
0.255286,0,0,0,0,0,0,0,0
0.256635,0,0,0,0,0,0,0,0
0.258016,0,0,0,0,0,0,0,0
0.259392,0,0,0,0,0,0,0,0
0.260766,0,0,0,0,0,0,0,0
0.262114,0,0,0,0,0,0,0,0
0.263477,0,0,0,0,0,0,0,0
0.264839,0,0,0,0,0,0,0,0
0.266202,0,0,0,0,0,0,0,0
0.267579,0,48,0,0,48,0,0,0
0.269014,0,0,0,0,0,0,0,0
0.270424,0,0,0,0,0,0,0,0
0.271810,0,0,0,0,0,0,0,0
0.273181,0,0,0,0,0,0,0,0
0.274574,0,0,0,0,0,0,0,0
0.275996,0,0,0,0,0,0,0,0
0.277402,0,336,0,0,336,0,0,0
0.278683,0,0,0,0,0,0,0,0
0.280110,0,0,0,0,0,0,0,0
0.281518,0,0,0,0,0,0,0,0
0.282926,0,0,0,0,0,0,0,0
0.284332,0,0,0,0,0,0,0,0
0.285738,0,0,0,0,0,0,0,0
0.287145,0,0,0,0,0,0,0,0
0.288550,0,0,0,0,0,0,0,0
0.290035,0,0,0,0,0,0,0,0
0.291448,0,0,0,0,0,0,0,0
0.292849,0,0,0,0,0,0,0,0
0.294767,0,0,0,0,0,0,0,0
0.296169,0,0,0,0,0,0,0,0
0.297697,0,0,0,0,0,0,0,0
0.302098,0,0,0,0,0,0,0,0
0.303504,0,0,0,0,0,0,0,0
0.304916,0,0,0,0,0,0,0,0
0.306787,0,0,0,0,0,0,0,0
0.308178,0,0,0,0,0,0,0,0
0.309548,0,0,0,0,0,0,0,0
0.310906,0,0,0,0,0,0,0,0
0.312283,0,0,0,0,0,0,0,0
0.313642,0,0,0,0,0,0,0,0
0.315004,0,0,0,0,0,0,0,0
0.316367,0,0,0,0,0,0,0,0
0.317727,0,0,0,0,0,0,0,0
0.319088,0,0,0,0,0,0,0,0
0.320449,0,0,0,0,0,0,0,0
0.321809,0,0,0,0,0,0,0,0
0.323196,0,0,0,0,0,0,0,0
0.324638,0,0,0,0,0,0,0,0
0.326054,0,0,0,0,0,0,0,0
0.327592,0,0,0,0,0,0,0,0
0.329169,0,0,0,0,0,0,0,0
0.330743,0,0,0,0,0,0,0,0
0.332315,0,0,0,0,0,0,0,0
0.333904,0,0,0,0,0,0,0,0
0.335478,0,0,0,0,0,0,0,0
0.337053,0,0,0,0,0,0,0,0
0.338672,0,0,0,0,0,0,0,0
0.340244,0,0,0,0,0,0,0,0
0.341818,0,0,0,0,0,0,0,0
0.343393,0,0,0,0,0,0,0,0
0.344982,0,0,0,0,0,0,0,0
0.346547,0,0,0,0,0,0,0,0
0.348109,0,0,0,0,0,0,0,0
0.349616,0,0,0,0,0,0,0,0
0.351159,0,0,0,0,0,0,0,0
0.352730,0,0,0,0,0,0,0,0
0.354307,0,0,0,0,0,0,0,0
0.355938,0,0,0,0,0,0,0,0
0.357514,0,0,0,0,0,0,0,0
0.359087,0,0,0,0,0,0,0,0
0.360658,0,0,0,0,0,0,0,0
0.362234,0,0,0,0,0,0,0,0
0.363805,0,0,0,0,0,0,0,0
0.365379,0,0,0,0,0,0,0,0
0.366965,0,0,0,0,0,0,0,0
0.368536,0,0,0,0,0,0,0,0
0.370058,0,0,0,0,0,0,0,0
0.371600,0,0,0,0,0,0,0,0
0.373175,0,0,0,0,0,0,0,0
0.374748,0,0,0,0,0,0,0,0
0.376319,0,0,0,0,0,0,0,0
0.377905,0,0,0,0,0,0,0,0
0.379477,0,0,0,0,0,0,0,0
0.381052,0,0,0,0,0,0,0,0
0.382625,0,0,0,0,0,0,0,0
0.384196,0,0,0,0,0,0,0,0
0.385768,0,0,0,0,0,0,0,0
