elapsed_s,RB_STALL_CYCLES_CCU_COLOR_READ,RB_STALL_CYCLES_CCU_COLOR_WRITE,RB_STALL_CYCLES_CCU_DEPTH_READ,RB_STALL_CYCLES_CCU_DEPTH_WRITE,RB_STALL_CYCLES_VPC_BE,RB_BLENDED_FP32_COMPONENTS,RB_COLOR_PIX_TILES,RB_STALL_CYCLES_CCU
0.001297,0,0,0,0,0,0,0,0
0.002924,0,0,0,0,0,0,0,0
0.004476,0,0,0,0,0,0,0,0
0.006024,0,0,0,0,0,0,0,0
0.007570,0,0,0,0,0,0,0,0
0.009278,0,0,0,0,0,0,0,0
0.010885,0,0,0,0,0,0,0,0
0.012432,0,0,0,0,0,0,0,0
0.013979,0,0,0,0,0,0,0,0
0.015525,0,0,0,0,0,0,0,0
0.017071,0,0,0,0,0,0,0,0
0.018615,0,0,0,0,0,0,0,0
0.020190,0,0,0,0,0,0,0,0
0.021766,0,0,0,0,0,0,0,0
0.023310,0,0,0,0,0,0,0,0
0.024855,0,0,0,0,0,0,0,0
0.026482,0,0,0,0,0,0,0,0
0.028003,0,0,0,0,0,0,0,0
0.029612,0,0,0,0,0,0,0,0
0.031151,0,0,0,0,0,0,0,0
0.032672,0,0,0,0,0,0,0,0
0.034192,0,0,0,0,0,0,0,0
0.035711,0,0,0,0,0,0,0,0
0.037347,0,0,0,0,0,0,0,0
0.038866,0,0,0,0,0,0,0,0
0.040411,0,0,0,0,0,0,0,0
0.042001,0,0,0,0,0,0,0,0
0.043636,0,0,0,0,0,0,0,0
0.045328,0,0,0,0,0,0,0,0
0.046963,0,0,0,0,0,0,0,0
0.048597,0,0,0,0,0,0,0,0
0.050233,0,0,0,0,0,0,0,0
0.051868,0,0,0,0,0,0,0,0
0.053400,0,0,0,0,0,0,0,0
0.055030,0,0,0,0,0,0,0,0
0.056662,0,0,0,0,0,0,0,0
0.058218,0,0,0,0,0,0,0,0
0.059801,0,0,0,0,0,0,0,0
0.061553,0,0,0,0,0,0,0,0
0.063097,0,0,0,0,0,0,0,0
0.064633,0,0,0,0,0,0,0,0
0.066020,0,0,0,0,0,0,0,0
0.067406,0,0,0,0,0,0,0,0
0.068791,0,0,0,0,0,0,0,0
0.070175,0,0,0,0,0,0,0,0
0.071560,0,0,0,0,0,0,0,0
0.072969,0,0,0,0,0,0,0,0
0.074408,0,0,0,0,0,0,0,0
0.075803,0,0,0,0,0,0,0,0
0.077191,0,0,0,0,0,0,0,0
0.078579,0,0,0,0,0,0,0,0
0.079966,0,0,0,0,0,0,0,0
0.081356,0,0,0,0,0,0,0,0
0.082743,0,0,0,0,0,0,0,0
0.084180,0,0,0,0,0,0,0,0
0.085571,0,0,0,0,0,0,0,0
0.087126,0,0,0,0,0,0,0,0
0.088512,0,0,0,0,0,0,0,0
0.089915,0,0,0,0,0,0,0,0
0.091299,0,0,0,0,0,0,0,0
0.092734,0,0,0,0,0,0,0,0
0.094130,0,0,0,0,0,0,0,0
0.095516,0,0,0,0,0,0,0,0
0.096907,0,0,0,0,0,0,0,0
0.098293,0,0,0,0,0,0,0,0
0.099676,0,0,0,0,0,0,0,0
0.101293,0,0,0,0,0,0,0,0
0.102669,0,0,0,0,0,0,0,0
0.104046,0,0,0,0,0,0,0,0
0.105315,0,0,0,0,0,0,0,0
0.106598,0,0,0,0,0,0,0,0
0.107978,0,0,0,0,0,0,0,0
0.109334,0,0,0,0,0,0,0,0
0.110708,0,0,0,0,0,0,0,0
0.112072,0,0,0,0,0,0,0,0
0.113430,0,0,0,0,0,0,0,0
0.114788,0,0,0,0,0,0,0,0
0.116147,0,0,0,0,0,0,0,0
0.117586,0,0,0,0,0,0,0,0
0.119013,0,0,0,0,0,0,0,0
0.120547,0,0,0,0,0,0,0,0
0.122023,0,0,0,0,0,0,0,0
0.123389,0,0,0,0,0,0,0,0
0.124751,0,0,0,0,0,0,0,0
0.126113,0,0,0,0,0,0,0,0
0.127471,0,0,0,0,0,0,0,0
0.128879,0,0,0,0,0,0,0,0
0.130259,0,0,0,0,0,0,0,0
0.131619,0,0,0,0,0,0,0,0
0.132980,0,0,0,0,0,0,0,0
0.134340,0,0,0,0,0,0,0,0
0.135698,0,0,0,0,0,0,0,0
0.137126,0,0,0,0,0,0,0,0
0.138528,0,0,0,0,0,0,0,0
0.139888,0,0,0,0,0,0,0,0
0.141265,0,0,0,0,0,0,0,0
0.142625,0,0,0,0,0,0,0,0
0.143985,0,0,0,0,0,0,0,0
0.145346,0,0,0,0,0,0,0,0
0.146706,0,0,0,0,0,0,0,0
0.148066,0,0,0,0,0,0,0,0
0.149424,0,0,0,0,0,0,0,0
0.150783,0,0,0,0,0,0,0,0
0.152155,0,0,0,0,0,0,0,0
0.153515,0,0,0,0,0,0,0,0
0.155064,0,0,0,0,0,0,0,0
0.156637,0,0,0,0,0,0,0,0
0.158210,0,0,0,0,0,0,0,0
0.159782,0,0,0,0,0,0,0,0
0.161358,0,0,0,0,0,0,0,0
0.162942,0,0,0,0,0,0,0,0
0.164519,0,0,0,0,0,0,0,0
0.166083,0,0,0,0,0,0,0,0
0.167644,0,0,0,0,0,0,0,0
0.169083,0,0,0,0,0,0,0,0
0.170627,0,0,0,0,0,0,0,0
0.172202,0,0,0,0,0,0,0,0
0.173790,0,0,0,0,0,0,0,0
0.175361,0,0,0,0,0,0,0,0
0.176934,0,0,0,0,0,0,0,0
0.178498,0,0,0,0,0,0,0,0
0.180477,0,0,0,0,0,0,0,0
0.181902,0,0,0,0,0,0,0,0
0.183314,0,0,0,0,0,0,0,0
0.184730,0,0,0,0,0,0,0,0
0.186175,0,0,0,0,0,0,0,0
0.187578,0,0,0,0,0,0,0,0
0.188982,0,0,0,0,0,0,0,0
0.190520,0,0,0,0,0,0,0,0
0.192095,0,0,0,0,0,0,0,0
0.193667,0,0,0,0,0,0,0,0
0.195250,0,0,0,0,0,0,0,0
0.196825,0,0,0,0,0,0,0,0
0.198399,0,0,0,0,0,0,0,0
0.199969,0,0,0,0,0,0,0,0
0.201623,0,0,0,0,0,0,0,0
0.203192,0,0,0,0,0,0,0,0
0.204639,0,0,0,0,0,0,0,0
0.206198,0,0,0,0,0,0,0,0
0.207768,0,0,0,0,0,0,0,0
0.209342,0,0,0,0,0,0,0,0
0.210910,0,0,0,0,0,0,0,0
0.212499,0,0,0,0,0,0,0,0
0.214073,0,0,0,0,0,0,0,0
0.215670,0,0,0,0,0,0,0,0
0.217273,0,0,0,0,0,0,0,0
0.218683,0,0,0,0,0,0,0,0
0.220043,0,0,0,0,0,0,0,0
0.221412,0,0,0,0,0,0,0,0
0.222772,0,0,0,0,0,0,0,0
0.224131,0,0,0,0,0,0,0,0
0.225490,0,0,0,0,0,0,0,0
0.226848,0,0,0,0,0,0,0,0
0.228216,0,0,0,0,0,0,0,0
0.229575,0,0,0,0,0,0,0,0
0.230932,0,0,0,0,0,0,0,0
0.232290,0,0,0,0,0,0,0,0
0.233649,0,0,0,0,0,0,0,0
0.234979,0,0,0,0,0,0,0,0
0.236309,0,0,0,0,0,0,0,0
0.237640,0,0,0,0,0,0,0,0
0.238978,0,0,0,0,0,0,0,0
0.240308,0,0,0,0,0,0,0,0
0.241637,0,0,0,0,0,0,0,0
0.243001,0,0,0,0,0,0,0,0
0.244330,0,0,0,0,0,0,0,0
0.245658,0,0,0,0,0,0,0,0
0.246985,0,0,0,0,0,0,0,0
0.248314,0,0,0,0,0,0,0,0
0.249693,0,0,0,0,0,0,0,0
0.250968,0,0,0,0,0,0,0,0
0.252344,0,0,0,0,0,0,0,0
0.253721,0,0,0,0,0,0,0,0
0.255097,0,0,0,0,0,0,0,0
0.256473,0,0,0,0,0,0,0,0
0.257849,0,0,0,0,0,0,0,0
0.259225,0,0,0,0,0,0,0,0
0.260604,0,0,0,0,0,0,0,0
0.261981,0,0,0,0,0,0,0,0
0.263357,0,0,0,0,0,0,0,0
0.264685,0,0,0,0,0,0,0,0
0.266027,0,0,0,0,0,0,0,0
0.267437,0,0,0,0,0,0,0,0
0.269086,0,0,0,0,0,0,0,0
0.270520,0,0,0,0,0,0,0,0
0.271910,0,0,0,0,0,0,0,0
0.273319,0,0,0,0,0,0,0,0
0.274687,0,0,0,0,0,0,0,0
0.276048,0,0,0,0,0,0,0,0
0.277886,0,0,0,0,0,0,0,0
0.279332,0,0,0,0,0,0,0,0
0.280743,0,0,0,0,0,0,0,0
0.282246,0,0,0,0,0,0,0,0
0.283653,0,0,0,0,0,0,0,0
0.285059,0,0,0,0,0,0,0,0
0.286493,0,0,0,0,0,0,0,0
0.287892,0,0,0,0,0,0,0,0
0.289293,0,0,0,0,0,0,0,0
0.290716,0,0,0,0,0,0,0,0
0.292122,0,0,0,0,0,0,0,0
0.293550,0,0,0,0,0,0,0,0
0.294957,0,0,0,0,0,0,0,0
0.296365,0,0,0,0,0,0,0,0
0.297822,0,0,0,0,0,0,0,0
0.299229,0,0,0,0,0,0,0,0
0.300631,0,0,0,0,0,0,0,0
0.302035,0,0,0,0,0,0,0,0
0.303437,0,0,0,0,0,0,0,0
0.304849,0,0,0,0,0,0,0,0
0.306251,0,0,0,0,0,0,0,0
0.307653,0,0,0,0,0,0,0,0
0.312158,0,0,0,0,0,0,0,0
0.313760,0,0,0,0,0,0,0,0
0.315201,0,0,0,0,0,0,0,0
0.316618,0,0,0,0,0,0,0,0
0.318002,0,0,0,0,0,0,0,0
0.319356,0,0,0,0,0,0,0,0
0.320772,0,0,0,0,0,0,0,0
0.322182,0,0,0,0,0,0,0,0
0.323589,0,0,0,0,0,0,0,0
0.325165,0,0,0,0,0,0,0,0
0.326604,0,0,0,0,0,0,0,0
0.327971,0,0,0,0,0,0,0,0
0.329336,0,0,0,0,0,0,0,0
0.330768,0,0,0,0,0,0,0,0
0.332281,0,0,0,0,0,0,0,0
0.333755,0,0,0,0,0,0,0,0
0.335162,0,0,0,0,0,0,0,0
0.336573,0,0,0,0,0,0,0,0
0.337985,0,0,0,0,0,0,0,0
0.339387,0,0,0,0,0,0,0,0
0.340791,0,0,0,0,0,0,0,0
0.342326,0,0,0,0,0,0,0,0
0.343897,0,0,0,0,0,0,0,0
0.345475,0,0,0,0,0,0,0,0
0.347090,0,0,0,0,0,0,0,0
0.348676,0,0,0,0,0,0,0,0
0.350249,0,0,0,0,0,0,0,0
0.351820,0,0,0,0,0,0,0,0
0.353395,0,0,0,0,0,0,0,0
0.354966,0,0,0,0,0,0,0,0
0.356540,0,0,0,0,0,0,0,0
0.358113,0,0,0,0,0,0,0,0
0.359696,0,0,0,0,0,0,0,0
0.361360,0,0,0,0,0,0,0,0
0.362934,0,0,0,0,0,0,0,0
0.364968,0,0,0,0,0,0,0,0
0.367170,0,0,0,0,0,0,0,0
0.368613,0,0,0,0,0,0,0,0
0.370226,0,0,0,0,0,0,0,0
0.371826,0,0,0,0,0,0,0,0
0.373390,0,0,0,0,0,0,0,0
0.374798,0,0,0,0,0,0,0,0
0.376344,0,0,0,0,0,0,0,0
0.377995,0,0,0,0,0,0,0,0
0.379475,0,0,0,0,0,0,0,0
0.380903,0,0,0,0,0,0,0,0
0.382307,0,0,0,0,0,0,0,0
0.383715,0,0,0,0,0,0,0,0
0.385245,0,0,0,0,0,0,0,0
0.386654,0,0,0,0,0,0,0,0
0.388064,0,0,0,0,0,0,0,0
0.389472,0,0,0,0,0,0,0,0
0.390880,0,0,0,0,0,0,0,0
0.392300,0,0,0,0,0,0,0,0
0.393748,0,0,0,0,0,0,0,0
0.395156,0,0,0,0,0,0,0,0
0.396564,0,0,0,0,0,0,0,0
0.397972,0,0,0,0,0,0,0,0
0.399380,0,0,0,0,0,0,0,0
0.400920,0,0,0,0,0,0,0,0
0.402514,0,0,0,0,0,0,0,0
0.403981,0,0,0,0,0,0,0,0
0.405353,0,0,0,0,0,0,0,0
0.406713,0,0,0,0,0,0,0,0
0.408072,0,0,0,0,0,0,0,0
0.409523,0,0,0,0,0,0,0,0
0.410893,0,0,0,0,0,0,0,0
0.412297,0,0,0,0,0,0,0,0
0.413665,0,0,0,0,0,0,0,0
0.415016,0,0,0,0,0,0,0,0
0.416416,0,0,0,0,0,0,0,0
0.417769,0,0,0,0,0,0,0,0
0.419119,0,0,0,0,0,0,0,0
0.420518,0,0,0,0,0,0,0,0
0.421869,0,0,0,0,0,0,0,0
0.423218,0,0,0,0,0,0,0,0
0.424635,0,0,0,0,0,0,0,0
0.426033,0,0,0,0,0,0,0,0
0.427359,0,0,0,0,0,0,0,0
0.428732,0,0,0,0,0,0,0,0
0.430057,0,0,0,0,0,0,0,0
0.431382,0,0,0,0,0,0,0,0
0.432753,0,0,0,0,0,0,0,0
0.434077,0,0,0,0,0,0,0,0
0.435409,0,0,0,0,0,0,0,0
0.436785,0,0,0,0,0,0,0,0
0.438115,0,0,0,0,0,0,0,0
0.439443,0,0,0,0,0,0,0,0
0.440773,0,0,0,0,0,0,0,0
0.442139,0,0,0,0,0,0,0,0
0.443454,0,0,0,0,0,0,0,0
0.444816,0,0,0,0,0,0,0,0
0.446136,0,0,0,0,0,0,0,0
0.447449,0,0,0,0,0,0,0,0
0.448763,0,0,0,0,0,0,0,0
0.450076,0,0,0,0,0,0,0,0
0.451387,0,0,0,0,0,0,0,0
0.452747,0,0,0,0,0,0,0,0
0.454059,0,0,0,0,0,0,0,0
0.455370,0,0,0,0,0,0,0,0
0.456689,0,0,0,0,0,0,0,0
0.458030,0,0,0,0,0,0,0,0
0.459408,0,0,0,0,0,0,0,0
0.460785,0,0,0,0,0,0,0,0
0.462161,0,0,0,0,0,0,0,0
0.463537,0,0,0,0,0,0,0,0
0.464913,0,0,0,0,0,0,0,0
0.466288,0,0,0,0,0,0,0,0
0.467589,0,0,0,0,0,0,0,0
0.469023,0,0,0,0,0,0,0,0
0.470400,0,0,0,0,0,0,0,0
0.471778,0,0,0,0,0,0,0,0
