elapsed_s,RBBM_US_VSC_BUSY,RBBM_US_UCHE_BUSY,RBBM_US_HLSQ_BUSY,RBBM_S_HLSQ_BUSY
0.001715,0,0,104,0
0.003325,0,0,104,0
0.004727,0,0,104,0
0.006123,0,0,104,0
0.007513,0,0,104,0
0.008902,0,0,104,0
0.010306,0,0,104,0
0.011689,0,0,104,0
0.013147,0,0,104,0
0.014659,0,0,104,0
0.016214,0,0,104,0
0.017856,0,0,104,0
0.019368,0,0,104,0
0.020905,0,0,104,0
0.022424,0,0,104,0
0.023884,0,0,104,0
0.025405,0,0,104,0
0.026863,0,0,104,0
0.028393,0,0,104,0
0.029853,0,0,104,0
0.031320,0,0,104,0
0.032778,0,0,104,0
0.034235,0,0,104,0
0.035757,0,0,104,0
0.037284,0,0,104,0
0.038817,0,0,104,0
0.040349,0,0,104,0
0.041750,0,0,104,0
0.043230,0,0,104,0
0.044698,0,0,103,0
0.046065,0,0,104,0
0.047432,0,0,104,0
0.048848,0,0,104,0
0.050216,0,0,104,0
0.051599,0,0,104,0
0.052993,0,0,104,0
0.054331,0,0,104,0
0.055671,0,0,103,0
0.057013,0,0,104,0
0.058356,0,0,104,0
0.059699,0,0,103,0
0.061093,0,0,104,0
0.062572,0,0,104,0
0.064053,0,0,104,0
0.065438,0,0,104,0
0.066817,0,0,104,0
0.068209,0,0,104,0
0.069713,0,0,104,0
0.071404,111,1896,1724,0
0.072832,0,0,104,0
0.074276,0,0,104,0
0.075694,0,0,104,0
0.077109,0,0,92,0
0.078496,0,0,92,0
0.079881,0,0,92,0
0.081269,0,0,92,0
0.082657,341,65257,67815,0
0.084053,0,0,104,0
0.085577,0,0,104,0
0.087026,0,0,104,0
0.088411,0,0,104,0
0.089798,0,0,104,0
0.091182,0,0,104,0
0.092700,0,0,104,0
0.094127,0,0,104,0
0.095527,0,0,104,0
0.096915,0,0,104,0
0.098295,0,0,104,0
0.099675,0,0,104,0
0.101529,0,0,104,0
0.102910,0,0,104,0
0.104341,0,0,104,0
0.105737,0,0,104,0
0.107123,0,0,104,0
0.108805,0,0,104,0
0.110182,0,0,104,0
0.111559,0,0,104,0
0.112939,0,0,104,0
0.114319,0,0,104,0
0.115740,0,0,104,0
0.117129,0,0,104,0
0.118508,0,0,104,0
0.119887,0,0,104,0
0.121397,0,0,104,0
0.122949,0,0,104,0
0.124503,0,0,104,0
0.126055,0,0,104,0
0.127616,0,0,104,0
0.129169,0,0,104,0
0.130720,0,0,104,0
0.132277,0,0,104,0
0.133821,0,0,104,0
0.135362,0,0,104,0
0.136782,0,0,104,0
0.138312,0,0,104,0
0.139860,0,0,104,0
0.141408,0,0,104,0
0.142837,0,0,104,0
0.144362,0,0,104,0
0.145912,0,0,104,0
0.147504,0,0,104,0
0.149069,0,0,104,0
0.150621,0,0,104,0
0.152171,0,0,104,0
0.153725,0,0,104,0
0.155274,0,0,104,0
0.156825,0,0,104,0
0.158377,0,0,104,0
0.159937,0,0,104,0
0.161452,0,0,104,0
0.162972,0,0,104,0
0.164567,0,0,104,0
0.166117,0,0,104,0
0.167666,0,0,104,0
0.169216,0,0,104,0
0.170742,0,0,104,0
0.172207,0,0,104,0
0.173598,0,0,104,0
0.174984,0,0,104,0
0.176372,0,0,104,0
0.177757,0,0,104,0
0.179141,0,0,104,0
0.180659,0,0,104,0
