elapsed_s,RBBM_S_PC_BUSY,RBBM_S_TESS_BUSY,RBBM_S_TSEFE_BUSY,RBBM_S_TSEBE_BUSY
0.001135,0,0,0,0
0.002656,0,0,0,0
0.004170,0,0,0,0
0.005637,0,0,0,0
0.007073,0,0,0,0
0.008513,0,0,0,0
0.010071,0,0,0,0
0.011535,0,0,0,0
0.012951,0,0,0,0
0.014366,0,0,0,0
0.015777,0,0,0,0
0.017184,0,0,0,0
0.018593,0,0,0,0
0.020166,0,0,0,0
0.021590,0,0,0,0
0.023040,0,0,0,0
0.024461,0,0,0,0
0.025932,0,0,0,0
0.027409,0,0,0,0
0.028886,0,0,0,0
0.030364,0,0,0,0
0.031897,0,0,0,0
0.033370,0,0,0,0
0.034846,0,0,0,0
0.036313,0,0,0,0
0.037640,0,0,0,0
0.039101,0,0,0,0
0.040519,0,0,0,0
0.041965,0,0,0,0
0.043508,0,0,0,0
0.044886,0,0,0,0
0.046331,0,0,0,0
0.047758,0,0,0,0
0.049142,0,0,0,0
0.050501,0,0,0,0
0.051868,0,0,0,0
0.053216,0,0,0,0
0.054563,0,0,0,0
0.055908,0,0,0,0
0.057250,0,0,0,0
0.058597,0,0,0,0
0.059937,0,0,0,0
0.061277,0,0,0,0
0.062869,0,0,0,0
0.064345,0,0,0,0
0.065685,0,0,0,0
0.067122,0,0,0,0
0.068527,0,0,0,0
0.069915,0,0,0,0
0.071300,0,0,0,0
0.073151,0,0,0,0
0.074588,0,0,0,0
0.075976,0,0,0,0
0.077363,0,0,0,0
0.078750,0,0,0,0
0.080118,0,0,0,0
0.081504,0,0,0,0
0.082900,0,0,0,0
0.084777,0,0,0,0
0.086160,0,0,0,0
0.088113,0,0,0,0
0.089494,0,0,0,0
0.091058,0,0,0,0
0.092443,0,0,0,0
0.093844,0,0,0,0
0.095240,0,0,0,0
0.096623,0,0,0,0
0.099280,0,0,0,0
0.100666,0,0,0,0
0.102047,0,0,0,0
0.103427,0,0,0,0
0.104817,0,0,0,0
0.106243,0,0,0,0
0.107626,0,0,0,0
0.109013,0,0,0,0
0.110400,0,0,0,0
0.111787,0,0,0,0
0.113172,0,0,0,0
0.114686,0,0,0,0
0.116126,0,0,0,0
0.117515,0,0,0,0
0.118901,0,0,0,0
0.120310,0,0,0,0
0.121693,0,0,0,0
0.123127,0,0,0,0
0.124517,0,0,0,0
0.125899,0,0,0,0
0.127315,0,0,0,0
0.128833,0,0,0,0
0.130380,0,0,0,0
0.131929,0,0,0,0
0.133478,0,0,0,0
0.135029,0,0,0,0
0.136578,0,0,0,0
0.138179,0,0,0,0
0.139729,0,0,0,0
0.141276,0,0,0,0
0.142821,0,0,0,0
0.144374,0,0,0,0
0.145920,0,0,0,0
0.147469,0,0,0,0
0.149029,0,0,0,0
0.150600,0,0,0,0
0.152774,0,0,0,0
0.154217,0,0,0,0
0.155608,0,0,0,0
0.156996,0,0,0,0
0.158381,0,0,0,0
0.159778,0,0,0,0
0.161295,0,0,0,0
0.162845,0,0,0,0
0.164401,0,0,0,0
0.165947,0,0,0,0
0.167498,0,0,0,0
0.169049,0,0,0,0
0.170488,0,0,0,0
0.172011,0,0,0,0
0.173553,0,0,0,0
0.175173,0,0,0,0
0.176722,0,0,0,0
0.178271,0,0,0,0
0.179821,0,0,0,0
0.181383,0,0,0,0
0.182988,0,0,0,0
0.184534,0,0,0,0
0.186003,0,0,0,0
0.187389,0,0,0,0
0.188771,0,0,0,0
0.190148,0,0,0,0
0.191554,0,0,0,0
0.192935,0,0,0,0
0.194313,0,0,0,0
0.195691,0,0,0,0
0.197070,0,0,0,0
0.198447,0,0,0,0
0.199826,0,0,0,0
0.201204,0,0,0,0
0.202638,0,0,0,0
0.204073,0,0,0,0
0.205427,0,0,0,0
0.206780,0,0,0,0
0.208149,0,0,0,0
0.209503,0,0,0,0
0.210857,0,0,0,0
0.212241,0,0,0,0
0.213600,0,0,0,0
0.214963,0,0,0,0
0.216317,0,0,0,0
0.217670,0,0,0,0
0.219059,0,0,0,0
0.220399,0,0,0,0
0.221737,0,0,0,0
0.223064,0,0,0,0
0.224409,0,0,0,0
0.225749,0,0,0,0
0.227161,0,0,0,0
0.228502,0,0,0,0
0.229842,0,0,0,0
0.231181,0,0,0,0
0.232521,0,0,0,0
0.233889,0,0,0,0
0.235306,0,0,0,0
0.236715,0,0,0,0
0.238125,0,0,0,0
0.239534,0,0,0,0
0.240842,0,0,0,0
0.242252,0,0,0,0
0.243661,0,0,0,0
0.245074,0,0,0,0
0.246396,0,0,0,0
0.247806,0,0,0,0
0.249216,0,0,0,0
0.250638,0,0,0,0
0.252076,0,0,0,0
0.253481,0,0,0,0
0.254882,0,0,0,0
0.256275,0,0,0,0
0.257736,0,0,0,0
0.259237,0,0,0,0
0.261129,0,0,0,0
0.262511,0,0,0,0
0.263891,0,0,0,0
0.265273,0,0,0,0
0.266695,0,0,0,0
0.268184,0,0,0,0
0.269426,0,0,0,0
0.270811,0,0,0,0
0.272306,0,0,0,0
0.273690,0,0,0,0
0.275074,0,0,0,0
0.276459,0,0,0,0
0.277841,0,0,0,0
0.279233,0,0,0,0
0.280611,0,0,0,0
0.282021,0,0,0,0
0.283405,0,0,0,0
0.284785,0,0,0,0
0.286165,0,0,0,0
0.291024,0,0,0,0
0.292432,0,0,0,0
0.293819,0,0,0,0
0.295200,0,0,0,0
0.296631,0,0,0,0
0.298060,0,0,0,0
0.299462,0,0,0,0
0.300842,0,0,0,0
0.302221,0,0,0,0
0.303613,0,0,0,0
0.304997,0,0,0,0
0.306380,0,0,0,0
0.307767,0,0,0,0
0.309151,0,0,0,0
0.310535,0,0,0,0
0.311920,0,0,0,0
0.313305,0,0,0,0
0.314735,0,0,0,0
0.316120,0,0,0,0
0.317504,0,0,0,0
0.318888,0,0,0,0
0.320273,0,0,0,0
0.321655,0,0,0,0
0.323108,0,0,0,0
0.324492,0,0,0,0
0.326055,0,0,0,0
0.327439,0,0,0,0
0.328826,0,0,0,0
0.330246,0,0,0,0
0.331585,0,0,0,0
0.333100,0,0,0,0
0.334651,0,0,0,0
0.336220,0,0,0,0
0.337772,0,0,0,0
0.339324,0,0,0,0
0.340875,0,0,0,0
0.342425,0,0,0,0
0.343976,0,0,0,0
0.345528,0,0,0,0
0.347135,0,0,0,0
0.348686,0,0,0,0
0.350236,0,0,0,0
0.351785,0,0,0,0
0.353574,0,0,0,0
0.354997,0,0,0,0
0.356390,0,0,0,0
0.357790,0,0,0,0
0.359181,0,0,0,0
0.360751,0,0,0,0
0.362732,0,0,0,0
0.364227,0,0,0,0
0.365624,0,0,0,0
0.367075,0,0,0,0
0.368468,0,0,0,0
0.369849,0,0,0,0
0.371229,0,0,0,0
0.372610,0,0,0,0
0.373990,0,0,0,0
0.375376,0,0,0,0
0.376880,0,0,0,0
0.378464,0,0,0,0
0.379896,0,0,0,0
0.381409,0,0,0,0
0.382854,0,0,0,0
0.384266,0,0,0,0
0.385603,0,0,0,0
0.386988,0,0,0,0
0.388328,0,0,0,0
0.389664,0,0,0,0
0.391021,0,0,0,0
0.392359,0,0,0,0
0.393694,0,0,0,0
0.395073,0,0,0,0
0.396384,0,0,0,0
0.397694,0,0,0,0
