elapsed_s,TSE_BE_BV_STALLS_DUETO_BR_POLY,TSE_BE_BV_STALLS_DUETO_BR,TSE_FE_BUSY_CYCLES,TSE_FE_STALL_CYCLES_VPC_US
0.001163,0,0,0,0
0.002708,0,0,0,0
0.004233,0,0,0,0
0.005681,0,0,0,0
0.007063,0,0,0,0
0.008438,0,0,0,0
0.010010,0,0,0,0
0.011419,0,0,0,0
0.012814,0,0,0,0
0.014305,0,0,0,0
0.015724,0,0,0,0
0.017166,0,0,0,0
0.018561,0,0,0,0
0.019950,0,0,0,0
0.021298,0,0,0,0
0.022646,0,0,0,0
0.023993,0,0,0,0
0.025374,0,0,0,0
0.026672,0,0,0,0
0.027968,0,0,0,0
0.029264,0,0,0,0
0.030564,0,0,0,0
0.031861,0,0,0,0
0.033206,0,0,0,0
0.034470,0,0,0,0
0.035734,0,0,0,0
0.036997,0,0,0,0
0.038261,0,0,0,0
0.039525,0,0,0,0
0.040791,0,0,0,0
0.042071,0,0,0,0
0.043334,0,0,0,0
0.044597,0,0,0,0
0.045863,0,0,0,0
0.047127,0,0,0,0
0.048399,0,0,0,0
0.049662,0,0,0,0
0.050929,0,0,0,0
0.052192,0,0,0,0
0.053457,0,0,0,0
0.054720,0,0,0,0
0.056036,0,0,0,0
0.057378,0,0,0,0
0.058690,0,0,0,0
0.059991,0,0,0,0
0.061303,0,0,0,0
0.062600,0,0,0,0
0.063897,0,0,0,0
0.065286,0,0,0,0
0.066590,0,0,0,0
0.067888,0,0,0,0
0.069185,0,0,0,0
0.070483,0,0,0,0
0.071837,0,0,0,0
0.073185,0,0,201,0
0.074756,0,0,0,0
0.076167,0,0,0,0
0.077465,0,0,0,0
0.078762,0,0,0,0
0.080059,0,0,0,0
0.081403,0,0,0,0
0.082680,0,0,0,0
0.083945,0,0,0,0
0.085209,0,0,0,0
0.086475,0,0,0,0
0.087740,0,0,0,0
0.089011,0,0,0,0
0.090373,0,0,0,0
0.091676,0,0,0,0
0.092982,0,0,0,0
0.094277,0,0,1011,0
0.095469,0,0,699,0
0.096838,0,0,0,0
0.098125,0,0,0,0
0.099496,0,0,0,0
0.100867,0,0,0,0
0.102237,0,0,0,0
0.103660,0,0,0,0
0.105080,0,0,0,0
0.106450,0,0,0,0
0.107819,0,0,0,0
0.109236,0,0,0,0
0.110605,0,0,0,0
0.112062,0,0,0,0
0.113493,0,0,0,0
0.114766,0,0,0,0
0.116242,0,0,0,0
0.117680,0,0,0,0
0.119045,0,0,0,0
0.120418,0,0,0,0
0.121963,0,0,0,0
0.123454,0,0,0,0
0.124942,0,0,0,0
0.126444,0,0,0,0
0.127810,0,0,0,0
0.129220,0,0,0,0
0.130609,0,0,0,0
0.131992,0,0,0,0
0.133374,0,0,0,0
0.134753,0,0,0,0
0.136142,0,0,0,0
0.137525,0,0,0,0
0.138912,0,0,0,0
0.140297,0,0,0,0
0.141683,0,0,0,0
0.143069,0,0,0,0
0.144453,0,0,0,0
0.145838,0,0,0,0
0.147364,0,0,0,0
0.148914,0,0,0,0
0.150466,0,0,0,0
0.152016,0,0,0,0
0.153614,0,0,0,0
0.155167,0,0,0,0
