elapsed_s,TSE_MVC_STALL_VPC,TSE_VPC_STARVE_TSE,TSE_WORKING_CYCLE_L0
0.001094,0,0,0
0.002567,0,0,0
0.003975,0,0,0
0.005432,0,0,0
0.006839,0,0,0
0.008243,0,0,0
0.009659,0,0,0
0.011064,0,0,0
0.012469,0,0,0
0.013869,0,0,0
0.015254,0,0,0
0.016669,0,0,0
0.018117,0,0,0
0.019456,0,0,0
0.020805,0,0,0
0.022189,0,0,0
0.023524,0,0,0
0.024859,0,0,0
0.026242,0,0,0
0.027580,0,0,0
0.028916,0,0,0
0.030296,0,0,0
0.031624,0,0,0
0.032942,0,0,0
0.034310,0,0,0
0.035629,0,0,0
0.036949,0,0,0
0.038317,0,0,0
0.039687,0,0,0
0.041024,0,0,0
0.042447,0,0,0
0.043778,0,0,0
0.045102,0,0,0
0.046429,0,0,0
0.047717,0,0,0
0.049006,0,0,0
0.050379,0,0,0
0.051669,0,0,0
0.053012,0,0,0
0.054432,0,0,0
0.055727,0,0,0
0.057019,0,0,0
0.058336,0,0,0
0.059625,0,0,0
0.060912,0,0,0
0.062389,0,0,0
0.063684,0,0,0
0.064973,0,0,0
0.066261,0,0,0
0.067571,0,0,0
0.068952,0,0,0
0.070384,0,0,0
0.071763,0,0,0
0.073134,0,0,0
0.074512,0,0,0
0.075773,0,0,0
0.077145,0,0,0
0.078425,0,0,0
0.079797,0,0,0
0.081171,0,0,0
0.082481,0,0,0
0.083827,0,0,0
0.085184,0,0,0
0.086669,0,0,0
0.088094,945,588,0
0.089220,7590,645,0
0.090680,0,0,0
0.092026,0,0,0
0.093401,0,0,0
0.094756,0,0,0
0.096111,0,0,0
0.097467,0,0,0
0.098791,0,0,0
0.100195,0,0,0
0.101486,0,0,0
0.102775,0,0,0
0.104065,0,0,0
0.105468,0,0,0
0.106927,0,0,0
0.108331,0,0,0
0.109783,1263,2232,0
0.111082,3045,3915,0
0.112455,0,0,0
0.113870,0,0,0
0.115235,0,0,0
0.116599,0,0,0
0.118020,0,0,0
0.119387,0,0,0
0.120751,0,0,0
0.122165,0,0,0
0.123529,0,0,0
0.124893,0,0,0
0.126308,0,0,0
0.127701,0,0,0
0.129081,0,0,0
0.130434,0,0,0
0.131891,0,0,0
0.133361,0,0,0
0.134787,0,0,0
0.136244,0,0,0
0.137707,0,0,0
0.139085,0,0,0
0.140503,0,0,0
0.142172,0,0,0
0.143728,0,0,0
0.145596,0,0,0
0.147087,0,0,0
0.148476,0,0,0
0.149863,0,0,0
0.151239,0,0,0
0.152613,0,0,0
0.153990,0,0,0
0.155493,0,0,0
0.157028,0,0,0
0.158685,0,0,0
0.160116,0,0,0
0.161636,0,0,0
0.163173,0,0,0
0.164708,0,0,0
0.166122,0,0,0
0.167638,0,0,0
0.169182,0,0,0
0.170742,0,0,0
0.172353,0,0,0
0.173809,0,0,0
0.175196,0,0,0
0.176578,0,0,0
0.177962,0,0,0
0.179342,0,0,0
0.180733,0,0,0
0.182247,0,0,0
0.183794,0,0,0
0.185342,0,0,0
0.186889,0,0,0
0.188434,0,0,0
0.190028,0,0,0
0.191588,0,0,0
0.193133,0,0,0
0.194684,0,0,0
0.196229,0,0,0
0.197778,0,0,0
0.199325,0,0,0
0.200870,0,0,0
0.202300,0,0,0
0.203816,0,0,0
0.205407,0,0,0
0.206954,0,0,0
0.208499,0,0,0
0.210047,0,0,0
0.211595,0,0,0
0.213025,0,0,0
0.214548,0,0,0
0.216092,0,0,0
0.217641,0,0,0
0.219187,0,0,0
0.220731,0,0,0
0.222279,0,0,0
0.223838,0,0,0
0.225387,0,0,0
0.226933,0,0,0
0.228478,0,0,0
0.230026,0,0,0
0.231573,0,0,0
0.233118,0,0,0
0.234559,0,0,0
0.235956,0,0,0
0.237480,0,0,0
0.238860,0,0,0
0.240300,0,0,0
0.241780,0,0,0
0.243280,0,0,0
0.244723,0,0,0
0.246169,0,0,0
0.247726,0,0,0
0.249155,0,0,0
0.251141,0,0,0
0.252620,0,0,0
0.254016,0,0,0
0.255562,0,0,0
0.257008,0,0,0
0.258716,0,0,0
0.260130,0,0,0
0.261936,0,0,0
0.263409,0,0,0
0.264797,0,0,0
0.266189,0,0,0
0.267566,0,0,0
0.268940,0,0,0
0.270315,0,0,0
0.271820,0,0,0
0.273423,0,0,0
0.274961,0,0,0
0.276508,0,0,0
0.277918,0,0,0
0.279427,0,0,0
0.280962,0,0,0
0.282544,0,0,0
0.283929,0,0,0
0.285354,0,0,0
0.286748,0,0,0
0.288130,0,0,0
0.289513,0,0,0
0.290891,0,0,0
0.292400,0,0,0
0.293833,0,0,0
0.295368,0,0,0
0.296917,0,0,0
0.298457,0,0,0
0.300000,0,0,0
0.301599,0,0,0
0.303146,0,0,0
0.304690,0,0,0
0.306236,0,0,0
0.307795,0,0,0
0.309341,0,0,0
0.310885,0,0,0
0.312304,0,0,0
0.313824,0,0,0
0.315368,0,0,0
0.316910,0,0,0
0.318337,0,0,0
0.319852,0,0,0
0.321398,0,0,0
0.322943,0,0,0
0.324486,0,0,0
0.325914,0,0,0
0.327450,0,0,0
0.329005,0,0,0
0.330553,0,0,0
0.332096,0,0,0
0.333685,0,0,0
0.335231,0,0,0
0.336774,0,0,0
0.338319,0,0,0
0.339876,0,0,0
0.341422,0,0,0
0.342968,0,0,0
0.344510,0,0,0
0.346056,0,0,0
0.347490,0,0,0
0.348878,0,0,0
0.350267,0,0,0
0.351778,0,0,0
0.353325,0,0,0
0.354870,0,0,0
0.356413,0,0,0
0.357957,0,0,0
0.359501,0,0,0
0.361055,0,0,0
0.362478,0,0,0
0.363863,0,0,0
0.365245,0,0,0
0.366739,0,0,0
0.368120,0,0,0
0.370458,0,0,0
0.372066,0,0,0
0.373509,0,0,0
0.374884,0,0,0
0.376258,0,0,0
0.377632,0,0,0
0.379006,0,0,0
0.380381,0,0,0
0.381756,0,0,0
0.384099,0,0,0
0.385487,0,0,0
0.386869,0,0,0
0.388243,0,0,0
0.389617,0,0,0
0.390992,0,0,0
0.392365,0,0,0
0.393752,0,0,0
0.395261,0,0,0
0.396857,0,0,0
0.398403,0,0,0
0.399948,0,0,0
0.401495,0,0,0
0.403039,0,0,0
0.404566,0,0,0
0.406114,0,0,0
0.407661,0,0,0
0.409207,0,0,0
0.410758,0,0,0
0.412303,0,0,0
0.413893,0,0,0
0.415443,0,0,0
0.416979,0,0,0
0.418492,0,0,0
0.420039,0,0,0
0.421530,0,0,0
0.422924,0,0,0
0.424308,0,0,0
0.425704,0,0,0
0.427087,0,0,0
0.428468,0,0,0
0.429894,0,0,0
0.431406,0,0,0
0.432952,0,0,0
0.434561,0,0,0
0.436119,0,0,0
0.437668,0,0,0
0.439215,0,0,0
0.440759,0,0,0
0.442303,0,0,0
0.443849,0,0,0
0.445439,0,0,0
0.446997,0,0,0
0.448541,0,0,0
0.450089,0,0,0
0.451635,0,0,0
0.453177,0,0,0
0.454727,0,0,0
0.456270,0,0,0
0.457828,0,0,0
0.459374,0,0,0
0.460917,0,0,0
0.462333,0,0,0
0.463848,0,0,0
0.465395,0,0,0
0.466940,0,0,0
0.468495,0,0,0
0.470042,0,0,0
0.471588,0,0,0
0.473131,0,0,0
0.474680,0,0,0
0.476222,0,0,0
0.477786,0,0,0
0.479203,0,0,0
0.480578,0,0,0
0.482106,0,0,0
0.483543,0,0,0
0.485376,0,0,0
0.487091,0,0,0
0.488735,0,0,0
