elapsed_s,TSE_BE_STALL_CYCLES_LRZ_BARYPLANE,TSE_BE_STALL_CYCLES_LRZ_ZPLANE,TSE_BE_STARVE_CYCLES_PC,TSE_BE_INPUT_PRIM
0.001099,0,0,0,0
0.002552,0,0,0,0
0.003971,0,0,0,0
0.005389,0,0,0,0
0.006806,0,0,0,0
0.008222,0,0,0,0
0.009637,0,0,0,0
0.011062,0,0,0,0
0.012478,0,0,0,0
0.013892,0,0,0,0
0.015306,0,0,0,0
0.016721,0,0,0,0
0.018313,0,0,0,0
0.019725,0,0,0,0
0.021133,0,0,0,0
0.022511,0,0,0,0
0.023886,0,0,0,0
0.025259,0,0,0,0
0.026694,0,0,0,0
0.028114,0,0,0,0
0.029489,0,0,0,0
0.030907,0,0,0,0
0.032303,0,0,0,0
0.033676,0,0,0,0
0.035091,0,0,0,0
0.036459,0,0,0,0
0.037826,0,0,0,0
0.039233,0,0,0,0
0.040577,0,0,0,0
0.041920,0,0,0,0
0.043323,0,0,0,0
0.044667,0,0,0,0
0.046012,0,0,0,0
0.047403,0,0,0,0
0.048761,0,0,0,0
0.050106,0,0,0,0
0.051505,0,0,0,0
0.052851,0,0,0,0
0.054267,0,0,0,0
0.055745,0,0,0,0
0.057107,0,0,0,0
0.058569,0,0,0,0
0.060064,0,0,0,0
0.061437,0,0,0,0
0.062795,0,0,0,0
0.064092,0,0,0,0
0.065506,0,0,0,0
0.066855,0,0,0,0
0.068154,0,0,0,0
0.069452,0,0,0,0
0.070798,0,0,0,0
0.072096,0,0,0,0
0.073443,0,0,0,0
0.074740,0,0,0,0
0.076044,0,0,0,0
0.077531,0,0,0,0
0.078885,0,0,0,0
0.080312,0,0,0,0
0.081638,0,0,0,0
0.082963,0,0,0,0
0.084392,0,0,0,0
0.085818,0,0,0,0
0.087251,0,0,0,0
0.088678,0,0,0,0
0.090105,0,0,0,0
0.091533,0,0,0,0
0.092959,0,0,0,0
0.094386,0,0,0,0
0.095785,0,0,0,0
0.097152,0,0,0,0
0.098999,0,0,123,0
0.100483,0,0,0,0
0.101846,0,0,0,0
0.103258,0,0,0,0
0.104620,0,0,0,0
0.105981,0,0,0,0
0.107391,0,0,0,0
0.108761,0,0,0,0
0.110244,0,0,0,0
0.111667,0,0,0,0
0.113041,0,0,0,0
0.114465,0,0,0,0
0.115765,0,0,0,0
0.117149,0,0,0,0
0.118525,0,0,0,0
0.119802,0,0,666,0
0.121102,0,0,1587,0
0.122494,0,0,0,0
0.123878,0,0,0,0
0.125251,0,0,0,0
0.126513,0,0,0,0
0.127883,0,0,0,0
0.129252,0,0,0,0
0.130676,0,0,0,0
0.132099,0,0,0,0
0.133473,0,0,0,0
0.134894,0,0,0,0
0.136266,0,0,0,0
0.137526,0,0,0,0
0.138898,0,0,0,0
0.140268,0,0,0,0
0.141643,0,0,0,0
0.143013,0,0,0,0
0.144383,0,0,0,0
0.145753,0,0,0,0
0.147173,0,0,0,0
0.148433,0,0,0,0
0.149802,0,0,0,0
0.151318,0,0,0,0
0.152765,0,0,0,0
0.154153,0,0,0,0
0.155604,0,0,0,0
0.156990,0,0,0,0
0.158376,0,0,0,0
0.159771,0,0,0,0
0.161151,0,0,0,0
0.164083,0,0,0,0
0.165473,0,0,0,0
0.166855,0,0,0,0
0.168235,0,0,0,0
0.169614,0,0,0,0
0.170996,0,0,0,0
0.172383,0,0,0,0
0.173767,0,0,0,0
0.175285,0,0,0,0
0.176723,0,0,0,0
0.178116,0,0,0,0
0.179567,0,0,0,0
0.180955,0,0,0,0
0.182342,0,0,0,0
0.183774,0,0,0,0
0.185292,0,0,0,0
0.186733,0,0,0,0
0.188258,0,0,0,0
0.189808,0,0,0,0
0.191360,0,0,0,0
0.192913,0,0,0,0
0.194468,0,0,0,0
0.196021,0,0,0,0
0.197583,0,0,0,0
0.199180,0,0,0,0
0.200734,0,0,0,0
0.202285,0,0,0,0
0.203843,0,0,0,0
0.205394,0,0,0,0
0.206949,0,0,0,0
0.208514,0,0,0,0
0.210065,0,0,0,0
0.211564,0,0,0,0
0.213088,0,0,0,0
0.214728,0,0,0,0
0.216281,0,0,0,0
0.217833,0,0,0,0
0.219269,0,0,0,0
0.220794,0,0,0,0
0.222348,0,0,0,0
0.223906,0,0,0,0
0.225457,0,0,0,0
0.226903,0,0,0,0
0.228451,0,0,0,0
0.230014,0,0,0,0
0.231594,0,0,0,0
0.233146,0,0,0,0
0.234699,0,0,0,0
0.236252,0,0,0,0
0.237803,0,0,0,0
0.239355,0,0,0,0
0.240920,0,0,0,0
0.242475,0,0,0,0
0.244028,0,0,0,0
0.245578,0,0,0,0
0.247176,0,0,0,0
0.248730,0,0,0,0
0.250280,0,0,0,0
0.251851,0,0,0,0
0.253401,0,0,0,0
0.254955,0,0,0,0
0.256506,0,0,0,0
0.258056,0,0,0,0
0.259477,0,0,0,0
0.261001,0,0,0,0
0.262610,0,0,0,0
0.264163,0,0,0,0
0.265712,0,0,0,0
0.267267,0,0,0,0
0.268809,0,0,0,0
0.270350,0,0,0,0
0.271924,0,0,0,0
0.273331,0,0,0,0
0.274717,0,0,0,0
0.276234,0,0,0,0
0.277783,0,0,0,0
0.279346,0,0,0,0
0.286457,0,0,0,0
0.287860,0,0,0,0
0.289255,0,0,0,0
0.290638,0,0,0,0
0.292020,0,0,0,0
0.293400,0,0,0,0
0.294794,0,0,0,0
0.296183,0,0,0,0
0.297569,0,0,0,0
