elapsed_s,TSE_FE_EMPTY_BBOX_KILLED_PRIM,TSE_FE_ST1_VP_PARAMS_CACHE_MISS,TSE_FE_ST2_VPORT_VP_PARAMS_CACHE_MISS,TSE_FE_ST2_SCISSOR_VP_PARAMS_CACHE_MISS
0.002566,0,0,0,0
0.004127,0,0,0,0
0.005661,0,0,0,0
0.007146,0,0,0,0
0.008627,0,0,0,0
0.010137,0,0,0,0
0.011732,0,0,0,0
0.013189,0,0,0,0
0.014637,0,0,0,0
0.016084,0,0,0,0
0.017554,0,0,0,0
0.019035,0,0,0,0
0.020737,0,0,0,0
0.022312,0,0,0,0
0.023762,0,0,0,0
0.025277,0,0,0,0
0.026862,0,0,0,0
0.028321,0,0,0,0
0.029762,0,0,0,0
0.031323,0,0,0,0
0.032762,0,0,0,0
0.034210,0,0,0,0
0.035663,0,0,0,0
0.037118,0,0,0,0
0.038594,0,0,0,0
0.040006,0,0,0,0
0.041426,0,0,0,0
0.042838,0,0,0,0
0.044247,0,0,0,0
0.045655,0,0,0,0
0.047114,0,0,0,0
0.048578,0,0,0,0
0.049991,0,0,0,0
0.051480,0,0,0,0
0.052891,0,0,0,0
0.054458,0,0,0,0
0.055836,0,0,0,0
0.057199,0,0,0,0
0.058562,0,0,0,0
0.059925,0,0,0,0
0.061288,0,0,0,0
0.062703,0,0,0,0
0.064000,0,0,0,0
0.065299,0,0,0,0
0.066597,0,0,0,0
0.067894,0,0,0,0
0.069303,0,0,0,0
0.070764,0,0,0,0
0.072061,0,0,0,0
0.073362,0,0,0,0
0.074659,0,0,0,0
0.075965,0,0,0,0
0.077375,0,0,0,0
0.078833,0,0,0,0
0.080270,0,0,0,0
0.081594,0,0,0,0
0.082921,0,0,0,0
0.084203,0,0,0,0
0.085601,0,0,0,0
0.087033,0,0,0,0
0.088373,0,0,0,0
0.089696,0,0,0,0
0.090969,0,0,0,0
0.092239,0,0,0,0
0.093615,0,0,0,0
0.095054,0,0,0,0
0.096472,0,0,0,0
0.097888,0,0,0,0
0.099428,0,0,0,0
0.100528,0,0,0,0
0.102010,0,0,0,0
0.103499,0,0,0,0
0.104870,0,0,0,0
0.106240,0,0,0,0
0.107608,0,0,0,0
0.108973,0,0,0,0
0.110493,0,0,0,0
0.111787,0,0,0,0
0.113166,0,0,0,0
0.114543,0,0,0,0
0.115920,0,0,0,0
0.117301,0,0,0,0
0.118677,0,0,0,0
0.120053,0,0,0,0
0.121428,0,0,0,0
0.122619,0,0,0,0
0.123995,0,0,0,0
0.125365,0,0,0,0
0.126785,0,0,0,0
0.128158,0,0,0,0
0.129527,0,0,0,0
0.130946,0,0,0,0
0.132315,0,0,0,0
0.133684,0,0,0,0
0.135104,0,0,0,0
0.136473,0,0,0,0
0.137842,0,0,0,0
0.139219,0,0,0,0
0.140590,0,0,0,0
0.141960,0,0,0,0
0.143386,0,0,0,0
0.144810,0,0,0,0
0.146242,0,0,0,0
0.147629,0,0,0,0
0.149052,0,0,0,0
0.150458,0,0,0,0
0.151818,0,0,0,0
0.153175,0,0,0,0
0.154574,0,0,0,0
0.155933,0,0,0,0
0.157290,0,0,0,0
0.158647,0,0,0,0
0.160003,0,0,0,0
0.161366,0,0,0,0
0.162722,0,0,0,0
0.164078,0,0,0,0
0.165433,0,0,0,0
0.166798,0,0,0,0
0.168183,0,0,0,0
0.169567,0,0,0,0
0.170954,0,0,0,0
0.172348,0,0,0,0
0.173732,0,0,0,0
0.175119,0,0,0,0
0.176503,0,0,0,0
0.177889,0,0,0,0
0.179275,0,0,0,0
0.180658,0,0,0,0
0.182041,0,0,0,0
0.183474,0,0,0,0
0.184857,0,0,0,0
0.186268,0,0,0,0
0.187651,0,0,0,0
0.189035,0,0,0,0
0.190419,0,0,0,0
0.191802,0,0,0,0
0.193183,0,0,0,0
0.194577,0,0,0,0
0.195959,0,0,0,0
0.197341,0,0,0,0
0.198948,0,0,0,0
0.202105,0,0,0,0
0.203549,0,0,0,0
0.204943,0,0,0,0
0.206330,0,0,0,0
0.207715,0,0,0,0
0.209098,0,0,0,0
0.210483,0,0,0,0
0.211997,0,0,0,0
0.213546,0,0,0,0
0.214981,0,0,0,0
0.216373,0,0,0,0
0.217760,0,0,0,0
0.219148,0,0,0,0
0.220535,0,0,0,0
0.221919,0,0,0,0
0.223304,0,0,0,0
0.224686,0,0,0,0
0.226083,0,0,0,0
0.227601,0,0,0,0
0.229598,0,0,0,0
0.231108,0,0,0,0
0.232501,0,0,0,0
0.233888,0,0,0,0
0.235275,0,0,0,0
0.236673,0,0,0,0
