elapsed_s,VPC_FE_SP_COMPONENTS,VPC_FE_STALL_CYCLES_VPCRAM_POS,VPC_FE_VS_BUSY_CYCLES,VPC_FE_VS_WORKING_CYCLES,VPC_FE_NUM_VPCRAM_READ_POS,VPC_FE_WIT_FULL_CYCLES
0.001280,0,0,0,0,0,0
0.002897,0,0,0,0,0,0
0.004667,0,0,0,0,0,0
0.006482,0,0,0,0,0,0
0.008047,0,0,0,0,0,0
0.009976,0,0,0,0,0,0
0.011524,0,0,0,0,0,0
0.013060,0,0,0,0,0,0
0.014670,0,0,0,0,0,0
0.016196,0,0,0,0,0,0
0.017723,0,0,0,0,0,0
0.019317,0,0,0,0,0,0
0.020862,0,0,0,0,0,0
0.022441,0,0,0,0,0,0
0.024027,0,0,0,0,0,0
0.025574,0,0,0,0,0,0
0.027107,0,0,0,0,0,0
0.028660,0,0,0,0,0,0
0.030213,0,0,0,0,0,0
0.031718,0,0,0,0,0,0
0.033157,0,0,0,0,0,0
0.034596,0,0,0,0,0,0
0.036082,0,0,0,0,0,0
0.037520,0,0,0,0,0,0
0.038979,0,0,0,0,0,0
0.040416,0,0,0,0,0,0
0.041860,0,0,0,0,0,0
0.043299,0,0,0,0,0,0
0.044738,0,0,0,0,0,0
0.046176,0,0,0,0,0,0
0.047526,0,0,0,0,0,0
0.048962,0,0,0,0,0,0
0.050400,0,0,0,0,0,0
0.051888,0,0,0,0,0,0
0.053335,0,0,0,0,0,0
0.054798,0,0,0,0,0,0
0.056235,0,0,0,0,0,0
0.057670,0,0,0,0,0,0
0.059107,0,0,0,0,0,0
0.060533,0,0,0,0,0,0
0.061989,0,0,0,0,0,0
0.063475,0,0,0,0,0,0
0.064939,0,0,0,0,0,0
0.066487,0,0,0,0,0,0
0.067941,0,0,0,0,0,0
0.069520,0,0,0,0,0,0
0.071143,0,0,0,0,0,0
0.072789,0,0,0,0,0,0
0.074232,0,0,0,0,0,0
0.075809,0,0,0,0,0,0
0.077335,0,0,0,0,0,0
0.078900,0,0,0,0,0,0
0.080575,0,0,0,0,0,0
0.082016,0,0,0,0,0,0
0.083505,0,0,0,0,0,0
0.084952,0,0,0,0,0,0
0.086437,0,0,0,0,0,0
0.087882,0,0,0,0,0,0
0.089427,0,0,0,0,0,0
0.090952,0,0,0,0,0,0
0.092591,0,0,0,0,0,0
0.094114,0,0,0,0,0,0
0.095695,0,0,0,0,0,0
0.097279,0,0,0,0,0,0
0.098790,0,0,0,0,0,0
0.100466,0,0,2805,789,0,0
0.102055,0,0,0,0,0,0
0.103578,0,0,0,0,0,0
0.105098,0,0,0,0,0,0
0.106640,0,0,0,0,0,0
0.108162,0,0,0,0,0,0
0.109679,0,0,0,0,0,0
0.111276,0,0,0,0,0,0
0.112693,0,0,0,0,0,0
0.114092,0,0,0,0,0,0
0.115535,0,0,0,0,0,0
0.116956,0,0,0,0,0,0
0.118361,0,0,0,0,0,0
0.119864,0,0,0,0,0,0
0.121435,0,0,0,0,0,0
0.123002,0,0,0,0,0,0
0.124675,0,0,0,0,0,0
0.126237,0,0,0,0,0,0
0.127902,0,0,4683,837,0,0
0.129566,0,0,5679,2730,0,0
0.130745,0,0,5178,2376,0,0
0.132270,0,0,2694,1302,0,0
0.133878,0,0,0,0,0,0
0.135470,0,0,0,0,0,0
0.137162,0,0,0,0,0,0
0.138662,0,0,0,0,0,0
0.140146,0,0,0,0,0,0
0.141631,0,0,0,0,0,0
0.143188,0,0,0,0,0,0
0.144696,0,0,0,0,0,0
0.146175,0,0,0,0,0,0
0.147654,0,0,0,0,0,0
0.149150,0,0,0,0,0,0
0.150701,0,0,0,0,0,0
0.152186,0,0,0,0,0,0
0.153672,0,0,0,0,0,0
0.155156,0,0,0,0,0,0
0.156678,0,0,0,0,0,0
0.158217,0,0,0,0,0,0
0.159706,0,0,0,0,0,0
0.161505,0,0,0,0,0,0
0.164559,0,0,0,0,0,0
0.166005,0,0,0,0,0,0
0.167610,0,0,0,0,0,0
0.169132,0,0,0,0,0,0
0.170602,0,0,0,0,0,0
0.172045,0,0,0,0,0,0
0.173490,0,0,0,0,0,0
0.174958,0,0,0,0,0,0
0.176663,0,0,0,0,0,0
0.178139,0,0,0,0,0,0
0.179715,0,0,0,0,0,0
0.181411,0,0,0,0,0,0
0.183689,0,0,0,0,0,0
0.185172,0,0,0,0,0,0
0.186649,0,0,0,0,0,0
0.188180,0,0,0,0,0,0
0.189736,0,0,0,0,0,0
0.191517,0,0,0,0,0,0
0.193011,0,0,0,0,0,0
0.194488,0,0,0,0,0,0
0.195966,0,0,0,0,0,0
0.197441,0,0,0,0,0,0
0.199168,0,0,0,0,0,0
0.200712,0,0,0,0,0,0
0.202409,0,0,0,0,0,0
0.204133,0,0,0,0,0,0
0.205860,0,0,0,0,0,0
0.207588,0,0,0,0,0,0
0.209316,0,0,0,0,0,0
0.211041,0,0,0,0,0,0
0.212593,0,0,0,0,0,0
0.214276,0,0,0,0,0,0
0.216071,0,0,0,0,0,0
0.217796,0,0,0,0,0,0
0.219544,0,0,0,0,0,0
0.221048,0,0,0,0,0,0
0.222612,0,0,0,0,0,0
0.224124,0,0,0,0,0,0
0.225803,0,0,0,0,0,0
0.227533,0,0,0,0,0,0
0.229261,0,0,0,0,0,0
0.231049,0,0,0,0,0,0
0.232593,0,0,0,0,0,0
0.234277,0,0,0,0,0,0
0.236024,0,0,0,0,0,0
0.237768,0,0,0,0,0,0
0.239435,0,0,0,0,0,0
0.240932,0,0,0,0,0,0
0.242442,0,0,0,0,0,0
0.244130,0,0,0,0,0,0
