elapsed_s,VPC_US_STARVE_CYCLES_TSE_FE,VPC_US_PTUS_FULL,VPC_US_COMP_INVIS_PRIM_COUNT,VPC_US_STALL_CYCLES_VSC,VPC_US_STALL_CYCLES_VPC_BE,VPC_US_STALL_CYCLES_UCHE
0.001611,0,0,0,0,0,0
0.003509,0,0,0,0,0,0
0.005072,0,0,0,0,0,0
0.006873,0,0,0,0,0,0
0.008471,0,0,0,0,0,0
0.010213,0,0,0,0,0,0
0.011859,0,0,0,0,0,0
0.013388,0,0,0,0,0,0
0.014929,0,0,0,0,0,0
0.016399,0,0,0,0,0,0
0.017924,0,0,0,0,0,0
0.019424,0,0,0,0,0,0
0.020945,0,0,0,0,0,0
0.022390,0,0,0,0,0,0
0.023851,0,0,0,0,0,0
0.025381,0,0,0,0,0,0
0.026833,0,0,0,0,0,0
0.028342,0,0,0,0,0,0
0.029840,0,0,0,0,0,0
0.031337,0,0,0,0,0,0
0.032777,0,0,0,0,0,0
0.034228,0,0,0,0,0,0
0.035667,0,0,0,0,0,0
0.037102,0,0,0,0,0,0
0.038538,0,0,0,0,0,0
0.039971,0,0,0,0,0,0
0.041484,0,0,0,0,0,0
0.042971,0,0,0,0,0,0
0.044405,0,0,0,0,0,0
0.045841,0,0,0,0,0,0
0.047334,0,0,0,0,0,0
0.048828,0,0,0,0,0,0
0.050254,0,0,0,0,0,0
0.051756,0,0,0,0,0,0
0.053262,0,0,0,0,0,0
0.054700,0,0,0,0,0,0
0.056148,0,0,0,0,0,0
0.057584,0,0,0,0,0,0
0.059022,0,0,0,0,0,0
0.060457,0,0,0,0,0,0
0.061928,0,0,0,0,0,0
0.063427,0,0,0,0,0,0
0.064866,0,0,0,0,0,0
0.066305,0,0,0,0,0,0
0.067746,0,0,0,0,0,0
0.069253,0,0,0,0,0,0
0.070780,0,0,0,0,0,0
0.072278,0,0,0,0,0,0
0.073772,0,0,0,0,0,0
0.075259,0,0,0,0,0,0
0.076750,0,0,0,0,0,0
0.078258,0,0,0,0,0,0
0.079842,0,0,0,0,0,0
0.081350,0,0,0,0,0,0
0.082850,0,0,0,0,0,0
0.084341,0,0,0,0,0,0
0.085929,0,0,0,0,0,0
0.087801,0,0,0,0,0,0
0.089297,0,0,0,0,0,0
0.090941,0,0,0,0,0,0
0.092544,0,0,0,0,0,0
0.094089,0,0,0,0,0,0
0.095835,24,0,0,0,0,0
0.097431,0,0,0,0,0,0
0.098961,0,0,0,0,0,0
0.100485,0,0,0,0,0,0
0.102052,0,0,0,0,0,0
0.103738,0,0,0,0,0,0
0.105183,0,0,0,0,0,0
0.106645,0,0,0,0,0,0
0.108082,0,0,0,0,0,0
0.109547,0,0,0,0,0,0
0.111037,0,0,0,0,0,0
0.112474,0,0,0,0,0,0
0.113911,0,0,0,0,0,0
0.115397,0,0,0,0,0,0
0.116792,0,0,0,0,0,0
0.118244,0,0,0,0,0,0
0.119736,0,0,0,0,0,0
0.121184,0,0,0,0,0,0
0.122634,63,0,0,0,0,0
0.124736,273,0,0,0,0,0
0.125912,252,0,0,0,0,0
0.127140,174,0,0,0,0,0
0.128562,0,0,0,0,0,0
0.130016,0,0,0,0,0,0
0.131342,0,0,0,0,0,0
0.132668,0,0,0,0,0,0
0.134031,0,0,0,0,0,0
0.135364,0,0,0,0,0,0
0.136701,0,0,0,0,0,0
0.138029,0,0,0,0,0,0
0.139367,0,0,0,0,0,0
0.140698,0,0,0,0,0,0
0.142040,0,0,0,0,0,0
0.143418,0,0,0,0,0,0
0.144790,0,0,0,0,0,0
0.146163,0,0,0,0,0,0
0.147562,0,0,0,0,0,0
0.148935,0,0,0,0,0,0
0.150341,0,0,0,0,0,0
0.151807,0,0,0,0,0,0
