elapsed_s,VPC_BE_TSE_BE_PRIMITIVES,VPC_BE_TSE_BE_TRANSACTIONS,VPC_BE_STARVE_CYCLES_LRZ,VPC_BE_LRZ_ASSIGN_PRIMITIVES,VPC_BE_RB_VISIBLE_PRIMITIVES,VPC_BE_STARVE_CYCLES_RB
0.004725,0,0,0,0,0,0
0.006178,0,0,0,0,0,0
0.011842,0,0,0,0,0,0
0.013279,0,0,0,0,0,0
0.014717,0,0,0,0,0,0
0.016153,0,0,0,0,0,0
0.019840,0,0,0,0,0,0
0.021277,0,0,0,0,0,0
0.022721,0,0,0,0,0,0
0.024165,0,0,0,0,0,0
0.025602,0,0,0,0,0,0
0.027060,0,0,0,0,0,0
0.028496,0,0,0,0,0,0
0.029932,0,0,0,0,0,0
0.031368,0,0,0,0,0,0
0.032813,0,0,0,0,0,0
0.034268,0,0,0,0,0,0
0.035705,0,0,0,0,0,0
0.037141,0,0,0,0,0,0
0.038576,0,0,0,0,0,0
0.040007,0,0,0,0,0,0
0.041442,0,0,0,0,0,0
0.042905,0,0,0,0,0,0
0.044342,0,0,0,0,0,0
0.045778,0,0,0,0,0,0
0.047214,0,0,0,0,0,0
0.048650,0,0,0,0,0,0
0.050106,0,0,0,0,0,0
0.051543,0,0,0,0,0,0
0.052985,0,0,0,0,0,0
0.054421,0,0,0,0,0,0
0.055859,0,0,0,0,0,0
0.057296,0,0,0,0,0,0
0.058732,0,0,0,0,0,0
0.060171,0,0,0,0,0,0
0.061606,0,0,0,0,0,0
0.063050,0,0,0,0,0,0
0.064487,0,0,0,0,0,0
0.065943,0,0,0,0,0,0
0.067376,0,0,0,0,0,0
0.068809,0,0,0,0,0,0
0.070240,0,0,0,0,0,0
0.071673,0,0,0,0,0,0
0.073115,0,0,0,0,0,0
0.074566,0,0,0,0,0,0
0.075985,0,0,0,0,0,0
0.077418,0,0,0,0,0,0
0.078852,0,0,0,0,0,0
0.080306,0,0,0,0,0,0
0.081739,0,0,0,0,0,0
0.083206,0,0,0,0,0,0
0.084641,0,0,0,0,0,0
0.086077,0,0,0,0,0,0
0.087513,0,0,0,0,0,0
0.088947,0,0,0,0,0,0
0.090400,0,0,0,0,0,0
0.091805,0,0,0,0,0,0
0.093243,0,0,0,0,0,0
0.094674,0,0,0,0,0,0
0.096109,0,0,0,0,0,0
0.097544,0,0,0,0,0,0
0.099001,0,0,0,0,0,0
0.100436,0,0,0,0,0,0
0.101872,0,0,0,0,0,0
0.103315,0,0,0,0,0,0
0.104752,0,0,0,0,0,0
0.106206,0,0,0,0,0,0
0.107642,0,0,0,0,0,0
0.109078,0,0,0,0,0,0
0.110512,0,0,0,0,0,0
0.111896,0,0,0,0,0,0
0.113339,0,0,0,0,0,0
0.114777,0,0,0,0,0,0
0.116213,0,0,0,0,0,0
0.117648,0,0,0,0,0,0
0.119085,0,0,0,0,0,0
0.120522,0,0,0,0,0,0
0.121987,0,0,2013,0,0,0
0.123432,0,0,0,0,0,0
0.124886,0,0,0,0,0,0
0.126321,0,0,0,0,0,0
0.127799,0,0,0,0,0,0
0.129234,0,0,0,0,0,0
0.130713,0,0,0,0,0,0
0.132099,0,0,0,0,0,0
0.133542,0,0,0,0,0,0
0.134980,0,0,0,0,0,0
0.136415,0,0,0,0,0,0
0.137870,0,0,0,0,0,0
0.139305,0,0,0,0,0,0
0.140741,0,0,0,0,0,0
0.142176,0,0,0,0,0,0
0.143619,0,0,0,0,0,0
0.145055,0,0,0,0,0,0
0.146509,0,0,0,0,0,0
0.147912,0,0,0,0,0,0
0.149347,0,0,0,0,0,0
0.150784,0,0,0,0,0,0
0.152220,0,0,0,0,0,0
0.153663,0,0,0,0,0,0
0.155100,0,0,0,0,0,0
0.156535,0,0,0,0,0,0
0.157970,0,0,0,0,0,0
0.159408,0,0,0,0,0,0
0.160844,0,0,0,0,0,0
0.162299,0,0,0,0,0,0
0.163805,0,0,0,0,0,0
0.165237,0,0,0,0,0,0
0.166670,0,0,0,0,0,0
0.168106,0,0,0,0,0,0
0.169649,0,0,7212,0,0,0
0.170850,0,0,5577,0,0,0
0.172051,0,0,3135,0,0,0
0.173472,0,0,0,0,0,0
0.174784,0,0,0,0,0,0
0.176097,0,0,0,0,0,0
0.177409,0,0,0,0,0,0
0.178742,0,0,0,0,0,0
0.180066,0,0,0,0,0,0
0.181387,0,0,0,0,0,0
0.182684,0,0,0,0,0,0
0.184006,0,0,0,0,0,0
0.185327,0,0,0,0,0,0
0.186691,0,0,0,0,0,0
0.188119,0,0,0,0,0,0
0.189443,0,0,0,0,0,0
0.190766,0,0,0,0,0,0
0.192088,0,0,0,0,0,0
0.193409,0,0,0,0,0,0
0.194730,0,0,0,0,0,0
0.196051,0,0,0,0,0,0
0.197371,0,0,0,0,0,0
0.198672,0,0,0,0,0,0
0.199994,0,0,0,0,0,0
0.201312,0,0,0,0,0,0
0.202681,0,0,0,0,0,0
0.204093,0,0,0,0,0,0
0.205415,0,0,0,0,0,0
0.206740,0,0,0,0,0,0
0.208062,0,0,0,0,0,0
0.209390,0,0,0,0,0,0
0.210711,0,0,0,0,0,0
0.212097,0,0,0,0,0,0
0.213416,0,0,0,0,0,0
0.214743,0,0,0,0,0,0
0.216068,0,0,0,0,0,0
0.217393,0,0,0,0,0,0
0.218712,0,0,0,0,0,0
0.220105,0,0,0,0,0,0
0.221540,0,0,0,0,0,0
0.222862,0,0,0,0,0,0
0.224184,0,0,0,0,0,0
0.225506,0,0,0,0,0,0
0.226830,0,0,0,0,0,0
0.228152,0,0,0,0,0,0
0.229474,0,0,0,0,0,0
0.230805,0,0,0,0,0,0
0.232128,0,0,0,0,0,0
0.233451,0,0,0,0,0,0
0.234778,0,0,0,0,0,0
0.236102,0,0,0,0,0,0
0.237425,0,0,0,0,0,0
0.238749,0,0,0,0,0,0
0.240075,0,0,0,0,0,0
0.241406,0,0,0,0,0,0
0.242738,0,0,0,0,0,0
0.244065,0,0,0,0,0,0
0.245390,0,0,0,0,0,0
0.246718,0,0,0,0,0,0
0.248043,0,0,0,0,0,0
0.249364,0,0,0,0,0,0
0.250687,0,0,0,0,0,0
0.252105,0,0,0,0,0,0
