elapsed_s,VPC_BE_STALL_CYCLES_HLSQ_PRIM_ALLOC,VPC_BE_STALL_CYCLES_SP_LM,VPC_BE_NUM_PA_REQ,VPC_BE_NUM_LM_REQ_HIT,VPC_BE_NUM_ATTR_REQ_LM,VPC_BE_LM_TRANSACTION
0.001069,0,0,0,0,0,0
0.002538,0,0,0,0,0,0
0.010539,0,0,0,0,0,0
0.014285,0,0,0,0,0,0
0.018520,0,0,0,0,0,0
0.023701,0,0,0,0,0,0
0.025141,0,0,0,0,0,0
0.030569,0,0,0,0,0,0
0.032010,0,0,0,0,0,0
0.033446,0,0,0,0,0,0
0.034890,0,0,0,0,0,0
0.039700,0,0,0,0,0,0
0.041137,0,0,0,0,0,0
0.042574,0,0,0,0,0,0
0.044012,0,0,0,0,0,0
0.045454,0,0,0,0,0,0
0.046807,0,0,0,0,0,0
0.048242,0,0,0,0,0,0
0.049678,0,0,0,0,0,0
0.051115,0,0,0,0,0,0
0.052552,0,0,0,0,0,0
0.054009,0,0,0,0,0,0
0.055446,0,0,0,0,0,0
0.056888,0,0,0,0,0,0
0.058325,0,0,0,0,0,0
0.059731,0,0,0,0,0,0
0.061163,0,0,0,0,0,0
0.062612,0,0,0,0,0,0
0.064051,0,0,0,0,0,0
0.065486,0,0,0,0,0,0
0.066929,0,0,0,0,0,0
0.068365,0,0,0,0,0,0
0.069822,0,0,0,0,0,0
0.071261,0,0,0,0,0,0
0.072703,0,0,0,0,0,0
0.074140,0,0,0,0,0,0
0.075605,0,0,0,0,0,0
0.077049,0,0,0,0,0,0
0.078526,0,0,0,0,0,0
0.079951,0,0,0,0,0,0
0.081388,0,0,0,0,0,0
0.082825,0,0,0,0,0,0
0.084261,0,0,0,0,0,0
0.085715,0,0,0,0,0,0
0.087157,0,0,0,0,0,0
0.088595,0,0,0,0,0,0
0.090033,0,0,0,0,0,0
0.091469,0,0,0,0,0,0
0.092904,0,0,0,0,0,0
0.094341,0,0,0,0,0,0
0.095716,0,0,0,0,0,0
0.097158,0,0,0,0,0,0
0.098596,0,0,0,0,0,0
0.100033,0,0,0,0,0,0
0.101469,0,0,0,0,0,0
0.102925,0,0,0,0,0,0
0.104361,0,0,0,0,0,0
0.105798,0,0,0,0,0,0
0.107241,0,0,0,0,0,0
0.108673,0,0,0,0,0,0
0.110123,0,0,0,0,0,0
0.111608,0,0,0,0,0,0
0.113040,0,0,0,0,0,0
0.114472,0,0,0,0,0,0
0.115910,0,0,0,0,0,0
0.117352,0,0,0,0,0,0
0.118807,0,0,0,0,0,0
0.120243,0,0,0,0,0,0
0.121678,0,0,0,0,0,0
0.123115,0,0,0,0,0,0
0.124687,0,0,0,0,0,0
0.126142,0,0,0,0,0,0
0.127701,0,0,0,0,0,0
0.129149,0,0,0,0,0,0
0.130585,0,0,0,0,0,0
0.132022,0,0,0,0,0,0
0.133457,0,0,0,0,0,0
0.134912,0,0,0,0,0,0
0.136347,0,0,0,0,0,0
0.137789,0,0,0,0,0,0
0.139227,0,0,0,0,0,0
0.140663,0,0,0,0,0,0
0.142116,0,0,0,0,0,0
0.143592,0,0,0,0,0,0
0.145029,0,0,0,0,0,0
0.146464,0,0,0,0,0,0
0.147909,0,0,0,0,0,0
0.149345,0,0,0,0,0,0
0.150802,0,0,0,0,0,0
0.152237,0,0,0,0,0,0
0.153673,0,0,0,0,0,0
0.155110,0,0,0,0,0,0
0.156547,0,0,0,0,0,0
0.158008,0,0,0,0,0,0
0.159446,0,0,0,0,0,0
0.160880,0,0,0,0,0,0
0.162312,0,0,0,0,0,0
0.163725,0,0,0,0,0,0
0.165156,0,0,0,0,0,0
0.166589,0,0,0,0,0,0
0.168046,0,0,0,0,0,0
0.169246,0,0,0,0,0,0
0.170448,0,0,0,0,0,0
0.171608,0,0,0,0,0,0
0.172938,0,0,0,0,0,0
0.174279,0,0,0,0,0,0
0.175639,0,0,0,0,0,0
0.176958,0,0,0,0,0,0
0.178286,0,0,0,0,0,0
0.179617,0,0,0,0,0,0
0.180936,0,0,0,0,0,0
0.182276,0,0,0,0,0,0
0.183693,0,0,0,0,0,0
0.185014,0,0,0,0,0,0
0.186337,0,0,0,0,0,0
0.187731,0,0,0,0,0,0
0.189060,0,0,0,0,0,0
0.190403,0,0,0,0,0,0
0.191825,0,0,0,0,0,0
0.193149,0,0,0,0,0,0
0.194471,0,0,0,0,0,0
0.195796,0,0,0,0,0,0
0.197119,0,0,0,0,0,0
0.198461,0,0,0,0,0,0
0.199839,0,0,0,0,0,0
0.201161,0,0,0,0,0,0
0.202482,0,0,0,0,0,0
0.203816,0,0,0,0,0,0
0.205139,0,0,0,0,0,0
0.206564,0,0,0,0,0,0
0.207969,0,0,0,0,0,0
0.209295,0,0,0,0,0,0
0.210624,0,0,0,0,0,0
0.211947,0,0,0,0,0,0
0.213268,0,0,0,0,0,0
0.214590,0,0,0,0,0,0
0.215926,0,0,0,0,0,0
0.217249,0,0,0,0,0,0
0.223662,0,0,0,0,0,0
0.224985,0,0,0,0,0,0
0.226306,0,0,0,0,0,0
0.227732,0,0,0,0,0,0
0.229053,0,0,0,0,0,0
0.230393,0,0,0,0,0,0
0.231712,0,0,0,0,0,0
0.233034,0,0,0,0,0,0
0.234361,0,0,0,0,0,0
0.235688,0,0,0,0,0,0
0.237010,0,0,0,0,0,0
0.238350,0,0,0,0,0,0
0.239710,0,0,0,0,0,0
0.241032,0,0,0,0,0,0
0.242352,0,0,0,0,0,0
0.243677,0,0,0,0,0,0
0.245006,0,0,0,0,0,0
0.246347,0,0,0,0,0,0
0.247728,0,0,0,0,0,0
0.249099,0,0,0,0,0,0
0.250419,0,0,0,0,0,0
0.251825,0,0,0,0,0,0
0.253144,0,0,0,0,0,0
0.254465,0,0,0,0,0,0
0.255794,0,0,0,0,0,0
0.257113,0,0,0,0,0,0
0.258432,0,0,0,0,0,0
0.259837,0,0,0,0,0,0
0.261158,0,0,0,0,0,0
0.262482,0,0,0,0,0,0
0.263817,0,0,0,0,0,0
0.265137,0,0,0,0,0,0
0.266466,0,0,0,0,0,0
0.267789,0,0,0,0,0,0
0.269110,0,0,0,0,0,0
0.270451,0,0,0,0,0,0
0.271819,0,0,0,0,0,0
0.273140,0,0,0,0,0,0
0.274462,0,0,0,0,0,0
0.275785,0,0,0,0,0,0
0.277113,0,0,0,0,0,0
0.278438,0,0,0,0,0,0
0.279819,0,0,0,0,0,0
0.281137,0,0,0,0,0,0
0.282459,0,0,0,0,0,0
0.283827,0,0,0,0,0,0
0.285147,0,0,0,0,0,0
0.286487,0,0,0,0,0,0
0.287937,0,0,0,0,0,0
0.289259,0,0,0,0,0,0
0.290580,0,0,0,0,0,0
0.291901,0,0,0,0,0,0
0.293222,0,0,0,0,0,0
0.294538,0,0,0,0,0,0
0.295931,0,0,0,0,0,0
0.297363,0,0,0,0,0,0
0.298691,0,0,0,0,0,0
0.300013,0,0,0,0,0,0
0.301360,0,0,0,0,0,0
