elapsed_s,VPC_FE_TSE_FE_TRANSACTIONS,VPC_FE_STALL_CYCLES_CCU,VPC_FE_NUM_WM_HIT,VPC_FE_STALL_DQ_WACK,VPC_FE_STALL_CYCLES_PRG_END_FE,VPC_FE_STALL_CYCLES_PRG_END_VPCVS
0.001137,0,0,0,0,0,0
0.002725,0,0,0,0,0,0
0.004313,0,0,0,0,0,0
0.006268,0,0,0,0,0,0
0.007885,0,0,0,0,0,0
0.009462,0,0,0,0,0,0
0.010982,0,0,0,0,0,0
0.012608,0,0,0,0,0,0
0.014168,0,0,0,0,0,0
0.015769,0,0,0,0,0,0
0.017345,0,0,0,0,0,0
0.018903,0,0,0,0,0,0
0.020728,0,0,0,0,0,0
0.022267,0,0,0,0,0,0
0.023837,0,0,0,0,0,0
0.025363,0,0,0,0,0,0
0.026897,0,0,0,0,0,0
0.028428,0,0,0,0,0,0
0.029902,0,0,0,0,0,0
0.031348,0,0,0,0,0,0
0.032695,0,0,0,0,0,0
0.034133,0,0,0,0,0,0
0.035573,0,0,0,0,0,0
0.037013,0,0,0,0,0,0
0.038452,0,0,0,0,0,0
0.039915,0,0,0,0,0,0
0.041360,0,0,0,0,0,0
0.042807,0,0,0,0,0,0
0.044246,0,0,0,0,0,0
0.045687,0,0,0,0,0,0
0.047082,0,0,0,0,0,0
0.048524,0,0,0,0,0,0
0.049962,0,0,0,0,0,0
0.051407,0,0,0,0,0,0
0.052844,0,0,0,0,0,0
0.054302,0,0,0,0,0,0
0.055764,0,0,0,0,0,0
0.057251,0,0,0,0,0,0
0.058686,0,0,0,0,0,0
0.060138,0,0,0,0,0,0
0.061608,0,0,0,0,0,0
0.063072,0,0,0,0,0,0
0.064567,0,0,0,0,0,0
0.066063,0,0,0,0,0,0
0.067503,0,0,0,0,0,0
0.069014,0,0,0,0,0,0
0.070560,0,0,0,0,0,0
0.072142,0,0,0,0,0,0
0.073758,0,0,0,0,0,0
0.075323,0,0,0,0,0,0
0.076880,0,0,0,0,0,0
0.078331,0,0,0,0,0,0
0.080021,0,0,0,0,0,0
0.081678,0,0,0,0,0,0
0.083250,0,0,0,0,0,0
0.084784,0,0,0,0,0,0
0.086312,0,0,0,0,0,0
0.087865,0,0,0,0,0,0
0.089476,0,0,0,0,0,0
0.091745,0,0,0,0,0,0
0.093361,0,0,0,0,0,0
0.094924,0,0,0,0,0,0
0.096570,0,0,0,0,0,0
0.098203,0,0,0,0,0,0
0.099691,0,0,0,0,0,0
0.101174,0,0,0,0,0,0
0.102619,0,0,0,0,0,0
0.104128,0,0,0,0,0,0
0.105690,0,0,0,0,0,0
0.107134,0,0,0,0,0,0
0.108628,0,0,0,0,0,0
0.110189,0,0,0,0,0,0
0.111729,0,0,0,0,0,0
0.114441,0,0,0,0,0,0
0.116010,0,0,0,0,0,0
0.117783,0,0,0,0,0,0
0.118958,0,0,0,0,0,0
0.120375,0,0,0,0,0,0
0.121833,0,0,0,0,0,0
0.123227,0,0,0,0,0,0
0.124623,0,0,0,0,0,0
0.126023,0,0,0,0,0,0
0.127416,0,0,0,0,0,0
0.128844,0,0,0,0,0,0
0.130225,0,0,0,0,0,0
0.131757,0,0,0,0,0,0
0.133143,0,0,0,0,0,0
0.134528,0,0,0,0,0,0
0.135949,0,0,0,0,0,0
0.137359,0,0,0,0,0,0
0.138737,0,0,0,0,0,0
0.140112,0,0,0,0,0,0
0.141599,0,0,0,0,0,0
0.142977,0,0,0,0,0,0
0.144384,0,0,0,0,0,0
0.145760,0,0,0,0,0,0
0.147136,0,0,0,0,0,0
0.148558,0,0,0,0,0,0
0.149932,0,0,0,0,0,0
0.151313,0,0,0,0,0,0
0.153960,0,0,0,0,0,0
0.155337,0,0,0,0,0,0
0.157628,0,0,0,0,0,0
0.159009,0,0,0,0,0,0
0.160476,0,0,0,0,0,0
0.161886,0,0,0,0,0,0
0.163245,0,0,0,0,0,0
0.164652,0,0,0,0,0,0
0.166049,0,0,0,0,0,0
0.167444,0,0,0,0,0,0
0.169140,0,0,0,0,0,0
0.170686,0,0,0,0,0,0
0.172140,0,0,0,0,0,0
0.173860,0,0,0,0,0,0
0.175411,0,0,0,0,0,0
0.176965,0,0,0,0,0,0
0.178403,0,0,0,0,0,0
0.179833,0,0,0,0,0,0
0.181297,0,0,0,0,0,0
0.182737,0,0,0,0,0,0
0.184234,0,0,0,0,0,0
0.185714,0,0,0,0,0,0
0.187194,0,0,0,0,0,0
0.188671,0,0,0,0,0,0
0.190147,0,0,0,0,0,0
0.191700,0,0,0,0,0,0
0.193436,0,0,0,0,0,0
0.194956,0,0,0,0,0,0
0.196496,0,0,0,0,0,0
0.197939,0,0,0,0,0,0
0.199377,0,0,0,0,0,0
0.200955,0,0,0,0,0,0
0.202458,0,0,0,0,0,0
0.204134,0,0,0,0,0,0
0.205864,0,0,0,0,0,0
0.207650,0,0,0,0,0,0
0.209375,0,0,0,0,0,0
0.211101,0,0,0,0,0,0
0.212666,0,0,0,0,0,0
0.214346,0,0,0,0,0,0
0.216131,0,0,0,0,0,0
0.217860,0,0,0,0,0,0
0.219492,0,0,0,0,0,0
0.221190,0,0,0,0,0,0
0.222924,0,0,0,0,0,0
0.224968,0,0,0,0,0,0
0.226731,0,0,0,0,0,0
0.228232,0,0,0,0,0,0
0.229725,0,0,0,0,0,0
0.231212,0,0,0,0,0,0
0.232705,0,0,0,0,0,0
0.234173,0,0,0,0,0,0
0.235848,0,0,0,0,0,0
0.237576,0,0,0,0,0,0
0.239303,0,0,0,0,0,0
0.241098,0,0,0,0,0,0
0.242827,0,0,0,0,0,0
0.244390,0,0,0,0,0,0
0.246613,0,0,0,0,0,0
0.248229,0,0,0,0,0,0
0.249776,0,0,0,0,0,0
0.251266,0,0,0,0,0,0
0.252827,0,0,0,0,0,0
0.254315,0,0,0,0,0,0
0.255867,0,0,0,0,0,0
0.257355,0,0,0,0,0,0
0.258842,0,0,0,0,0,0
0.260326,0,0,0,0,0,0
0.261813,0,0,0,0,0,0
0.263485,0,0,0,0,0,0
0.265206,0,0,0,0,0,0
0.266767,0,0,0,0,0,0
0.268454,0,0,0,0,0,0
0.270179,0,0,0,0,0,0
0.271966,0,0,0,0,0,0
0.273636,0,0,0,0,0,0
0.275318,0,0,0,0,0,0
0.277063,0,0,0,0,0,0
0.278790,0,0,0,0,0,0
0.280519,0,0,0,0,0,0
0.282245,0,0,0,0,0,0
0.283966,0,0,0,0,0,0
0.285677,0,0,0,0,0,0
0.288656,0,0,0,0,0,0
0.290133,0,0,0,0,0,0
0.291617,0,0,0,0,0,0
0.293100,0,0,0,0,0,0
0.294590,0,0,0,0,0,0
0.296135,0,0,0,0,0,0
0.297642,0,0,0,0,0,0
0.299129,0,0,0,0,0,0
0.300618,0,0,0,0,0,0
0.302104,0,0,0,0,0,0
0.303845,0,0,0,0,0,0
0.305574,0,0,0,0,0,0
0.307289,0,0,0,0,0,0
0.308912,0,0,0,0,0,0
0.310715,0,0,0,0,0,0
0.312560,0,0,0,0,0,0
0.314374,0,0,0,0,0,0
0.316096,0,0,0,0,0,0
0.317829,0,0,0,0,0,0
0.319403,0,0,0,0,0,0
0.321771,0,0,0,0,0,0
0.323447,0,0,0,0,0,0
0.324979,0,0,0,0,0,0
0.326660,0,0,0,0,0,0
0.328203,0,0,0,0,0,0
0.329734,0,0,0,0,0,0
0.331225,0,0,0,0,0,0
0.332715,0,0,0,0,0,0
0.334202,0,0,0,0,0,0
0.335741,0,0,0,0,0,0
0.337185,0,0,0,0,0,0
0.338918,0,0,0,0,0,0
0.340673,0,0,0,0,0,0
0.342403,0,0,0,0,0,0
0.344191,0,0,0,0,0,0
0.345957,0,0,0,0,0,0
0.347681,0,0,0,0,0,0
0.349408,0,0,0,0,0,0
0.351153,0,0,0,0,0,0
0.352884,0,0,0,0,0,0
0.354613,0,0,0,0,0,0
0.356337,0,0,0,0,0,0
0.357820,0,0,0,0,0,0
0.359315,0,0,0,0,0,0
0.361063,0,0,0,0,0,0
0.362625,0,0,0,0,0,0
0.364310,0,0,0,0,0,0
0.366037,0,0,0,0,0,0
0.367810,0,0,0,0,0,0
0.369488,0,0,0,0,0,0
0.371077,0,0,0,0,0,0
0.372859,0,0,0,0,0,0
0.374469,0,0,0,0,0,0
0.376218,0,0,0,0,0,0
0.377749,0,0,0,0,0,0
0.379243,0,0,0,0,0,0
0.380925,0,0,0,0,0,0
0.382654,0,0,0,0,0,0
0.384449,0,0,0,0,0,0
0.386196,0,0,0,0,0,0
0.387921,0,0,0,0,0,0
0.389645,0,0,0,0,0,0
0.391211,0,0,0,0,0,0
0.392906,0,0,0,0,0,0
0.394446,0,0,0,0,0,0
0.395927,0,0,0,0,0,0
0.397436,0,0,0,0,0,0
0.398927,0,0,0,0,0,0
0.400474,0,0,0,0,0,0
0.401962,0,0,0,0,0,0
0.403639,0,0,0,0,0,0
0.405369,0,0,0,0,0,0
0.407098,0,0,0,0,0,0
0.408910,0,0,0,0,0,0
0.410640,0,0,0,0,0,0
0.412366,0,0,0,0,0,0
0.413989,0,0,0,0,0,0
0.415485,0,0,0,0,0,0
0.417228,0,0,0,0,0,0
0.418792,0,0,0,0,0,0
0.420481,0,0,0,0,0,0
0.422211,0,0,0,0,0,0
0.424002,0,0,0,0,0,0
0.425856,0,0,0,0,0,0
0.427568,0,0,0,0,0,0
0.429303,0,0,0,0,0,0
0.430874,0,0,0,0,0,0
0.432653,0,0,0,0,0,0
0.434431,0,0,0,0,0,0
0.435963,0,0,0,0,0,0
0.437641,0,0,0,0,0,0
0.439199,0,0,0,0,0,0
0.440886,0,0,0,0,0,0
0.442612,0,0,0,0,0,0
0.444335,0,0,0,0,0,0
0.445857,0,0,0,0,0,0
0.447348,0,0,0,0,0,0
0.448925,0,0,0,0,0,0
0.450659,0,0,0,0,0,0
0.452383,0,0,0,0,0,0
0.454090,0,0,0,0,0,0
0.455837,0,0,0,0,0,0
0.457563,0,0,0,0,0,0
0.459288,0,0,0,0,0,0
0.461027,0,0,0,0,0,0
0.462751,0,0,0,0,0,0
0.464483,0,0,0,0,0,0
0.466211,0,0,0,0,0,0
0.467935,0,0,0,0,0,0
0.469466,0,0,0,0,0,0
0.470979,0,0,0,0,0,0
0.472667,0,0,0,0,0,0
0.474393,0,0,0,0,0,0
0.476116,0,0,0,0,0,0
0.477672,0,0,0,0,0,0
0.479173,0,0,0,0,0,0
0.480669,0,0,0,0,0,0
0.482193,0,0,0,0,0,0
0.483969,0,0,0,0,0,0
0.485931,0,0,0,0,0,0
0.487814,0,0,0,0,0,0
0.489451,0,0,0,0,0,0
0.491030,0,0,0,0,0,0
0.492828,0,0,0,0,0,0
0.494665,0,0,0,0,0,0
0.496282,0,0,0,0,0,0
0.498066,0,0,0,0,0,0
0.499883,0,0,0,0,0,0
0.501925,0,0,0,0,0,0
0.503608,0,0,0,0,0,0
0.505181,0,0,0,0,0,0
0.506747,0,0,0,0,0,0
0.508311,0,0,0,0,0,0
0.509879,0,0,0,0,0,0
0.511725,0,0,0,0,0,0
0.513550,0,0,0,0,0,0
0.515474,0,0,0,0,0,0
0.517113,0,0,0,0,0,0
0.518696,0,0,0,0,0,0
0.520275,0,0,0,0,0,0
0.522011,0,0,0,0,0,0
0.524851,0,0,0,0,0,0
0.528131,0,0,0,0,0,0
0.529719,0,0,0,0,0,0
0.531283,0,0,0,0,0,0
0.532844,0,0,0,0,0,0
0.534413,0,0,0,0,0,0
0.536051,0,0,0,0,0,0
0.537707,0,0,0,0,0,0
0.539275,0,0,0,0,0,0
0.540846,0,0,0,0,0,0
0.542414,0,0,0,0,0,0
0.544048,0,0,0,0,0,0
0.545738,0,0,0,0,0,0
0.547494,0,0,0,0,0,0
0.549357,0,0,0,0,0,0
0.550863,0,0,0,0,0,0
0.552756,0,0,0,0,0,0
0.554407,0,0,0,0,0,0
0.555977,0,0,0,0,0,0
0.557686,0,0,0,0,0,0
0.559261,0,0,0,0,0,0
0.560817,0,0,0,0,0,0
0.562305,0,0,0,0,0,0
0.563789,0,0,0,0,0,0
0.565277,0,0,0,0,0,0
0.566715,0,0,0,0,0,0
0.568462,0,0,0,0,0,0
0.570212,0,0,0,0,0,0
0.571937,0,0,0,0,0,0
0.573471,0,0,0,0,0,0
0.575139,0,0,0,0,0,0
0.576686,0,0,0,0,0,0
0.578243,0,0,0,0,0,0
0.579783,0,0,0,0,0,0
0.581412,0,0,0,0,0,0
0.582908,0,0,0,0,0,0
0.584472,0,0,0,0,0,0
0.586039,0,0,0,0,0,0
0.587811,0,0,0,0,0,0
0.589624,0,0,0,0,0,0
0.591439,0,0,0,0,0,0
0.593005,0,0,0,0,0,0
0.594787,0,0,0,0,0,0
0.596612,0,0,0,0,0,0
0.598435,0,0,0,0,0,0
0.600335,0,0,0,0,0,0
0.601911,0,0,0,0,0,0
0.603505,0,0,0,0,0,0
0.605088,0,0,0,0,0,0
