elapsed_s,VPC_NEVER_COUNT,VPC_FE_BUSY_CYCLES,VPC_FE_WORKING_CYCLES,VPC_FE_STALL_CYCLES_VFD_WACK,VPC_FE_STARVE_CYCLES_SP,VPC_FE_PC_PRIMITIVES
0.001140,0,0,0,0,0,0
0.002971,0,0,0,0,0,0
0.004686,0,0,0,0,0,0
0.006284,0,0,0,0,0,0
0.007836,0,0,0,0,0,0
0.009481,0,0,0,0,0,0
0.011048,0,0,0,0,0,0
0.012677,0,0,0,0,0,0
0.014258,0,0,0,0,0,0
0.015779,0,0,0,0,0,0
0.017397,0,0,0,0,0,0
0.018972,0,0,0,0,0,0
0.020492,0,0,0,0,0,0
0.021945,0,0,0,0,0,0
0.023459,0,0,0,0,0,0
0.024991,0,0,0,0,0,0
0.026602,0,0,0,0,0,0
0.028137,0,0,0,0,0,0
0.029711,0,0,0,0,0,0
0.031149,0,0,0,0,0,0
0.032588,0,0,0,0,0,0
0.034078,0,0,0,0,0,0
0.035517,0,0,0,0,0,0
0.036980,0,0,0,0,0,0
0.038479,0,0,0,0,0,0
0.039922,0,0,0,0,0,0
0.041360,0,0,0,0,0,0
0.042800,0,0,0,0,0,0
0.044240,0,0,0,0,0,0
0.045751,0,0,0,0,0,0
0.047191,0,0,0,0,0,0
0.048631,0,0,0,0,0,0
0.050077,0,0,0,0,0,0
0.051517,0,0,0,0,0,0
0.052980,0,0,0,0,0,0
0.054532,0,0,0,0,0,0
0.055971,0,0,0,0,0,0
0.057412,0,0,0,0,0,0
0.058848,0,0,0,0,0,0
0.060290,0,0,0,0,0,0
0.061707,0,0,0,0,0,0
0.063230,0,0,0,0,0,0
0.064718,0,0,0,0,0,0
0.066207,0,0,0,0,0,0
0.067675,0,0,0,0,0,0
0.069156,0,0,0,0,0,0
0.070714,0,0,0,0,0,0
0.072239,0,0,0,0,0,0
0.073813,0,0,0,0,0,0
0.075339,0,0,0,0,0,0
0.076925,0,0,0,0,0,0
0.078586,0,0,0,0,0,0
0.080143,0,0,0,0,0,0
0.081729,0,0,0,0,0,0
0.083256,0,0,0,0,0,0
0.084822,0,0,0,0,0,0
0.086349,0,0,0,0,0,0
0.087879,0,0,0,0,0,0
0.089410,0,0,0,0,0,0
0.090922,0,0,0,0,0,0
0.092450,0,0,0,0,0,0
0.094269,0,2856,1293,0,0,0
0.095929,0,0,0,0,0,0
0.097517,0,0,0,0,0,0
0.099101,0,0,0,0,0,0
0.100717,0,0,0,0,0,0
0.102282,0,0,0,0,0,0
0.103780,0,0,0,0,0,0
0.105268,0,0,0,0,0,0
0.106780,0,0,0,0,0,0
0.108271,0,0,0,0,0,0
0.109670,0,0,0,0,0,0
0.111160,0,0,0,0,0,0
0.112651,0,0,0,0,0,0
0.114147,0,0,0,0,0,0
0.115661,0,0,0,0,0,0
0.117172,0,0,0,0,0,0
0.118775,0,0,0,0,0,0
0.120436,0,0,0,0,0,0
0.122039,0,0,0,0,0,0
0.123825,0,5202,1323,0,0,0
0.125286,0,5454,4644,0,0,0
0.126397,0,4953,4320,0,0,0
0.127565,0,3630,2961,0,0,0
0.129079,0,0,0,0,0,0
0.130502,0,0,0,0,0,0
0.131834,0,0,0,0,0,0
0.133191,0,0,0,0,0,0
0.134585,0,0,0,0,0,0
0.135925,0,0,0,0,0,0
0.137256,0,0,0,0,0,0
0.138589,0,0,0,0,0,0
0.139920,0,0,0,0,0,0
0.141281,0,0,0,0,0,0
0.142610,0,0,0,0,0,0
0.143931,0,0,0,0,0,0
0.145253,0,0,0,0,0,0
0.146581,0,0,0,0,0,0
0.147901,0,0,0,0,0,0
0.149244,0,0,0,0,0,0
0.150575,0,0,0,0,0,0
0.151893,0,0,0,0,0,0
0.153222,0,0,0,0,0,0
0.154566,0,0,0,0,0,0
0.155889,0,0,0,0,0,0
0.157248,0,0,0,0,0,0
0.158679,0,0,0,0,0,0
0.160025,0,0,0,0,0,0
0.161375,0,0,0,0,0,0
0.162723,0,0,0,0,0,0
0.164072,0,0,0,0,0,0
0.165615,0,0,0,0,0,0
0.167291,0,0,0,0,0,0
0.168800,0,0,0,0,0,0
0.170287,0,0,0,0,0,0
0.171767,0,0,0,0,0,0
0.173299,0,0,0,0,0,0
0.174761,0,0,0,0,0,0
0.176238,0,0,0,0,0,0
0.177728,0,0,0,0,0,0
0.179221,0,0,0,0,0,0
0.180750,0,0,0,0,0,0
0.182417,0,0,0,0,0,0
0.183982,0,0,0,0,0,0
0.185764,0,0,0,0,0,0
0.187512,0,0,0,0,0,0
0.189118,0,0,0,0,0,0
0.190833,0,0,0,0,0,0
0.192561,0,0,0,0,0,0
0.194293,0,0,0,0,0,0
0.196023,0,0,0,0,0,0
0.197757,0,0,0,0,0,0
0.199486,0,0,0,0,0,0
0.201232,0,0,0,0,0,0
0.202968,0,0,0,0,0,0
0.204762,0,0,0,0,0,0
0.206492,0,0,0,0,0,0
0.208221,0,0,0,0,0,0
0.209953,0,0,0,0,0,0
0.211516,0,0,0,0,0,0
0.213269,0,0,0,0,0,0
0.215007,0,0,0,0,0,0
0.216733,0,0,0,0,0,0
0.218464,0,0,0,0,0,0
0.220193,0,0,0,0,0,0
0.222011,0,0,0,0,0,0
0.223742,0,0,0,0,0,0
0.225475,0,0,0,0,0,0
0.227206,0,0,0,0,0,0
0.228996,0,0,0,0,0,0
0.230679,0,0,0,0,0,0
0.232378,0,0,0,0,0,0
0.234109,0,0,0,0,0,0
0.235838,0,0,0,0,0,0
0.237572,0,0,0,0,0,0
0.239286,0,0,0,0,0,0
0.241009,0,0,0,0,0,0
0.242747,0,0,0,0,0,0
0.244243,0,0,0,0,0,0
0.245838,0,0,0,0,0,0
0.247326,0,0,0,0,0,0
0.248811,0,0,0,0,0,0
0.250295,0,0,0,0,0,0
0.251972,0,0,0,0,0,0
0.253535,0,0,0,0,0,0
0.255226,0,0,0,0,0,0
0.256952,0,0,0,0,0,0
0.258822,0,0,0,0,0,0
0.260616,0,0,0,0,0,0
0.262346,0,0,0,0,0,0
0.263908,0,0,0,0,0,0
0.265599,0,0,0,0,0,0
0.267328,0,0,0,0,0,0
0.269119,0,0,0,0,0,0
0.270854,0,0,0,0,0,0
0.272580,0,0,0,0,0,0
0.274144,0,0,0,0,0,0
0.275836,0,0,0,0,0,0
0.277569,0,0,0,0,0,0
0.279285,0,0,0,0,0,0
0.280999,0,0,0,0,0,0
0.283042,0,0,0,0,0,0
0.284631,0,0,0,0,0,0
0.286155,0,0,0,0,0,0
0.287655,0,0,0,0,0,0
0.289144,0,0,0,0,0,0
0.290636,0,0,0,0,0,0
0.292315,0,0,0,0,0,0
0.294050,0,0,0,0,0,0
0.295614,0,0,0,0,0,0
0.297300,0,0,0,0,0,0
0.299022,0,0,0,0,0,0
0.300798,0,0,0,0,0,0
0.302334,0,0,0,0,0,0
0.303982,0,0,0,0,0,0
0.306061,0,0,0,0,0,0
0.307585,0,0,0,0,0,0
0.309131,0,0,0,0,0,0
0.310809,0,0,0,0,0,0
0.312296,0,0,0,0,0,0
0.313780,0,0,0,0,0,0
0.315259,0,0,0,0,0,0
0.316789,0,0,0,0,0,0
0.318284,0,0,0,0,0,0
0.319961,0,0,0,0,0,0
0.321689,0,0,0,0,0,0
0.323416,0,0,0,0,0,0
0.325202,0,0,0,0,0,0
0.326779,0,0,0,0,0,0
0.328307,0,0,0,0,0,0
0.329993,0,0,0,0,0,0
0.331722,0,0,0,0,0,0
0.333452,0,0,0,0,0,0
0.335182,0,0,0,0,0,0
0.336906,0,0,0,0,0,0
0.338464,0,0,0,0,0,0
0.340150,0,0,0,0,0,0
0.341880,0,0,0,0,0,0
0.343608,0,0,0,0,0,0
0.345334,0,0,0,0,0,0
0.346940,0,0,0,0,0,0
0.348466,0,0,0,0,0,0
0.350031,0,0,0,0,0,0
0.351524,0,0,0,0,0,0
0.353015,0,0,0,0,0,0
0.354616,0,0,0,0,0,0
0.356109,0,0,0,0,0,0
0.357794,0,0,0,0,0,0
0.359527,0,0,0,0,0,0
0.361238,0,0,0,0,0,0
0.362898,0,0,0,0,0,0
0.364860,0,0,0,0,0,0
0.366400,0,0,0,0,0,0
0.368087,0,0,0,0,0,0
0.369649,0,0,0,0,0,0
0.371321,0,0,0,0,0,0
0.373096,0,0,0,0,0,0
0.374909,0,0,0,0,0,0
0.376852,0,0,0,0,0,0
0.378357,0,0,0,0,0,0
0.379876,0,0,0,0,0,0
0.381563,0,0,0,0,0,0
0.383278,0,0,0,0,0,0
0.384990,0,0,0,0,0,0
0.387282,0,0,0,0,0,0
0.389036,0,0,0,0,0,0
0.390863,0,0,0,0,0,0
0.392591,0,0,0,0,0,0
0.394319,0,0,0,0,0,0
0.396050,0,0,0,0,0,0
0.397782,0,0,0,0,0,0
0.399512,0,0,0,0,0,0
0.401256,0,0,0,0,0,0
0.402981,0,0,0,0,0,0
0.404757,0,0,0,0,0,0
0.406293,0,0,0,0,0,0
0.407980,0,0,0,0,0,0
0.409713,0,0,0,0,0,0
0.411273,0,0,0,0,0,0
0.413025,0,0,0,0,0,0
0.414705,0,0,0,0,0,0
0.416389,0,0,0,0,0,0
0.418121,0,0,0,0,0,0
0.419835,0,0,0,0,0,0
0.421701,0,0,0,0,0,0
0.423265,0,0,0,0,0,0
0.424741,0,0,0,0,0,0
0.426359,0,0,0,0,0,0
0.428102,0,0,0,0,0,0
0.430283,0,0,0,0,0,0
0.432020,0,0,0,0,0,0
0.433520,0,0,0,0,0,0
0.435018,0,0,0,0,0,0
0.436498,0,0,0,0,0,0
0.437978,0,0,0,0,0,0
0.439466,0,0,0,0,0,0
0.441140,0,0,0,0,0,0
0.442890,0,0,0,0,0,0
0.444679,0,0,0,0,0,0
0.446407,0,0,0,0,0,0
0.448134,0,0,0,0,0,0
0.449863,0,0,0,0,0,0
0.451590,0,0,0,0,0,0
0.453151,0,0,0,0,0,0
0.454840,0,0,0,0,0,0
0.456566,0,0,0,0,0,0
0.458294,0,0,0,0,0,0
0.460023,0,0,0,0,0,0
0.461754,0,0,0,0,0,0
0.463501,0,0,0,0,0,0
0.465226,0,0,0,0,0,0
0.466959,0,0,0,0,0,0
0.469718,0,0,0,0,0,0
0.471330,0,0,0,0,0,0
0.472841,0,0,0,0,0,0
0.474344,0,0,0,0,0,0
0.475917,0,0,0,0,0,0
0.477558,0,0,0,0,0,0
0.479071,0,0,0,0,0,0
0.480628,0,0,0,0,0,0
0.482298,0,0,0,0,0,0
0.483843,0,0,0,0,0,0
0.485434,0,0,0,0,0,0
0.487019,0,0,0,0,0,0
0.488579,0,0,0,0,0,0
0.490140,0,0,0,0,0,0
0.491627,0,0,0,0,0,0
0.493113,0,0,0,0,0,0
0.494757,0,0,0,0,0,0
0.496491,0,0,0,0,0,0
0.498180,0,0,0,0,0,0
0.499937,0,0,0,0,0,0
0.501758,0,0,0,0,0,0
0.503571,0,0,0,0,0,0
0.505541,0,0,0,0,0,0
0.507760,0,0,0,0,0,0
0.509395,0,0,0,0,0,0
0.511176,0,0,0,0,0,0
0.512993,0,0,0,0,0,0
0.514763,0,0,0,0,0,0
0.516620,0,0,0,0,0,0
0.518264,0,0,0,0,0,0
0.520043,0,0,0,0,0,0
0.521863,0,0,0,0,0,0
0.523735,0,0,0,0,0,0
0.525558,0,0,0,0,0,0
