elapsed_s,VPC_FE_VPCRAM_FULL_CYCLES,VPC_FE_NUM_VPCRAM_WRITE,VPC_FE_STALL_CYCLES_TSE_FE,VPC_FE_STALL_CYCLES_VPC_US,VPC_FE_TSE_FE_PRIMITIVES,VPC_FE_GS_PRIMITIVES
0.001132,0,0,0,0,0,0
0.002931,0,0,0,0,0,0
0.004533,0,0,0,0,0,0
0.006268,0,0,0,0,0,0
0.008131,0,0,0,0,0,0
0.009818,0,0,0,0,0,0
0.011339,0,0,0,0,0,0
0.012962,0,0,0,0,0,0
0.014491,0,0,0,0,0,0
0.016007,0,0,0,0,0,0
0.017601,0,0,0,0,0,0
0.019172,0,0,0,0,0,0
0.020745,0,0,0,0,0,0
0.022275,0,0,0,0,0,0
0.023847,0,0,0,0,0,0
0.025378,0,0,0,0,0,0
0.026896,0,0,0,0,0,0
0.028458,0,0,0,0,0,0
0.029900,0,0,0,0,0,0
0.031364,0,0,0,0,0,0
0.032815,0,0,0,0,0,0
0.034256,0,0,0,0,0,0
0.035696,0,0,0,0,0,0
0.037149,0,0,0,0,0,0
0.038588,0,0,0,0,0,0
0.039940,0,0,0,0,0,0
0.041379,0,0,0,0,0,0
0.042819,0,0,0,0,0,0
0.044308,0,0,0,0,0,0
0.045747,0,0,0,0,0,0
0.047208,0,0,0,0,0,0
0.048703,0,0,0,0,0,0
0.050105,0,0,0,0,0,0
0.051560,0,0,0,0,0,0
0.053001,0,0,0,0,0,0
0.054458,0,0,0,0,0,0
0.055944,0,0,0,0,0,0
0.057381,0,0,0,0,0,0
0.058827,0,0,0,0,0,0
0.060316,0,0,0,0,0,0
0.061752,0,0,0,0,0,0
0.063194,0,0,0,0,0,0
0.064680,0,0,0,0,0,0
0.066274,0,0,0,0,0,0
0.067817,0,0,0,0,0,0
0.069274,0,0,0,0,0,0
0.070723,0,0,0,0,0,0
0.072075,0,0,0,0,0,0
0.073517,0,0,0,0,0,0
0.074958,0,0,0,0,0,0
0.076469,0,0,0,0,0,0
0.078007,0,0,0,0,0,0
0.079532,0,0,0,0,0,0
0.081031,0,0,0,0,0,0
0.082558,0,0,0,0,0,0
0.084132,0,0,0,0,0,0
0.085789,0,0,0,0,0,0
0.087312,0,0,0,0,0,0
0.088972,0,0,0,0,0,0
0.090490,0,0,0,0,0,0
0.092127,0,0,0,0,0,0
0.093954,0,0,0,0,0,0
0.095585,0,0,0,0,0,0
0.097111,0,0,0,0,0,0
0.098632,0,0,0,0,0,0
0.100150,0,0,0,0,0,0
0.101591,0,0,0,0,0,0
0.103119,0,0,0,0,0,0
0.104563,0,0,0,0,0,0
0.106003,0,0,0,0,0,0
0.107444,0,0,0,0,0,0
0.108950,0,0,0,0,0,0
0.110393,0,0,0,0,0,0
0.111855,0,0,0,0,0,0
0.113399,0,0,0,0,0,0
0.114889,0,0,0,0,0,0
0.117893,0,0,0,0,0,0
0.119546,0,0,0,0,0,0
0.121850,0,0,0,0,0,0
0.123026,0,0,0,0,0,0
0.124290,0,0,0,0,0,0
0.125808,0,0,0,0,0,0
0.127384,0,0,0,0,0,0
0.128940,0,0,0,0,0,0
0.130424,0,0,0,0,0,0
0.131928,0,0,0,0,0,0
0.133410,0,0,0,0,0,0
0.134957,0,0,0,0,0,0
0.136524,0,0,0,0,0,0
0.138009,0,0,0,0,0,0
0.139493,0,0,0,0,0,0
0.140990,0,0,0,0,0,0
0.142471,0,0,0,0,0,0
0.143955,0,0,0,0,0,0
