elapsed_s,LRZ_NEVER_COUNT,LRZ_BUSY_CYCLES,LRZ_STARVE_CYCLES_RAS
0.001114,0,0,1338000
0.002597,0,0,786338
0.004008,0,0,751914
0.005416,0,0,749942
0.006824,0,0,749926
0.008230,0,0,749428
0.009637,0,0,748349
0.011103,0,0,781852
0.012510,0,0,749303
0.013914,0,0,747947
0.015319,0,0,749186
0.016725,0,0,765116
0.018198,0,0,785246
0.019594,0,0,728717
0.020956,0,0,725082
0.022421,0,0,783641
0.023788,0,0,726645
0.025151,0,0,726236
0.026515,0,0,735910
0.027903,0,0,730242
0.029266,0,0,726190
0.030678,0,0,750718
0.032037,0,0,724411
0.033410,0,0,729840
0.034767,0,0,723516
0.036124,0,0,723987
0.037481,0,0,721815
0.038886,0,0,751873
0.040250,0,0,725807
0.041613,0,0,726420
0.043017,0,0,740087
0.044364,0,0,718303
0.045704,0,0,714134
0.047096,0,0,740584
0.048434,0,0,712941
0.049777,0,0,715244
0.051163,0,0,739497
0.052502,0,0,714308
0.053843,0,0,714194
0.055241,0,0,743374
0.056578,0,0,711984
0.057913,0,0,711689
0.059284,0,0,715341
0.060572,0,0,684206
0.061855,0,0,683224
0.063187,0,0,714863
0.064482,0,0,684989
0.065774,0,0,687489
0.067105,0,0,709901
0.068389,0,0,684486
0.069672,0,0,683606
0.070954,0,0,682596
0.072236,0,0,682710
0.073517,0,0,682643
0.074871,0,0,722351
0.076183,0,0,725738
0.077549,0,0,728182
0.078912,0,0,898948
0.080245,0,0,1243780
0.081578,0,0,1244994
0.082916,0,0,1250342
0.084255,0,0,1245320
0.085589,0,0,1246959
0.086938,0,0,1253686
0.088268,0,0,1248198
0.089677,0,0,1350391
0.091105,0,0,1543722
0.092772,0,0,1304785
0.094160,0,0,1335385
0.095591,0,0,1741567
0.097063,0,0,1685256
0.098455,0,0,1695170
0.099864,0,0,1768061
0.101349,27483,27521,1481946
0.102604,168760,171228,1214990
0.103890,166492,163380,1159815
0.105126,158919,160175,1155848
0.106413,398366,396586,2814874
0.109375,164623,163881,1151132
0.111646,301026,298557,2212283
0.112974,170256,168257,1154342
0.114213,166217,164936,1153139
0.115844,221200,218190,1509988
0.117082,169341,167666,1148538
0.118320,178833,176341,1184925
0.119602,164157,162801,1154129
0.120839,166852,165155,1147809
0.122076,167084,165225,1147963
0.123360,173552,173896,1192010
0.124598,166607,167229,1149908
0.125835,170177,168979,1141118
0.127074,170156,167113,1153981
0.128312,167768,166518,1147476
0.129679,190688,189237,1288062
0.131082,188935,188458,1305974
0.132358,165210,165303,1164867
0.133600,162454,162900,1157166
0.134842,166526,166029,1155785
0.136081,163225,163127,1152331
0.137319,163740,165749,1151433
0.138559,162885,168074,1148131
0.140004,149254,143615,1455821
0.141267,0,0,1684288
0.142771,0,0,1831083
0.144159,0,0,1667575
0.145535,0,0,1666073
0.146909,0,0,1664420
0.148284,0,0,1663877
0.149657,0,0,1663206
0.151040,0,0,1675916
