elapsed_s,RB_C_WRITE,RB_TOTAL_PASS,RB_Z_PASS,RB_Z_FAIL,RB_S_FAIL,RB_BLENDED_FXP_COMPONENTS,RB_BLENDED_FP16_COMPONENTS,RB_PS_INVOCATIONS
0.001090,0,0,0,0,0,0,0,0
0.002586,0,0,0,0,0,0,0,0
0.004087,0,0,0,0,0,0,0,0
0.005540,0,0,0,0,0,0,0,0
0.006991,0,0,0,0,0,0,0,0
0.008467,0,0,0,0,0,0,0,0
0.009929,0,0,0,0,0,0,0,0
0.011383,0,0,0,0,0,0,0,0
0.012859,0,0,0,0,0,0,0,0
0.014567,0,0,0,0,0,0,0,0
0.016033,0,0,0,0,0,0,0,0
0.017448,0,0,0,0,0,0,0,0
0.018993,0,0,0,0,0,0,0,0
0.020378,0,0,0,0,0,0,0,0
0.021761,0,0,0,0,0,0,0,0
0.023145,0,0,0,0,0,0,0,0
0.024524,0,0,0,0,0,0,0,0
0.025951,0,0,0,0,0,0,0,0
0.027379,0,0,0,0,0,0,0,0
0.028773,0,0,0,0,0,0,0,0
0.030173,0,0,0,0,0,0,0,0
0.031571,0,0,0,0,0,0,0,0
0.032999,0,0,0,0,0,0,0,0
0.034418,0,0,0,0,0,0,0,0
0.035838,0,0,0,0,0,0,0,0
0.037170,0,0,0,0,0,0,0,0
0.038492,0,0,0,0,0,0,0,0
0.039925,0,0,0,0,0,0,0,0
0.041258,0,0,0,0,0,0,0,0
0.042642,0,0,0,0,0,0,0,0
0.043915,0,0,0,0,0,0,0,0
0.045348,0,0,0,0,0,0,0,0
0.046622,0,0,0,0,0,0,0,0
0.047896,0,0,0,0,0,0,0,0
0.049169,0,0,0,0,0,0,0,0
0.050492,0,0,0,0,0,0,0,0
0.051785,0,0,0,0,0,0,0,0
0.053058,0,0,0,0,0,0,0,0
0.054411,0,0,0,0,0,0,0,0
0.055863,0,0,0,0,0,0,0,0
0.057308,0,0,0,0,0,0,0,0
0.058807,0,0,0,0,0,0,0,0
0.060252,0,0,0,0,0,0,0,0
0.061648,0,0,0,0,0,0,0,0
0.063080,0,0,0,0,0,0,0,0
0.064449,0,0,0,0,0,0,0,0
0.065831,0,0,0,0,0,0,0,0
0.067238,0,0,0,0,0,0,0,0
0.068881,0,0,0,0,0,0,0,0
0.070618,0,0,0,0,0,0,0,0
0.072060,0,0,0,0,0,0,0,0
0.073479,0,0,0,0,0,0,0,0
0.074892,0,0,0,0,0,0,0,0
0.076302,0,0,0,0,0,0,0,0
0.077707,0,0,0,0,0,0,0,0
0.079114,0,0,0,0,0,0,0,0
0.080376,0,0,0,0,0,0,0,0
0.081638,0,0,0,0,0,0,0,0
0.085343,0,0,0,0,0,0,0,0
0.087019,0,0,0,0,0,0,0,0
0.088282,0,0,0,0,0,0,0,0
0.089544,0,0,0,0,0,0,0,0
0.090808,0,0,0,0,0,0,0,0
0.092075,0,0,0,0,0,0,0,0
0.093612,0,0,0,0,0,0,0,0
0.095049,0,0,0,0,0,0,0,0
0.096459,0,0,0,0,0,0,0,0
0.097866,0,0,0,0,0,0,0,0
0.099322,0,0,0,0,0,0,0,0
0.100729,0,0,0,0,0,0,0,0
0.102134,0,0,0,0,0,0,0,0
0.103580,0,0,0,0,0,0,0,0
0.104987,0,0,0,0,0,0,0,0
0.106432,0,0,0,0,0,0,0,0
0.107854,0,0,0,0,0,0,0,0
0.109247,0,0,0,0,0,0,0,0
0.110616,0,0,0,0,0,0,0,0
0.111976,0,0,0,0,0,0,0,0
0.113336,0,0,0,0,0,0,0,0
0.114709,0,0,0,0,0,0,0,0
0.118205,0,0,0,0,0,0,0,0
0.119648,0,0,0,0,0,0,0,0
0.121052,0,0,0,0,0,0,0,0
0.122456,0,0,0,0,0,0,0,0
0.123862,0,0,0,0,0,0,0,0
0.125278,0,0,0,0,0,0,0,0
0.127111,0,0,0,0,0,0,0,0
0.128522,0,0,0,0,0,0,0,0
0.129930,0,0,0,0,0,0,0,0
0.131384,0,0,0,0,0,0,0,0
0.132786,0,0,0,0,0,0,0,0
0.134187,0,0,0,0,0,0,0,0
0.135703,0,0,0,0,0,0,0,0
0.137083,0,0,0,0,0,0,0,0
0.138446,0,0,0,0,0,0,0,0
0.139807,0,0,0,0,0,0,0,0
0.141168,0,0,0,0,0,0,0,0
0.142529,0,0,0,0,0,0,0,0
0.143897,0,0,0,0,0,0,0,0
0.145258,0,0,0,0,0,0,0,0
0.146632,0,0,0,0,0,0,0,0
0.148060,0,0,0,0,0,0,0,0
0.149464,0,0,0,0,0,0,0,0
0.150873,0,0,0,0,0,0,0,0
0.152279,0,0,0,0,0,0,0,0
0.153813,0,0,0,0,0,0,0,0
0.155384,0,0,0,0,0,0,0,0
0.156844,0,0,0,0,0,0,0,0
0.158387,0,0,0,0,0,0,0,0
0.159958,0,0,0,0,0,0,0,0
0.161528,0,0,0,0,0,0,0,0
0.163144,0,0,0,0,0,0,0,0
0.164715,0,0,0,0,0,0,0,0
0.166284,0,0,0,0,0,0,0,0
0.167884,0,0,0,0,0,0,0,0
0.169454,0,0,0,0,0,0,0,0
0.171026,0,0,0,0,0,0,0,0
0.172596,0,0,0,0,0,0,0,0
0.174167,0,0,0,0,0,0,0,0
0.175742,0,0,0,0,0,0,0,0
0.177311,0,0,0,0,0,0,0,0
0.178938,0,0,0,0,0,0,0,0
0.180509,0,0,0,0,0,0,0,0
0.182079,0,0,0,0,0,0,0,0
0.183653,0,0,0,0,0,0,0,0
0.185224,0,0,0,0,0,0,0,0
0.186797,0,0,0,0,0,0,0,0
0.188369,0,0,0,0,0,0,0,0
0.189950,0,0,0,0,0,0,0,0
0.191394,0,0,0,0,0,0,0,0
0.192934,0,0,0,0,0,0,0,0
0.194506,0,0,0,0,0,0,0,0
0.196120,0,0,0,0,0,0,0,0
0.197689,0,0,0,0,0,0,0,0
0.199260,0,0,0,0,0,0,0,0
0.201321,0,0,0,0,0,0,0,0
0.202749,0,0,0,0,0,0,0,0
0.204162,0,0,0,0,0,0,0,0
0.205572,0,0,0,0,0,0,0,0
0.206983,0,0,0,0,0,0,0,0
0.208394,0,0,0,0,0,0,0,0
0.209931,0,0,0,0,0,0,0,0
0.211430,0,0,0,0,0,0,0,0
0.212974,0,0,0,0,0,0,0,0
0.214548,0,0,0,0,0,0,0,0
0.216122,0,0,0,0,0,0,0,0
0.217690,0,0,0,0,0,0,0,0
0.219259,0,0,0,0,0,0,0,0
0.220830,0,0,0,0,0,0,0,0
0.222416,0,0,0,0,0,0,0,0
0.223989,0,0,0,0,0,0,0,0
0.225559,0,0,0,0,0,0,0,0
0.227177,0,0,0,0,0,0,0,0
0.228751,0,0,0,0,0,0,0,0
0.230322,0,0,0,0,0,0,0,0
0.231756,0,0,0,0,0,0,0,0
0.233178,0,0,0,0,0,0,0,0
0.234679,0,0,0,0,0,0,0,0
0.236223,0,0,0,0,0,0,0,0
0.237794,0,0,0,0,0,0,0,0
0.239367,0,0,0,0,0,0,0,0
0.240940,0,0,0,0,0,0,0,0
0.242514,0,0,0,0,0,0,0,0
0.244146,0,0,0,0,0,0,0,0
0.245765,0,0,0,0,0,0,0,0
0.247338,0,0,0,0,0,0,0,0
0.248911,0,0,0,0,0,0,0,0
0.250486,0,0,0,0,0,0,0,0
0.252060,0,0,0,0,0,0,0,0
0.253630,0,0,0,0,0,0,0,0
0.255215,0,0,0,0,0,0,0,0
0.256788,0,0,0,0,0,0,0,0
0.258427,0,0,0,0,0,0,0,0
0.260108,0,0,0,0,0,0,0,0
0.261681,0,0,0,0,0,0,0,0
0.263254,0,0,0,0,0,0,0,0
0.264827,0,0,0,0,0,0,0,0
0.266416,0,0,0,0,0,0,0,0
0.267981,0,0,0,0,0,0,0,0
0.269544,0,0,0,0,0,0,0,0
0.270987,0,0,0,0,0,0,0,0
0.272530,0,0,0,0,0,0,0,0
0.274101,0,0,0,0,0,0,0,0
0.275678,0,0,0,0,0,0,0,0
0.277263,0,0,0,0,0,0,0,0
0.278837,0,0,0,0,0,0,0,0
0.280401,0,0,0,0,0,0,0,0
0.281963,0,0,0,0,0,0,0,0
0.283406,0,0,0,0,0,0,0,0
0.284955,0,0,0,0,0,0,0,0
0.286650,0,0,0,0,0,0,0,0
0.288236,0,0,0,0,0,0,0,0
