elapsed_s,RB_VRS_4X2_QUADS,RB_VRS_4X4_QUADS,RB_STALL_CYCLES_HLSQ_INFO,RB_HLSQ_ACTIVE_INFO,RB_STALL_CYCLES_HLSQ_ATTR,RB_HLSQ_ACTIVE_ATTR,RB_STALL_CYCLES_ZMODE_SWITCH,RB_TOTAL_PASS_PIXELS
0.001101,0,0,0,0,0,0,0,0
0.002674,0,0,0,0,0,0,0,0
0.004277,0,0,0,0,0,0,0,0
0.005821,0,0,0,0,0,0,0,0
0.007362,0,0,0,0,0,0,0,0
0.009055,0,0,0,0,0,0,0,0
0.010608,0,0,0,0,0,0,0,0
0.012152,0,0,0,0,0,0,0,0
0.013692,0,0,0,0,0,0,0,0
0.015231,0,0,0,0,0,0,0,0
0.016772,0,0,0,0,0,0,0,0
0.018344,0,0,0,0,0,0,0,0
0.019926,0,0,0,0,0,0,0,0
0.021543,0,0,0,0,0,0,0,0
0.023061,0,0,0,0,0,0,0,0
0.024578,0,0,0,0,0,0,0,0
0.026096,0,0,0,0,0,0,0,0
0.027614,0,0,0,0,0,0,0,0
0.029152,0,0,0,0,0,0,0,0
0.030669,0,0,0,0,0,0,0,0
0.032194,0,0,0,0,0,0,0,0
0.033710,0,0,0,0,0,0,0,0
0.035229,0,0,0,0,0,0,0,0
0.036808,0,0,0,0,0,0,0,0
0.038273,0,0,0,0,0,0,0,0
0.039733,0,0,0,0,0,0,0,0
0.041325,0,0,0,0,0,0,0,0
0.042749,0,0,0,0,0,0,0,0
0.044153,0,0,0,0,0,0,0,0
0.045536,0,0,0,0,0,0,0,0
0.046919,0,0,0,0,0,0,0,0
0.048301,0,0,0,0,0,0,0,0
0.049684,0,0,0,0,0,0,0,0
0.051067,0,0,0,0,0,0,0,0
0.052466,0,0,0,0,0,0,0,0
0.053852,0,0,0,0,0,0,0,0
0.055234,0,0,0,0,0,0,0,0
0.056638,0,0,0,0,0,0,0,0
0.058005,0,0,0,0,0,0,0,0
0.059367,0,0,0,0,0,0,0,0
0.060742,0,0,0,0,0,0,0,0
0.062112,0,0,0,0,0,0,0,0
0.063480,0,0,0,0,0,0,0,0
0.064958,0,0,0,0,0,0,0,0
0.066319,0,0,0,0,0,0,0,0
0.067686,0,0,0,0,0,0,0,0
0.069057,0,0,0,0,0,0,0,0
0.070440,0,0,0,0,0,0,0,0
0.071806,0,0,0,0,0,0,0,0
0.073183,0,0,0,0,0,0,0,0
0.074570,0,0,0,0,0,0,0,0
0.075960,0,0,0,0,0,0,0,0
0.077328,0,0,0,0,0,0,0,0
0.078691,0,0,0,0,0,0,0,0
0.080061,0,0,0,0,0,0,0,0
0.081808,0,0,0,0,0,0,0,0
0.083025,0,0,0,0,0,0,0,0
0.084305,0,0,0,0,0,0,0,0
0.085589,0,0,0,0,0,0,0,0
0.086853,0,0,0,0,0,0,0,0
0.088620,0,0,0,0,0,0,0,0
0.089884,0,0,0,0,0,0,0,0
0.091149,0,0,0,0,0,0,0,0
0.092413,0,0,0,0,0,0,0,0
0.093679,0,0,0,0,0,0,0,0
0.094944,0,0,0,0,0,0,0,0
0.096352,0,0,0,0,0,0,0,0
0.097774,0,0,0,0,0,0,0,0
0.099181,0,0,0,0,0,0,0,0
0.100646,0,0,0,0,0,0,0,0
0.102051,0,0,0,0,0,0,0,0
0.103467,0,0,0,0,0,0,0,0
0.104878,0,0,0,0,0,0,0,0
0.106297,0,0,0,0,0,0,0,0
0.107703,0,0,0,0,0,0,0,0
0.109157,0,0,0,0,0,0,0,0
0.110913,0,0,0,0,0,0,0,0
0.112565,0,0,0,0,0,0,0,0
0.114063,0,0,0,0,0,0,0,0
0.115638,0,0,0,0,0,0,0,0
0.117075,0,0,0,0,0,0,0,0
0.118507,0,0,0,0,0,0,0,0
0.119963,0,0,0,0,0,0,0,0
0.121363,0,0,0,0,0,0,0,0
0.122760,0,0,0,0,0,0,0,0
0.124780,0,0,0,0,0,0,0,0
0.126332,0,0,0,0,0,0,0,0
0.127755,0,0,0,0,0,0,0,0
0.129181,0,0,0,0,0,0,0,0
0.130583,0,0,0,0,0,0,0,0
0.132055,0,0,0,0,0,0,0,0
0.133457,0,0,0,0,0,0,0,0
0.134857,0,0,0,0,0,0,0,0
0.136352,0,0,0,0,0,0,0,0
0.137763,0,0,0,0,0,0,0,0
0.139165,0,0,0,0,0,0,0,0
0.140566,0,0,0,0,0,0,0,0
0.141973,0,0,0,0,0,0,0,0
0.143503,0,0,0,0,0,0,0,0
0.145168,0,0,0,0,0,0,0,0
0.146730,0,0,0,0,0,0,0,0
0.148245,0,0,0,0,0,0,0,0
0.149795,0,0,0,0,0,0,0,0
0.151366,0,0,0,0,0,0,0,0
0.152940,0,0,0,0,0,0,0,0
0.154513,0,0,0,0,0,0,0,0
0.156088,0,0,0,0,0,0,0,0
0.157653,0,0,0,0,0,0,0,0
0.159109,0,0,0,0,0,0,0,0
0.160519,0,0,0,0,0,0,0,0
0.162056,0,0,0,0,0,0,0,0
0.163627,0,0,0,0,0,0,0,0
0.165202,0,0,0,0,0,0,0,0
0.166772,0,0,0,0,0,0,0,0
0.168345,0,0,0,0,0,0,0,0
0.169930,0,0,0,0,0,0,0,0
0.171499,0,0,0,0,0,0,0,0
0.173124,0,0,0,0,0,0,0,0
0.174694,0,0,0,0,0,0,0,0
0.176268,0,0,0,0,0,0,0,0
0.177839,0,0,0,0,0,0,0,0
0.179409,0,0,0,0,0,0,0,0
0.180909,0,0,0,0,0,0,0,0
0.182450,0,0,0,0,0,0,0,0
0.184023,0,0,0,0,0,0,0,0
0.185594,0,0,0,0,0,0,0,0
0.187164,0,0,0,0,0,0,0,0
0.188735,0,0,0,0,0,0,0,0
0.190306,0,0,0,0,0,0,0,0
0.191892,0,0,0,0,0,0,0,0
0.193464,0,0,0,0,0,0,0,0
0.195034,0,0,0,0,0,0,0,0
0.196651,0,0,0,0,0,0,0,0
0.198222,0,0,0,0,0,0,0,0
0.199792,0,0,0,0,0,0,0,0
0.201393,0,0,0,0,0,0,0,0
0.202976,0,0,0,0,0,0,0,0
0.204548,0,0,0,0,0,0,0,0
0.206120,0,0,0,0,0,0,0,0
0.207689,0,0,0,0,0,0,0,0
0.209265,0,0,0,0,0,0,0,0
0.210834,0,0,0,0,0,0,0,0
0.212451,0,0,0,0,0,0,0,0
0.214037,0,0,0,0,0,0,0,0
0.215606,0,0,0,0,0,0,0,0
0.217181,0,0,0,0,0,0,0,0
0.218750,0,0,0,0,0,0,0,0
0.220323,0,0,0,0,0,0,0,0
0.221894,0,0,0,0,0,0,0,0
0.223452,0,0,0,0,0,0,0,0
0.224977,0,0,0,0,0,0,0,0
0.226518,0,0,0,0,0,0,0,0
0.228090,0,0,0,0,0,0,0,0
0.229706,0,0,0,0,0,0,0,0
0.231276,0,0,0,0,0,0,0,0
0.232846,0,0,0,0,0,0,0,0
0.234415,0,0,0,0,0,0,0,0
0.235919,0,0,0,0,0,0,0,0
0.237469,0,0,0,0,0,0,0,0
0.239040,0,0,0,0,0,0,0,0
0.240616,0,0,0,0,0,0,0,0
0.242189,0,0,0,0,0,0,0,0
0.243761,0,0,0,0,0,0,0,0
0.245333,0,0,0,0,0,0,0,0
0.246957,0,0,0,0,0,0,0,0
0.248395,0,0,0,0,0,0,0,0
0.249927,0,0,0,0,0,0,0,0
0.251490,0,0,0,0,0,0,0,0
0.253126,0,0,0,0,0,0,0,0
0.254709,0,0,0,0,0,0,0,0
0.256181,0,0,0,0,0,0,0,0
0.257631,0,0,0,0,0,0,0,0
0.259049,0,0,0,0,0,0,0,0
0.260504,0,0,0,0,0,0,0,0
0.261913,0,0,0,0,0,0,0,0
0.263321,0,0,0,0,0,0,0,0
0.264941,0,0,0,0,0,0,0,0
0.266515,0,0,0,0,0,0,0,0
0.268103,0,0,0,0,0,0,0,0
0.269677,0,0,0,0,0,0,0,0
0.271249,0,0,0,0,0,0,0,0
0.272823,0,0,0,0,0,0,0,0
0.274397,0,0,0,0,0,0,0,0
0.275972,0,0,0,0,0,0,0,0
0.277588,0,0,0,0,0,0,0,0
0.279174,0,0,0,0,0,0,0,0
0.280747,0,0,0,0,0,0,0,0
0.282321,0,0,0,0,0,0,0,0
0.283896,0,0,0,0,0,0,0,0
0.285469,0,0,0,0,0,0,0,0
0.287041,0,0,0,0,0,0,0,0
0.288616,0,0,0,0,0,0,0,0
0.290202,0,0,0,0,0,0,0,0
0.291773,0,0,0,0,0,0,0,0
0.293209,0,0,0,0,0,0,0,0
0.294625,0,0,0,0,0,0,0,0
0.296166,0,0,0,0,0,0,0,0
0.297740,0,0,0,0,0,0,0,0
0.299313,0,0,0,0,0,0,0,0
0.300898,0,0,0,0,0,0,0,0
0.302471,0,0,0,0,0,0,0,0
0.304045,0,0,0,0,0,0,0,0
0.305618,0,0,0,0,0,0,0,0
0.307511,0,0,0,0,0,0,0,0
0.309179,0,0,0,0,0,0,0,0
0.310751,0,0,0,0,0,0,0,0
0.312339,0,0,0,0,0,0,0,0
0.313912,0,0,0,0,0,0,0,0
0.315483,0,0,0,0,0,0,0,0
0.317109,0,0,0,0,0,0,0,0
0.318681,0,0,0,0,0,0,0,0
0.320256,0,0,0,0,0,0,0,0
0.321829,0,0,0,0,0,0,0,0
0.323414,0,0,0,0,0,0,0,0
0.325030,0,0,0,0,0,0,0,0
0.326604,0,0,0,0,0,0,0,0
0.328178,0,0,0,0,0,0,0,0
0.329752,0,0,0,0,0,0,0,0
0.331322,0,0,0,0,0,0,0,0
0.332895,0,0,0,0,0,0,0,0
0.334483,0,0,0,0,0,0,0,0
0.336058,0,0,0,0,0,0,0,0
0.337632,0,0,0,0,0,0,0,0
0.339204,0,0,0,0,0,0,0,0
0.340821,0,0,0,0,0,0,0,0
0.342394,0,0,0,0,0,0,0,0
0.343969,0,0,0,0,0,0,0,0
0.345556,0,0,0,0,0,0,0,0
0.347128,0,0,0,0,0,0,0,0
0.348701,0,0,0,0,0,0,0,0
0.350265,0,0,0,0,0,0,0,0
0.352061,0,0,0,0,0,0,0,0
0.353629,0,0,0,0,0,0,0,0
0.355199,0,0,0,0,0,0,0,0
0.356825,0,0,0,0,0,0,0,0
0.358398,0,0,0,0,0,0,0,0
0.359971,0,0,0,0,0,0,0,0
0.361543,0,0,0,0,0,0,0,0
0.363113,0,0,0,0,0,0,0,0
0.364684,0,0,0,0,0,0,0,0
0.366256,0,0,0,0,0,0,0,0
0.367842,0,0,0,0,0,0,0,0
0.369415,0,0,0,0,0,0,0,0
0.370985,0,0,0,0,0,0,0,0
0.372602,0,0,0,0,0,0,0,0
0.374046,0,0,0,0,0,0,0,0
0.375585,0,0,0,0,0,0,0,0
0.377161,0,0,0,0,0,0,0,0
0.378644,0,0,0,0,0,0,0,0
0.380217,0,0,0,0,0,0,0,0
0.381787,0,0,0,0,0,0,0,0
0.383357,0,0,0,0,0,0,0,0
0.384929,0,0,0,0,0,0,0,0
0.386501,0,0,0,0,0,0,0,0
0.388075,0,0,0,0,0,0,0,0
0.389705,0,0,0,0,0,0,0,0
0.391275,0,0,0,0,0,0,0,0
0.392846,0,0,0,0,0,0,0,0
0.394418,0,0,0,0,0,0,0,0
0.395991,0,0,0,0,0,0,0,0
0.397562,0,0,0,0,0,0,0,0
0.399132,0,0,0,0,0,0,0,0
0.400716,0,0,0,0,0,0,0,0
0.402287,0,0,0,0,0,0,0,0
0.403860,0,0,0,0,0,0,0,0
0.405431,0,0,0,0,0,0,0,0
0.407001,0,0,0,0,0,0,0,0
0.408574,0,0,0,0,0,0,0,0
0.410145,0,0,0,0,0,0,0,0
0.411729,0,0,0,0,0,0,0,0
0.413305,0,0,0,0,0,0,0,0
0.414874,0,0,0,0,0,0,0,0
0.416447,0,0,0,0,0,0,0,0
0.418019,0,0,0,0,0,0,0,0
0.419588,0,0,0,0,0,0,0,0
0.421165,0,0,0,0,0,0,0,0
0.422625,0,0,0,0,0,0,0,0
0.424168,0,0,0,0,0,0,0,0
0.425739,0,0,0,0,0,0,0,0
0.427309,0,0,0,0,0,0,0,0
0.428880,0,0,0,0,0,0,0,0
0.430452,0,0,0,0,0,0,0,0
0.432025,0,0,0,0,0,0,0,0
0.433606,0,0,0,0,0,0,0,0
0.435174,0,0,0,0,0,0,0,0
0.436713,0,0,0,0,0,0,0,0
0.438136,0,0,0,0,0,0,0,0
0.439674,0,0,0,0,0,0,0,0
0.441252,0,0,0,0,0,0,0,0
0.442825,0,0,0,0,0,0,0,0
0.444412,0,0,0,0,0,0,0,0
0.445986,0,0,0,0,0,0,0,0
0.447557,0,0,0,0,0,0,0,0
0.449132,0,0,0,0,0,0,0,0
0.450702,0,0,0,0,0,0,0,0
0.452318,0,0,0,0,0,0,0,0
0.453882,0,0,0,0,0,0,0,0
0.455458,0,0,0,0,0,0,0,0
0.457683,0,0,0,0,0,0,0,0
