elapsed_s,ALWAYSON
0.001271,51939
0.002801,28893
0.004234,27428
0.005659,27385
0.007090,27517
0.008520,27388
0.009956,29496
0.011482,27382
0.012907,28528
0.014593,32067
0.016037,27059
0.017430,26615
0.018810,26135
0.020169,26103
0.021513,26110
0.022893,26533
0.024275,26548
0.025657,26543
0.027040,26537
0.028422,26565
0.029835,27037
0.031261,27138
0.032665,26964
0.034069,28596
0.035563,27027
0.036958,26419
0.038374,27907
0.039747,25808
0.041074,25406
0.042455,27013
0.043824,26088
0.045252,29265
0.046730,26355
0.048073,25771
0.049414,25790
0.050804,26631
0.052141,28032
0.053615,25944
0.055009,26783
0.056350,25747
0.057691,25744
0.059081,29080
0.060555,28340
0.062077,30360
0.063610,27313
0.065000,26652
0.066376,26430
0.067753,26421
0.069130,26430
0.070505,26392
0.071880,26409
0.073256,26435
0.074636,26452
0.076070,27686
0.077505,27479
0.078931,27082
0.080282,25926
0.081631,25911
0.083031,26907
0.084382,25919
0.085735,25977
0.087134,26850
0.088536,26946
0.089940,26904
0.091287,25876
0.092635,25856
0.093996,27948
0.095570,27744
0.097014,27501
0.098426,26987
0.099815,26643
0.101312,28838
0.102712,26777
0.104151,30056
0.105784,28823
0.107164,26495
0.108531,26248
0.109946,28831
0.111404,26319
0.112770,26225
0.114134,25882
0.115485,26199
0.116847,26137
0.118292,46331
0.120622,26154
0.121982,27271
0.123402,26054
0.124759,26028
0.126163,28226
0.127586,26082
0.128952,26258
0.130579,31206
0.131939,26112
0.133297,26103
0.134657,26097
0.136387,33312
0.137751,26131
0.139134,26845
0.141027,36133
0.142634,31189
0.144022,26308
0.145389,26252
0.146759,26233
0.148120,26123
0.149490,26298
0.150851,27547
0.152413,29017
0.153935,31224
0.155445,26675
0.156817,26309
0.158230,27127
0.159612,26527
0.160980,26254
0.162349,26292
0.163714,26194
0.165209,29185
0.166743,29448
0.168275,29425
0.169818,29614
0.171351,29435
0.172884,30260
0.174462,29451
0.175993,29405
0.177523,29371
0.179057,29463
0.180602,29665
0.182132,29477
0.183670,29438
0.185201,29391
0.186735,29451
0.188267,29429
0.189842,30235
0.191260,26815
0.192764,29276
0.194298,29378
0.195823,29259
0.197345,29209
0.198742,26488
0.200242,29184
0.201660,26957
0.203170,29323
0.204702,29404
0.206238,29509
0.207771,29411
0.209302,29415
0.210836,29453
0.212382,29692
0.213914,29461
0.215449,29420
0.216979,30329
0.218447,27005
0.219787,25478
0.221107,25341
0.222485,26434
0.223804,25306
0.225121,25272
0.226438,25236
0.227749,25161
0.229059,25163
0.230422,26259
0.231740,25279
0.233068,25548
0.234388,25279
0.235703,25252
0.237018,26064
0.238366,24807
0.239659,24833
0.241002,25782
0.242347,25871
0.243723,26831
0.245050,25074
0.246348,25465
0.247689,25249
0.248988,24815
0.250327,25713
0.251619,24781
0.252907,25597
0.254289,27258
0.255640,25860
0.256987,25852
0.258383,26803
0.259730,25854
0.261076,25853
0.262472,26807
0.263819,23771
0.265060,25898
0.266455,26888
0.267806,25846
