elapsed_s,CP_LONG_PREEMPTIONS,CP_SQE_I_CACHE_STARVE,CP_SQE_IDLE,CP_SQE_PM4_STARVE_RB,CP_SQE_PM4_STARVE_IB1,CP_SQE_PM4_STARVE_IB2,CP_SQE_PM4_STARVE_IB3,CP_SQE_PM4_STARVE_FSDT,CP_SQE_PM4_STARVE_SDS,CP_SQE_MRB_STARVE,CP_SQE_RRB_STARVE,CP_SQE_VSD_STARVE,CP_VSD_DECODE_STARVE,CP_SQE_PIPE_OUT_STALL
0.001125,0,2562,338053,134,0,0,0,0,0,0,70,0,0,0
0.002664,0,2480,340763,133,0,0,0,0,0,0,71,0,0,0
0.004138,0,2570,323636,134,0,0,0,0,0,0,71,0,0,0
0.005608,0,2605,323409,134,0,0,0,0,0,0,71,0,0,0
0.007074,0,2261,323604,134,0,0,0,0,0,0,70,0,0,0
0.008574,0,2442,317576,134,0,0,0,0,0,0,70,0,0,0
0.010081,0,2642,326900,134,0,0,0,0,0,0,72,0,0,0
0.011563,0,2118,338270,135,0,0,0,0,0,0,71,0,0,0
0.013086,0,2415,309233,134,0,0,0,0,0,0,71,0,0,0
0.014591,0,2084,321612,134,0,0,0,0,0,0,71,0,0,0
0.016062,0,2611,306454,134,0,0,0,0,0,0,72,0,0,0
0.017481,0,2057,370923,135,0,0,0,0,0,0,70,0,0,0
0.019019,0,2640,302346,134,0,0,0,0,0,0,70,0,0,0
0.020490,0,2245,302338,134,0,0,0,0,0,0,70,0,0,0
0.021904,0,2153,312853,134,0,0,0,0,0,0,71,0,0,0
0.023316,0,2390,303333,134,0,0,0,0,0,0,71,0,0,0
0.024830,0,2289,292327,134,0,0,0,0,0,0,71,0,0,0
0.026198,0,2125,284581,134,0,0,0,0,0,0,70,0,0,0
0.027562,0,2123,304452,134,0,0,0,0,0,0,71,0,0,0
0.028984,0,2537,311543,134,0,0,0,0,0,0,70,0,0,0
0.030350,0,2119,284849,134,0,0,0,0,0,0,72,0,0,0
0.031719,0,2042,340046,135,0,0,0,0,0,0,72,0,0,0
0.033100,0,1670,250538,118,0,0,0,0,0,0,70,0,0,0
0.034398,0,1613,250201,133,0,0,0,0,0,0,72,0,0,0
0.035693,0,1582,285642,133,0,0,0,0,0,0,70,0,0,0
0.037094,0,1545,291586,132,0,0,0,0,0,0,71,0,0,0
0.038512,0,1552,302765,125,0,0,0,0,0,0,71,0,0,0
0.039945,0,1581,264704,134,0,0,0,0,0,0,70,0,0,0
0.041308,0,1560,308377,109,0,0,0,0,0,0,71,0,0,0
0.042799,0,1662,304131,109,0,0,0,0,0,0,70,0,0,0
0.044221,0,1648,293209,133,0,0,0,0,0,0,70,0,0,0
0.045804,0,1646,308680,132,0,0,0,0,0,0,71,0,0,0
0.047348,0,2087,304154,134,0,0,0,0,0,0,70,0,0,0
0.048889,0,1212,336125,90,0,0,0,0,0,0,70,0,0,0
0.050310,0,1143,272069,134,0,0,0,0,0,0,72,0,0,0
0.051788,0,1148,293801,91,0,0,0,0,0,0,72,0,0,0
0.053220,0,1133,275328,95,0,0,0,0,0,0,72,0,0,0
0.054659,0,1182,316229,94,0,0,0,0,0,0,70,0,0,0
0.056213,0,15962,368498,1,67,4639,0,0,0,415,549,0,120,1747
0.057585,1,20337,607146,120,86,0,0,0,0,682,10270,0,0,0
0.058965,0,1202,291481,134,0,0,0,0,0,0,70,0,0,0
0.060348,0,1261,279252,95,0,0,0,0,0,0,71,0,0,0
0.061713,0,1203,281942,96,0,0,0,0,0,0,71,0,0,0
0.063080,0,1198,280335,95,0,0,0,0,0,0,70,0,0,0
0.064450,0,1300,290178,98,0,0,0,0,0,0,72,0,0,0
0.065863,0,1177,293893,91,0,0,0,0,0,0,71,0,0,0
0.067260,0,15594,204173,0,20,12,51,0,0,0,25,0,0,0
0.068517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.069767,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0.071016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.072283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.073600,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0.074896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.076194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.077489,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0.078787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.080220,0,3559,418368,148,0,1,0,0,0,137,121,0,0,0
0.081663,0,1965,456547,140,0,0,0,0,0,0,88,0,0,0
0.083127,0,1807,629683,220,0,0,0,0,0,0,86,0,0,0
0.084718,0,1655,462398,161,0,0,0,0,0,0,89,0,0,0
0.086164,0,1734,518880,137,0,0,0,0,0,0,86,0,0,0
0.087665,0,1659,498967,138,0,0,0,0,0,0,87,0,0,0
0.089148,0,1661,459698,138,0,0,0,0,0,0,89,0,0,0
0.090592,0,1675,455640,138,0,0,0,0,0,0,89,0,0,0
0.092080,0,1775,507409,138,0,0,0,0,0,0,88,0,0,0
0.093601,0,1650,470989,138,0,0,0,0,0,0,86,0,0,0
0.095050,0,1682,1000680,138,0,0,0,0,0,0,90,0,0,0
0.096998,0,1656,484555,137,0,0,0,0,0,0,86,0,0,0
0.098574,0,1742,460692,137,0,0,0,0,0,0,87,0,0,0
0.100288,0,1649,499843,138,0,0,0,0,0,0,85,0,0,0
0.101774,0,1646,453758,138,0,0,0,0,0,0,85,0,0,0
0.103221,0,1662,464502,138,0,0,0,0,0,0,88,0,0,0
0.104702,0,1651,465737,140,0,0,0,0,0,0,90,0,0,0
0.106134,0,1723,460454,137,0,0,0,0,0,0,85,0,0,0
0.107567,0,1675,658841,137,0,0,0,0,0,0,86,0,0,0
0.109195,0,1651,444996,136,0,0,0,0,0,0,87,0,0,0
0.110629,0,1664,462093,219,0,0,0,0,0,0,85,0,0,0
0.112172,0,1669,461013,138,0,0,0,0,0,0,85,0,0,0
0.113614,0,1651,452816,137,0,0,0,0,0,0,87,0,0,0
0.115048,0,1648,466340,136,0,0,0,0,0,0,86,0,0,0
0.116482,0,1654,445743,137,0,0,0,0,0,0,87,0,0,0
0.117940,0,1658,481063,137,0,0,0,0,0,0,85,0,0,0
0.119888,0,1652,501826,137,0,0,0,0,0,0,88,0,0,0
0.121360,0,1655,444974,137,0,0,0,0,0,0,89,0,0,0
0.122794,0,1641,463480,136,0,0,0,0,0,0,86,0,0,0
0.124237,0,1858,451521,137,0,0,0,0,0,0,85,0,0,0
0.125845,0,1656,480299,137,0,0,0,0,0,0,87,0,0,0
0.127305,0,1649,453020,137,0,0,0,0,0,0,88,0,0,0
0.129348,0,1657,464835,136,0,0,0,0,0,0,89,0,0,0
0.130791,0,1647,455604,137,0,0,0,0,0,0,86,0,0,0
0.132230,0,1673,445148,136,0,0,0,0,0,0,87,0,0,0
0.133666,0,1657,445214,137,0,0,0,0,0,0,86,0,0,0
0.135108,0,1593,429253,133,0,0,0,0,0,0,84,0,0,0
0.136581,0,1631,446836,132,0,0,0,0,0,0,84,0,0,0
0.138023,0,1633,455724,131,0,0,0,0,0,0,88,0,0,0
0.139591,0,1595,465912,132,0,0,0,0,0,0,88,0,0,0
0.141203,0,1580,458718,132,0,0,0,0,0,0,84,0,0,0
0.142807,0,1631,459694,132,0,0,0,0,0,0,87,0,0,0
0.144458,0,1629,460868,132,0,0,0,0,0,0,84,0,0,0
0.146077,0,1625,457727,132,0,0,0,0,0,0,83,0,0,0
0.147681,0,1591,545353,132,0,0,0,0,0,0,87,0,0,0
0.149435,0,1593,460820,131,0,0,0,0,0,0,87,0,0,0
0.151039,0,1727,459684,132,0,0,0,0,0,0,86,0,0,0
0.152688,0,1717,458346,132,0,0,0,0,0,0,87,0,0,0
0.154295,0,1630,458671,132,0,0,0,0,0,0,87,0,0,0
0.155901,0,1591,458568,132,0,0,0,0,0,0,87,0,0,0
0.157520,0,1594,458548,132,0,0,0,0,0,0,87,0,0,0
0.159123,0,1588,458381,132,0,0,0,0,0,0,88,0,0,0
0.160770,0,1630,460146,131,0,0,0,0,0,0,87,0,0,0
0.162375,0,1622,458790,131,0,0,0,0,0,0,84,0,0,0
0.163981,0,1633,458993,132,0,0,0,0,0,0,85,0,0,0
0.165586,0,1629,458341,132,0,0,0,0,0,0,84,0,0,0
0.167189,0,1589,458605,132,0,0,0,0,0,0,85,0,0,0
0.168725,0,1585,450635,131,0,0,0,0,0,0,84,0,0,0
0.170302,0,1796,462780,131,0,0,0,0,0,0,87,0,0,0
0.171909,0,1711,457825,131,0,0,0,0,0,0,83,0,0,0
0.173514,0,1637,458068,132,0,0,0,0,0,0,84,0,0,0
0.175117,0,1635,458637,131,0,0,0,0,0,0,88,0,0,0
0.176765,0,1739,458284,131,0,0,0,0,0,0,86,0,0,0
0.178370,0,1588,451215,132,0,0,0,0,0,0,86,0,0,0
0.179989,0,1591,458449,132,0,0,0,0,0,0,84,0,0,0
0.181594,0,1619,458855,132,0,0,0,0,0,0,85,0,0,0
0.183198,0,1627,453124,132,0,0,0,0,0,0,86,0,0,0
0.184846,0,1638,460584,131,0,0,0,0,0,0,88,0,0,0
0.186452,0,1621,458337,132,0,0,0,0,0,0,87,0,0,0
0.188058,0,1631,454620,132,0,0,0,0,0,0,88,0,0,0
0.189655,0,1591,454072,132,0,0,0,0,0,0,84,0,0,0
0.191263,0,1619,455556,132,0,0,0,0,0,0,84,0,0,0
0.192737,0,1579,445229,131,0,0,0,0,0,0,87,0,0,0
0.194311,0,1627,456364,132,0,0,0,0,0,0,84,0,0,0
0.195915,0,1592,457613,132,0,0,0,0,0,0,87,0,0,0
0.197518,0,1634,455776,131,0,0,0,0,0,0,83,0,0,0
0.199118,0,1592,457027,132,0,0,0,0,0,0,85,0,0,0
0.200766,0,1700,458131,133,0,0,0,0,0,0,83,0,0,0
0.202382,0,1591,458078,132,0,0,0,0,0,0,84,0,0,0
0.203987,0,1592,459440,132,0,0,0,0,0,0,85,0,0,0
0.205591,0,1621,457323,132,0,0,0,0,0,0,84,0,0,0
0.207192,0,1592,457683,132,0,0,0,0,0,0,88,0,0,0
0.208840,0,1590,467171,132,0,0,0,0,0,0,83,0,0,0
0.210444,0,1640,468833,132,0,0,0,0,0,0,88,0,0,0
0.212049,0,1665,459183,132,0,0,0,0,0,0,84,0,0,0
0.213667,0,1590,456796,132,0,0,0,0,0,0,87,0,0,0
0.215151,0,1670,450475,131,0,0,0,0,0,0,84,0,0,0
0.216774,0,1590,455764,131,0,0,0,0,0,0,86,0,0,0
0.218378,0,1589,459297,132,0,0,0,0,0,0,84,0,0,0
0.219983,0,1592,457030,132,0,0,0,0,0,0,87,0,0,0
0.221586,0,1622,467524,132,0,0,0,0,0,0,87,0,0,0
0.223187,0,1591,457149,132,0,0,0,0,0,0,85,0,0,0
0.224848,0,1592,458809,132,0,0,0,0,0,0,86,0,0,0
0.226452,0,1628,457301,132,0,0,0,0,0,0,87,0,0,0
0.228057,0,1634,459259,132,0,0,0,0,0,0,87,0,0,0
0.229660,0,1626,456021,132,0,0,0,0,0,0,85,0,0,0
0.231261,0,1585,456883,131,0,0,0,0,0,0,85,0,0,0
0.232907,0,1590,458624,132,0,0,0,0,0,0,86,0,0,0
0.234511,0,1632,458848,131,0,0,0,0,0,0,87,0,0,0
0.236131,0,1667,456792,132,0,0,0,0,0,0,88,0,0,0
0.237635,0,1807,453670,131,0,0,0,0,0,0,85,0,0,0
0.239237,0,1744,466940,132,0,0,0,0,0,0,84,0,0,0
0.240884,0,1631,456378,132,0,0,0,0,0,0,85,0,0,0
0.242487,0,1627,458735,131,0,0,0,0,0,0,84,0,0,0
0.244206,0,1584,462379,131,0,0,0,0,0,0,85,0,0,0
0.245813,0,1778,457763,132,0,0,0,0,0,0,84,0,0,0
0.247431,0,1592,472580,131,0,0,0,0,0,0,84,0,0,0
0.249041,0,1697,460589,131,0,0,0,0,0,0,83,0,0,0
0.250644,0,1626,460840,132,0,0,0,0,0,0,85,0,0,0
0.252251,0,1590,459144,132,0,0,0,0,0,0,83,0,0,0
0.253856,0,1591,458785,151,0,0,0,0,0,0,87,0,0,0
0.255459,0,1582,463382,132,0,0,0,0,0,0,84,0,0,0
0.257069,0,1631,458503,131,0,0,0,0,0,0,86,0,0,0
0.258685,0,1628,458642,132,0,0,0,0,0,0,86,0,0,0
0.260292,0,1635,458444,132,0,0,0,0,0,0,85,0,0,0
0.261898,0,1584,459478,132,0,0,0,0,0,0,84,0,0,0
0.263501,0,1593,462716,132,0,0,0,0,0,0,85,0,0,0
0.265146,0,1623,457363,132,0,0,0,0,0,0,83,0,0,0
0.266749,0,1591,457881,131,0,0,0,0,0,0,84,0,0,0
0.268354,0,1582,459513,131,0,0,0,0,0,0,84,0,0,0
0.269972,0,1631,458694,132,0,0,0,0,0,0,83,0,0,0
0.271575,0,1624,455012,131,0,0,0,0,0,0,88,0,0,0
0.273185,0,1631,458268,131,0,0,0,0,0,0,84,0,0,0
0.274789,0,1593,459591,131,0,0,0,0,0,0,85,0,0,0
0.276396,0,1623,458842,131,0,0,0,0,0,0,87,0,0,0
0.278001,0,1628,458407,131,0,0,0,0,0,0,83,0,0,0
0.279604,0,1592,465926,132,0,0,0,0,0,0,83,0,0,0
0.281230,0,1583,460450,132,0,0,0,0,0,0,84,0,0,0
0.282833,0,1624,458046,131,0,0,0,0,0,0,85,0,0,0
0.284440,0,1633,459831,132,0,0,0,0,0,0,83,0,0,0
0.286045,0,1630,457471,151,0,0,0,0,0,0,85,0,0,0
0.287648,0,1593,446220,132,0,0,0,0,0,0,88,0,0,0
0.289117,0,1672,449879,132,0,0,0,0,0,0,87,0,0,0
0.290566,0,1609,435107,132,0,0,0,0,0,0,87,0,0,0
0.292148,0,1624,453768,132,0,0,0,0,0,0,87,0,0,0
0.293744,0,1589,455745,131,0,0,0,0,0,0,87,0,0,0
0.295339,0,1629,454196,132,0,0,0,0,0,0,86,0,0,0
0.297082,0,1589,602709,131,0,0,0,0,0,0,83,0,0,0
0.298685,0,1631,457567,132,0,0,0,0,0,0,83,0,0,0
0.300289,0,1589,456375,131,0,0,0,0,0,0,85,0,0,0
0.301891,0,1632,455835,132,0,0,0,0,0,0,87,0,0,0
0.303385,0,1631,447666,131,0,0,0,0,0,0,87,0,0,0
0.304956,0,1594,525573,131,0,0,0,0,0,0,83,0,0,0
0.306558,0,1589,468066,131,0,0,0,0,0,0,86,0,0,0
0.308163,0,1730,457651,132,0,0,0,0,0,0,87,0,0,0
0.309765,0,1623,469684,131,0,0,0,0,0,0,83,0,0,0
0.311368,0,1595,457089,132,0,0,0,0,0,0,87,0,0,0
0.313063,0,1590,510568,132,0,0,0,0,0,0,86,0,0,0
0.314677,0,1662,458254,132,0,0,0,0,0,0,88,0,0,0
0.316283,0,1623,466459,150,0,0,0,0,0,0,83,0,0,0
0.318341,0,1591,547343,131,0,0,0,0,0,0,83,0,0,0
0.319870,0,1631,3505369,132,0,0,0,0,0,0,88,0,0,0
0.324218,0,1633,513627,132,0,0,0,0,0,0,85,0,0,0
0.325786,0,1629,449253,131,0,0,0,0,0,0,87,0,0,0
0.327236,0,1628,436851,132,0,0,0,0,0,0,85,0,0,0
0.328679,0,1676,431367,131,0,0,0,0,0,0,83,0,0,0
0.330116,0,1628,423321,132,0,0,0,0,0,0,84,0,0,0
0.331551,0,1622,489084,132,0,0,0,0,0,0,86,0,0,0
0.333062,0,1633,442336,132,0,0,0,0,0,0,84,0,0,0
0.334502,0,1582,425294,131,0,0,0,0,0,0,86,0,0,0
0.335963,0,1631,485334,132,0,0,0,0,0,0,84,0,0,0
0.337440,0,1632,433921,131,0,0,0,0,0,0,87,0,0,0
0.338882,0,1624,431715,132,0,0,0,0,0,0,87,0,0,0
0.340324,0,1677,434680,131,0,0,0,0,0,0,83,0,0,0
0.341765,0,1591,425532,131,0,0,0,0,0,0,84,0,0,0
0.343205,0,1633,425895,131,0,0,0,0,0,0,83,0,0,0
0.344646,0,1652,430957,132,0,0,0,0,0,0,84,0,0,0
0.346229,0,1631,460323,131,0,0,0,0,0,0,87,0,0,0
0.347837,0,1629,459998,131,0,0,0,0,0,0,86,0,0,0
0.349443,0,1629,457966,132,0,0,0,0,0,0,84,0,0,0
0.351047,0,1629,458957,132,0,0,0,0,0,0,84,0,0,0
0.352697,0,1631,469602,131,0,0,0,0,0,0,85,0,0,0
0.354301,0,1629,457098,132,0,0,0,0,0,0,85,0,0,0
0.355908,0,1589,459012,132,0,0,0,0,0,0,84,0,0,0
0.357528,0,1587,458623,132,0,0,0,0,0,0,85,0,0,0
0.359131,0,1594,459085,131,0,0,0,0,0,0,86,0,0,0
0.360779,0,1591,623782,132,0,0,0,0,0,0,85,0,0,0
0.362541,0,1670,459541,132,0,0,0,0,0,0,88,0,0,0
0.364149,0,1714,458721,132,0,0,0,0,0,0,86,0,0,0
0.365754,0,1630,457779,132,0,0,0,0,0,0,84,0,0,0
0.367357,0,1695,457224,131,0,0,0,0,0,0,86,0,0,0
0.368928,0,1581,530444,132,0,0,0,0,0,0,83,0,0,0
0.370655,0,1666,483610,132,0,0,0,0,0,0,85,0,0,0
0.372147,0,1589,443750,132,0,0,0,0,0,0,83,0,0,0
0.373592,0,1633,424265,131,0,0,0,0,0,0,84,0,0,0
0.375028,0,1630,452908,132,0,0,0,0,0,0,84,0,0,0
0.376502,0,1628,446648,144,0,0,0,0,0,0,83,0,0,0
0.377944,0,1630,433464,131,0,0,0,0,0,0,86,0,0,0
0.379395,0,1583,446633,131,0,0,0,0,0,0,88,0,0,0
0.380877,0,1631,474398,132,0,0,0,0,0,0,85,0,0,0
0.382445,0,1632,457396,132,0,0,0,0,0,0,86,0,0,0
0.384052,0,1616,459121,132,0,0,0,0,0,0,83,0,0,0
0.385659,0,1708,459468,132,0,0,0,0,0,0,84,0,0,0
0.387263,0,1727,458354,131,0,0,0,0,0,0,86,0,0,0
0.388868,0,1635,454094,132,0,0,0,0,0,0,85,0,0,0
0.390478,0,1622,453558,131,0,0,0,0,0,0,83,0,0,0
0.391950,0,1630,494893,131,0,0,0,0,0,0,85,0,0,0
0.393476,0,1588,448427,132,0,0,0,0,0,0,84,0,0,0
0.394921,0,1590,433580,132,0,0,0,0,0,0,84,0,0,0
0.396365,0,1627,431537,132,0,0,0,0,0,0,87,0,0,0
0.397800,0,1622,420234,132,0,0,0,0,0,0,84,0,0,0
0.399235,0,1670,452643,131,0,0,0,0,0,0,85,0,0,0
0.400718,0,1579,443391,131,0,0,0,0,0,0,87,0,0,0
0.402287,0,1631,460431,131,0,0,0,0,0,0,84,0,0,0
0.403895,0,1594,459508,132,0,0,0,0,0,0,84,0,0,0
0.405499,0,1631,458629,143,0,0,0,0,0,0,88,0,0,0
0.407102,0,1593,456900,131,0,0,0,0,0,0,84,0,0,0
0.408750,0,1662,457301,132,0,0,0,0,0,0,83,0,0,0
0.410352,0,1592,456455,131,0,0,0,0,0,0,87,0,0,0
0.411999,0,1594,518045,132,0,0,0,0,0,0,86,0,0,0
0.413498,0,1671,444196,131,0,0,0,0,0,0,87,0,0,0
0.414943,0,1592,434787,132,0,0,0,0,0,0,86,0,0,0
0.416429,0,1630,444548,131,0,0,0,0,0,0,84,0,0,0
0.417872,0,1623,434315,131,0,0,0,0,0,0,83,0,0,0
0.419314,0,1632,430976,132,0,0,0,0,0,0,88,0,0,0
0.420753,0,1672,425545,132,0,0,0,0,0,0,86,0,0,0
0.422204,0,1689,442762,123,0,0,0,0,0,0,82,0,0,0
0.423777,0,1589,440649,132,0,0,0,0,0,0,84,0,0,0
0.425382,0,1590,439006,123,0,0,0,0,0,0,82,0,0,0
0.426985,0,1592,439182,123,0,0,0,0,0,0,83,0,0,0
0.428591,0,1585,439497,139,0,0,0,0,0,0,83,0,0,0
0.430196,0,1589,439383,122,0,0,0,0,0,0,82,0,0,0
0.431803,0,1587,477958,139,0,0,0,0,0,0,82,0,0,0
0.433466,0,1548,440596,122,0,0,0,0,0,0,80,0,0,0
0.435070,0,1585,440015,123,0,0,0,0,0,0,83,0,0,0
0.436675,0,1587,438220,123,0,0,0,0,0,0,84,0,0,0
0.438280,0,1543,439246,123,0,0,0,0,0,0,81,0,0,0
0.439887,0,1587,482373,123,0,0,0,0,0,0,80,0,0,0
0.441536,0,1591,439726,123,0,0,0,0,0,0,84,0,0,0
0.443140,0,1594,439550,131,0,0,0,0,0,0,82,0,0,0
0.444758,0,1586,439206,123,0,0,0,0,0,0,81,0,0,0
0.446364,0,1551,440648,140,0,0,0,0,0,0,84,0,0,0
0.447971,0,1543,482261,141,0,0,0,0,0,0,82,0,0,0
0.449620,0,1589,438793,123,0,0,0,0,0,0,83,0,0,0
0.451223,0,1591,438988,123,0,0,0,0,0,0,84,0,0,0
0.452829,0,1542,439192,124,0,0,0,0,0,0,81,0,0,0
0.454434,0,1584,439128,123,0,0,0,0,0,0,82,0,0,0
0.456056,0,1591,440607,123,0,0,0,0,0,0,80,0,0,0
0.457661,0,1589,438697,123,0,0,0,0,0,0,81,0,0,0
0.459264,0,1590,437198,124,0,0,0,0,0,0,82,0,0,0
0.460870,0,1589,439733,123,0,0,0,0,0,0,83,0,0,0
0.462475,0,1586,440121,122,0,0,0,0,0,0,81,0,0,0
0.464083,0,1589,438276,123,0,0,0,0,0,0,83,0,0,0
0.465687,0,1567,439742,123,0,0,0,0,0,0,80,0,0,0
0.467305,0,1555,438985,192,0,0,0,0,0,0,81,0,0,0
0.468864,0,1623,428793,123,0,0,0,0,0,0,81,0,0,0
0.470439,0,1589,439545,123,0,0,0,0,0,0,81,0,0,0
0.472046,0,1586,442606,122,0,0,0,0,0,0,85,0,0,0
0.473651,0,1597,442593,192,0,0,0,0,0,0,83,0,0,0
0.475256,0,1547,439349,123,0,0,0,0,0,0,80,0,0,0
0.476862,0,1588,439741,123,0,0,0,0,0,0,81,0,0,0
0.478482,0,1587,437452,132,0,0,0,0,0,0,83,0,0,0
0.480088,0,1549,439805,139,0,0,0,0,0,0,82,0,0,0
0.481693,0,1546,439667,139,0,0,0,0,0,0,84,0,0,0
0.483297,0,1543,439993,122,0,0,0,0,0,0,82,0,0,0
0.484961,0,1688,434668,123,0,0,0,0,0,0,83,0,0,0
0.486557,0,1543,434422,123,0,0,0,0,0,0,83,0,0,0
0.488033,0,1588,470906,123,0,0,0,0,0,0,84,0,0,0
0.489664,0,1591,438449,123,0,0,0,0,0,0,81,0,0,0
0.491267,0,1546,439743,123,0,0,0,0,0,0,84,0,0,0
0.492873,0,1589,440309,123,0,0,0,0,0,0,84,0,0,0
0.494480,0,1550,440720,123,0,0,0,0,0,0,84,0,0,0
0.496087,0,1541,440181,123,0,0,0,0,0,0,84,0,0,0
0.497693,0,1584,440364,123,0,0,0,0,0,0,83,0,0,0
0.499298,0,1544,438269,139,0,0,0,0,0,0,83,0,0,0
0.500972,0,1593,435325,123,0,0,0,0,0,0,84,0,0,0
0.502569,0,1623,433813,123,0,0,0,0,0,0,84,0,0,0
0.504043,0,1586,471862,123,0,0,0,0,0,0,81,0,0,0
