elapsed_s,CP_ICACHE_MISSES,CP_ICACHE_HITS,CP_ICACHE_STALL,CP_DCACHE_MISSES,CP_DCACHE_HITS,CP_DCACHE_STALLS,CP_AQE_SQE_STALL,CP_SQE_AQE_STARVE,CP_ISR_CYCLES,CP_SQE_MD8_STALL_CYCLES,CP_SQE_MESH_EXEC_CYCLES,CP_AQE_NUM_AS_CHUNKS,CP_AQE_NUM_MS_CHUNKS,CP_S_SKEW_BUFFER_FULL
0.001094,17,246,2031,0,0,0,0,0,0,0,0,0,0,0
0.002637,17,286,2122,0,0,0,0,0,0,0,0,0,0,0
0.004147,17,250,2408,0,0,0,0,0,0,0,0,0,0,0
0.005656,17,274,2398,0,0,0,0,0,0,0,0,0,0,0
0.007163,17,250,2005,0,0,0,0,0,0,0,0,0,0,0
0.008711,17,248,2246,0,0,0,0,0,0,0,0,0,0,0
0.010207,17,328,2229,0,0,0,0,0,0,0,0,0,0,0
0.011687,17,240,2467,0,0,0,0,0,0,0,0,0,0,0
0.013167,17,238,2483,0,0,0,0,0,0,0,0,0,0,0
0.014760,17,256,2285,0,0,0,0,0,0,0,0,0,0,0
0.016418,17,256,1938,0,0,0,0,0,0,0,0,0,0,0
0.017790,17,250,2448,0,0,0,0,0,0,0,0,0,0,0
0.019334,17,290,2078,0,0,0,0,0,0,0,0,0,0,0
0.020711,17,300,2046,0,0,0,0,0,0,0,0,0,0,0
0.022077,17,260,1848,0,0,0,0,0,0,0,0,0,0,0
0.023489,17,216,1588,0,0,0,0,0,0,0,0,0,0,0
0.024797,18,227,1423,0,0,0,0,0,0,0,0,0,0,0
0.026091,17,222,1414,0,0,0,0,0,0,0,0,0,0,0
0.027434,17,223,1385,0,0,0,0,0,0,0,0,0,0,0
0.028729,17,237,1598,0,0,0,0,0,0,0,0,0,0,0
0.030023,18,215,1452,0,0,0,0,0,0,0,0,0,0,0
0.031478,17,218,1434,0,0,0,0,0,0,0,0,0,0,0
0.032785,18,227,1407,0,0,0,0,0,0,0,0,0,0,0
0.034079,18,309,1506,0,0,0,0,0,0,0,0,0,0,0
0.035442,18,309,1461,0,0,0,0,0,0,0,0,0,0,0
0.036830,18,221,1413,0,0,0,0,0,0,0,0,0,0,0
0.038221,17,200,1393,0,0,0,0,0,0,0,0,0,0,0
0.039713,18,229,1511,0,0,0,0,0,0,0,0,0,0,0
0.041181,18,233,1465,0,0,0,0,0,0,0,0,0,0,0
0.042694,17,229,1551,0,0,0,0,0,0,0,0,0,0,0
0.044146,18,233,1691,0,0,0,0,0,0,0,0,0,0,0
0.045564,17,226,1528,0,0,0,0,0,0,0,0,0,0,0
0.046970,17,223,1863,0,0,0,0,0,0,0,0,0,0,0
0.048519,18,209,1173,0,0,0,0,0,0,0,0,0,0,0
0.049975,18,209,1059,0,0,0,0,0,0,0,0,0,0,0
0.051384,148,3601,10090,0,0,0,0,0,0,0,0,0,0,0
0.053004,18,209,1207,0,0,0,0,0,0,0,0,0,0,0
0.054408,18,209,1066,0,0,0,0,0,0,0,0,0,0,0
0.055858,18,209,1183,0,0,0,0,0,0,0,0,0,0,0
0.057250,18,209,1115,0,0,0,0,0,0,0,0,0,0,0
0.058888,17,202,1126,0,0,0,0,0,0,0,0,0,0,0
0.060386,18,213,1129,0,0,0,0,0,0,0,0,0,0,0
0.061810,160,76358,17707,0,0,0,0,0,0,0,0,0,0,0
0.063065,0,832373,0,0,0,0,0,0,0,0,0,0,0,0
0.064946,0,1247173,0,0,0,0,0,0,0,0,0,0,0,0
0.066263,0,865174,0,0,0,0,0,0,0,0,0,0,0,0
