elapsed_s,RAS_SLICE_BLOCK_EMPTY,RAS_SAMPLE_MASK_GEN_LANE_0_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_1_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_2_WORKING_CC_L2
0.001150,0,0,0,0
0.002732,0,0,0,0
0.004288,0,0,0,0
0.005881,0,0,0,0
0.007447,0,0,0,0
0.008967,0,0,0,0
0.010547,0,0,0,0
0.012204,0,0,0,0
0.013711,0,0,0,0
0.015305,0,0,0,0
0.016727,0,0,0,0
0.018155,0,0,0,0
0.019603,0,0,0,0
0.021038,0,0,0,0
0.022477,0,0,0,0
0.023983,0,0,0,0
0.025511,0,0,0,0
0.027065,0,0,0,0
0.028609,0,0,0,0
0.030190,0,0,0,0
0.031644,0,0,0,0
0.033070,0,0,0,0
0.034454,0,0,0,0
0.035874,0,0,0,0
0.037294,0,0,0,0
0.038713,0,0,0,0
0.040141,0,0,0,0
0.041584,0,0,0,0
0.043054,0,0,0,0
0.044474,0,0,0,0
0.045895,0,0,0,0
0.047315,0,0,0,0
0.048736,0,0,0,0
0.050235,0,0,0,0
0.051674,0,0,0,0
0.053092,0,0,0,0
0.054574,0,0,0,0
0.055994,0,0,0,0
0.057437,0,0,0,0
0.058906,0,0,0,0
0.060408,0,0,0,0
0.061886,0,0,0,0
0.063385,0,0,0,0
0.064865,0,0,0,0
0.066367,0,0,0,0
0.067838,0,0,0,0
0.069308,0,0,0,0
0.070889,0,0,0,0
0.072520,0,0,0,0
0.074669,0,0,0,0
0.076269,0,0,0,0
0.077815,0,0,0,0
0.079309,0,0,0,0
0.080875,0,0,0,0
0.082459,0,0,0,0
0.084005,0,0,0,0
0.085686,0,0,0,0
0.087354,0,0,0,0
0.088886,0,0,0,0
0.090527,0,0,0,0
0.092240,0,0,0,0
0.093744,0,0,0,0
0.095336,0,0,0,0
0.096857,0,0,0,0
0.098393,0,0,0,0
0.099889,0,0,0,0
0.101373,0,0,0,0
0.102926,0,0,0,0
0.104347,0,0,0,0
0.105797,0,0,0,0
0.107222,0,0,0,0
0.108642,0,0,0,0
0.110188,0,0,0,0
0.111703,0,0,0,0
0.113269,0,0,0,0
0.114816,0,0,0,0
0.116311,0,0,0,0
0.117805,0,0,0,0
0.119308,0,0,0,0
0.120852,0,0,0,0
0.124345,0,0,0,0
0.125567,0,0,0,0
0.126787,0,0,0,0
0.128262,0,0,0,0
0.129623,0,0,0,0
0.131015,0,0,0,0
0.132467,0,0,0,0
0.133830,0,0,0,0
0.135244,0,0,0,0
0.136595,0,0,0,0
0.137962,0,0,0,0
0.139327,0,0,0,0
0.140704,0,0,0,0
0.142090,0,0,0,0
0.143975,0,0,0,0
0.145398,0,0,0,0
0.146767,0,0,0,0
0.148137,0,0,0,0
0.149507,0,0,0,0
0.150875,0,0,0,0
0.152242,0,0,0,0
0.153643,0,0,0,0
0.155046,0,0,0,0
0.156831,0,0,0,0
0.158189,0,0,0,0
0.159549,0,0,0,0
0.160910,0,0,0,0
0.162384,0,0,0,0
0.163707,0,0,0,0
0.165021,0,0,0,0
0.166333,0,0,0,0
0.167650,0,0,0,0
0.168973,0,0,0,0
0.170866,0,0,0,0
0.172292,0,0,0,0
0.173719,0,0,0,0
0.175263,0,0,0,0
0.176648,0,0,0,0
0.178172,0,0,0,0
0.179602,0,0,0,0
0.181032,0,0,0,0
0.182639,0,0,0,0
0.185220,0,0,0,0
0.186688,0,0,0,0
0.188166,0,0,0,0
0.189623,0,0,0,0
0.191107,0,0,0,0
0.192572,0,0,0,0
0.194160,0,0,0,0
0.195637,0,0,0,0
0.197105,0,0,0,0
0.198586,0,0,0,0
0.200054,0,0,0,0
0.201574,0,0,0,0
0.203086,0,0,0,0
0.204564,0,0,0,0
0.206037,0,0,0,0
0.207506,0,0,0,0
0.208986,0,0,0,0
0.210457,0,0,0,0
0.212117,0,0,0,0
0.213824,0,0,0,0
0.215352,0,0,0,0
0.217019,0,0,0,0
0.218650,0,0,0,0
0.220195,0,0,0,0
0.221863,0,0,0,0
0.223581,0,0,0,0
0.225352,0,0,0,0
0.227063,0,0,0,0
0.228774,0,0,0,0
0.230507,0,0,0,0
0.232203,0,0,0,0
0.233959,0,0,0,0
0.235537,0,0,0,0
0.237203,0,0,0,0
0.238914,0,0,0,0
0.240643,0,0,0,0
0.242357,0,0,0,0
0.244065,0,0,0,0
0.245765,0,0,0,0
0.247462,0,0,0,0
0.249124,0,0,0,0
0.250658,0,0,0,0
0.252348,0,0,0,0
0.254120,0,0,0,0
0.255882,0,0,0,0
0.257611,0,0,0,0
0.259431,0,0,0,0
0.261009,0,0,0,0
0.262690,0,0,0,0
0.264395,0,0,0,0
0.266105,0,0,0,0
0.267815,0,0,0,0
0.269522,0,0,0,0
0.271066,0,0,0,0
0.272546,0,0,0,0
0.274084,0,0,0,0
0.275556,0,0,0,0
0.277024,0,0,0,0
0.278494,0,0,0,0
0.280087,0,0,0,0
0.281879,0,0,0,0
0.283598,0,0,0,0
0.285305,0,0,0,0
0.287014,0,0,0,0
0.288725,0,0,0,0
0.290441,0,0,0,0
0.292171,0,0,0,0
0.293878,0,0,0,0
0.295595,0,0,0,0
0.297366,0,0,0,0
0.299078,0,0,0,0
0.300789,0,0,0,0
0.302336,0,0,0,0
0.304004,0,0,0,0
0.305777,0,0,0,0
0.307485,0,0,0,0
0.309177,0,0,0,0
0.310693,0,0,0,0
0.312218,0,0,0,0
0.313798,0,0,0,0
0.315406,0,0,0,0
0.317199,0,0,0,0
0.318715,0,0,0,0
0.320379,0,0,0,0
