elapsed_s,RAS_SAMPLE_MASK_GEN_LANE_3_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_4_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_5_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_6_WORKING_CC_L2
0.001144,0,0,0,0
0.002786,0,0,0,0
0.004442,0,0,0,0
0.005977,0,0,0,0
0.007587,0,0,0,0
0.009340,0,0,0,0
0.010889,0,0,0,0
0.012697,0,0,0,0
0.014330,0,0,0,0
0.015865,0,0,0,0
0.017339,0,0,0,0
0.018895,0,0,0,0
0.020381,0,0,0,0
0.021818,0,0,0,0
0.023254,0,0,0,0
0.024753,0,0,0,0
0.026260,0,0,0,0
0.027735,0,0,0,0
0.029231,0,0,0,0
0.030736,0,0,0,0
0.032341,0,0,0,0
0.033763,0,0,0,0
0.035239,0,0,0,0
0.036574,0,0,0,0
0.038004,0,0,0,0
0.039426,0,0,0,0
0.040854,0,0,0,0
0.042274,0,0,0,0
0.043655,0,0,0,0
0.045075,0,0,0,0
0.046498,0,0,0,0
0.047921,0,0,0,0
0.049342,0,0,0,0
0.050785,0,0,0,0
0.052293,0,0,0,0
0.053713,0,0,0,0
0.055135,0,0,0,0
0.056553,0,0,0,0
0.057988,0,0,0,0
0.059483,0,0,0,0
0.060964,0,0,0,0
0.062449,0,0,0,0
0.063920,0,0,0,0
0.065401,0,0,0,0
0.066900,0,0,0,0
0.068386,0,0,0,0
0.069849,0,0,0,0
0.071277,0,0,0,0
0.072889,0,0,0,0
0.074278,0,0,0,0
0.075725,0,0,0,0
0.077194,0,0,0,0
0.078670,0,0,0,0
0.080213,0,0,0,0
0.081704,0,0,0,0
0.083222,0,0,0,0
0.084720,0,0,0,0
0.086213,0,0,0,0
0.087767,0,0,0,0
0.089206,0,0,0,0
0.090784,0,0,0,0
0.092337,0,0,0,0
0.093900,0,0,0,0
0.095521,0,0,0,0
0.096998,0,0,0,0
0.098495,0,0,0,0
0.099967,0,0,0,0
0.101374,0,0,0,0
0.102800,0,0,0,0
0.104376,0,0,0,0
0.105862,0,0,0,0
0.107337,0,0,0,0
0.108784,0,0,0,0
0.110212,0,0,0,0
0.111646,0,0,0,0
0.113142,0,0,0,0
0.114689,0,0,0,0
0.116233,0,0,0,0
0.117769,0,0,0,0
0.119273,0,0,0,0
0.121709,0,0,0,0
0.122818,0,0,0,0
0.124037,0,0,0,0
0.125385,0,0,0,0
0.126694,0,0,0,0
0.127999,0,0,0,0
0.129305,0,0,0,0
0.130636,0,0,0,0
0.132000,0,0,0,0
0.133307,0,0,0,0
0.134615,0,0,0,0
0.135979,0,0,0,0
0.137283,0,0,0,0
0.138616,0,0,0,0
0.139922,0,0,0,0
0.141225,0,0,0,0
0.142528,0,0,0,0
0.143883,0,0,0,0
0.145196,0,0,0,0
0.146532,0,0,0,0
0.147894,0,0,0,0
0.149250,0,0,0,0
0.150661,0,0,0,0
0.152028,0,0,0,0
0.153443,0,0,0,0
0.154934,0,0,0,0
0.156496,0,0,0,0
0.157976,0,0,0,0
0.159502,0,0,0,0
0.160958,0,0,0,0
0.162466,0,0,0,0
0.163927,0,0,0,0
0.165437,0,0,0,0
0.166892,0,0,0,0
0.168564,0,0,0,0
0.170022,0,0,0,0
0.171478,0,0,0,0
0.172936,0,0,0,0
0.174392,0,0,0,0
0.175855,0,0,0,0
0.177512,0,0,0,0
0.179243,0,0,0,0
0.180952,0,0,0,0
0.182656,0,0,0,0
0.184423,0,0,0,0
0.185842,0,0,0,0
0.187461,0,0,0,0
0.188974,0,0,0,0
0.190505,0,0,0,0
0.191971,0,0,0,0
0.193436,0,0,0,0
0.194955,0,0,0,0
0.196425,0,0,0,0
0.197849,0,0,0,0
0.199506,0,0,0,0
0.201049,0,0,0,0
0.202840,0,0,0,0
0.204392,0,0,0,0
0.206048,0,0,0,0
0.207757,0,0,0,0
0.209463,0,0,0,0
0.211238,0,0,0,0
0.212779,0,0,0,0
0.214443,0,0,0,0
0.216139,0,0,0,0
0.217667,0,0,0,0
0.219342,0,0,0,0
0.221049,0,0,0,0
0.222754,0,0,0,0
0.224384,0,0,0,0
0.226049,0,0,0,0
0.227821,0,0,0,0
0.229523,0,0,0,0
0.230982,0,0,0,0
0.232474,0,0,0,0
0.234137,0,0,0,0
0.235876,0,0,0,0
0.237585,0,0,0,0
0.239299,0,0,0,0
0.241010,0,0,0,0
0.242779,0,0,0,0
0.244446,0,0,0,0
0.245929,0,0,0,0
0.247466,0,0,0,0
0.249008,0,0,0,0
0.250809,0,0,0,0
0.252469,0,0,0,0
0.254055,0,0,0,0
0.259487,0,0,0,0
0.261004,0,0,0,0
0.262436,0,0,0,0
0.263902,0,0,0,0
0.265325,0,0,0,0
0.266804,0,0,0,0
0.268455,0,0,0,0
0.269941,0,0,0,0
0.271599,0,0,0,0
0.273062,0,0,0,0
0.274574,0,0,0,0
0.276097,0,0,0,0
0.277578,0,0,0,0
0.279041,0,0,0,0
0.280566,0,0,0,0
0.282221,0,0,0,0
0.283998,0,0,0,0
0.285706,0,0,0,0
0.287414,0,0,0,0
0.288955,0,0,0,0
0.290684,0,0,0,0
0.292392,0,0,0,0
0.294100,0,0,0,0
0.295810,0,0,0,0
0.297513,0,0,0,0
0.299258,0,0,0,0
0.301115,0,0,0,0
0.302628,0,0,0,0
0.304103,0,0,0,0
0.305566,0,0,0,0
0.307085,0,0,0,0
0.308570,0,0,0,0
0.310045,0,0,0,0
0.311552,0,0,0,0
0.313208,0,0,0,0
0.314975,0,0,0,0
0.316686,0,0,0,0
0.318391,0,0,0,0
0.320101,0,0,0,0
0.321643,0,0,0,0
0.323313,0,0,0,0
0.325019,0,0,0,0
0.326539,0,0,0,0
0.328207,0,0,0,0
0.329914,0,0,0,0
0.331622,0,0,0,0
0.333162,0,0,0,0
0.334827,0,0,0,0
0.336475,0,0,0,0
0.338138,0,0,0,0
0.339851,0,0,0,0
0.341558,0,0,0,0
0.343268,0,0,0,0
0.344996,0,0,0,0
0.346765,0,0,0,0
0.348375,0,0,0,0
0.349925,0,0,0,0
0.351408,0,0,0,0
0.352872,0,0,0,0
0.354385,0,0,0,0
0.356189,0,0,0,0
0.357917,0,0,0,0
0.359464,0,0,0,0
0.360901,0,0,0,0
0.362387,0,0,0,0
0.363826,0,0,0,0
0.366273,0,0,0,0
0.367747,0,0,0,0
0.369260,0,0,0,0
0.370781,0,0,0,0
0.372450,0,0,0,0
0.373914,0,0,0,0
0.375382,0,0,0,0
0.376912,0,0,0,0
0.378450,0,0,0,0
0.379906,0,0,0,0
0.381561,0,0,0,0
0.383268,0,0,0,0
0.384831,0,0,0,0
0.386262,0,0,0,0
0.387815,0,0,0,0
0.389492,0,0,0,0
0.391338,0,0,0,0
0.393106,0,0,0,0
0.394646,0,0,0,0
0.396308,0,0,0,0
0.398020,0,0,0,0
0.399750,0,0,0,0
0.401462,0,0,0,0
0.403240,0,0,0,0
0.404951,0,0,0,0
0.406658,0,0,0,0
0.408369,0,0,0,0
0.410098,0,0,0,0
0.411877,0,0,0,0
0.413587,0,0,0,0
0.415300,0,0,0,0
0.416994,0,0,0,0
0.418749,0,0,0,0
0.420290,0,0,0,0
0.421957,0,0,0,0
0.423669,0,0,0,0
0.425364,0,0,0,0
0.427119,0,0,0,0
0.428709,0,0,0,0
0.430366,0,0,0,0
0.431957,0,0,0,0
0.433665,0,0,0,0
0.435378,0,0,0,0
0.437088,0,0,0,0
0.438795,0,0,0,0
0.440449,0,0,0,0
0.442115,0,0,0,0
0.443892,0,0,0,0
0.445601,0,0,0,0
0.447313,0,0,0,0
0.449023,0,0,0,0
0.450814,0,0,0,0
0.452655,0,0,0,0
0.454362,0,0,0,0
0.456075,0,0,0,0
0.457784,0,0,0,0
0.459496,0,0,0,0
0.461041,0,0,0,0
0.462707,0,0,0,0
0.464413,0,0,0,0
0.466122,0,0,0,0
0.467839,0,0,0,0
0.469548,0,0,0,0
0.471279,0,0,0,0
0.472991,0,0,0,0
0.474762,0,0,0,0
0.476285,0,0,0,0
0.477950,0,0,0,0
0.479660,0,0,0,0
0.481209,0,0,0,0
0.483033,0,0,0,0
0.484819,0,0,0,0
0.486592,0,0,0,0
0.488406,0,0,0,0
0.489879,0,0,0,0
0.491862,0,0,0,0
0.493685,0,0,0,0
0.495275,0,0,0,0
0.497022,0,0,0,0
0.498888,0,0,0,0
0.500683,0,0,0,0
0.502293,0,0,0,0
0.504046,0,0,0,0
0.505835,0,0,0,0
0.507628,0,0,0,0
0.509419,0,0,0,0
0.511355,0,0,0,0
0.513158,0,0,0,0
0.515024,0,0,0,0
0.516820,0,0,0,0
0.518606,0,0,0,0
0.520394,0,0,0,0
0.522184,0,0,0,0
0.523723,0,0,0,0
0.525269,0,0,0,0
0.527005,0,0,0,0
0.528570,0,0,0,0
0.530043,0,0,0,0
0.531788,0,0,0,0
0.533578,0,0,0,0
0.535187,0,0,0,0
0.537076,0,0,0,0
0.538942,0,0,0,0
0.540737,0,0,0,0
0.542523,0,0,0,0
0.544309,0,0,0,0
0.546103,0,0,0,0
0.548942,0,0,0,0
0.550502,0,0,0,0
0.551968,0,0,0,0
0.553461,0,0,0,0
0.555044,0,0,0,0
0.556585,0,0,0,0
0.558114,0,0,0,0
0.559648,0,0,0,0
0.561178,0,0,0,0
0.562772,0,0,0,0
0.564379,0,0,0,0
0.566110,0,0,0,0
0.567718,0,0,0,0
0.569464,0,0,0,0
0.571329,0,0,0,0
0.573115,0,0,0,0
0.574896,0,0,0,0
0.576688,0,0,0,0
0.578569,0,0,0,0
0.580355,0,0,0,0
0.582139,0,0,0,0
0.583925,0,0,0,0
0.585560,0,0,0,0
0.587162,0,0,0,0
0.588915,0,0,0,0
0.590454,0,0,0,0
0.592192,0,0,0,0
0.593979,0,0,0,0
0.595848,0,0,0,0
0.597637,0,0,0,0
0.599250,0,0,0,0
0.601000,0,0,0,0
0.602863,0,0,0,0
0.604653,0,0,0,0
0.606425,0,0,0,0
0.608220,0,0,0,0
0.609862,0,0,0,0
0.611713,0,0,0,0
0.613538,0,0,0,0
0.615121,0,0,0,0
0.616871,0,0,0,0
0.618735,0,0,0,0
0.620514,0,0,0,0
0.622075,0,0,0,0
0.623659,0,0,0,0
0.625189,0,0,0,0
0.626778,0,0,0,0
0.628491,0,0,0,0
0.630215,0,0,0,0
0.631804,0,0,0,0
0.633937,0,0,0,0
0.635566,0,0,0,0
0.637041,0,0,0,0
0.638502,0,0,0,0
0.639961,0,0,0,0
0.641421,0,0,0,0
0.642903,0,0,0,0
0.644600,0,0,0,0
0.646135,0,0,0,0
0.647673,0,0,0,0
0.649193,0,0,0,0
0.650655,0,0,0,0
0.652309,0,0,0,0
0.654036,0,0,0,0
0.655748,0,0,0,0
0.657456,0,0,0,0
0.659326,0,0,0,0
0.661068,0,0,0,0
0.662775,0,0,0,0
0.664384,0,0,0,0
0.666038,0,0,0,0
0.667625,0,0,0,0
0.669196,0,0,0,0
0.670855,0,0,0,0
0.672726,0,0,0,0
0.674480,0,0,0,0
0.676014,0,0,0,0
0.677789,0,0,0,0
0.679595,0,0,0,0
0.681165,0,0,0,0
0.682785,0,0,0,0
