elapsed_s,RAS_NEVER_COUNT,RAS_BUSY_CYCLES,RAS_SUPERTILE_ACTIVE_CYCLES,RAS_STALL_CYCLES_LRZ
0.001141,0,0,0,0
0.002915,0,0,0,0
0.004469,0,0,0,0
0.006296,0,0,0,0
0.007897,0,0,0,0
0.009417,0,0,0,0
0.010932,0,0,0,0
0.012419,0,0,0,0
0.013942,0,0,0,0
0.015432,0,0,0,0
0.016928,0,0,0,0
0.018319,0,0,0,0
0.019837,0,0,0,0
0.021374,0,0,0,0
0.022953,0,0,0,0
0.024459,0,0,0,0
0.025965,0,0,0,0
0.027470,0,0,0,0
0.029021,0,0,0,0
0.030567,0,0,0,0
0.031993,0,0,0,0
0.033419,0,0,0,0
0.034844,0,0,0,0
0.036264,0,0,0,0
0.037751,0,0,0,0
0.039180,0,0,0,0
0.040607,0,0,0,0
0.042031,0,0,0,0
0.043452,0,0,0,0
0.044897,0,0,0,0
0.046367,0,0,0,0
0.047800,0,0,0,0
0.049220,0,0,0,0
0.050699,0,0,0,0
0.052121,0,0,0,0
0.053606,0,0,0,0
0.054959,0,0,0,0
0.056381,0,0,0,0
0.057807,0,0,0,0
0.059226,0,0,0,0
0.060654,0,0,0,0
0.062042,0,0,0,0
0.063480,0,0,0,0
0.065032,0,0,0,0
0.066553,0,0,0,0
0.068081,0,0,0,0
0.069637,0,0,0,0
0.071184,0,0,0,0
0.072704,0,0,0,0
0.074201,0,0,0,0
0.075698,0,0,0,0
0.077192,0,0,0,0
0.078904,0,0,0,0
0.080351,0,0,0,0
0.081773,0,0,0,0
0.083192,0,0,0,0
0.084614,0,0,0,0
0.085993,0,0,0,0
0.087415,0,0,0,0
0.088836,0,0,0,0
0.090257,0,0,0,0
0.091684,0,0,0,0
0.093137,0,0,0,0
0.094678,0,0,0,0
0.096158,0,0,0,0
0.097757,0,309,0,0
0.099228,0,0,0,0
0.100709,0,0,0,0
0.102260,0,0,0,0
0.103749,0,0,0,0
0.105213,0,0,0,0
0.106678,0,0,0,0
0.108138,0,0,0,0
0.109752,0,0,0,0
0.111256,0,0,0,0
0.112890,0,0,0,0
0.114330,0,0,0,0
0.115761,0,0,0,0
0.117240,0,0,0,0
0.118678,0,0,0,0
0.120209,0,0,0,0
0.121959,0,378,0,0
0.123943,0,2934,0,0
0.125100,0,2826,0,0
0.126237,0,1857,0,0
0.127623,0,0,0,0
0.129005,0,0,0,0
0.130365,0,0,0,0
0.131726,0,0,0,0
0.133116,0,0,0,0
0.134479,0,0,0,0
0.135841,0,0,0,0
0.137288,0,0,0,0
0.138651,0,0,0,0
0.140011,0,0,0,0
0.141405,0,0,0,0
0.142790,0,0,0,0
0.144366,0,0,0,0
0.145725,0,0,0,0
0.147083,0,0,0,0
0.148446,0,0,0,0
0.149800,0,0,0,0
0.151153,0,0,0,0
0.152505,0,0,0,0
0.153862,0,0,0,0
0.155173,0,0,0,0
0.156481,0,0,0,0
0.157846,0,0,0,0
0.159215,0,0,0,0
0.160579,0,0,0,0
0.161939,0,0,0,0
0.163310,0,0,0,0
0.164672,0,0,0,0
0.166171,0,0,0,0
0.167564,0,0,0,0
0.168957,0,0,0,0
0.170500,0,0,0,0
0.171966,0,0,0,0
0.173409,0,0,0,0
0.174993,0,0,0,0
0.176452,0,0,0,0
0.178094,0,0,0,0
0.179617,0,0,0,0
0.181157,0,0,0,0
