elapsed_s,RAS_SAMPLE_MASK_GEN_LANE_15_WORKING_CC_L2,RAS_EMPTY_SBLOCK_SCAN_CYCLE_PERFCOUNTER,RAS_STEGN_STALL_BY_LATENCY_FIFO,RAS_STALL_CYCLES_LRZ_PREFETCH
0.001144,0,0,0,0
0.002748,0,0,0,0
0.004280,0,0,0,0
0.005806,0,0,0,0
0.007592,0,0,0,0
0.009236,0,0,0,0
0.010772,0,0,0,0
0.012296,0,0,0,0
0.013820,0,0,0,0
0.015555,0,0,0,0
0.017055,0,0,0,0
0.018609,0,0,0,0
0.020125,0,0,0,0
0.021638,0,0,0,0
0.023334,0,0,0,0
0.024775,0,0,0,0
0.026305,0,0,0,0
0.027805,0,0,0,0
0.029304,0,0,0,0
0.030867,0,0,0,0
0.032398,0,0,0,0
0.033818,0,0,0,0
0.035238,0,0,0,0
0.036605,0,0,0,0
0.038059,0,0,0,0
0.039580,0,0,0,0
0.040990,0,0,0,0
0.042367,0,0,0,0
0.043754,0,0,0,0
0.045146,0,0,0,0
0.046626,0,0,0,0
0.050817,0,0,0,0
0.052287,0,0,0,0
0.053716,0,0,0,0
0.055206,0,0,0,0
0.056815,0,0,0,0
0.058270,0,0,0,0
0.059714,0,0,0,0
0.061120,0,0,0,0
0.062535,0,0,0,0
0.064642,0,0,0,0
0.066247,0,0,0,0
0.068689,0,0,0,0
0.070147,0,0,0,0
0.071612,0,0,0,0
0.073150,0,0,0,0
0.074640,0,0,0,0
0.076286,0,0,0,0
0.077755,0,0,0,0
0.079288,0,0,0,0
0.080718,0,0,0,0
0.082146,0,0,0,0
0.083788,0,0,0,0
0.085262,0,0,0,0
0.086743,0,0,0,0
0.088167,0,0,0,0
0.089605,0,0,0,0
0.091155,0,0,0,0
0.092757,0,0,0,0
0.094271,0,0,0,0
0.095891,0,0,0,0
0.097343,0,0,0,0
0.098771,0,0,0,0
0.100198,0,0,0,0
0.101624,0,0,0,0
0.103111,0,0,0,0
0.104715,0,0,0,0
0.106144,0,0,0,0
0.107572,0,0,0,0
0.109000,0,0,0,0
0.110427,0,0,0,0
0.111901,0,0,0,0
0.113321,0,0,0,0
0.114753,0,0,0,0
0.118464,0,0,0,0
0.120135,0,0,0,0
0.121595,0,0,0,0
0.122989,0,0,0,0
0.124441,0,0,0,0
0.125894,0,0,0,0
0.127364,0,0,0,0
0.128906,0,0,0,0
0.130425,0,0,0,0
0.131847,0,0,0,0
0.133279,0,0,0,0
0.134713,0,0,0,0
0.136626,0,0,0,0
0.139120,0,0,0,0
0.140689,0,0,0,0
0.142110,0,0,0,0
0.143647,0,0,0,0
0.145110,0,0,0,0
0.146545,0,0,0,0
0.148002,0,0,0,0
0.149437,0,0,0,0
0.150908,0,0,0,0
0.152335,0,0,0,0
0.153812,0,0,0,0
0.155232,0,0,0,0
0.156691,0,0,0,0
0.158110,0,0,0,0
0.159887,0,0,0,0
0.161537,0,0,0,0
0.163244,0,0,0,0
0.164738,0,0,0,0
0.166176,0,0,0,0
0.167626,0,0,0,0
0.169239,0,0,0,0
0.170900,0,0,0,0
0.172564,0,0,0,0
0.174404,0,0,0,0
0.177049,0,0,0,0
0.178510,0,0,0,0
0.179950,0,0,0,0
0.181384,0,0,0,0
0.182865,0,0,0,0
0.184300,0,0,0,0
0.185723,0,0,0,0
0.187314,0,0,0,0
0.189003,0,0,0,0
0.190448,0,0,0,0
0.191943,0,0,0,0
0.193378,0,0,0,0
0.194809,0,0,0,0
0.196244,0,0,0,0
0.197857,0,0,0,0
0.199544,0,0,0,0
0.201209,0,0,0,0
0.202871,0,0,0,0
0.204534,0,0,0,0
0.206182,0,0,0,0
0.207661,0,0,0,0
0.209316,0,0,0,0
0.210978,0,0,0,0
0.212516,0,0,0,0
0.213956,0,0,0,0
0.215737,0,0,0,0
0.217213,0,0,0,0
0.218833,0,0,0,0
0.220497,0,0,0,0
0.222180,0,0,0,0
0.223847,0,0,0,0
0.225510,0,0,0,0
0.227578,0,0,0,0
0.229023,0,0,0,0
0.230501,0,0,0,0
0.232009,0,0,0,0
0.233436,0,0,0,0
0.234858,0,0,0,0
0.236281,0,0,0,0
0.237880,0,0,0,0
0.239620,0,0,0,0
0.241271,0,0,0,0
0.242936,0,0,0,0
0.244415,0,0,0,0
0.246038,0,0,0,0
0.247706,0,0,0,0
0.249372,0,0,0,0
0.251033,0,0,0,0
0.252778,0,0,0,0
0.254460,0,0,0,0
0.256190,0,0,0,0
0.257856,0,0,0,0
0.259523,0,0,0,0
0.261189,0,0,0,0
0.262911,0,0,0,0
0.264595,0,0,0,0
0.266259,0,0,0,0
0.267925,0,0,0,0
0.269576,0,0,0,0
0.271281,0,0,0,0
0.272738,0,0,0,0
0.274189,0,0,0,0
0.276028,0,0,0,0
0.277685,0,0,0,0
0.279551,0,0,0,0
0.281035,0,0,0,0
0.282474,0,0,0,0
0.283909,0,0,0,0
0.285341,0,0,0,0
0.286836,0,0,0,0
0.288267,0,0,0,0
0.289878,0,0,0,0
0.291542,0,0,0,0
0.293203,0,0,0,0
0.294921,0,0,0,0
0.296582,0,0,0,0
0.298262,0,0,0,0
0.299926,0,0,0,0
0.301588,0,0,0,0
0.303306,0,0,0,0
0.304976,0,0,0,0
0.306633,0,0,0,0
0.308166,0,0,0,0
0.309824,0,0,0,0
0.311489,0,0,0,0
0.313151,0,0,0,0
0.314810,0,0,0,0
0.316470,0,0,0,0
0.318132,0,0,0,0
0.319815,0,0,0,0
0.321478,0,0,0,0
0.323136,0,0,0,0
0.324803,0,0,0,0
0.326463,0,0,0,0
0.328188,0,0,0,0
0.329688,0,0,0,0
0.331302,0,0,0,0
0.332759,0,0,0,0
0.334202,0,0,0,0
0.335911,0,0,0,0
0.337587,0,0,0,0
0.339249,0,0,0,0
0.340939,0,0,0,0
0.342659,0,0,0,0
0.344328,0,0,0,0
0.345995,0,0,0,0
0.347663,0,0,0,0
0.349330,0,0,0,0
0.351070,0,0,0,0
0.352860,0,0,0,0
0.354523,0,0,0,0
0.356190,0,0,0,0
0.357856,0,0,0,0
0.359526,0,0,0,0
0.361211,0,0,0,0
0.362873,0,0,0,0
0.364539,0,0,0,0
0.366204,0,0,0,0
0.367870,0,0,0,0
0.369536,0,0,0,0
0.371217,0,0,0,0
0.372735,0,0,0,0
0.374171,0,0,0,0
0.375846,0,0,0,0
0.377512,0,0,0,0
0.379175,0,0,0,0
0.380846,0,0,0,0
0.382526,0,0,0,0
0.384216,0,0,0,0
0.385882,0,0,0,0
0.387614,0,0,0,0
0.389264,0,0,0,0
0.390969,0,0,0,0
0.392529,0,0,0,0
0.393912,0,0,0,0
0.395539,0,0,0,0
0.397063,0,0,0,0
0.398727,0,0,0,0
0.400201,0,0,0,0
0.401824,0,0,0,0
0.403510,0,0,0,0
0.405175,0,0,0,0
0.406895,0,0,0,0
0.408560,0,0,0,0
0.410225,0,0,0,0
0.411894,0,0,0,0
0.413578,0,0,0,0
0.415300,0,0,0,0
0.416970,0,0,0,0
0.418632,0,0,0,0
0.420300,0,0,0,0
0.421967,0,0,0,0
0.423655,0,0,0,0
0.425323,0,0,0,0
0.426984,0,0,0,0
0.428651,0,0,0,0
0.430316,0,0,0,0
0.432043,0,0,0,0
0.433727,0,0,0,0
0.435391,0,0,0,0
0.437018,0,0,0,0
0.438455,0,0,0,0
0.440135,0,0,0,0
0.441800,0,0,0,0
0.443468,0,0,0,0
0.445152,0,0,0,0
0.446874,0,0,0,0
0.448540,0,0,0,0
0.450190,0,0,0,0
0.451687,0,0,0,0
0.453292,0,0,0,0
0.454968,0,0,0,0
0.456471,0,0,0,0
0.458094,0,0,0,0
0.459761,0,0,0,0
0.461410,0,0,0,0
0.463114,0,0,0,0
0.464889,0,0,0,0
0.466550,0,0,0,0
0.468234,0,0,0,0
0.469899,0,0,0,0
0.471568,0,0,0,0
0.473235,0,0,0,0
0.474898,0,0,0,0
0.476564,0,0,0,0
0.478248,0,0,0,0
0.479976,0,0,0,0
0.481642,0,0,0,0
0.483307,0,0,0,0
0.484978,0,0,0,0
0.486700,0,0,0,0
0.488382,0,0,0,0
0.490045,0,0,0,0
0.491714,0,0,0,0
0.493377,0,0,0,0
0.495095,0,0,0,0
0.496765,0,0,0,0
0.498446,0,0,0,0
0.500113,0,0,0,0
0.501778,0,0,0,0
0.503447,0,0,0,0
0.505111,0,0,0,0
0.506773,0,0,0,0
0.508456,0,0,0,0
0.510103,0,0,0,0
0.511721,0,0,0,0
0.513206,0,0,0,0
0.514833,0,0,0,0
0.516275,0,0,0,0
0.517897,0,0,0,0
0.519580,0,0,0,0
0.521245,0,0,0,0
0.522903,0,0,0,0
0.524564,0,0,0,0
0.526226,0,0,0,0
0.527952,0,0,0,0
0.529645,0,0,0,0
0.531330,0,0,0,0
0.532793,0,0,0,0
0.534410,0,0,0,0
0.536139,0,0,0,0
0.537804,0,0,0,0
0.539473,0,0,0,0
0.541159,0,0,0,0
0.542881,0,0,0,0
0.544547,0,0,0,0
0.546212,0,0,0,0
0.547880,0,0,0,0
0.549546,0,0,0,0
0.551284,0,0,0,0
0.552956,0,0,0,0
0.554620,0,0,0,0
0.556288,0,0,0,0
0.557953,0,0,0,0
0.559622,0,0,0,0
0.561306,0,0,0,0
0.562970,0,0,0,0
0.564635,0,0,0,0
0.566301,0,0,0,0
0.568029,0,0,0,0
0.569678,0,0,0,0
0.571343,0,0,0,0
0.572866,0,0,0,0
0.574304,0,0,0,0
0.576084,0,0,0,0
0.577756,0,0,0,0
0.579510,0,0,0,0
0.581206,0,0,0,0
0.582941,0,0,0,0
0.584603,0,0,0,0
0.586265,0,0,0,0
0.587929,0,0,0,0
0.589588,0,0,0,0
0.591331,0,0,0,0
0.593015,0,0,0,0
0.594694,0,0,0,0
0.596134,0,0,0,0
0.597583,0,0,0,0
0.599258,0,0,0,0
0.600931,0,0,0,0
0.602593,0,0,0,0
0.604096,0,0,0,0
0.605731,0,0,0,0
0.607464,0,0,0,0
0.609131,0,0,0,0
0.610795,0,0,0,0
0.612463,0,0,0,0
0.614128,0,0,0,0
0.615823,0,0,0,0
0.617487,0,0,0,0
0.619152,0,0,0,0
0.620823,0,0,0,0
0.622487,0,0,0,0
0.623894,0,0,0,0
0.625336,0,0,0,0
0.626971,0,0,0,0
0.628636,0,0,0,0
0.630284,0,0,0,0
0.631953,0,0,0,0
0.633448,0,0,0,0
0.635065,0,0,0,0
0.636622,0,0,0,0
0.638255,0,0,0,0
0.639983,0,0,0,0
0.641646,0,0,0,0
0.643307,0,0,0,0
0.644976,0,0,0,0
0.646695,0,0,0,0
0.648377,0,0,0,0
0.650040,0,0,0,0
0.651706,0,0,0,0
0.653371,0,0,0,0
0.655092,0,0,0,0
0.656760,0,0,0,0
0.658440,0,0,0,0
0.660106,0,0,0,0
0.661770,0,0,0,0
0.663492,0,0,0,0
0.665157,0,0,0,0
0.666818,0,0,0,0
0.668500,0,0,0,0
0.670163,0,0,0,0
0.671828,0,0,0,0
0.673491,0,0,0,0
0.675151,0,0,0,0
0.676817,0,0,0,0
0.678474,0,0,0,0
0.679943,0,0,0,0
0.681392,0,0,0,0
0.683008,0,0,0,0
0.684492,0,0,0,0
0.686113,0,0,0,0
0.687782,0,0,0,0
0.689431,0,0,0,0
0.691095,0,0,0,0
0.692706,0,0,0,0
0.694235,0,0,0,0
0.696183,0,0,0,0
0.697841,0,0,0,0
0.699508,0,0,0,0
0.701191,0,0,0,0
0.702912,0,0,0,0
0.704576,0,0,0,0
0.706240,0,0,0,0
0.707906,0,0,0,0
0.709572,0,0,0,0
0.711309,0,0,0,0
0.712980,0,0,0,0
0.714641,0,0,0,0
0.716307,0,0,0,0
0.717957,0,0,0,0
0.719729,0,0,0,0
0.721232,0,0,0,0
0.722903,0,0,0,0
0.724564,0,0,0,0
0.726225,0,0,0,0
0.727948,0,0,0,0
0.729608,0,0,0,0
0.731093,0,0,0,0
0.732684,0,0,0,0
0.734299,0,0,0,0
0.736020,0,0,0,0
0.737509,0,0,0,0
0.739132,0,0,0,0
0.740800,0,0,0,0
0.742459,0,0,0,0
0.743883,0,0,0,0
0.745328,0,0,0,0
0.746937,0,0,0,0
0.748411,0,0,0,0
0.750018,0,0,0,0
0.751665,0,0,0,0
0.753195,0,0,0,0
0.754702,0,0,0,0
0.756413,0,0,0,0
0.757986,0,0,0,0
0.759475,0,0,0,0
0.760906,0,0,0,0
0.762334,0,0,0,0
0.763947,0,0,0,0
0.765625,0,0,0,0
0.768052,0,0,0,0
0.769610,0,0,0,0
0.771050,0,0,0,0
0.772485,0,0,0,0
0.773920,0,0,0,0
0.775400,0,0,0,0
0.776863,0,0,0,0
0.778682,0,0,0,0
0.781487,0,0,0,0
0.782997,0,0,0,0
0.784486,0,0,0,0
0.785919,0,0,0,0
0.787362,0,0,0,0
0.788979,0,0,0,0
0.790697,0,0,0,0
0.792357,0,0,0,0
0.794019,0,0,0,0
0.795682,0,0,0,0
0.797343,0,0,0,0
0.799079,0,0,0,0
0.800862,0,0,0,0
0.802519,0,0,0,0
0.804182,0,0,0,0
0.805844,0,0,0,0
0.807509,0,0,0,0
0.809192,0,0,0,0
0.811652,0,0,0,0
0.813105,0,0,0,0
0.814742,0,0,0,0
0.816169,0,0,0,0
0.817591,0,0,0,0
0.819026,0,0,0,0
0.820450,0,0,0,0
0.822059,0,0,0,0
0.823553,0,0,0,0
0.825181,0,0,0,0
0.826842,0,0,0,0
0.828506,0,0,0,0
0.830190,0,0,0,0
0.831855,0,0,0,0
0.833519,0,0,0,0
0.835182,0,0,0,0
0.836853,0,0,0,0
0.838514,0,0,0,0
0.840219,0,0,0,0
0.841885,0,0,0,0
0.843552,0,0,0,0
0.845218,0,0,0,0
0.846938,0,0,0,0
0.848604,0,0,0,0
0.850287,0,0,0,0
0.851954,0,0,0,0
0.853620,0,0,0,0
0.855342,0,0,0,0
0.856855,0,0,0,0
0.858293,0,0,0,0
0.859912,0,0,0,0
0.861414,0,0,0,0
0.863094,0,0,0,0
0.864586,0,0,0,0
0.866207,0,0,0,0
0.867873,0,0,0,0
0.869524,0,0,0,0
0.871228,0,0,0,0
0.872711,0,0,0,0
0.874150,0,0,0,0
0.875775,0,0,0,0
0.877433,0,0,0,0
0.878972,0,0,0,0
0.880592,0,0,0,0
0.882253,0,0,0,0
0.883934,0,0,0,0
0.885459,0,0,0,0
0.887144,0,0,0,0
0.888815,0,0,0,0
0.890477,0,0,0,0
0.892144,0,0,0,0
0.893811,0,0,0,0
0.895499,0,0,0,0
0.897164,0,0,0,0
0.898826,0,0,0,0
0.900488,0,0,0,0
0.902154,0,0,0,0
0.903820,0,0,0,0
0.905505,0,0,0,0
0.907169,0,0,0,0
0.908832,0,0,0,0
0.910478,0,0,0,0
0.911895,0,0,0,0
0.913423,0,0,0,0
0.914805,0,0,0,0
0.916286,0,0,0,0
0.917711,0,0,0,0
0.919183,0,0,0,0
0.920745,0,0,0,0
0.923758,0,0,0,0
0.925422,0,0,0,0
0.926924,0,0,0,0
0.928548,0,0,0,0
0.930196,0,0,0,0
0.931699,0,0,0,0
0.933321,0,0,0,0
0.934816,0,0,0,0
0.936740,0,0,0,0
0.938191,0,0,0,0
0.939625,0,0,0,0
0.941057,0,0,0,0
0.942485,0,0,0,0
0.944150,0,0,0,0
0.945811,0,0,0,0
0.947475,0,0,0,0
0.949156,0,0,0,0
0.950875,0,0,0,0
0.952536,0,0,0,0
0.954199,0,0,0,0
0.955863,0,0,0,0
0.957525,0,0,0,0
0.959085,0,0,0,0
0.960643,0,0,0,0
0.962258,0,0,0,0
0.963920,0,0,0,0
0.965582,0,0,0,0
0.967301,0,0,0,0
0.968792,0,0,0,0
0.970436,0,0,0,0
0.972106,0,0,0,0
0.973756,0,0,0,0
0.975720,0,0,0,0
0.977290,0,0,0,0
0.978925,0,0,0,0
0.980414,0,0,0,0
0.982024,0,0,0,0
0.983802,0,0,0,0
0.985469,0,0,0,0
0.987132,0,0,0,0
0.988798,0,0,0,0
0.990444,0,0,0,0
0.991861,0,0,0,0
0.993682,0,0,0,0
0.995343,0,0,0,0
0.996787,0,0,0,0
0.998409,0,0,0,0
0.999815,0,0,0,0
1.001439,0,0,0,0
1.002943,0,0,0,0
1.004568,0,0,0,0
1.006233,0,0,0,0
1.007963,0,0,0,0
1.009629,0,0,0,0
1.011292,0,0,0,0
1.012965,0,0,0,0
1.014471,0,0,0,0
1.016164,0,0,0,0
1.017833,0,0,0,0
1.019504,0,0,0,0
1.021173,0,0,0,0
1.022901,0,0,0,0
