elapsed_s,RAS_LRZ_INTF_WORKING_CYCLES,RAS_BLOCKS,RAS_FALSE_PARTIAL_STILE,RAS_SLICE_BLOCK_NONEMTPY
0.001227,0,0,0,0
0.002930,0,0,0,0
0.004592,0,0,0,0
0.006226,0,0,0,0
0.007719,0,0,0,0
0.009261,0,0,0,0
0.010761,0,0,0,0
0.012303,0,0,0,0
0.013848,0,0,0,0
0.015362,0,0,0,0
0.016858,0,0,0,0
0.018326,0,0,0,0
0.019835,0,0,0,0
0.021340,0,0,0,0
0.022869,0,0,0,0
0.024428,0,0,0,0
0.025967,0,0,0,0
0.027401,0,0,0,0
0.028825,0,0,0,0
0.030251,0,0,0,0
0.031670,0,0,0,0
0.033143,0,0,0,0
0.034570,0,0,0,0
0.035994,0,0,0,0
0.037416,0,0,0,0
0.038838,0,0,0,0
0.040287,0,0,0,0
0.041758,0,0,0,0
0.043181,0,0,0,0
0.044604,0,0,0,0
0.046027,0,0,0,0
0.047450,0,0,0,0
0.048894,0,0,0,0
0.050426,0,0,0,0
0.051849,0,0,0,0
0.053283,0,0,0,0
0.054706,0,0,0,0
0.056128,0,0,0,0
0.057519,0,0,0,0
0.058962,0,0,0,0
0.060420,0,0,0,0
0.061848,0,0,0,0
0.063256,0,0,0,0
0.064706,0,0,0,0
0.066212,0,0,0,0
0.067637,0,0,0,0
0.069067,0,0,0,0
0.070422,0,0,0,0
0.071851,0,0,0,0
0.073354,0,0,0,0
0.074851,0,0,0,0
0.076345,0,0,0,0
0.077888,0,0,0,0
0.079394,0,0,0,0
0.080932,0,0,0,0
0.082370,0,0,0,0
0.083862,0,0,0,0
0.085400,0,0,0,0
0.086915,0,0,0,0
0.088472,0,0,0,0
0.089959,0,0,0,0
0.091910,24,0,0,0
0.093472,0,0,0,0
0.095021,0,0,0,0
0.096607,0,0,0,0
0.098221,0,0,0,0
0.099691,0,0,0,0
0.101162,0,0,0,0
0.102636,0,0,0,0
0.104107,0,0,0,0
0.105490,0,0,0,0
0.106961,0,0,0,0
0.108433,0,0,0,0
0.109905,0,0,0,0
0.111407,0,0,0,0
0.112886,0,0,0,0
0.114421,0,0,0,0
0.115968,0,0,0,0
0.117547,0,0,0,0
0.119242,75,0,0,0
0.120889,255,0,0,0
0.122029,252,0,0,0
0.123146,174,0,0,0
0.124622,0,0,0,0
0.125973,0,0,0,0
0.127328,0,0,0,0
0.128685,0,0,0,0
0.130046,0,0,0,0
0.131409,0,0,0,0
0.132770,0,0,0,0
0.134227,0,0,0,0
0.135591,0,0,0,0
0.136985,0,0,0,0
0.138340,0,0,0,0
0.139696,0,0,0,0
0.141053,0,0,0,0
0.142414,0,0,0,0
0.143767,0,0,0,0
0.145198,0,0,0,0
0.146560,0,0,0,0
0.147915,0,0,0,0
0.149331,0,0,0,0
0.150704,0,0,0,0
0.152118,0,0,0,0
0.153542,0,0,0,0
0.154931,0,0,0,0
0.156316,0,0,0,0
0.157711,0,0,0,0
0.159132,0,0,0,0
0.160570,0,0,0,0
0.161987,0,0,0,0
0.163402,0,0,0,0
0.164818,0,0,0,0
0.166315,0,0,0,0
0.167749,0,0,0,0
0.169232,0,0,0,0
0.170690,0,0,0,0
