elapsed_s,RAS_STGEN_BOTTLENECK_CYCLES,RAS_MTGEN_BOTTLENECK_CYCLES,RAS_TGEN_BOTTLENECK_CYCLES
0.001135,0,0,0
0.002967,0,0,0
0.004477,0,0,0
0.006039,0,0,0
0.007524,0,0,0
0.009131,0,0,0
0.010664,0,0,0
0.012255,0,0,0
0.013696,0,0,0
0.015110,0,0,0
0.016553,0,0,0
0.017990,0,0,0
0.019430,0,0,0
0.020853,0,0,0
0.022279,0,0,0
0.023705,0,0,0
0.025182,0,0,0
0.026641,0,0,0
0.028100,0,0,0
0.029569,0,0,0
0.031028,0,0,0
0.032488,0,0,0
0.033988,0,0,0
0.035484,0,0,0
0.037048,0,0,0
0.038503,0,0,0
0.040197,0,0,0
0.041657,0,0,0
0.043129,0,0,0
0.044626,0,0,0
0.047252,0,0,0
0.048787,0,0,0
0.050251,0,0,0
0.051680,0,0,0
0.053290,0,0,0
0.054888,0,0,0
0.056336,0,0,0
0.057902,0,0,0
0.059328,0,0,0
0.061096,0,0,0
0.065315,0,0,0
0.066731,0,0,0
0.068126,0,0,0
0.069576,72,0,0
0.070911,0,0,0
0.072367,0,0,0
0.073892,0,0,0
0.075342,0,0,0
0.076877,0,0,0
0.078430,0,0,0
0.079909,0,0,0
0.081355,0,0,0
0.082791,0,0,0
0.084228,0,0,0
0.085654,0,0,0
0.087131,114,0,0
0.088449,288,0,0
0.089883,54,0,0
0.091429,0,0,0
0.093107,0,0,0
0.094503,0,0,0
0.095984,0,0,0
0.097596,0,0,0
0.100465,0,0,0
0.101942,0,0,0
0.103365,0,0,0
0.104978,0,0,0
0.106373,0,0,0
0.107784,0,0,0
0.109202,0,0,0
0.110625,0,0,0
0.112302,0,0,0
0.113793,0,0,0
0.116389,0,0,0
0.117842,0,0,0
0.119255,0,0,0
0.121062,0,0,0
0.122597,0,0,0
0.124019,0,0,0
0.125439,0,0,0
0.126853,0,0,0
0.128314,0,0,0
0.129730,0,0,0
0.131145,0,0,0
0.132560,0,0,0
0.133969,0,0,0
0.135382,0,0,0
0.136869,0,0,0
0.138285,0,0,0
0.139700,0,0,0
0.141149,0,0,0
0.142677,0,0,0
0.144159,0,0,0
0.145580,0,0,0
0.147171,0,0,0
0.148975,0,0,0
0.150492,0,0,0
0.152028,0,0,0
0.153453,0,0,0
0.154895,0,0,0
0.156324,0,0,0
0.157824,0,0,0
0.159431,0,0,0
0.160914,0,0,0
0.162515,0,0,0
0.164157,0,0,0
0.165652,0,0,0
0.167268,0,0,0
0.168927,0,0,0
0.170583,0,0,0
0.172238,0,0,0
0.174941,0,0,0
0.176765,0,0,0
0.178401,0,0,0
0.179830,0,0,0
0.181258,0,0,0
0.182683,0,0,0
0.184153,0,0,0
0.185578,0,0,0
0.187805,0,0,0
0.189352,0,0,0
0.190791,0,0,0
0.192269,0,0,0
0.193687,0,0,0
0.195104,0,0,0
0.196518,0,0,0
0.197960,0,0,0
0.199567,0,0,0
0.201292,0,0,0
0.202951,0,0,0
0.204609,0,0,0
0.206083,0,0,0
0.207681,0,0,0
0.209232,0,0,0
0.210876,0,0,0
0.212531,0,0,0
0.214015,0,0,0
0.215627,0,0,0
0.217349,0,0,0
0.219006,0,0,0
0.220781,0,0,0
0.222475,0,0,0
0.224188,0,0,0
0.225847,0,0,0
0.227504,0,0,0
0.229163,0,0,0
0.230840,0,0,0
0.232555,0,0,0
0.234218,0,0,0
0.235872,0,0,0
0.237535,0,0,0
0.239194,0,0,0
0.240874,0,0,0
0.242530,0,0,0
0.244183,0,0,0
0.245664,0,0,0
0.247288,0,0,0
0.248953,0,0,0
0.250614,0,0,0
0.252290,0,0,0
0.254076,0,0,0
0.255734,0,0,0
0.257460,0,0,0
0.259121,0,0,0
0.260784,0,0,0
0.262465,0,0,0
0.264182,0,0,0
0.265844,0,0,0
0.267488,0,0,0
0.269019,0,0,0
0.270593,0,0,0
0.272261,0,0,0
0.273910,0,0,0
0.275527,0,0,0
0.277187,0,0,0
0.278844,0,0,0
0.280561,0,0,0
0.282225,0,0,0
0.283883,0,0,0
0.285563,0,0,0
0.287223,0,0,0
0.288887,0,0,0
0.290546,0,0,0
0.292202,0,0,0
0.293860,0,0,0
0.295519,0,0,0
