elapsed_s,TSE_FE_STARVE_CYCLES_PC,TSE_FE_INPUT_PRIM,TSE_FE_INPUT_NULL_PRIM,TSE_FE_TRIVAL_REJ_PRIM
0.001133,0,0,0,0
0.002760,0,0,0,0
0.004413,0,0,0,0
0.005990,0,0,0,0
0.007498,0,0,0,0
0.009055,0,0,0,0
0.010738,0,0,0,0
0.012290,0,0,0,0
0.013811,0,0,0,0
0.015309,0,0,0,0
0.016852,0,0,0,0
0.018348,0,0,0,0
0.019903,0,0,0,0
0.021418,0,0,0,0
0.022939,0,0,0,0
0.024449,0,0,0,0
0.025983,0,0,0,0
0.027415,0,0,0,0
0.028894,0,0,0,0
0.030339,0,0,0,0
0.031763,0,0,0,0
0.033189,0,0,0,0
0.034613,0,0,0,0
0.036060,0,0,0,0
0.037533,0,0,0,0
0.038962,0,0,0,0
0.040388,0,0,0,0
0.041823,0,0,0,0
0.043247,0,0,0,0
0.044669,0,0,0,0
0.046092,0,0,0,0
0.047566,0,0,0,0
0.049039,0,0,0,0
0.050470,0,0,0,0
0.051919,0,0,0,0
0.053390,0,0,0,0
0.054822,0,0,0,0
0.056243,0,0,0,0
0.057688,0,0,0,0
0.059110,0,0,0,0
0.060556,0,0,0,0
0.061979,0,0,0,0
0.063433,0,0,0,0
0.064910,0,0,0,0
0.066393,0,0,0,0
0.067836,0,0,0,0
0.069317,0,0,0,0
0.070838,0,0,0,0
0.072337,0,0,0,0
0.073977,0,0,0,0
0.075509,0,0,0,0
0.076924,0,0,0,0
0.078633,0,0,0,0
0.080159,0,0,0,0
0.081807,0,0,0,0
0.083320,0,0,0,0
0.084858,0,0,0,0
0.086449,0,0,0,0
0.087945,0,0,0,0
0.089484,0,0,0,0
0.091055,0,0,0,0
0.092679,0,0,0,0
0.094243,0,0,0,0
0.095646,525,0,0,0
0.097191,0,0,0,0
0.098742,0,0,0,0
0.100327,0,0,0,0
0.101870,0,0,0,0
0.103354,0,0,0,0
0.104839,0,0,0,0
0.106310,0,0,0,0
0.107806,0,0,0,0
0.109281,0,0,0,0
0.110756,0,0,0,0
0.112227,0,0,0,0
0.113667,0,0,0,0
0.115139,0,0,0,0
0.116632,0,0,0,0
0.118026,0,0,0,0
0.119522,0,0,0,0
0.121080,0,0,0,0
0.122576,612,0,0,0
0.124873,2379,0,0,0
0.125978,2382,0,0,0
0.127107,1665,0,0,0
0.128600,0,0,0,0
0.129953,0,0,0,0
0.131305,0,0,0,0
0.132743,0,0,0,0
0.134108,0,0,0,0
0.135492,0,0,0,0
0.136861,0,0,0,0
0.138230,0,0,0,0
0.139598,0,0,0,0
0.140999,0,0,0,0
0.142362,0,0,0,0
0.143722,0,0,0,0
0.145086,0,0,0,0
0.146484,0,0,0,0
0.147876,0,0,0,0
0.149232,0,0,0,0
0.150590,0,0,0,0
0.151948,0,0,0,0
0.153305,0,0,0,0
0.154666,0,0,0,0
0.156023,0,0,0,0
0.157390,0,0,0,0
0.158746,0,0,0,0
0.160103,0,0,0,0
0.161458,0,0,0,0
0.162813,0,0,0,0
0.164198,0,0,0,0
0.165782,0,0,0,0
0.167160,0,0,0,0
0.168547,0,0,0,0
0.169981,0,0,0,0
0.171359,0,0,0,0
0.172755,0,0,0,0
0.174212,0,0,0,0
0.175669,0,0,0,0
0.177127,0,0,0,0
0.178596,0,0,0,0
0.180107,0,0,0,0
0.181564,0,0,0,0
0.183032,0,0,0,0
0.184653,0,0,0,0
0.186119,0,0,0,0
0.187585,0,0,0,0
0.189130,0,0,0,0
0.190597,0,0,0,0
0.192064,0,0,0,0
0.193530,0,0,0,0
0.195186,0,0,0,0
0.196904,0,0,0,0
0.198598,0,0,0,0
0.200127,0,0,0,0
0.201892,0,0,0,0
0.203462,0,0,0,0
0.205214,0,0,0,0
0.206951,0,0,0,0
0.208466,0,0,0,0
0.210061,0,0,0,0
0.211567,0,0,0,0
0.213098,0,0,0,0
0.214567,0,0,0,0
0.216224,0,0,0,0
0.217934,0,0,0,0
0.219636,0,0,0,0
0.221153,0,0,0,0
0.222648,0,0,0,0
0.224304,0,0,0,0
0.225865,0,0,0,0
0.227336,0,0,0,0
0.229057,0,0,0,0
0.230759,0,0,0,0
0.232260,0,0,0,0
0.233956,0,0,0,0
0.235724,0,0,0,0
0.237432,0,0,0,0
0.239137,0,0,0,0
0.240840,0,0,0,0
0.242546,0,0,0,0
0.244143,0,0,0,0
0.245937,0,0,0,0
0.247636,0,0,0,0
0.249397,0,0,0,0
0.251075,0,0,0,0
0.252787,0,0,0,0
0.254516,0,0,0,0
0.256224,0,0,0,0
0.257932,0,0,0,0
0.259624,0,0,0,0
0.261141,0,0,0,0
0.262633,0,0,0,0
0.264296,0,0,0,0
0.265871,0,0,0,0
0.267537,0,0,0,0
0.269317,0,0,0,0
0.271022,0,0,0,0
0.272733,0,0,0,0
0.274442,0,0,0,0
0.276232,0,0,0,0
0.277946,0,0,0,0
0.279652,0,0,0,0
0.281362,0,0,0,0
0.283072,0,0,0,0
0.284785,0,0,0,0
0.286328,0,0,0,0
0.287993,0,0,0,0
0.289700,0,0,0,0
0.291409,0,0,0,0
0.293185,0,0,0,0
0.294895,0,0,0,0
0.296625,0,0,0,0
0.298334,0,0,0,0
0.300107,0,0,0,0
0.301780,0,0,0,0
0.303449,0,0,0,0
0.305159,0,0,0,0
0.306886,0,0,0,0
0.308599,0,0,0,0
0.310307,0,0,0,0
0.312013,0,0,0,0
0.313722,0,0,0,0
0.315433,0,0,0,0
0.317167,0,0,0,0
0.318861,0,0,0,0
0.320672,0,0,0,0
0.322236,0,0,0,0
0.324095,0,0,0,0
0.325691,0,0,0,0
0.327366,0,0,0,0
0.329076,0,0,0,0
0.330782,0,0,0,0
0.332557,0,0,0,0
0.334263,0,0,0,0
0.335969,0,0,0,0
0.337696,0,0,0,0
0.339404,0,0,0,0
0.341178,0,0,0,0
0.342885,0,0,0,0
0.344594,0,0,0,0
0.346299,0,0,0,0
0.347904,0,0,0,0
0.349573,0,0,0,0
0.351279,0,0,0,0
0.352984,0,0,0,0
0.354708,0,0,0,0
0.356328,0,0,0,0
0.357801,0,0,0,0
0.359292,0,0,0,0
0.360958,0,0,0,0
0.362667,0,0,0,0
0.364437,0,0,0,0
0.365953,0,0,0,0
0.367615,0,0,0,0
0.369323,0,0,0,0
0.370864,0,0,0,0
0.372601,0,0,0,0
0.374310,0,0,0,0
0.376016,0,0,0,0
0.377937,0,0,0,0
0.379631,0,0,0,0
0.381382,0,0,0,0
0.382934,0,0,0,0
0.384683,0,0,0,0
0.386414,0,0,0,0
0.387995,0,0,0,0
0.389658,0,0,0,0
0.391380,0,0,0,0
0.393087,0,0,0,0
0.394794,0,0,0,0
0.396566,0,0,0,0
0.398271,0,0,0,0
0.399973,0,0,0,0
0.401611,0,0,0,0
0.403577,0,0,0,0
0.405109,0,0,0,0
0.406571,0,0,0,0
0.408030,0,0,0,0
0.409490,0,0,0,0
0.410906,0,0,0,0
0.412429,0,0,0,0
0.414125,0,0,0,0
0.415828,0,0,0,0
0.417533,0,0,0,0
0.419238,0,0,0,0
0.420946,0,0,0,0
0.422491,0,0,0,0
0.424237,0,0,0,0
