elapsed_s,TSE_BE_CINVOCATION,TSE_BE_CPRIMITIVES,TSE_BE_2D_INPUT_PRIM,TSE_BE_2D_ALIVE_CYCLES
0.003099,0,0,0,0
0.004561,0,0,0,0
0.006015,0,0,0,0
0.007394,0,0,0,0
0.008824,0,0,0,0
0.010261,0,0,0,0
0.011702,0,0,0,0
0.013154,0,0,0,0
0.014622,0,0,0,0
0.016057,0,0,0,0
0.017485,0,0,0,0
0.018912,0,0,0,0
0.020299,0,0,0,0
0.021728,0,0,0,0
0.023156,0,0,0,0
0.024618,0,0,0,0
0.026084,0,0,0,0
0.027529,0,0,0,0
0.028957,0,0,0,0
0.030413,0,0,0,0
0.031854,0,0,0,0
0.033305,0,0,0,0
0.034754,0,0,0,0
0.036181,0,0,0,0
0.037611,0,0,0,0
0.039110,0,0,0,0
0.040561,0,0,0,0
0.041999,0,0,0,0
0.043433,0,0,0,0
0.044866,0,0,0,0
0.046323,0,0,0,0
0.047756,0,0,0,0
0.049228,0,0,0,0
0.050672,0,0,0,0
0.052113,0,0,0,0
0.053542,0,0,0,0
0.054990,0,0,0,0
0.056418,0,0,0,0
0.057887,0,0,0,0
0.059322,0,0,0,0
0.060761,0,0,0,0
0.062210,0,0,0,0
0.063651,0,0,0,0
0.065119,0,0,0,0
0.066573,0,0,0,0
0.068002,0,0,0,0
0.069430,0,0,0,0
0.070884,0,0,0,0
0.072347,0,0,0,0
0.075087,0,0,0,0
0.076533,0,0,0,0
0.077974,0,0,0,0
0.079431,0,0,0,0
0.080869,0,0,0,0
0.082297,0,0,0,0
0.083734,0,0,0,0
0.085189,0,0,0,0
0.086680,0,0,0,0
0.088193,0,0,0,0
0.089622,0,0,0,0
0.091097,0,0,0,0
0.092526,0,0,0,0
0.093954,0,0,0,0
0.095390,0,0,0,0
0.096836,0,0,0,0
0.098271,0,0,0,0
0.099705,0,0,0,0
0.101144,0,0,0,0
0.102592,0,0,0,0
0.104028,0,0,0,0
0.105466,0,0,0,0
0.106912,0,0,0,0
0.108292,0,0,0,0
0.109720,0,0,0,0
0.111157,0,0,0,0
0.112590,0,0,0,0
0.114036,0,0,0,0
0.119108,0,0,0,0
0.120553,0,0,0,0
0.122004,0,0,0,0
0.123449,0,0,0,0
0.124878,0,0,0,0
0.126328,0,0,0,0
0.127765,0,0,0,0
0.129226,0,0,0,0
0.130686,0,0,0,0
0.132166,0,0,0,0
0.133594,0,0,0,0
0.135124,0,0,0,0
0.136572,0,0,0,0
0.138020,0,0,0,0
0.139461,0,0,0,0
0.140898,0,0,0,0
0.142354,0,0,0,0
0.143782,0,0,0,0
0.145211,0,0,0,0
0.146639,0,0,0,0
0.148070,0,0,0,0
0.149504,0,0,0,0
0.150965,0,0,0,0
0.152442,0,0,0,0
0.153878,0,0,0,0
0.155313,0,0,0,0
0.156747,0,0,0,0
0.158180,0,0,0,0
0.159621,0,0,0,0
0.161069,0,0,0,0
0.162520,0,0,0,0
0.163961,0,0,0,0
0.165395,0,0,0,0
0.166853,0,0,0,0
0.168299,0,0,0,0
0.169754,0,0,0,0
0.171198,0,0,0,0
0.172633,0,0,0,0
0.174061,0,0,0,0
0.175510,0,0,0,0
0.176945,0,0,0,0
0.178153,0,0,0,0
0.179349,0,0,0,0
0.180564,0,0,0,0
0.181894,0,0,0,0
0.183233,0,0,0,0
0.184570,0,0,0,0
0.185900,0,0,0,0
0.187225,0,0,0,0
