elapsed_s,TSE_BE_EARLY_CULL_CLIPPED_PRIM,TSE_BE_BR_STALLS_DUETO_BV_CLIP,TSE_BE_BR_STALLS_DUETO_BV_POLY,TSE_BE_BV_STALLS_DUETO_BR_CLIP
0.001119,0,0,0,0
0.002632,0,0,0,0
0.004179,0,0,0,0
0.005742,0,0,0,0
0.007230,0,0,0,0
0.008807,0,0,0,0
0.010364,0,0,0,0
0.011954,0,0,0,0
0.013497,0,0,0,0
0.015039,0,0,0,0
0.016631,0,0,0,0
0.018050,0,0,0,0
0.019622,0,0,0,0
0.021142,0,0,0,0
0.022645,0,0,0,0
0.024146,0,0,0,0
0.025924,0,0,0,0
0.027352,0,0,0,0
0.028808,0,0,0,0
0.030282,0,0,0,0
0.031716,0,0,0,0
0.033188,0,0,0,0
0.034608,0,0,0,0
0.036077,0,0,0,0
0.037563,0,0,0,0
0.039037,0,0,0,0
0.040508,0,0,0,0
0.041935,0,0,0,0
0.043362,0,0,0,0
0.044816,0,0,0,0
0.046241,0,0,0,0
0.047665,0,0,0,0
0.049089,0,0,0,0
0.050513,0,0,0,0
0.051965,0,0,0,0
0.053449,0,0,0,0
0.054870,0,0,0,0
0.056290,0,0,0,0
0.057736,0,0,0,0
0.059156,0,0,0,0
0.060653,0,0,0,0
0.062139,0,0,0,0
0.063609,0,0,0,0
0.065108,0,0,0,0
0.066535,0,0,0,0
0.067990,0,0,0,0
0.069465,0,0,0,0
0.070889,0,0,0,0
0.072323,0,0,0,0
0.073804,0,0,0,0
0.075298,0,0,0,0
0.076880,0,0,0,0
0.078457,0,0,0,0
0.080437,0,0,0,0
0.081929,0,0,0,0
0.083491,0,0,0,0
0.084949,0,0,0,0
0.086507,0,0,0,0
0.088077,0,0,0,0
0.089547,0,0,0,0
0.091014,0,0,0,0
0.092712,0,0,0,0
0.094341,0,0,0,0
0.095752,0,0,0,0
0.097129,0,0,0,0
0.098478,0,0,0,0
0.099873,0,0,0,0
0.101220,0,0,0,0
0.102565,0,0,0,0
0.103906,0,0,0,0
0.105265,0,0,0,0
0.106608,0,0,0,0
0.107968,0,0,0,0
0.109361,0,0,0,0
0.110749,0,0,0,0
0.112134,0,0,0,0
0.113532,0,0,0,0
0.115039,0,0,0,0
0.116572,0,0,0,0
0.117790,0,0,0,0
0.118897,0,0,0,0
0.120129,0,0,0,0
0.121502,0,0,0,0
0.122810,0,0,0,0
0.124150,0,0,0,0
0.125537,0,0,0,0
0.126920,0,0,0,0
0.128289,0,0,0,0
0.130082,0,0,0,0
0.131457,0,0,0,0
0.132875,0,0,0,0
0.134231,0,0,0,0
0.135589,0,0,0,0
0.136967,0,0,0,0
0.138323,0,0,0,0
0.139708,0,0,0,0
0.141061,0,0,0,0
0.142413,0,0,0,0
0.143762,0,0,0,0
0.145119,0,0,0,0
0.146460,0,0,0,0
0.147807,0,0,0,0
0.149219,0,0,0,0
0.150536,0,0,0,0
0.151950,0,0,0,0
0.153324,0,0,0,0
0.154694,0,0,0,0
0.156145,0,0,0,0
0.157569,0,0,0,0
0.158982,0,0,0,0
0.160379,0,0,0,0
0.161787,0,0,0,0
0.163182,0,0,0,0
0.164668,0,0,0,0
0.166115,0,0,0,0
0.167533,0,0,0,0
0.168952,0,0,0,0
0.170386,0,0,0,0
0.171852,0,0,0,0
0.173278,0,0,0,0
0.174700,0,0,0,0
0.176123,0,0,0,0
0.177545,0,0,0,0
0.179048,0,0,0,0
0.180515,0,0,0,0
0.181968,0,0,0,0
0.183389,0,0,0,0
0.184813,0,0,0,0
0.186235,0,0,0,0
0.187844,0,0,0,0
0.189438,0,0,0,0
0.191048,0,0,0,0
0.192645,0,0,0,0
0.194240,0,0,0,0
0.195882,0,0,0,0
0.197477,0,0,0,0
0.199072,0,0,0,0
0.200668,0,0,0,0
0.202277,0,0,0,0
0.203918,0,0,0,0
0.205514,0,0,0,0
0.207109,0,0,0,0
0.208706,0,0,0,0
0.210300,0,0,0,0
0.211943,0,0,0,0
0.213417,0,0,0,0
0.214983,0,0,0,0
0.216578,0,0,0,0
0.218126,0,0,0,0
0.219555,0,0,0,0
0.221170,0,0,0,0
0.222766,0,0,0,0
0.224248,0,0,0,0
0.225780,0,0,0,0
0.227344,0,0,0,0
0.228942,0,0,0,0
0.230538,0,0,0,0
0.232133,0,0,0,0
0.233590,0,0,0,0
0.235159,0,0,0,0
0.236742,0,0,0,0
0.238210,0,0,0,0
0.239749,0,0,0,0
0.241249,0,0,0,0
0.242689,0,0,0,0
0.244164,0,0,0,0
0.245600,0,0,0,0
0.247024,0,0,0,0
0.248447,0,0,0,0
0.249872,0,0,0,0
0.251430,0,0,0,0
0.253078,0,0,0,0
0.254673,0,0,0,0
0.256280,0,0,0,0
0.257880,0,0,0,0
0.259472,0,0,0,0
0.261119,0,0,0,0
0.262716,0,0,0,0
0.264308,0,0,0,0
0.265909,0,0,0,0
0.267382,0,0,0,0
0.268951,0,0,0,0
0.270547,0,0,0,0
0.272140,0,0,0,0
0.273733,0,0,0,0
0.275553,0,0,0,0
0.277095,0,0,0,0
0.278567,0,0,0,0
0.279989,0,0,0,0
0.281410,0,0,0,0
0.282834,0,0,0,0
0.284300,0,0,0,0
0.285857,0,0,0,0
0.287448,0,0,0,0
0.288952,0,0,0,0
0.290385,0,0,0,0
0.291852,0,0,0,0
0.293269,0,0,0,0
0.294663,0,0,0,0
0.296050,0,0,0,0
0.297437,0,0,0,0
0.298844,0,0,0,0
0.300281,0,0,0,0
0.303245,0,0,0,0
0.304889,0,0,0,0
0.306485,0,0,0,0
0.308133,0,0,0,0
0.309594,0,0,0,0
0.311050,0,0,0,0
0.312475,0,0,0,0
0.313901,0,0,0,0
0.315323,0,0,0,0
0.316747,0,0,0,0
0.318168,0,0,0,0
0.319589,0,0,0,0
0.320991,0,0,0,0
0.322433,0,0,0,0
0.323906,0,0,0,0
0.325469,0,0,0,0
0.327065,0,0,0,0
0.328663,0,0,0,0
0.330259,0,0,0,0
0.331901,0,0,0,0
0.333511,0,0,0,0
0.335106,0,0,0,0
0.336703,0,0,0,0
0.338323,0,0,0,0
0.339968,0,0,0,0
0.341564,0,0,0,0
0.343161,0,0,0,0
0.344773,0,0,0,0
0.346370,0,0,0,0
0.348013,0,0,0,0
0.349609,0,0,0,0
0.351197,0,0,0,0
0.352838,0,0,0,0
0.354272,0,0,0,0
0.355973,0,0,0,0
0.357402,0,0,0,0
0.358963,0,0,0,0
0.360634,0,0,0,0
0.362216,0,0,0,0
0.363644,0,0,0,0
0.365121,0,0,0,0
0.366559,0,0,0,0
0.367983,0,0,0,0
0.369408,0,0,0,0
0.370969,0,0,0,0
0.372568,0,0,0,0
0.374165,0,0,0,0
0.375761,0,0,0,0
0.377371,0,0,0,0
0.378968,0,0,0,0
0.380569,0,0,0,0
0.382167,0,0,0,0
0.383762,0,0,0,0
0.385359,0,0,0,0
0.386955,0,0,0,0
0.388432,0,0,0,0
0.390005,0,0,0,0
0.391599,0,0,0,0
0.393197,0,0,0,0
0.394795,0,0,0,0
0.396438,0,0,0,0
0.398039,0,0,0,0
0.399648,0,0,0,0
0.401247,0,0,0,0
0.402843,0,0,0,0
0.404487,0,0,0,0
0.406084,0,0,0,0
0.407678,0,0,0,0
0.409275,0,0,0,0
0.410875,0,0,0,0
0.412508,0,0,0,0
0.414028,0,0,0,0
0.415724,0,0,0,0
0.417191,0,0,0,0
0.418775,0,0,0,0
0.420416,0,0,0,0
0.422028,0,0,0,0
0.423622,0,0,0,0
0.425217,0,0,0,0
0.426812,0,0,0,0
0.428453,0,0,0,0
0.430053,0,0,0,0
0.431645,0,0,0,0
0.433123,0,0,0,0
0.434770,0,0,0,0
0.436505,0,0,0,0
0.438262,0,0,0,0
0.439936,0,0,0,0
0.441613,0,0,0,0
0.443305,0,0,0,0
0.444999,0,0,0,0
0.446709,0,0,0,0
0.448355,0,0,0,0
0.449957,0,0,0,0
0.451450,0,0,0,0
0.453154,0,0,0,0
0.454694,0,0,0,0
0.456338,0,0,0,0
0.458021,0,0,0,0
0.459760,0,0,0,0
0.461438,0,0,0,0
0.463116,0,0,0,0
0.464793,0,0,0,0
0.466483,0,0,0,0
0.468075,0,0,0,0
0.469725,0,0,0,0
0.471393,0,0,0,0
0.472942,0,0,0,0
0.474562,0,0,0,0
0.476110,0,0,0,0
0.477604,0,0,0,0
0.479094,0,0,0,0
0.480584,0,0,0,0
0.482069,0,0,0,0
0.483767,0,0,0,0
0.485334,0,0,0,0
0.486836,0,0,0,0
0.488613,0,0,0,0
0.490148,0,0,0,0
0.491631,0,0,0,0
0.493172,0,0,0,0
0.494807,0,0,0,0
0.496475,0,0,0,0
0.498213,0,0,0,0
0.499964,0,0,0,0
0.501643,0,0,0,0
0.503322,0,0,0,0
0.505002,0,0,0,0
0.506679,0,0,0,0
0.508420,0,0,0,0
0.510117,0,0,0,0
0.511794,0,0,0,0
0.513472,0,0,0,0
0.515148,0,0,0,0
0.516829,0,0,0,0
0.518508,0,0,0,0
0.520051,0,0,0,0
0.521700,0,0,0,0
0.523378,0,0,0,0
0.525121,0,0,0,0
0.526799,0,0,0,0
0.528475,0,0,0,0
