elapsed_s,TSE_NEVER_COUNT,TSE_BE_BUSY_CYCLES,TSE_BE_CLIPPING_CYCLES,TSE_BE_STALL_CYCLES_RAS
0.010079,0,0,0,0
0.018039,0,0,0,0
0.023096,0,0,0,0
0.024524,0,0,0,0
0.030003,0,0,0,0
0.031434,0,0,0,0
0.032860,0,0,0,0
0.034309,0,0,0,0
0.035735,0,0,0,0
0.043153,0,0,0,0
0.044580,0,0,0,0
0.045997,0,0,0,0
0.047428,0,0,0,0
0.048862,0,0,0,0
0.058046,0,0,0,0
0.063103,0,0,0,0
0.064528,0,0,0,0
0.066043,0,0,0,0
0.067471,0,0,0,0
0.072675,0,0,0,0
0.074109,0,0,0,0
0.075539,0,0,0,0
0.076973,0,0,0,0
0.078401,0,0,0,0
0.079833,0,0,0,0
0.081283,0,0,0,0
0.082710,0,0,0,0
0.084141,0,0,0,0
0.085570,0,0,0,0
0.087003,0,0,0,0
0.088429,0,0,0,0
0.089874,0,0,0,0
0.091227,0,0,0,0
0.092653,0,0,0,0
0.094078,0,0,0,0
0.095502,0,0,0,0
0.096927,0,0,0,0
0.098381,0,0,0,0
0.099808,0,0,0,0
0.101234,0,0,0,0
0.102659,0,0,0,0
0.104091,0,0,0,0
0.105536,0,0,0,0
0.106965,0,0,0,0
0.108400,0,0,0,0
0.109828,0,0,0,0
0.111204,0,0,0,0
0.112631,0,0,0,0
0.114058,0,0,0,0
0.115487,0,0,0,0
0.116913,0,0,0,0
0.118341,0,0,0,0
0.119775,0,0,0,0
0.121222,0,0,0,0
0.122649,0,0,0,0
0.124076,0,0,0,0
0.125499,0,0,0,0
0.126925,0,0,0,0
0.128355,0,0,0,0
0.129808,0,0,0,0
0.131216,0,0,0,0
0.132645,0,0,0,0
0.134071,0,0,0,0
0.135496,0,0,0,0
0.136919,0,0,0,0
0.138369,0,0,0,0
0.139808,0,549,0,30
0.141233,0,0,0,0
0.142658,0,0,0,0
0.144082,0,0,0,0
0.145526,0,0,0,0
0.146951,0,0,0,0
0.148374,0,0,0,0
0.149808,0,0,0,0
0.151200,0,0,0,0
0.152625,0,0,0,0
0.154055,0,0,0,0
0.155492,0,0,0,0
0.156918,0,0,0,0
0.158345,0,0,0,0
0.159801,0,0,0,0
0.161253,0,0,0,0
0.162679,0,0,0,0
0.164105,0,0,0,0
0.165531,0,0,0,0
0.166958,0,0,0,0
0.168384,0,0,0,0
0.169829,0,0,0,0
0.171212,0,0,0,0
0.172644,0,0,0,0
0.174072,0,0,0,0
0.175498,0,0,0,0
0.176924,0,0,0,0
0.178370,0,0,0,0
0.179796,0,0,0,0
0.181222,0,0,0,0
0.182657,0,0,0,0
0.184085,0,2940,0,114
0.185299,0,4599,0,162
0.186493,0,4548,0,156
0.187689,0,462,0,24
0.189001,0,0,0,0
0.190314,0,0,0,0
0.191626,0,0,0,0
0.192947,0,0,0,0
0.194281,0,0,0,0
0.195593,0,0,0,0
0.196906,0,0,0,0
0.198221,0,0,0,0
0.199537,0,0,0,0
0.200850,0,0,0,0
0.202165,0,0,0,0
0.203487,0,0,0,0
0.204801,0,0,0,0
0.206117,0,0,0,0
0.207431,0,0,0,0
0.208743,0,0,0,0
0.210058,0,0,0,0
0.211374,0,0,0,0
0.212687,0,0,0,0
0.213999,0,0,0,0
0.215317,0,0,0,0
0.216631,0,0,0,0
0.217944,0,0,0,0
0.219321,0,0,0,0
0.220634,0,0,0,0
0.221947,0,0,0,0
0.223313,0,0,0,0
0.224633,0,0,0,0
0.225967,0,0,0,0
0.227285,0,0,0,0
0.231096,0,0,0,0
0.232830,0,0,0,0
0.234146,0,0,0,0
0.235462,0,0,0,0
0.236776,0,0,0,0
0.238089,0,0,0,0
0.239400,0,0,0,0
0.240710,0,0,0,0
0.242009,0,0,0,0
0.243322,0,0,0,0
0.244632,0,0,0,0
0.245953,0,0,0,0
0.247268,0,0,0,0
0.248581,0,0,0,0
0.249914,0,0,0,0
0.251326,0,0,0,0
0.252638,0,0,0,0
0.253951,0,0,0,0
0.255310,0,0,0,0
0.256629,0,0,0,0
0.257961,0,0,0,0
0.259277,0,0,0,0
0.260590,0,0,0,0
0.261903,0,0,0,0
0.263312,0,0,0,0
0.264625,0,0,0,0
0.265956,0,0,0,0
0.267279,0,0,0,0
