elapsed_s,TSE_CLIP_CODE_WORKING_CYCLE_L1,TSE_CLIP_WORKING_CYCLE_L1,TSE_CLIP_CTRL_WORKING_CYCLE_L2,TSE_CLIP_VP_FMUL_WORKING_CYCLE_L2
0.001135,0,0,0,0
0.003053,0,0,0,0
0.004685,0,0,0,0
0.006187,0,0,0,0
0.007888,0,0,0,0
0.009393,0,0,0,0
0.010884,0,0,0,0
0.012369,0,0,0,0
0.013967,0,0,0,0
0.015515,0,0,0,0
0.017023,0,0,0,0
0.018633,0,0,0,0
0.020066,0,0,0,0
0.021489,0,0,0,0
0.022833,0,0,0,0
0.024275,0,0,0,0
0.025718,0,0,0,0
0.027166,0,0,0,0
0.028686,0,0,0,0
0.030220,0,0,0,0
0.031836,0,0,0,0
0.033381,0,0,0,0
0.034922,0,0,0,0
0.036397,0,0,0,0
0.037899,0,0,0,0
0.039386,0,0,0,0
0.040868,0,0,0,0
0.042340,0,0,0,0
0.043820,0,0,0,0
0.045294,0,0,0,0
0.046768,0,0,0,0
0.048241,0,0,0,0
0.049719,0,0,0,0
0.051189,0,0,0,0
0.052659,0,0,0,0
0.054131,0,0,0,0
0.055637,0,0,0,0
0.057229,0,0,0,0
0.058714,0,0,0,0
0.060189,0,0,0,0
0.061701,0,0,0,0
0.063172,0,0,0,0
0.064644,0,0,0,0
0.066115,0,0,0,0
0.067585,0,0,0,0
0.069070,0,0,0,0
0.070582,0,0,0,0
0.072053,0,0,0,0
0.073524,0,0,0,0
0.074968,0,0,0,0
0.076397,0,0,0,0
0.077849,0,0,0,0
0.079276,0,0,0,0
0.080715,0,0,0,0
0.082138,0,0,0,0
0.083665,0,0,0,0
0.085164,0,0,0,0
0.086660,0,0,0,0
0.088166,0,0,0,0
0.089783,0,0,0,0
0.091303,0,0,0,0
0.092799,0,0,0,0
0.094439,0,0,0,0
0.095970,0,0,0,0
0.097469,0,0,0,0
0.099014,0,0,0,0
0.100510,0,0,0,0
0.102065,0,0,0,0
0.103636,0,0,0,0
0.105126,0,0,0,0
0.106619,0,0,0,0
0.108046,0,0,0,0
0.109469,0,0,0,0
0.110851,0,0,0,0
0.112278,0,0,0,0
0.113702,0,0,0,0
0.115130,0,0,0,0
0.116625,0,0,0,0
0.118158,0,0,0,0
0.119764,0,0,0,0
0.121322,0,0,0,0
0.122828,0,0,0,0
0.124352,0,0,0,0
0.126313,0,0,0,0
0.127399,0,0,0,0
0.128608,0,0,0,0
0.129950,0,0,0,0
0.131258,0,0,0,0
0.132566,0,0,0,0
0.133913,0,0,0,0
0.135226,0,0,0,0
0.136540,0,0,0,0
0.137856,0,0,0,0
0.139171,0,0,0,0
0.140486,0,0,0,0
0.141815,0,0,0,0
0.143174,0,0,0,0
0.144540,0,0,0,0
0.145893,0,0,0,0
0.147247,0,0,0,0
0.148675,0,0,0,0
0.150036,0,0,0,0
0.151345,0,0,0,0
0.152648,0,0,0,0
0.153953,0,0,0,0
0.155267,0,0,0,0
0.156681,0,0,0,0
0.158144,0,0,0,0
0.161863,0,0,0,0
0.163240,0,0,0,0
0.164685,0,0,0,0
0.166123,0,0,0,0
0.167521,0,0,0,0
0.168918,0,0,0,0
0.170313,0,0,0,0
0.171767,0,0,0,0
0.173160,0,0,0,0
0.174642,0,0,0,0
0.176236,0,0,0,0
0.177698,0,0,0,0
0.179124,0,0,0,0
0.180546,0,0,0,0
0.182033,0,0,0,0
0.183456,0,0,0,0
0.184877,0,0,0,0
0.186315,0,0,0,0
0.187741,0,0,0,0
0.189162,0,0,0,0
0.190778,0,0,0,0
0.192510,0,0,0,0
0.194216,0,0,0,0
0.195950,0,0,0,0
0.197536,0,0,0,0
0.199087,0,0,0,0
0.200561,0,0,0,0
0.202028,0,0,0,0
0.203499,0,0,0,0
0.204966,0,0,0,0
0.206629,0,0,0,0
0.208173,0,0,0,0
0.209839,0,0,0,0
0.211550,0,0,0,0
0.213257,0,0,0,0
0.214969,0,0,0,0
0.216681,0,0,0,0
0.218222,0,0,0,0
0.220031,0,0,0,0
0.221802,0,0,0,0
0.223515,0,0,0,0
0.225225,0,0,0,0
0.226937,0,0,0,0
0.228668,0,0,0,0
0.230441,0,0,0,0
0.232147,0,0,0,0
0.233840,0,0,0,0
0.235496,0,0,0,0
0.237041,0,0,0,0
0.238924,0,0,0,0
0.240631,0,0,0,0
0.242337,0,0,0,0
0.243925,0,0,0,0
0.245399,0,0,0,0
0.247129,0,0,0,0
0.248859,0,0,0,0
0.250573,0,0,0,0
0.252284,0,0,0,0
0.254057,0,0,0,0
0.255767,0,0,0,0
0.257478,0,0,0,0
0.259027,0,0,0,0
0.260696,0,0,0,0
0.262469,0,0,0,0
0.264137,0,0,0,0
0.265804,0,0,0,0
0.267515,0,0,0,0
0.269241,0,0,0,0
0.270954,0,0,0,0
0.272665,0,0,0,0
0.274372,0,0,0,0
0.276090,0,0,0,0
0.277864,0,0,0,0
0.279594,0,0,0,0
0.281306,0,0,0,0
0.283019,0,0,0,0
0.284730,0,0,0,0
0.286502,0,0,0,0
0.288072,0,0,0,0
0.289563,0,0,0,0
0.291225,0,0,0,0
0.292919,0,0,0,0
0.294735,0,0,0,0
0.296303,0,0,0,0
0.297977,0,0,0,0
0.299495,0,0,0,0
0.300986,0,0,0,0
0.302719,0,0,0,0
0.304432,0,0,0,0
0.306138,0,0,0,0
0.307796,0,0,0,0
0.309475,0,0,0,0
0.311144,0,0,0,0
0.312829,0,0,0,0
0.314639,0,0,0,0
0.316382,0,0,0,0
0.318157,0,0,0,0
0.319945,0,0,0,0
0.321671,0,0,0,0
0.323385,0,0,0,0
0.325099,0,0,0,0
0.326814,0,0,0,0
0.328526,0,0,0,0
