elapsed_s,RB_VRS_4X2_QUADS,RB_VRS_4X4_QUADS,RB_STALL_CYCLES_HLSQ_INFO,RB_HLSQ_ACTIVE_INFO,RB_STALL_CYCLES_HLSQ_ATTR,RB_HLSQ_ACTIVE_ATTR,RB_STALL_CYCLES_ZMODE_SWITCH,RB_TOTAL_PASS_PIXELS
0.001122,0,0,0,0,0,0,0,0
0.002695,0,0,0,0,0,0,0,0
0.004240,0,0,0,0,0,0,0,0
0.005787,0,0,0,0,0,0,0,0
0.007445,0,0,0,0,0,0,0,0
0.008991,0,0,0,0,0,0,0,0
0.010546,0,0,0,0,0,0,0,0
0.012089,0,0,0,0,0,0,0,0
0.013632,0,0,0,0,0,0,0,0
0.015175,0,0,0,0,0,0,0,0
0.016687,0,0,0,0,0,0,0,0
0.018274,0,0,0,0,0,0,0,0
0.019883,0,0,0,0,0,0,0,0
0.021389,0,0,0,0,0,0,0,0
0.022861,0,0,0,0,0,0,0,0
0.024450,0,0,0,0,0,0,0,0
0.025926,0,0,0,0,0,0,0,0
0.027562,0,0,0,0,0,0,0,0
0.029077,0,0,0,0,0,0,0,0
0.030557,0,0,0,0,0,0,0,0
0.032048,0,0,0,0,0,0,0,0
0.033535,0,0,0,0,0,0,0,0
0.035009,0,0,0,0,0,0,0,0
0.036575,0,0,0,0,0,0,0,0
0.038004,0,0,0,0,0,0,0,0
0.039492,0,0,0,0,0,0,0,0
0.040933,0,0,0,0,0,0,0,0
0.042367,0,0,0,0,0,0,0,0
0.043774,0,0,0,0,0,0,0,0
0.045158,0,0,0,0,0,0,0,0
0.046542,0,0,0,0,0,0,0,0
0.047977,0,0,0,0,0,0,0,0
0.049363,0,0,0,0,0,0,0,0
0.050749,0,0,0,0,0,0,0,0
0.052159,0,0,0,0,0,0,0,0
0.053545,0,0,0,0,0,0,0,0
0.054908,0,0,0,0,0,0,0,0
0.056267,0,0,0,0,0,0,0,0
0.057631,0,0,0,0,0,0,0,0
0.058995,0,0,0,0,0,0,0,0
0.060424,0,0,0,0,0,0,0,0
0.061838,0,0,0,0,0,0,0,0
0.063250,0,0,0,0,0,0,0,0
0.064820,0,0,0,0,0,0,0,0
0.066294,0,0,0,0,0,0,0,0
0.067758,0,0,0,0,0,0,0,0
0.069218,0,0,0,0,0,0,0,0
0.070680,0,0,0,0,0,0,0,0
0.072280,0,0,0,0,0,0,0,0
0.073755,0,0,0,0,0,0,0,0
0.075224,0,0,0,0,0,0,0,0
0.076608,0,0,0,0,0,0,0,0
0.077977,0,0,0,0,0,0,0,0
0.079342,0,0,0,0,0,0,0,0
0.080754,0,0,0,0,0,0,0,0
0.082120,0,0,0,0,0,0,0,0
0.083495,0,0,0,0,0,0,0,0
0.084912,0,0,0,0,0,0,0,0
0.086337,0,0,0,0,0,0,0,0
0.087758,0,0,0,0,0,0,0,0
0.089196,0,0,0,0,0,0,0,0
0.090605,0,0,0,0,0,0,0,0
0.092011,0,0,0,0,0,0,0,0
0.093418,0,0,0,0,0,0,0,0
0.094823,0,0,0,0,0,0,0,0
0.097142,0,0,0,0,0,0,0,0
0.098561,0,0,0,0,0,0,0,0
0.099968,0,0,0,0,0,0,0,0
0.101371,0,0,0,0,0,0,0,0
0.102773,0,0,0,0,0,0,0,0
0.107367,0,0,0,0,0,0,0,0
0.108795,0,0,0,0,0,0,0,0
0.110199,0,0,0,0,0,0,0,0
0.112545,0,0,0,0,0,0,0,0
0.114960,0,0,0,0,0,0,0,0
0.116506,0,0,0,0,0,0,0,0
0.117920,0,0,0,0,0,0,0,0
0.119352,0,0,0,0,0,0,0,0
0.120960,0,0,0,0,0,0,0,0
0.122343,0,0,0,0,0,0,0,0
0.123710,0,0,0,0,0,0,0,0
0.125075,0,0,0,0,0,0,0,0
0.126438,0,0,0,0,0,0,0,0
0.127799,0,0,0,0,0,0,0,0
0.129161,0,0,0,0,0,0,0,0
0.130538,0,0,0,0,0,0,0,0
0.132028,0,0,0,0,0,0,0,0
0.133614,0,0,0,0,0,0,0,0
0.135186,0,0,0,0,0,0,0,0
0.136765,0,0,0,0,0,0,0,0
0.138336,0,0,0,0,0,0,0,0
0.139910,0,0,0,0,0,0,0,0
0.141498,0,0,0,0,0,0,0,0
0.143070,0,0,0,0,0,0,0,0
0.144648,0,0,0,0,0,0,0,0
0.146220,0,0,0,0,0,0,0,0
0.147838,0,0,0,0,0,0,0,0
0.149412,0,0,0,0,0,0,0,0
0.150985,0,0,0,0,0,0,0,0
0.152654,0,0,0,0,0,0,0,0
0.154217,0,0,0,0,0,0,0,0
0.155664,0,0,0,0,0,0,0,0
0.157209,0,0,0,0,0,0,0,0
0.158779,0,0,0,0,0,0,0,0
0.160350,0,0,0,0,0,0,0,0
0.161922,0,0,0,0,0,0,0,0
0.163427,0,0,0,0,0,0,0,0
0.164970,0,0,0,0,0,0,0,0
0.166539,0,0,0,0,0,0,0,0
0.168112,0,0,0,0,0,0,0,0
0.169684,0,0,0,0,0,0,0,0
0.171254,0,0,0,0,0,0,0,0
0.172688,0,0,0,0,0,0,0,0
0.174113,0,0,0,0,0,0,0,0
0.175656,0,0,0,0,0,0,0,0
0.177227,0,0,0,0,0,0,0,0
0.178797,0,0,0,0,0,0,0,0
0.180369,0,0,0,0,0,0,0,0
0.181941,0,0,0,0,0,0,0,0
0.183515,0,0,0,0,0,0,0,0
0.185100,0,0,0,0,0,0,0,0
0.186670,0,0,0,0,0,0,0,0
0.188137,0,0,0,0,0,0,0,0
0.189704,0,0,0,0,0,0,0,0
0.191273,0,0,0,0,0,0,0,0
0.192899,0,0,0,0,0,0,0,0
0.194468,0,0,0,0,0,0,0,0
0.196099,0,0,0,0,0,0,0,0
0.197671,0,0,0,0,0,0,0,0
0.199240,0,0,0,0,0,0,0,0
0.200884,0,0,0,0,0,0,0,0
0.202454,0,0,0,0,0,0,0,0
0.204028,0,0,0,0,0,0,0,0
0.205599,0,0,0,0,0,0,0,0
0.207228,0,0,0,0,0,0,0,0
0.208724,0,0,0,0,0,0,0,0
0.210134,0,0,0,0,0,0,0,0
0.211718,0,0,0,0,0,0,0,0
0.213293,0,0,0,0,0,0,0,0
0.214866,0,0,0,0,0,0,0,0
0.216441,0,0,0,0,0,0,0,0
0.218028,0,0,0,0,0,0,0,0
0.219602,0,0,0,0,0,0,0,0
0.221177,0,0,0,0,0,0,0,0
0.222750,0,0,0,0,0,0,0,0
0.224322,0,0,0,0,0,0,0,0
0.225897,0,0,0,0,0,0,0,0
0.227516,0,0,0,0,0,0,0,0
0.229104,0,0,0,0,0,0,0,0
0.230676,0,0,0,0,0,0,0,0
0.232250,0,0,0,0,0,0,0,0
0.233824,0,0,0,0,0,0,0,0
0.235399,0,0,0,0,0,0,0,0
0.236974,0,0,0,0,0,0,0,0
0.238546,0,0,0,0,0,0,0,0
0.240133,0,0,0,0,0,0,0,0
0.241707,0,0,0,0,0,0,0,0
0.243414,0,0,0,0,0,0,0,0
0.244833,0,0,0,0,0,0,0,0
0.246247,0,0,0,0,0,0,0,0
0.247787,0,0,0,0,0,0,0,0
0.249360,0,0,0,0,0,0,0,0
0.250944,0,0,0,0,0,0,0,0
0.252568,0,0,0,0,0,0,0,0
0.254185,0,0,0,0,0,0,0,0
0.255759,0,0,0,0,0,0,0,0
0.257331,0,0,0,0,0,0,0,0
0.258902,0,0,0,0,0,0,0,0
0.260345,0,0,0,0,0,0,0,0
0.261899,0,0,0,0,0,0,0,0
0.263472,0,0,0,0,0,0,0,0
0.265044,0,0,0,0,0,0,0,0
0.266613,0,0,0,0,0,0,0,0
0.268186,0,0,0,0,0,0,0,0
0.269759,0,0,0,0,0,0,0,0
0.271333,0,0,0,0,0,0,0,0
0.272919,0,0,0,0,0,0,0,0
0.274489,0,0,0,0,0,0,0,0
0.276106,0,0,0,0,0,0,0,0
0.277678,0,0,0,0,0,0,0,0
0.279249,0,0,0,0,0,0,0,0
0.280869,0,0,0,0,0,0,0,0
0.282440,0,0,0,0,0,0,0,0
0.284026,0,0,0,0,0,0,0,0
0.285599,0,0,0,0,0,0,0,0
0.287170,0,0,0,0,0,0,0,0
0.288747,0,0,0,0,0,0,0,0
0.290318,0,0,0,0,0,0,0,0
0.291936,0,0,0,0,0,0,0,0
0.293508,0,0,0,0,0,0,0,0
0.295092,0,0,0,0,0,0,0,0
0.296669,0,0,0,0,0,0,0,0
0.298241,0,0,0,0,0,0,0,0
0.299815,0,0,0,0,0,0,0,0
0.301388,0,0,0,0,0,0,0,0
0.302960,0,0,0,0,0,0,0,0
0.304498,0,0,0,0,0,0,0,0
