elapsed_s,RAS_NEVER_COUNT,RAS_BUSY_CYCLES,RAS_SUPERTILE_ACTIVE_CYCLES,RAS_STALL_CYCLES_LRZ
0.001342,0,0,0,0
0.002862,0,0,0,0
0.004263,0,0,0,0
0.005682,0,0,0,0
0.007097,0,0,0,0
0.008558,0,0,0,0
0.009987,0,0,0,0
0.011402,0,0,0,0
0.012817,0,0,0,0
0.014232,0,0,0,0
0.015647,0,0,0,0
0.017097,0,0,0,0
0.018707,0,0,0,0
0.020209,0,0,0,0
0.021596,0,0,0,0
0.022970,0,0,0,0
0.024345,0,0,0,0
0.025921,0,0,0,0
0.027377,0,0,0,0
0.028804,0,0,0,0
0.030198,0,0,0,0
0.031571,0,0,0,0
0.032990,0,0,0,0
0.034361,0,0,0,0
0.035729,0,0,0,0
0.037145,0,0,0,0
0.038517,0,0,0,0
0.039880,0,0,0,0
0.041339,0,0,0,0
0.042686,0,0,0,0
0.044033,0,0,0,0
0.045443,0,0,0,0
0.046792,0,0,0,0
0.048140,0,0,0,0
0.049488,0,0,0,0
0.050836,0,0,0,0
0.052245,0,0,0,0
0.053598,0,0,0,0
0.054944,0,0,0,0
0.056293,0,0,0,0
0.057684,0,0,0,0
0.058974,0,0,0,0
0.060345,0,0,0,0
0.061643,0,0,0,0
0.063006,0,0,0,0
0.064302,0,0,0,0
0.065560,0,0,0,0
0.066818,0,0,0,0
0.068076,0,0,0,0
0.069440,0,0,0,0
0.070697,0,0,0,0
0.071954,0,0,0,0
0.073243,0,0,0,0
0.074585,0,0,0,0
0.075925,0,0,0,0
0.077270,0,0,0,0
0.078615,0,0,0,0
0.079962,0,0,0,0
0.081382,0,0,0,0
0.082771,0,0,0,0
0.084139,0,0,0,0
0.085494,0,0,0,0
0.086840,0,693,0,0
0.088052,0,0,0,0
0.089468,0,0,0,0
0.090882,0,0,0,0
0.092273,0,0,0,0
0.093660,0,0,0,0
0.095062,0,0,0,0
0.096470,0,0,0,0
0.097948,0,891,0,0
0.099482,0,3300,0,0
0.102338,0,7260,0,0
0.103581,0,3300,0,0
0.105642,0,5271,0,0
0.106883,0,3180,0,0
0.108185,0,3360,0,0
0.110399,0,5700,0,0
0.111651,0,3180,0,0
0.112893,0,3120,0,0
0.114138,0,3300,0,0
0.115381,0,3180,0,0
0.116627,0,3120,0,0
0.117870,0,3120,0,0
0.119112,0,3300,0,0
0.120358,0,3354,0,0
0.121646,0,3126,0,0
0.122888,0,1272,0,0
0.124379,0,0,0,0
0.125846,0,0,0,0
0.127226,0,0,0,0
0.128606,0,0,0,0
0.129985,0,0,0,0
0.131364,0,0,0,0
0.132743,0,0,0,0
0.134133,0,0,0,0
0.135512,0,0,0,0
0.136939,0,0,0,0
0.138297,0,0,0,0
0.139651,0,0,0,0
0.141007,0,0,0,0
0.142363,0,0,0,0
0.143718,0,0,0,0
0.145080,0,0,0,0
0.146436,0,0,0,0
0.147790,0,0,0,0
0.149145,0,0,0,0
0.150500,0,0,0,0
0.151855,0,0,0,0
0.153336,0,0,0,0
0.154677,0,0,0,0
0.156022,0,0,0,0
0.157376,0,0,0,0
0.158715,0,0,0,0
0.160055,0,0,0,0
0.161484,0,0,0,0
0.162822,0,0,0,0
0.164218,0,0,0,0
0.165557,0,0,0,0
0.166999,0,0,0,0
0.168624,0,0,0,0
0.169957,0,0,0,0
0.171289,0,0,0,0
0.172621,0,0,0,0
0.173953,0,0,0,0
0.175285,0,0,0,0
0.177354,0,0,0,0
0.178695,0,0,0,0
0.180028,0,0,0,0
0.181406,0,0,0,0
0.182738,0,0,0,0
0.184070,0,0,0,0
0.185527,0,0,0,0
0.186907,0,0,0,0
0.188374,0,0,0,0
0.189836,0,0,0,0
0.191221,0,0,0,0
0.192609,0,0,0,0
0.193989,0,0,0,0
0.195368,0,0,0,0
0.196747,0,0,0,0
0.198126,0,0,0,0
0.199632,0,0,0,0
0.201108,0,0,0,0
0.202504,0,0,0,0
0.203892,0,0,0,0
0.205283,0,0,0,0
0.206669,0,0,0,0
0.208055,0,0,0,0
0.209443,0,0,0,0
0.210956,0,0,0,0
0.212521,0,0,0,0
0.214073,0,0,0,0
0.215623,0,0,0,0
0.217218,0,0,0,0
0.218769,0,0,0,0
0.220322,0,0,0,0
0.221872,0,0,0,0
0.223435,0,0,0,0
0.224986,0,0,0,0
0.226538,0,0,0,0
0.228087,0,0,0,0
0.229674,0,0,0,0
0.231067,0,0,0,0
0.232628,0,0,0,0
0.234193,0,0,0,0
0.235742,0,0,0,0
0.237292,0,0,0,0
0.238842,0,0,0,0
0.240393,0,0,0,0
0.241943,0,0,0,0
0.243492,0,0,0,0
0.245055,0,0,0,0
0.246607,0,0,0,0
0.248160,0,0,0,0
0.249710,0,0,0,0
0.251258,0,0,0,0
0.252810,0,0,0,0
0.254361,0,0,0,0
0.255925,0,0,0,0
0.257480,0,0,0,0
0.259028,0,0,0,0
0.260580,0,0,0,0
0.262130,0,0,0,0
0.263562,0,0,0,0
0.265131,0,0,0,0
0.266695,0,0,0,0
0.268248,0,0,0,0
0.269799,0,0,0,0
0.271348,0,0,0,0
0.272901,0,0,0,0
0.274454,0,0,0,0
0.276003,0,0,0,0
0.277571,0,0,0,0
0.279121,0,0,0,0
0.280716,0,0,0,0
0.282268,0,0,0,0
0.283817,0,0,0,0
0.285338,0,0,0,0
0.286859,0,0,0,0
0.288425,0,0,0,0
0.289976,0,0,0,0
0.291527,0,0,0,0
0.293077,0,0,0,0
0.294619,0,0,0,0
0.296231,0,0,0,0
0.297824,0,0,0,0
0.299388,0,0,0,0
0.300941,0,0,0,0
0.302494,0,0,0,0
0.304044,0,0,0,0
0.305598,0,0,0,0
0.307147,0,0,0,0
0.308699,0,0,0,0
0.310262,0,0,0,0
0.311813,0,0,0,0
0.313455,0,0,0,0
0.315004,0,0,0,0
0.316557,0,0,0,0
0.318109,0,0,0,0
0.319659,0,0,0,0
0.321223,0,0,0,0
0.322776,0,0,0,0
0.324328,0,0,0,0
0.325879,0,0,0,0
0.327428,0,0,0,0
0.329022,0,0,0,0
0.330574,0,0,0,0
0.332140,0,0,0,0
0.333691,0,0,0,0
0.335402,0,0,0,0
0.337669,0,0,0,0
0.339363,0,0,0,0
0.340767,0,0,0,0
0.342168,0,0,0,0
0.343556,0,0,0,0
0.344989,0,0,0,0
0.346376,0,0,0,0
0.347934,0,0,0,0
0.349486,0,0,0,0
0.351035,0,0,0,0
0.352601,0,0,0,0
0.354152,0,0,0,0
0.355702,0,0,0,0
0.357253,0,0,0,0
0.358804,0,0,0,0
0.360356,0,0,0,0
0.361952,0,0,0,0
0.363515,0,0,0,0
0.365067,0,0,0,0
0.366618,0,0,0,0
0.368171,0,0,0,0
0.369723,0,0,0,0
0.371271,0,0,0,0
0.372822,0,0,0,0
0.374386,0,0,0,0
0.375936,0,0,0,0
0.377457,0,0,0,0
0.378849,0,0,0,0
0.380368,0,0,0,0
0.381920,0,0,0,0
0.383469,0,0,0,0
0.385033,0,0,0,0
0.386575,0,0,0,0
0.388175,0,0,0,0
0.389726,0,0,0,0
0.391276,0,0,0,0
0.392872,0,0,0,0
0.394424,0,0,0,0
0.395986,0,0,0,0
0.397542,0,0,0,0
0.399091,0,0,0,0
0.400643,0,0,0,0
0.402194,0,0,0,0
0.403743,0,0,0,0
0.405294,0,0,0,0
0.406857,0,0,0,0
0.408409,0,0,0,0
0.410005,0,0,0,0
0.411556,0,0,0,0
0.413107,0,0,0,0
0.414659,0,0,0,0
0.416211,0,0,0,0
0.417642,0,0,0,0
0.419036,0,0,0,0
0.420555,0,0,0,0
0.422097,0,0,0,0
0.423638,0,0,0,0
0.425104,0,0,0,0
