elapsed_s,RAS_STARVE_CYCLES_TSE,RAS_SUPER_TILES,RAS_8X4_TILES,RAS_MASKGEN_ACTIVE
0.001063,12033,0,0,0
0.002526,11994,0,0,0
0.003903,13269,0,0,0
0.005273,12324,0,0,0
0.006692,12291,0,0,0
0.008061,13212,0,0,0
0.009507,13197,0,0,0
0.010879,12519,0,0,0
0.012245,13173,0,0,0
0.013611,11694,0,0,0
0.015093,12450,0,0,0
0.016513,11805,0,0,0
0.017937,13395,0,0,0
0.019337,12921,0,0,0
0.020748,13245,0,0,0
0.022141,12450,0,0,0
0.023532,12357,0,0,0
0.024925,11751,0,0,0
0.026324,11652,0,0,0
0.027717,12399,0,0,0
0.029110,12201,0,0,0
0.030501,13344,0,0,0
0.031943,11868,0,0,0
0.033320,10308,0,0,0
0.034696,10764,0,0,0
0.036074,11949,0,0,0
0.037450,11037,0,0,0
0.038826,10725,0,0,0
0.040205,11556,0,0,0
0.041583,11316,0,0,0
0.042967,11253,0,0,0
0.044343,11670,0,0,0
0.045722,11937,0,0,0
0.047139,10965,0,0,0
0.048591,10224,0,0,0
0.049930,10074,0,0,0
0.051268,10800,0,0,0
0.052606,10704,0,0,0
0.053959,12639,0,0,0
0.055527,13248,0,0,0
0.056934,12996,0,0,0
0.058338,12393,0,0,0
0.059742,12630,0,0,0
0.061148,12339,0,0,0
0.062549,9726,0,0,0
0.063873,9693,0,0,0
0.065313,10644,0,0,0
0.066828,9648,0,0,0
0.068264,9825,0,0,0
0.069626,9738,0,0,0
0.070973,9867,0,0,0
0.072348,10224,0,0,0
0.073689,10182,0,0,0
0.075031,10119,0,0,0
0.076470,9687,0,0,0
0.078004,15189,0,0,0
0.079671,9276,0,0,0
0.081168,9015,0,0,0
0.082624,8997,0,0,0
0.084007,8925,0,0,0
0.085390,8898,0,0,0
0.086781,9045,0,0,0
0.088164,8820,0,0,0
0.089547,37230,0,0,0
0.090790,4629,0,0,0
0.092032,4515,0,0,0
0.093275,4407,0,0,0
0.094554,4968,0,0,0
0.095840,4524,0,0,0
0.097078,4407,0,0,0
0.098358,10170,0,0,0
0.101143,4629,0,0,0
0.102389,4524,0,0,0
0.103633,4407,0,0,0
0.104876,4629,0,0,0
0.106119,4524,0,0,0
0.107403,4629,0,0,0
0.108646,4524,0,0,0
0.109888,4407,0,0,0
0.111175,4746,0,0,0
0.112418,4407,0,0,0
0.113662,24411,0,0,0
0.115078,21411,0,0,0
0.116473,13605,0,0,0
0.117853,13764,0,0,0
0.119231,15429,0,0,0
0.120611,13665,0,0,0
0.121988,14400,0,0,0
0.123432,13569,0,0,0
0.124820,14715,0,0,0
0.126252,13695,0,0,0
0.127721,15102,0,0,0
0.129086,13698,0,0,0
0.130666,14655,0,0,0
0.132023,14223,0,0,0
0.133549,14055,0,0,0
0.135184,13272,0,0,0
0.136549,14661,0,0,0
0.137907,14646,0,0,0
0.139265,14562,0,0,0
0.140620,15195,0,0,0
0.141976,13302,0,0,0
0.143382,14352,0,0,0
0.144648,13857,0,0,0
0.146018,15498,0,0,0
0.147418,15321,0,0,0
0.148725,14460,0,0,0
0.150176,15129,0,0,0
0.151629,14646,0,0,0
0.153076,14322,0,0,0
0.154499,13941,0,0,0
0.155920,14064,0,0,0
0.157367,14124,0,0,0
0.158839,14028,0,0,0
0.160270,15357,0,0,0
0.161598,14025,0,0,0
0.162921,13794,0,0,0
0.164354,14262,0,0,0
0.165878,14337,0,0,0
0.167258,14859,0,0,0
0.168583,19788,0,0,0
0.170019,15087,0,0,0
0.171386,14571,0,0,0
0.172819,14130,0,0,0
0.174139,14433,0,0,0
0.175491,13269,0,0,0
0.176877,14322,0,0,0
0.178263,14463,0,0,0
0.179707,14451,0,0,0
0.181086,14277,0,0,0
0.182467,15438,0,0,0
0.183853,14112,0,0,0
0.185239,14073,0,0,0
0.186627,13917,0,0,0
0.188012,15027,0,0,0
0.189525,13191,0,0,0
0.191008,13395,0,0,0
0.192404,13818,0,0,0
0.193792,13773,0,0,0
0.195177,14550,0,0,0
0.196563,13560,0,0,0
0.197949,14835,0,0,0
0.199334,15303,0,0,0
0.200978,13761,0,0,0
0.202544,13977,0,0,0
0.204094,14490,0,0,0
0.205642,13320,0,0,0
0.207237,14892,0,0,0
0.208788,13803,0,0,0
0.210213,14175,0,0,0
0.211688,13110,0,0,0
0.213092,14757,0,0,0
0.214484,14952,0,0,0
0.215871,14427,0,0,0
0.217258,14397,0,0,0
0.218646,14190,0,0,0
0.220153,13575,0,0,0
0.221693,13365,0,0,0
0.223124,15147,0,0,0
0.224645,14799,0,0,0
0.226194,13947,0,0,0
