elapsed_s,HLSQ_STALL_CYCLES_UCHE,HLSQ_RESERVED_7,HLSQ_RESERVED_8,HLSQ_RESERVED_9,HLSQ_COMPUTE_DRAWCALLS,HLSQ_FS_DATA_WAIT_PROGRAMMING
0.001094,0,0,0,0,0,0
0.002562,0,0,0,0,0,0
0.003999,0,0,0,0,0,0
0.005433,0,0,0,0,0,0
0.006997,0,0,0,0,0,0
0.008429,0,0,0,0,0,0
0.009881,0,0,0,0,0,0
0.011313,0,0,0,0,0,0
0.012745,0,0,0,0,0,0
0.014177,0,0,0,0,0,0
0.015609,0,0,0,0,0,0
0.017074,0,0,0,0,0,0
0.018580,0,0,0,0,0,0
0.019981,0,0,0,0,0,0
0.021345,0,0,0,0,0,0
0.022756,0,0,0,0,0,0
0.024117,0,0,0,0,0,0
0.025477,0,0,0,0,0,0
0.026906,0,0,0,0,0,0
0.028271,0,0,0,0,0,0
0.029637,0,0,0,0,0,0
0.031018,0,0,0,0,0,0
0.032393,0,0,0,0,0,0
0.033838,0,0,0,0,0,0
0.035152,0,0,0,0,0,0
0.036465,0,0,0,0,0,0
0.037776,0,0,0,0,0,0
0.039124,0,0,0,0,0,0
0.040445,0,0,0,0,0,0
0.041810,0,0,0,0,0,0
0.043125,0,0,0,0,0,0
0.044436,0,0,0,0,0,0
0.045796,0,0,0,0,0,0
0.047164,0,0,0,0,0,0
0.048453,0,0,0,0,0,0
0.049753,0,0,0,0,0,0
0.051027,0,0,0,0,0,0
0.052312,0,0,0,0,0,0
0.053594,0,0,0,0,0,0
0.054868,0,0,0,0,0,0
0.056141,0,0,0,0,0,0
0.057413,0,0,0,0,0,0
0.058688,0,0,0,0,0,0
0.060010,0,0,0,0,0,0
0.061335,0,0,0,0,0,0
0.062621,0,0,0,0,0,0
0.063952,0,0,0,0,0,0
0.065227,0,0,0,0,0,0
0.066550,0,0,0,0,0,0
0.067824,0,0,0,0,0,0
0.069097,0,0,0,0,0,0
0.070371,0,0,0,0,0,0
0.071646,0,0,0,0,0,0
0.072924,0,0,0,0,0,0
0.074247,0,0,0,0,0,0
0.075522,0,0,0,0,0,0
0.076794,0,0,0,0,0,0
0.078124,0,0,0,0,0,0
0.079507,0,0,0,0,0,0
0.080936,0,0,0,0,0,0
0.082300,0,0,0,0,0,0
0.083619,0,0,0,0,0,0
0.084931,0,0,0,0,0,0
0.086291,0,0,0,0,0,0
0.087603,0,0,0,0,0,0
0.088916,0,0,0,0,0,0
0.090278,0,0,0,0,0,0
0.091590,0,0,0,0,0,0
0.092898,0,0,0,0,0,0
0.094270,0,0,0,0,0,0
0.095543,0,0,0,0,0,0
0.096813,0,0,0,0,0,0
0.098134,4,0,0,0,2,264
0.099722,0,0,0,0,6,1338
0.101098,0,0,0,0,0,0
0.102476,0,0,0,0,0,0
0.103858,0,0,0,0,0,0
0.105294,0,0,0,0,0,0
0.106730,0,0,0,0,0,0
0.108111,0,0,0,0,0,0
0.109490,0,0,0,0,0,0
0.110872,0,0,0,0,0,0
0.112250,0,0,0,0,0,0
0.113627,0,0,0,0,0,0
0.114930,0,0,0,0,0,0
0.116210,0,0,0,0,0,0
0.117678,0,0,0,0,0,0
0.119083,0,0,0,0,0,0
0.120554,0,0,0,0,0,0
0.122032,0,0,0,0,0,0
0.123310,0,0,0,0,0,0
0.124781,0,0,0,0,0,0
0.126114,0,0,0,0,0,0
0.127507,0,0,0,0,0,0
0.128977,0,0,0,0,0,0
0.130671,0,0,0,0,0,0
0.132242,0,0,0,0,0,0
0.133867,0,0,0,0,0,0
0.135319,0,0,0,0,0,0
0.136929,0,0,0,0,0,0
0.138632,0,0,0,0,0,0
0.140136,0,0,0,0,0,0
0.141992,0,0,0,0,0,0
0.143345,0,0,0,0,0,0
0.144878,0,0,0,0,0,0
0.146700,0,0,0,0,0,0
0.148438,0,0,0,0,0,0
0.149883,0,0,0,0,0,0
0.151284,0,0,0,0,0,0
0.152677,0,0,0,0,0,0
0.154070,0,0,0,0,0,0
0.155467,0,0,0,0,0,0
0.156865,0,0,0,0,0,0
0.158264,0,0,0,0,0,0
0.159673,0,0,0,0,0,0
0.161069,0,0,0,0,0,0
0.162510,0,0,0,0,0,0
0.163908,0,0,0,0,0,0
0.165305,0,0,0,0,0,0
0.166703,0,0,0,0,0,0
0.168230,0,0,0,0,0,0
0.169798,0,0,0,0,0,0
0.171376,0,0,0,0,0,0
0.172940,0,0,0,0,0,0
0.174506,0,0,0,0,0,0
0.176072,0,0,0,0,0,0
0.177636,0,0,0,0,0,0
0.179252,0,0,0,0,0,0
0.180815,0,0,0,0,0,0
0.182394,0,0,0,0,0,0
0.183960,0,0,0,0,0,0
0.185522,0,0,0,0,0,0
0.187091,0,0,0,0,0,0
0.188653,0,0,0,0,0,0
0.190219,0,0,0,0,0,0
0.191784,0,0,0,0,0,0
0.193359,0,0,0,0,0,0
0.194793,0,0,0,0,0,0
0.196338,0,0,0,0,0,0
0.197904,0,0,0,0,0,0
0.199470,0,0,0,0,0,0
0.201033,0,0,0,0,0,0
0.202596,0,0,0,0,0,0
0.204173,0,0,0,0,0,0
0.205793,0,0,0,0,0,0
0.207355,0,0,0,0,0,0
0.208918,0,0,0,0,0,0
0.210537,0,0,0,0,0,0
0.212104,0,0,0,0,0,0
0.213668,0,0,0,0,0,0
0.215244,0,0,0,0,0,0
0.216796,0,0,0,0,0,0
0.218225,0,0,0,0,0,0
0.219757,0,0,0,0,0,0
0.221318,0,0,0,0,0,0
0.222882,0,0,0,0,0,0
0.224445,0,0,0,0,0,0
0.226023,0,0,0,0,0,0
0.227585,0,0,0,0,0,0
0.229147,0,0,0,0,0,0
0.230709,0,0,0,0,0,0
0.232143,0,0,0,0,0,0
0.233676,0,0,0,0,0,0
0.235247,0,0,0,0,0,0
0.236825,0,0,0,0,0,0
0.238392,0,0,0,0,0,0
0.239956,0,0,0,0,0,0
0.241519,0,0,0,0,0,0
0.243134,0,0,0,0,0,0
0.244696,0,0,0,0,0,0
0.246263,0,0,0,0,0,0
0.247842,0,0,0,0,0,0
0.249406,0,0,0,0,0,0
0.250942,0,0,0,0,0,0
0.252476,0,0,0,0,0,0
0.254043,0,0,0,0,0,0
0.255608,0,0,0,0,0,0
0.257172,0,0,0,0,0,0
0.258751,0,0,0,0,0,0
0.260316,0,0,0,0,0,0
0.261883,0,0,0,0,0,0
0.263449,0,0,0,0,0,0
0.264963,0,0,0,0,0,0
0.266381,0,0,0,0,0,0
0.267782,0,0,0,0,0,0
0.269194,0,0,0,0,0,0
0.270595,0,0,0,0,0,0
0.271993,0,0,0,0,0,0
0.273521,0,0,0,0,0,0
0.275135,0,0,0,0,0,0
0.276700,0,0,0,0,0,0
0.278267,0,0,0,0,0,0
0.279835,0,0,0,0,0,0
0.281388,0,0,0,0,0,0
0.283028,0,0,0,0,0,0
0.284640,0,0,0,0,0,0
0.286208,0,0,0,0,0,0
0.287773,0,0,0,0,0,0
0.289335,0,0,0,0,0,0
0.290781,0,0,0,0,0,0
0.292317,0,0,0,0,0,0
0.293882,0,0,0,0,0,0
0.295448,0,0,0,0,0,0
0.297012,0,0,0,0,0,0
0.298579,0,0,0,0,0,0
0.300145,0,0,0,0,0,0
0.301594,0,0,0,0,0,0
0.303155,0,0,0,0,0,0
0.304719,0,0,0,0,0,0
0.306327,0,0,0,0,0,0
0.307893,0,0,0,0,0,0
0.309457,0,0,0,0,0,0
0.311026,0,0,0,0,0,0
0.312602,0,0,0,0,0,0
0.314168,0,0,0,0,0,0
0.315735,0,0,0,0,0,0
0.317298,0,0,0,0,0,0
0.318863,0,0,0,0,0,0
0.320428,0,0,0,0,0,0
0.322039,0,0,0,0,0,0
0.323617,0,0,0,0,0,0
0.325181,0,0,0,0,0,0
0.326745,0,0,0,0,0,0
0.328311,0,0,0,0,0,0
0.329877,0,0,0,0,0,0
0.331444,0,0,0,0,0,0
0.333008,0,0,0,0,0,0
0.334586,0,0,0,0,0,0
0.336152,0,0,0,0,0,0
0.337716,0,0,0,0,0,0
0.339434,0,0,0,0,0,0
