elapsed_s,HLSQ_S2W_STALL_BY_MISS_RETURN,HLSQ_MISS_RETURN_STALL_BY_S2W,HLSQ_STPROC_L0_STALL_INS_RD,HLSQ_STPROC_L0_INS_MISS,HLSQ_STPROC_L0_INS_HIT,HLSQ_STPROC_L0_INS_LATENCY_COUNT
0.001102,0,0,0,0,0,0
0.002611,0,0,0,0,0,0
0.004048,0,0,0,0,0,0
0.005481,0,0,0,0,0,0
0.006915,0,0,0,0,0,0
0.008495,0,0,0,0,0,0
0.010190,0,0,0,0,0,0
0.011672,0,0,0,0,0,0
0.013106,0,0,0,0,0,0
0.014596,0,0,0,0,0,0
0.016070,0,0,0,0,0,0
0.017481,0,0,0,0,0,0
0.018894,0,0,0,0,0,0
0.020382,0,0,0,0,0,0
0.021799,0,0,0,0,0,0
0.023208,0,0,0,0,0,0
0.024617,0,0,0,0,0,0
0.026141,0,0,0,0,0,0
0.027545,0,0,0,0,0,0
0.028914,0,0,0,0,0,0
0.030539,0,0,0,0,0,0
0.031933,0,0,0,0,0,0
0.033324,0,0,0,0,0,0
0.034717,0,0,0,0,0,0
0.036110,0,0,0,0,0,0
0.037504,0,0,0,0,0,0
0.038899,0,0,0,0,0,0
0.040293,0,0,0,0,0,0
0.041693,0,0,0,0,0,0
0.043089,0,0,0,0,0,0
0.044485,0,0,0,0,0,0
0.045871,0,0,0,0,0,0
0.047232,0,0,0,0,0,0
0.048592,0,0,0,0,0,0
0.049953,0,0,0,0,0,0
0.051317,0,0,0,0,0,0
0.052689,0,0,0,0,0,0
0.054181,0,0,0,0,0,0
0.055657,0,0,0,0,0,0
0.057133,0,0,0,0,0,0
0.058535,0,0,0,0,0,0
0.059897,0,0,0,0,0,0
0.061293,0,0,0,0,0,0
0.062654,0,0,0,0,0,0
0.064021,0,0,0,0,0,0
0.065382,0,0,0,0,0,0
0.066706,0,0,0,0,0,0
0.068136,0,0,0,0,0,0
0.069572,0,0,0,0,0,0
0.071007,0,0,0,0,0,0
0.072441,0,0,0,0,0,0
0.073765,0,0,0,0,0,0
0.075208,0,0,0,0,0,0
0.076643,0,0,0,0,0,0
0.078078,0,0,0,0,0,0
0.079512,0,0,0,0,0,0
0.080945,0,0,0,0,0,0
0.082421,0,0,0,0,0,0
0.083864,0,0,0,0,0,0
0.085313,0,0,0,0,0,0
0.086801,0,0,0,0,0,0
0.088110,0,0,0,0,0,0
0.089723,0,0,0,0,0,0
0.091182,0,0,0,0,0,0
0.092621,0,0,0,0,0,0
0.094058,0,0,0,0,0,0
0.095528,0,0,0,0,0,0
0.096991,0,0,0,0,0,0
0.098568,0,0,0,0,0,0
0.099931,0,0,0,0,0,0
0.101419,0,0,0,0,0,0
0.102780,0,0,0,0,0,0
0.104141,0,0,0,0,0,0
0.105621,0,0,0,0,0,0
0.107095,0,0,0,0,0,0
0.108566,0,0,0,1,7,1
0.110060,0,0,0,0,24,0
0.111492,0,0,0,0,0,0
0.112919,0,0,0,0,0,0
0.114381,0,0,0,0,0,0
0.115702,0,0,0,0,0,0
0.117130,0,0,0,0,0,0
0.118467,0,0,0,0,0,0
0.119895,0,0,0,0,0,0
0.121213,0,0,0,0,0,0
0.122641,0,0,0,0,0,0
0.124116,0,0,0,0,0,0
0.125411,0,0,0,0,0,0
0.126810,0,0,0,0,0,0
0.128190,0,0,0,0,0,0
0.129570,0,0,0,0,0,0
0.130948,0,0,0,0,0,0
0.132326,0,0,0,0,0,0
0.133593,0,0,0,0,0,0
0.134973,0,0,0,0,0,0
0.136348,0,0,0,0,0,0
0.137729,0,0,0,0,0,0
0.139109,0,0,0,0,0,0
0.140489,0,0,0,0,0,0
0.141826,0,0,0,0,0,0
0.143172,0,0,0,0,0,0
0.144517,0,0,0,0,0,0
0.145864,0,0,0,0,0,0
0.147212,0,0,0,0,0,0
0.148569,0,0,0,0,0,0
0.149915,0,0,0,0,0,0
0.151261,0,0,0,0,0,0
0.152606,0,0,0,0,0,0
0.154021,0,0,0,0,0,0
0.155447,0,0,0,0,0,0
0.156811,0,0,0,0,0,0
0.158156,0,0,0,0,0,0
0.159490,0,0,0,0,0,0
0.160811,0,0,0,0,0,0
0.162132,0,0,0,0,0,0
0.163453,0,0,0,0,0,0
0.164774,0,0,0,0,0,0
0.166095,0,0,0,0,0,0
0.167415,0,0,0,0,0,0
0.168735,0,0,0,0,0,0
0.170066,0,0,0,0,0,0
0.171389,0,0,0,0,0,0
0.172708,0,0,0,0,0,0
0.174030,0,0,0,0,0,0
0.175379,0,0,0,0,0,0
0.176716,0,0,0,0,0,0
0.178053,0,0,0,0,0,0
0.179389,0,0,0,0,0,0
0.180729,0,0,0,0,0,0
0.182064,0,0,0,0,0,0
