elapsed_s,HLSQ_DUAL_FS_PROG_ACTIVE,HLSQ_DUAL_VS_PROG_ACTIVE,HLSQ_FS_BATCH_COUNT_ZERO,HLSQ_VS_BATCH_COUNT_ZERO,HLSQ_WAVE_PENDING_NO_QUAD,HLSQ_WAVE_PENDING_NO_PRIM_BASE
0.001670,0,0,1582152,1581660,0,0
0.003186,0,0,1870662,1870656,0,0
0.004722,0,0,1513794,1513788,0,0
0.006158,0,0,1510020,1510212,0,0
0.008280,0,0,1376328,1376220,0,0
0.009786,0,0,1804254,1804152,0,0
0.011229,0,0,1532106,1532106,0,0
0.012819,0,0,1627506,1627776,0,0
0.014271,0,0,1541598,1541604,0,0
0.015725,0,0,1547118,1547016,0,0
0.017171,0,0,1528122,1528116,0,0
0.018612,0,0,1590246,1590330,0,0
0.020095,0,0,1549854,1549764,0,0
0.021557,0,0,1508652,1508640,0,0
0.022948,0,0,1507794,1507680,0,0
0.024333,0,0,1670490,1670388,0,0
0.025792,0,0,1533642,1533840,0,0
0.027186,0,0,1524786,1524678,0,0
0.028631,0,0,1527564,1527462,0,0
0.030036,0,0,1528620,1529670,0,0
0.031431,0,0,1531176,1530402,0,0
0.032821,0,0,1522434,1522812,0,0
0.034210,0,0,1526754,1526166,0,0
0.035602,0,0,1526382,1526376,0,0
0.037041,0,0,1528854,1529136,0,0
0.038432,0,0,1529748,1529448,0,0
0.039822,0,0,1527720,1527720,0,0
0.041224,0,0,1523952,1524060,0,0
0.042614,0,0,1532232,1532028,0,0
0.044006,0,0,1529124,1529106,0,0
0.045438,0,0,1466532,1465368,0,0
0.046804,0,0,1468806,1469196,0,0
0.048170,0,0,1478790,1478388,0,0
0.049536,0,0,1478802,1478790,0,0
0.050904,0,0,1474368,1474470,0,0
0.052280,0,0,1681128,1680906,0,0
0.053768,0,0,1497984,1498098,0,0
0.055140,0,0,1487148,1487712,0,0
0.056509,0,0,1470546,1470252,0,0
0.057872,0,0,1459476,1459464,0,0
0.059234,0,0,1459614,1459320,0,0
0.060666,0,0,1375128,1372404,0,0
0.061981,0,0,1363722,1363812,0,0
0.063298,0,0,1359942,1359846,0,0
0.064609,0,0,1360080,1360170,0,0
0.065921,0,0,1369572,1369464,0,0
0.067235,0,0,1360734,1360734,0,0
0.068547,0,0,1571640,1571724,0,0
0.069919,0,0,1368048,1368042,0,0
0.071232,0,0,1365162,1365156,0,0
0.072544,0,0,1377600,1377504,0,0
0.073865,0,0,1359708,1359702,0,0
0.075178,0,0,1363758,1363752,0,0
0.076490,0,0,1356366,1356252,0,0
0.077801,0,0,1362120,1362222,0,0
0.079123,0,0,1358178,1358178,0,0
0.080485,0,0,1361628,1361904,0,0
0.081798,0,0,1372704,1372296,0,0
0.083161,0,0,1407060,1407456,0,0
0.084555,0,0,1387320,1374846,0,0
0.085901,0,0,1273842,1273722,0,0
0.087227,0,0,1270434,1270338,0,0
0.088565,0,0,1270788,1270782,0,0
0.089889,0,0,1268502,1268532,0,0
0.091212,0,0,1270884,1270938,0,0
0.092555,0,0,1284312,1284210,0,0
0.093880,0,0,1271712,1271748,0,0
0.095208,0,0,1264890,1264878,0,0
0.096530,0,0,1272150,1272162,0,0
0.097852,0,0,1271370,1271346,0,0
0.099191,0,0,1289040,1289034,0,0
0.100525,0,0,2519007,2536086,0,0
0.101865,0,0,1369440,1369614,0,0
0.103194,0,0,1398918,1398816,0,0
0.104505,0,0,1662768,1662846,0,0
0.105951,0,0,1363920,1363836,0,0
0.107313,0,0,1360116,1360104,0,0
0.108682,0,0,1355850,1355838,0,0
0.110042,0,0,1361004,1360800,0,0
0.111402,0,0,1356156,1356240,0,0
0.112763,0,0,1360224,1360332,0,0
0.114124,0,0,1360500,1360386,0,0
0.115485,0,0,1356198,1356294,0,0
0.116850,0,0,1366278,1392972,0,0
0.118221,0,0,1390626,1363818,0,0
0.119578,0,0,1451490,1453320,0,0
0.120887,216,0,3244580,3779106,0,0
0.122324,0,0,2920842,2920806,0,0
0.123752,0,0,2936076,2936262,0,0
0.125181,0,0,2949852,2949750,0,0
0.126610,0,0,2944752,2944842,0,0
0.128042,0,0,2757540,2756358,0,0
0.129471,0,0,2175222,2175120,0,0
0.130789,0,0,2805174,2805102,0,0
0.132215,0,0,3015216,3018894,0,0
0.133686,0,0,2847282,2843604,0,0
0.135115,0,0,2808198,2808186,0,0
0.136544,0,0,2178270,2178270,0,0
0.137862,0,0,2826906,2826900,0,0
0.139295,0,0,2823720,2823702,0,0
0.140725,0,0,2816436,2816436,0,0
0.142155,0,0,2825256,2825340,0,0
0.143585,0,0,2816958,2816928,0,0
0.145015,0,0,2813088,2813112,0,0
0.146445,0,0,2183634,2183628,0,0
0.147764,0,0,2811930,2811918,0,0
0.149193,0,0,2831112,2831076,0,0
0.150627,0,0,2812944,2812938,0,0
0.152057,0,0,2820222,2820246,0,0
0.153486,0,0,2835276,2835246,0,0
0.154916,0,0,2813034,2813052,0,0
0.156347,0,0,2734242,2740914,0,0
0.157795,0,0,2397864,2397954,0,0
0.159186,0,0,2400540,2400570,0,0
0.160720,0,0,2932752,2932746,0,0
0.162208,0,0,2335074,2334978,0,0
0.163605,0,0,2428632,2428716,0,0
0.165003,0,0,2294772,2294664,0,0
0.166400,0,0,2413152,2413242,0,0
0.167795,0,0,2420112,2419980,0,0
0.169194,0,0,2300130,2300130,0,0
0.170590,0,0,2423238,2423232,0,0
0.172118,0,0,2494098,2494194,0,0
0.173617,0,0,2444034,2444112,0,0
0.175023,0,0,2344380,2344308,0,0
0.176469,0,0,2403690,2403648,0,0
0.177866,0,0,2395296,2395392,0,0
0.179258,0,0,2401704,2401542,0,0
0.180797,0,0,2587668,2587662,0,0
0.182236,0,0,2267046,2267034,0,0
0.183643,0,0,2369412,2369472,0,0
0.185052,0,0,2502978,2502912,0,0
0.186448,0,0,2426568,2426622,0,0
0.187844,0,0,2421624,2421624,0,0
0.189279,0,0,2416836,2416854,0,0
0.190807,0,0,2492094,2492154,0,0
0.192379,0,0,2550282,2550180,0,0
0.193958,0,0,2495682,2495580,0,0
0.195521,0,0,2482968,2482992,0,0
0.197084,0,0,2498106,2498100,0,0
0.198648,0,0,2500290,2511624,0,0
0.200219,0,0,2531298,2519958,0,0
0.201735,0,0,2425338,2425386,0,0
0.203267,0,0,2469732,2469672,0,0
0.204891,0,0,4848252,4848246,0,0
0.206806,0,0,2426232,2427450,0,0
0.208213,0,0,2334966,2333736,0,0
0.209605,0,0,2447442,2447346,0,0
0.211001,0,0,2287572,2287716,0,0
0.212390,0,0,2497284,2497218,0,0
0.213797,0,0,2389044,2389134,0,0
0.215267,0,0,2466576,2466474,0,0
0.216687,0,0,2373936,2374032,0,0
0.218079,0,0,2377698,2377842,0,0
0.219465,0,0,2449374,2449206,0,0
0.220848,0,0,2307180,2304720,0,0
0.222212,0,0,2281578,2281572,0,0
0.223573,0,0,2319720,2319714,0,0
0.224943,0,0,2280954,2280942,0,0
0.226314,0,0,2287140,2287146,0,0
0.227676,0,0,2285340,2285418,0,0
0.229042,0,0,2311830,2311830,0,0
0.230412,0,0,2310570,2310474,0,0
0.231781,0,0,2322774,2322774,0,0
0.233150,0,0,2313102,2313084,0,0
0.234517,0,0,2297616,2297676,0,0
0.235882,0,0,2293818,2293806,0,0
0.237257,0,0,2326602,2326536,0,0
0.238628,0,0,2322498,2322498,0,0
0.239998,0,0,2309394,2309472,0,0
0.241471,0,0,2368482,2368392,0,0
0.242969,0,0,2370918,2370996,0,0
0.244465,0,0,2446788,2446692,0,0
0.245965,0,0,2358678,2358666,0,0
0.247471,0,0,2372118,2372106,0,0
0.248971,0,0,2368956,2368968,0,0
0.250469,0,0,2367876,2368302,0,0
0.251965,0,0,2365644,2365200,0,0
0.253501,0,0,2481024,2483442,0,0
0.255067,0,0,2491638,2491632,0,0
0.256634,0,0,2501712,2501706,0,0
0.258213,0,0,2487282,2487312,0,0
0.259775,0,0,2493582,2493450,0,0
0.261340,0,0,2495448,2495538,0,0
0.262905,0,0,2504712,2504634,0,0
0.264468,0,0,2513388,2513358,0,0
0.266038,0,0,2482218,2482338,0,0
0.267600,0,0,2486490,2486388,0,0
0.269220,0,0,2505114,2505072,0,0
0.270785,0,0,2551518,2551518,0,0
0.272348,0,0,2522448,2522538,0,0
0.273912,0,0,2463144,2463168,0,0
0.275465,0,0,2466078,2465946,0,0
0.276947,0,0,2445894,2445984,0,0
0.278486,0,0,2487138,2487066,0,0
0.280060,0,0,2487102,2487096,0,0
0.281623,0,0,2501322,2501388,0,0
0.283189,0,0,2489646,2489568,0,0
0.284798,0,0,2499372,2499366,0,0
0.286363,0,0,2482164,2482254,0,0
0.287926,0,0,2487918,2487876,0,0
0.289490,0,0,2494752,2494680,0,0
0.291077,0,0,2482266,2482320,0,0
0.292642,0,0,2496750,2496690,0,0
0.294207,0,0,2481468,2481528,0,0
0.295768,0,0,2474190,2474178,0,0
0.297332,0,0,2488542,2488446,0,0
0.298895,0,0,2477796,2477982,0,0
0.300456,0,0,2892858,2892744,0,0
0.302086,0,0,2479806,2479812,0,0
0.303648,0,0,2474214,2474136,0,0
0.305212,0,0,2488062,2488128,0,0
0.306776,0,0,2482422,2482410,0,0
0.308337,0,0,2502246,2502174,0,0
0.309904,0,0,2489100,2489196,0,0
0.311465,0,0,2491746,2491800,0,0
0.313042,0,0,2484384,2484288,0,0
0.314605,0,0,2474910,2474802,0,0
0.316166,0,0,2490168,2490606,0,0
0.317729,0,0,2484210,2483856,0,0
0.319293,0,0,2478786,2478876,0,0
0.320857,0,0,2487138,2487042,0,0
0.322421,0,0,2481120,2481042,0,0
0.323996,0,0,2486496,2486556,0,0
0.325559,0,0,2502654,2502684,0,0
0.327123,0,0,2471862,2471850,0,0
0.328688,0,0,2494632,2494506,0,0
0.330252,0,0,2476206,2476230,0,0
0.331812,0,0,2481114,2481102,0,0
0.333420,0,0,2489250,2489304,0,0
0.334996,0,0,2489976,2489976,0,0
