elapsed_s,CP_S_SKEW_BUFFER_ABOVE_THRESH,CP_ECACHE_HITS,CP_ECACHE_KILLS,CP_ECACHE_REQS,CP_ECACHE_EVEN_REQS,CP_ECACHE_STALLS_RAP,CP_ECACHE_BUSY
0.007068,0,0,0,0,0,0,0
0.008706,0,0,0,0,0,0,0
0.010282,0,0,0,0,0,0,0
0.011778,0,0,0,0,0,0,0
0.013213,0,0,0,0,0,0,0
0.014617,0,0,0,0,0,0,0
0.016067,0,0,0,0,0,0,0
0.017534,0,0,0,0,0,0,0
0.019029,0,0,0,0,0,0,0
0.020528,0,0,0,0,0,0,0
0.024183,0,0,0,0,0,0,0
0.025539,0,0,0,0,0,0,0
0.030379,0,0,0,0,0,0,0
0.031746,0,0,0,0,0,0,0
0.033266,0,0,0,0,0,0,0
0.037211,0,0,0,0,0,0,0
0.038660,0,0,0,0,0,0,0
0.040106,0,0,0,0,0,0,0
0.041571,0,0,0,0,0,0,0
0.049269,0,0,0,0,0,0,0
0.051598,0,0,0,0,0,0,0
0.053092,0,0,0,0,0,0,0
0.054548,0,0,0,0,0,0,0
0.056050,0,0,0,0,0,0,0
0.057528,0,0,0,0,0,0,0
0.062328,0,0,0,0,0,0,0
0.063774,0,0,0,0,0,0,0
0.065280,0,0,0,0,0,0,0
0.070433,0,0,0,0,0,0,0
0.071892,0,0,0,0,0,0,0
0.073337,0,0,0,0,0,0,0
0.074782,0,0,0,0,0,0,0
0.076226,0,0,0,0,0,0,0
0.077671,0,0,0,0,0,0,0
0.079119,0,0,0,0,0,0,0
0.080596,0,0,0,0,0,0,0
0.082044,0,0,0,0,0,0,0
0.083492,0,0,0,0,0,0,0
0.084940,0,0,0,0,0,0,0
0.086388,0,0,0,0,0,0,0
0.087835,0,0,0,0,0,0,0
0.089312,0,0,0,0,0,0,0
0.090832,0,0,0,0,0,0,0
0.092341,0,0,0,0,0,0,0
0.093868,0,0,0,0,0,0,0
0.095381,0,0,0,0,0,0,0
0.096892,0,0,0,0,0,0,0
0.098421,0,0,0,0,0,0,0
0.099948,0,0,0,0,0,0,0
0.101473,0,0,0,0,0,0,0
0.102993,0,0,0,0,0,0,0
0.104517,0,0,0,0,0,0,0
0.106043,0,0,0,0,0,0,0
0.107558,0,0,0,0,0,0,0
0.109006,0,0,0,0,0,0,0
0.110501,0,0,0,0,0,0,0
0.112025,0,0,0,0,0,0,0
0.113529,0,0,0,0,0,0,0
0.115056,0,0,0,0,0,0,0
0.116580,0,0,0,0,0,0,0
0.118093,0,0,0,0,0,0,0
0.119578,0,0,0,0,0,0,0
0.121024,0,0,0,0,0,0,0
0.122487,0,0,0,0,0,0,0
0.123937,0,0,0,0,0,0,0
0.125439,0,0,0,0,0,0,0
0.126993,0,0,0,0,0,0,0
0.128499,0,0,0,0,0,0,0
0.129999,0,0,0,0,0,0,0
0.131489,0,0,0,0,0,0,0
0.133007,0,0,0,0,0,0,0
0.134425,0,0,0,0,0,0,0
0.135927,0,0,0,0,0,0,0
0.137417,0,0,0,0,0,0,0
0.138861,0,0,0,0,0,0,0
0.140309,0,0,0,0,0,0,0
0.141751,0,0,0,0,0,0,0
0.143200,0,0,0,0,0,0,0
0.144662,0,0,0,0,0,0,0
0.146104,0,0,0,0,0,0,0
0.147549,0,0,0,0,0,0,0
0.148995,0,0,0,0,0,0,0
0.150426,0,0,0,0,0,0,0
0.151872,0,0,0,0,0,0,0
0.153322,0,0,0,0,0,0,0
0.154769,0,0,0,0,0,0,0
0.156223,0,0,0,0,0,0,0
0.157668,0,0,0,0,0,0,0
0.159114,0,0,0,0,0,0,0
0.160579,0,0,0,0,0,0,0
0.162027,0,0,0,0,0,0,0
0.163481,0,0,0,0,0,0,0
0.164930,0,0,0,0,0,0,0
0.166375,0,0,0,0,0,0,0
0.167820,0,0,0,0,0,0,0
0.169266,0,0,0,0,0,0,0
0.170714,0,0,0,0,0,0,0
0.172474,0,0,0,0,0,0,0
0.173928,0,0,0,0,0,0,0
0.175375,0,0,0,0,0,0,0
0.176842,0,0,0,0,0,0,0
0.178351,0,0,0,0,0,0,0
0.179796,0,0,0,0,0,0,0
0.181288,0,0,0,0,0,0,0
0.182743,0,0,0,0,0,0,0
0.184195,0,0,0,0,0,0,0
