elapsed_s,CP_LONG_PREEMPTIONS,CP_SQE_I_CACHE_STARVE,CP_SQE_IDLE,CP_SQE_PM4_STARVE_RB,CP_SQE_PM4_STARVE_IB1,CP_SQE_PM4_STARVE_IB2,CP_SQE_PM4_STARVE_IB3,CP_SQE_PM4_STARVE_FSDT,CP_SQE_PM4_STARVE_SDS,CP_SQE_MRB_STARVE,CP_SQE_RRB_STARVE,CP_SQE_VSD_STARVE,CP_VSD_DECODE_STARVE,CP_SQE_PIPE_OUT_STALL
0.001175,0,882,101705,1,0,0,0,0,0,0,51,0,0,0
0.002966,0,990,109371,47,0,0,0,0,0,0,52,0,0,0
0.004687,0,1095,100866,47,0,0,0,0,0,0,52,0,0,0
0.006366,0,1038,90093,47,0,0,0,0,0,0,51,0,0,0
0.008088,0,1075,89978,47,0,0,0,0,0,0,51,0,0,0
0.009690,0,1045,89565,47,0,0,0,0,0,0,51,0,0,0
0.011322,0,879,103755,47,0,0,0,0,0,0,51,0,0,0
0.012961,0,939,102058,47,0,0,0,0,0,0,52,0,0,0
0.014703,0,937,120734,47,0,0,0,0,0,0,52,0,0,0
0.016519,0,964,121890,47,0,0,0,0,0,0,51,0,0,0
0.018261,0,906,91982,47,0,0,0,0,0,0,52,0,0,0
0.019899,0,895,104431,47,0,0,0,0,0,0,52,0,0,0
0.021561,0,815,91289,48,0,0,0,0,0,0,52,0,0,0
0.023185,0,825,113480,47,0,0,0,0,0,0,51,0,0,0
0.024928,0,947,113261,47,0,0,0,0,0,0,51,0,0,0
0.026626,0,820,107749,48,0,0,0,0,0,0,51,0,0,0
0.028425,0,736,121932,47,0,0,0,0,0,0,51,0,0,0
0.029980,0,696,87283,47,0,0,0,0,0,0,52,0,0,0
0.031530,0,753,93567,47,0,0,0,0,0,0,52,0,0,0
0.033104,0,683,89503,47,0,0,0,0,0,0,52,0,0,0
0.034666,0,698,87388,47,0,0,0,0,0,0,52,0,0,0
0.036440,0,698,100139,47,0,0,0,0,0,0,52,0,0,0
0.037855,0,589,67669,47,0,0,0,0,0,0,51,0,0,0
0.039276,0,665,66475,47,0,0,0,0,0,0,52,0,0,0
0.040885,0,603,76977,45,0,0,0,0,0,0,52,0,0,0
0.042426,0,635,72043,43,0,0,0,0,0,0,52,0,0,0
0.044064,0,564,97953,47,0,0,0,0,0,0,51,0,0,0
0.045761,0,595,83754,46,0,0,0,0,0,0,52,0,0,0
0.047342,0,569,73379,46,0,0,0,0,0,0,51,0,0,0
0.048837,0,577,72237,47,0,0,0,0,0,0,52,0,0,0
0.050409,0,578,71514,47,0,0,0,0,0,0,52,0,0,0
0.051873,0,505,97327,41,0,0,0,0,0,0,52,0,0,0
0.053521,0,515,73325,41,0,0,0,0,0,0,52,0,0,0
0.055019,0,506,83343,41,0,0,0,0,0,0,52,0,0,0
0.056626,0,513,85109,41,0,0,0,0,0,0,52,0,0,0
0.058186,0,523,71409,41,0,0,0,0,0,0,51,0,0,0
0.059624,0,578,66765,41,0,0,0,0,0,0,52,0,0,0
0.061046,0,629,66075,47,0,0,0,0,0,0,52,0,0,0
0.062450,0,652,65584,47,0,0,0,0,0,0,51,0,0,0
0.063908,0,586,66008,47,0,0,0,0,0,0,51,0,0,0
0.065369,0,579,66133,47,0,0,0,0,0,0,52,0,0,0
0.066841,0,565,98720,46,0,0,0,0,0,0,51,0,0,0
0.068585,0,773,79496,47,0,0,0,0,0,0,52,0,0,0
0.070240,0,810,80663,47,0,0,0,0,0,0,52,0,0,0
0.071852,0,7158,121073,48,59,0,0,0,0,52,1523,0,0,0
0.073518,0,938,79745,116,0,0,0,0,0,0,52,0,0,0
0.075239,0,668,117957,47,0,0,0,0,0,0,52,0,0,0
0.077073,0,858,78677,47,0,0,0,0,0,0,52,0,0,0
0.078658,0,734,104584,47,0,0,0,0,0,0,52,0,0,0
0.080396,0,723,130101,47,0,0,0,0,0,0,51,0,0,0
0.082312,0,679,80277,47,0,0,0,0,0,0,52,0,0,0
0.083897,0,505,80160,47,0,0,0,0,0,0,51,0,0,0
0.085402,0,552,71560,41,0,0,0,0,0,0,51,0,0,0
0.086913,0,502,86227,41,0,0,0,0,0,0,51,0,0,0
0.088511,0,496,70761,41,0,0,0,0,0,0,51,0,0,0
0.090011,0,498,81216,41,0,0,0,0,0,0,51,0,0,0
0.091575,0,17275,84688,39,8,246,51,0,0,0,111,0,0,0
0.092945,0,1414,0,0,0,1,0,0,0,0,0,0,0,0
0.094278,0,3002,441933,161,0,0,0,0,0,138,123,0,0,0
0.095773,0,1687,506036,219,0,0,0,0,0,0,86,0,0,0
0.097266,0,1654,458539,139,0,0,0,0,0,0,86,0,0,0
0.098728,0,1688,535747,138,0,0,0,0,0,0,85,0,0,0
0.100262,0,1645,532463,141,0,0,0,0,0,0,89,0,0,0
0.101893,0,1693,570503,138,0,0,0,0,0,0,85,0,0,0
0.103353,0,1652,507020,139,0,0,0,0,0,0,88,0,0,0
0.104848,0,1657,508043,139,0,0,0,0,0,0,85,0,0,0
0.106467,0,1733,503327,140,0,0,0,0,0,0,86,0,0,0
0.108196,0,1658,553852,138,0,0,0,0,0,0,86,0,0,0
0.111361,0,1848,562826,138,0,0,0,0,0,0,87,0,0,0
0.113043,0,1654,509510,138,0,0,0,0,0,0,86,0,0,0
0.114635,0,1652,598719,138,0,0,0,0,0,0,87,0,0,0
0.116274,0,1670,533369,142,0,0,0,0,0,0,90,0,0,0
0.117755,0,1659,503198,139,0,0,0,0,0,0,90,0,0,0
0.119206,0,1657,501070,138,0,0,0,0,0,0,89,0,0,0
0.120649,0,1796,499945,137,0,0,0,0,0,0,89,0,0,0
0.122117,0,1658,484944,137,0,0,0,0,0,0,90,0,0,0
0.123638,0,1759,867964,137,0,0,0,0,0,0,88,0,0,0
0.125518,0,1644,503857,137,0,0,0,0,0,0,87,0,0,0
0.127016,0,1657,505741,137,0,0,0,0,0,0,86,0,0,0
0.128508,0,1656,492336,137,0,0,0,0,0,0,88,0,0,0
0.129987,0,1659,553554,138,0,0,0,0,0,0,89,0,0,0
0.131532,0,1654,493338,137,0,0,0,0,0,0,88,0,0,0
0.133014,0,1656,1111137,138,0,0,0,0,0,0,88,0,0,0
0.135067,0,1728,495331,137,0,0,0,0,0,0,89,0,0,0
0.136568,0,1712,497077,137,0,0,0,0,0,0,86,0,0,0
0.138140,0,1658,503381,138,0,0,0,0,0,0,85,0,0,0
0.139637,0,1656,507275,141,0,0,0,0,0,0,85,0,0,0
0.141131,0,1760,493772,141,0,0,0,0,0,0,89,0,0,0
0.142633,0,1773,690200,138,0,0,0,0,0,0,89,0,0,0
0.144344,0,1646,505403,137,0,0,0,0,0,0,89,0,0,0
0.145837,0,1649,452860,137,0,0,0,0,0,0,87,0,0,0
0.147431,0,1743,511151,137,0,0,0,0,0,0,86,0,0,0
0.148930,0,1652,500954,140,0,0,0,0,0,0,89,0,0,0
0.150467,0,1655,553429,141,0,0,0,0,0,0,86,0,0,0
0.152025,0,1648,502104,140,0,0,0,0,0,0,86,0,0,0
0.153525,0,1654,506322,143,0,0,0,0,0,0,86,0,0,0
0.155353,0,1675,548471,141,0,0,0,0,0,0,89,0,0,0
0.157042,0,1650,577007,136,0,0,0,0,0,0,87,0,0,0
0.158633,0,1653,835690,137,0,0,0,0,0,0,88,0,0,0
0.160441,0,1769,509508,141,0,0,0,0,0,0,89,0,0,0
0.162313,0,1658,550324,140,0,0,0,0,0,0,89,0,0,0
0.163850,0,1656,500137,137,0,0,0,0,0,0,86,0,0,0
0.165492,0,1655,497920,138,0,0,0,0,0,0,87,0,0,0
0.166995,0,1702,552094,141,0,0,0,0,0,0,87,0,0,0
0.168557,0,1655,639517,141,0,0,0,0,0,0,88,0,0,0
0.170245,0,1633,474746,132,0,0,0,0,0,0,83,0,0,0
0.171844,0,1595,824275,132,0,0,0,0,0,0,83,0,0,0
0.173667,0,1592,477486,132,0,0,0,0,0,0,85,0,0,0
0.175355,0,1586,481748,135,0,0,0,0,0,0,85,0,0,0
0.176855,0,1624,491221,135,0,0,0,0,0,0,85,0,0,0
0.178358,0,1665,486590,132,0,0,0,0,0,0,85,0,0,0
0.179858,0,1622,564016,134,0,0,0,0,0,0,88,0,0,0
0.181443,0,1622,512012,135,0,0,0,0,0,0,86,0,0,0
0.182980,0,1623,487588,135,0,0,0,0,0,0,87,0,0,0
0.184479,0,1670,605686,136,0,0,0,0,0,0,84,0,0,0
0.186146,0,1634,484554,132,0,0,0,0,0,0,87,0,0,0
0.187650,0,1729,480635,135,0,0,0,0,0,0,88,0,0,0
0.189144,0,1583,481667,136,0,0,0,0,0,0,87,0,0,0
0.190636,0,1593,560650,135,0,0,0,0,0,0,87,0,0,0
0.192228,0,1637,510556,135,0,0,0,0,0,0,83,0,0,0
0.193720,0,1636,608811,136,0,0,0,0,0,0,83,0,0,0
0.195522,0,1632,495052,135,0,0,0,0,0,0,87,0,0,0
0.197188,0,1622,488821,132,0,0,0,0,0,0,85,0,0,0
0.198708,0,1633,709690,135,0,0,0,0,0,0,85,0,0,0
0.200479,0,1634,491149,132,0,0,0,0,0,0,87,0,0,0
0.202005,0,1674,552737,166,0,0,0,0,0,0,87,0,0,0
0.203764,0,1822,1292522,136,0,0,0,0,0,0,83,0,0,0
0.206117,0,1633,489024,131,0,0,0,0,0,0,87,0,0,0
0.207624,0,1810,480490,133,0,0,0,0,0,0,87,0,0,0
0.209118,0,1630,479760,132,0,0,0,0,0,0,86,0,0,0
0.210661,0,1820,559329,133,0,0,0,0,0,0,83,0,0,0
0.212226,0,1593,485299,137,0,0,0,0,0,0,85,0,0,0
0.213852,0,1587,484155,132,0,0,0,0,0,0,84,0,0,0
0.215348,0,1637,478610,132,0,0,0,0,0,0,88,0,0,0
0.216838,0,1664,481483,132,0,0,0,0,0,0,83,0,0,0
0.218713,0,1585,591256,135,0,0,0,0,0,0,88,0,0,0
0.220320,0,1643,493715,135,0,0,0,0,0,0,83,0,0,0
0.221822,0,1651,480904,132,0,0,0,0,0,0,86,0,0,0
0.223347,0,1634,458839,132,0,0,0,0,0,0,86,0,0,0
0.224844,0,1629,477130,132,0,0,0,0,0,0,83,0,0,0
0.226383,0,1590,485986,136,0,0,0,0,0,0,86,0,0,0
0.227941,0,1755,420982,136,0,0,0,0,0,0,88,0,0,0
0.229420,0,1598,516716,135,0,0,0,0,0,0,84,0,0,0
0.231395,0,1630,612287,135,0,0,0,0,0,0,87,0,0,0
0.233071,0,1590,559668,132,0,0,0,0,0,0,83,0,0,0
0.234845,0,1634,1280495,134,0,0,0,0,0,0,86,0,0,0
0.237145,0,1631,578241,131,0,0,0,0,0,0,87,0,0,0
0.238728,0,1630,503086,136,0,0,0,0,0,0,83,0,0,0
0.240253,0,1585,493539,132,0,0,0,0,0,0,84,0,0,0
0.241753,0,1593,706523,136,0,0,0,0,0,0,83,0,0,0
0.243463,0,1631,491253,136,0,0,0,0,0,0,83,0,0,0
0.244970,0,1628,503434,135,0,0,0,0,0,0,87,0,0,0
0.246495,0,1635,529532,136,0,0,0,0,0,0,87,0,0,0
0.248121,0,1600,484445,135,0,0,0,0,0,0,87,0,0,0
0.249625,0,1677,494403,135,0,0,0,0,0,0,87,0,0,0
0.251175,0,1625,481391,135,0,0,0,0,0,0,87,0,0,0
0.252753,0,1595,575272,136,0,0,0,0,0,0,88,0,0,0
0.254481,0,1622,486179,135,0,0,0,0,0,0,88,0,0,0
0.255987,0,1589,486652,132,0,0,0,0,0,0,87,0,0,0
0.257604,0,1629,482882,136,0,0,0,0,0,0,84,0,0,0
0.259140,0,1591,485790,132,0,0,0,0,0,0,86,0,0,0
0.260644,0,1632,482381,135,0,0,0,0,0,0,85,0,0,0
0.262141,0,1721,480586,135,0,0,0,0,0,0,84,0,0,0
0.263644,0,1593,485261,135,0,0,0,0,0,0,85,0,0,0
0.265143,0,1635,479283,132,0,0,0,0,0,0,86,0,0,0
0.266637,0,1591,590953,135,0,0,0,0,0,0,84,0,0,0
0.268242,0,1635,484752,135,0,0,0,0,0,0,85,0,0,0
0.269760,0,1662,481909,132,0,0,0,0,0,0,83,0,0,0
0.271259,0,1591,480606,136,0,0,0,0,0,0,88,0,0,0
0.272761,0,1596,485952,135,0,0,0,0,0,0,84,0,0,0
0.274307,0,1631,482915,132,0,0,0,0,0,0,83,0,0,0
0.276129,0,1664,528285,131,0,0,0,0,0,0,85,0,0,0
0.277693,0,1629,498765,132,0,0,0,0,0,0,86,0,0,0
0.279175,0,1633,477471,131,0,0,0,0,0,0,87,0,0,0
0.280704,0,1671,479360,132,0,0,0,0,0,0,84,0,0,0
0.282235,0,1589,460811,135,0,0,0,0,0,0,85,0,0,0
0.283627,0,1792,448395,132,0,0,0,0,0,0,84,0,0,0
0.285025,0,1711,449249,132,0,0,0,0,0,0,87,0,0,0
0.286440,0,1587,450385,132,0,0,0,0,0,0,84,0,0,0
0.287982,0,1660,446915,132,0,0,0,0,0,0,86,0,0,0
0.289424,0,1629,525713,135,0,0,0,0,0,0,83,0,0,0
0.291418,0,1616,463357,132,0,0,0,0,0,0,83,0,0,0
0.292932,0,1589,470485,135,0,0,0,0,0,0,87,0,0,0
