elapsed_s,CP_NEVER_COUNT,CP_ALWAYS_COUNT,CP_BUSY_GFX_CORE_IDLE,CP_BUSY_CYCLES,CP_NUM_PREEMPTIONS,CP_PREEMPTION_REACTION_DELAY,CP_PREEMPTION_SWITCH_OUT_TIME,CP_PREEMPTION_SWITCH_IN_TIME,CP_DEAD_DRAWS_IN_BIN_RENDER,CP_PREDICATED_DRAWS_KILLED,CP_MODE_SWITCH,CP_ZPASS_DONE,CP_CONTEXT_DONE,CP_CACHE_FLUSH
0.001105,0,131020,1706,1705,0,0,0,0,0,0,0,0,0,0
0.002739,0,125145,1567,1566,0,0,0,0,0,0,0,0,0,0
0.004337,0,125163,1633,1632,0,0,0,0,0,0,0,0,0,0
0.005931,0,125226,1598,1597,0,0,0,0,0,0,0,0,0,0
0.007525,0,125293,1664,1663,0,0,0,0,0,0,0,0,0,0
0.009104,0,139628,1280,1279,0,0,0,0,0,0,0,0,0,0
0.010631,0,100760,1264,1264,0,0,0,0,0,0,0,0,0,0
0.011983,0,110707,1539,1538,0,0,0,0,0,0,0,0,0,0
0.013396,0,108356,1428,1427,0,0,0,0,0,0,0,0,0,0
0.014808,0,108043,1590,1589,0,0,0,0,0,0,0,0,0,0
0.016221,0,108269,1365,1364,0,0,0,0,0,0,0,0,0,0
0.017632,0,108658,1307,1306,0,0,0,0,0,0,0,0,0,0
0.019098,0,112757,1446,1445,0,0,0,0,0,0,0,0,0,0
0.020661,0,132886,1433,1432,0,0,0,0,0,0,0,0,0,0
0.022142,0,120936,1400,1399,0,0,0,0,0,0,0,0,0,0
0.023682,0,108197,1430,1429,0,0,0,0,0,0,0,0,0,0
0.025056,0,121026,1405,1404,0,0,0,0,0,0,0,0,0,0
0.026539,0,96820,1379,1378,0,0,0,0,0,0,0,0,0,0
0.027883,0,115792,1214,1213,0,0,0,0,0,0,0,0,0,0
0.029321,0,114173,1194,1193,0,0,0,0,0,0,0,0,0,0
0.030731,0,108972,1168,1167,0,0,0,0,0,0,0,0,0,0
0.032143,0,107780,1202,1201,0,0,0,0,0,0,0,0,0,0
0.033548,0,108321,1189,1188,0,0,0,0,0,0,0,0,0,0
0.035014,0,85285,1178,1177,0,0,0,0,0,0,0,0,0,0
0.036330,0,108688,1207,1206,0,0,0,0,0,0,0,0,0,0
0.037790,0,108551,1186,1185,0,0,0,0,0,0,0,0,0,0
0.039251,0,108577,1209,1208,0,0,0,0,0,0,0,0,0,0
0.040690,0,109910,1217,1216,0,0,0,0,0,0,0,0,0,0
0.042101,0,108076,1224,1224,0,0,0,0,0,0,0,0,0,0
0.043533,0,95424,1068,1067,0,0,0,0,0,0,0,0,0,0
0.044936,0,98536,1084,1083,0,0,0,0,0,0,0,0,0,0
0.046340,0,99755,1066,1065,0,0,0,0,0,0,0,0,0,0
0.047811,0,181550,56566,59347,1,1146,26961,11541,0,0,0,0,11,2
0.049233,0,99836,1107,1106,0,0,0,0,0,0,0,0,0,0
0.050641,0,110522,1108,1107,0,0,0,0,0,0,0,0,0,0
0.052137,0,102149,1067,1066,0,0,0,0,0,0,0,0,0,0
0.053583,0,98977,1068,1067,0,0,0,0,0,0,0,0,0,0
0.054998,0,100801,1061,1060,0,0,0,0,0,0,0,0,0,0
0.056459,0,99427,1100,1099,0,0,0,0,0,0,0,0,0,0
0.057864,0,98401,1092,1091,0,0,0,0,0,0,0,0,0,0
0.059312,0,98288,1201,1200,0,0,0,0,0,0,0,0,0,0
0.060718,0,99331,1089,1088,0,0,0,0,0,0,0,0,0,0
0.062135,0,199484,23301,98046,0,0,0,0,0,0,0,0,22,7
0.063386,0,479267,4234,50494,0,0,0,0,0,0,0,0,0,0
0.064784,0,480338,2610,2609,0,0,0,0,0,0,0,0,0,0
0.066181,0,476114,2522,2521,0,0,0,0,0,0,0,0,0,0
0.067708,0,478175,2397,2396,0,0,0,0,0,0,0,0,0,0
0.069108,0,479356,2363,2362,0,0,0,0,0,0,0,0,0,0
0.070507,0,488459,2326,2325,0,0,0,0,0,0,0,0,0,0
0.071906,0,480452,2572,2571,0,0,0,0,0,0,0,0,0,0
0.073306,0,484351,2339,2338,0,0,0,0,0,0,0,0,0,0
0.074756,0,479430,2510,2509,0,0,0,0,0,0,0,0,0,0
0.076146,0,471978,2391,2390,0,0,0,0,0,0,0,0,0,0
0.077536,0,482508,2360,2359,0,0,0,0,0,0,0,0,0,0
0.078927,0,468674,2340,2339,0,0,0,0,0,0,0,0,0,0
0.080312,0,467011,2437,2436,0,0,0,0,0,0,0,0,0,0
0.081696,0,469424,2391,2390,0,0,0,0,0,0,0,0,0,0
0.083136,0,463497,2345,2344,0,0,0,0,0,0,0,0,0,0
0.084535,0,475160,2386,2385,0,0,0,0,0,0,0,0,0,0
0.085996,0,471274,2465,2464,0,0,0,0,0,0,0,0,0,0
0.087385,0,468200,2454,2453,0,0,0,0,0,0,0,0,0,0
0.088777,0,470817,2466,2465,0,0,0,0,0,0,0,0,0,0
0.090168,0,475995,2341,2340,0,0,0,0,0,0,0,0,0,0
0.091687,0,481840,2386,2385,0,0,0,0,0,0,0,0,0,0
0.093178,0,483345,2629,2628,0,0,0,0,0,0,0,0,0,0
0.094763,0,665188,2415,2414,0,0,0,0,0,0,0,0,0,0
0.096560,0,511232,2357,2356,0,0,0,0,0,0,0,0,0,0
0.097994,0,471676,2346,2345,0,0,0,0,0,0,0,0,0,0
0.099436,0,457887,2334,2333,0,0,0,0,0,0,0,0,0,0
0.100829,0,469330,2339,2338,0,0,0,0,0,0,0,0,0,0
0.102224,0,474882,2339,2338,0,0,0,0,0,0,0,0,0,0
0.103681,0,542123,2331,2330,0,0,0,0,0,0,0,0,0,0
0.105088,0,473499,2332,2331,0,0,0,0,0,0,0,0,0,0
0.106612,0,511509,2329,2328,0,0,0,0,0,0,0,0,0,0
