elapsed_s,CP_ICACHE_MISSES,CP_ICACHE_HITS,CP_ICACHE_STALL,CP_DCACHE_MISSES,CP_DCACHE_HITS,CP_DCACHE_STALLS,CP_AQE_SQE_STALL,CP_SQE_AQE_STARVE,CP_ISR_CYCLES,CP_SQE_MD8_STALL_CYCLES,CP_SQE_MESH_EXEC_CYCLES,CP_AQE_NUM_AS_CHUNKS,CP_AQE_NUM_MS_CHUNKS,CP_S_SKEW_BUFFER_FULL
0.001532,17,216,887,0,0,0,0,0,0,0,0,0,0,0
0.003282,17,212,1008,0,0,0,0,0,0,0,0,0,0,0
0.004979,17,202,915,0,0,0,0,0,0,0,0,0,0,0
0.006676,17,200,990,0,0,0,0,0,0,0,0,0,0,0
0.008320,17,202,862,0,0,0,0,0,0,0,0,0,0,0
0.009974,17,226,1019,0,0,0,0,0,0,0,0,0,0,0
0.011694,17,202,962,0,0,0,0,0,0,0,0,0,0,0
0.013334,17,222,1057,0,0,0,0,0,0,0,0,0,0,0
0.015181,17,202,786,0,0,0,0,0,0,0,0,0,0,0
0.016987,17,202,872,0,0,0,0,0,0,0,0,0,0,0
0.018666,17,202,962,0,0,0,0,0,0,0,0,0,0,0
0.020419,17,220,1042,0,0,0,0,0,0,0,0,0,0,0
0.021991,17,226,1089,0,0,0,0,0,0,0,0,0,0,0
0.023708,17,216,1033,0,0,0,0,0,0,0,0,0,0,0
0.025278,17,220,1092,0,0,0,0,0,0,0,0,0,0,0
0.026893,17,202,950,0,0,0,0,0,0,0,0,0,0,0
0.028459,17,202,944,0,0,0,0,0,0,0,0,0,0,0
0.030029,17,202,880,0,0,0,0,0,0,0,0,0,0,0
0.031716,17,216,1046,0,0,0,0,0,0,0,0,0,0,0
0.033270,17,202,824,0,0,0,0,0,0,0,0,0,0,0
0.034941,17,202,909,0,0,0,0,0,0,0,0,0,0,0
0.036560,17,216,945,0,0,0,0,0,0,0,0,0,0,0
0.038181,17,202,897,0,0,0,0,0,0,0,0,0,0,0
0.039811,17,210,965,0,0,0,0,0,0,0,0,0,0,0
0.041430,17,202,873,0,0,0,0,0,0,0,0,0,0,0
0.043057,17,198,916,0,0,0,0,0,0,0,0,0,0,0
0.044697,17,202,874,0,0,0,0,0,0,0,0,0,0,0
0.046318,17,202,963,0,0,0,0,0,0,0,0,0,0,0
0.047857,17,202,590,0,0,0,0,0,0,0,0,0,0,0
0.049282,17,203,593,0,0,0,0,0,0,0,0,0,0,0
0.050703,17,198,700,0,0,0,0,0,0,0,0,0,0,0
0.052173,17,202,578,0,0,0,0,0,0,0,0,0,0,0
0.053658,17,208,596,0,0,0,0,0,0,0,0,0,0,0
0.055183,17,198,590,0,0,0,0,0,0,0,0,0,0,0
0.056723,17,202,584,0,0,0,0,0,0,0,0,0,0,0
0.058194,17,201,591,0,0,0,0,0,0,0,0,0,0,0
0.059674,17,202,650,0,0,0,0,0,0,0,0,0,0,0
0.061147,17,202,694,0,0,0,0,0,0,0,0,0,0,0
0.062618,17,198,569,0,0,0,0,0,0,0,0,0,0,0
0.064143,17,204,562,0,0,0,0,0,0,0,0,0,0,0
0.065544,17,208,525,0,0,0,0,0,0,0,0,0,0,0
0.067001,17,208,498,0,0,0,0,0,0,0,0,0,0,0
0.068421,147,3399,4764,0,0,0,0,0,0,0,0,0,0,0
0.069821,17,208,496,0,0,0,0,0,0,0,0,0,0,0
0.071216,17,204,524,0,0,0,0,0,0,0,0,0,0,0
0.072611,17,208,510,0,0,0,0,0,0,0,0,0,0,0
0.074007,17,204,551,0,0,0,0,0,0,0,0,0,0,0
0.075421,17,208,520,0,0,0,0,0,0,0,0,0,0,0
0.076823,17,204,498,0,0,0,0,0,0,0,0,0,0,0
0.078228,168,62891,18094,0,0,0,0,0,0,0,0,0,0,0
0.079663,23,1726,1999,0,0,0,0,0,0,0,0,0,0,0
0.081061,17,226,1651,0,0,0,0,0,0,0,0,0,0,0
0.082456,18,237,1665,0,0,0,0,0,0,0,0,0,0,0
0.083940,18,237,1652,0,0,0,0,0,0,0,0,0,0,0
0.085398,18,233,1651,0,0,0,0,0,0,0,0,0,0,0
0.086859,18,237,1656,0,0,0,0,0,0,0,0,0,0,0
0.088302,18,237,1646,0,0,0,0,0,0,0,0,0,0,0
0.089744,18,233,1656,0,0,0,0,0,0,0,0,0,0,0
0.091198,18,233,1654,0,0,0,0,0,0,0,0,0,0,0
0.092638,18,237,1655,0,0,0,0,0,0,0,0,0,0,0
0.094033,18,237,1641,0,0,0,0,0,0,0,0,0,0,0
0.095475,18,233,1648,0,0,0,0,0,0,0,0,0,0,0
0.096973,18,237,1644,0,0,0,0,0,0,0,0,0,0,0
0.098365,18,237,1657,0,0,0,0,0,0,0,0,0,0,0
0.099934,18,237,1651,0,0,0,0,0,0,0,0,0,0,0
0.101349,18,237,1645,0,0,0,0,0,0,0,0,0,0,0
0.102746,18,233,1648,0,0,0,0,0,0,0,0,0,0,0
0.104143,18,237,1650,0,0,0,0,0,0,0,0,0,0,0
0.105537,18,237,1675,0,0,0,0,0,0,0,0,0,0,0
0.106954,18,233,1655,0,0,0,0,0,0,0,0,0,0,0
0.108348,18,237,1657,0,0,0,0,0,0,0,0,0,0,0
0.109741,18,233,1652,0,0,0,0,0,0,0,0,0,0,0
0.111135,18,235,1653,0,0,0,0,0,0,0,0,0,0,0
0.112594,18,237,1690,0,0,0,0,0,0,0,0,0,0,0
0.113989,18,237,1675,0,0,0,0,0,0,0,0,0,0,0
0.115382,18,237,1695,0,0,0,0,0,0,0,0,0,0,0
0.116776,18,237,1651,0,0,0,0,0,0,0,0,0,0,0
0.118179,18,237,1652,0,0,0,0,0,0,0,0,0,0,0
0.119636,18,237,1727,0,0,0,0,0,0,0,0,0,0,0
0.121027,18,237,1661,0,0,0,0,0,0,0,0,0,0,0
0.122420,18,237,1649,0,0,0,0,0,0,0,0,0,0,0
0.123823,18,237,1748,0,0,0,0,0,0,0,0,0,0,0
0.125251,18,233,1647,0,0,0,0,0,0,0,0,0,0,0
0.126645,18,237,1654,0,0,0,0,0,0,0,0,0,0,0
0.128062,18,237,1656,0,0,0,0,0,0,0,0,0,0,0
0.129557,18,237,1649,0,0,0,0,0,0,0,0,0,0,0
0.131006,18,237,1647,0,0,0,0,0,0,0,0,0,0,0
0.132569,18,233,1656,0,0,0,0,0,0,0,0,0,0,0
0.134173,18,237,1654,0,0,0,0,0,0,0,0,0,0,0
0.135864,18,237,1652,0,0,0,0,0,0,0,0,0,0,0
