elapsed_s,HLSQ_S2W_STALL_BY_MISS_RETURN,HLSQ_MISS_RETURN_STALL_BY_S2W,HLSQ_STPROC_L0_STALL_INS_RD,HLSQ_STPROC_L0_INS_MISS,HLSQ_STPROC_L0_INS_HIT,HLSQ_STPROC_L0_INS_LATENCY_COUNT
0.001102,0,0,0,0,0,0
0.002903,0,0,0,0,0,0
0.004438,0,0,0,0,0,0
0.005953,0,0,0,0,0,0
0.007558,0,0,0,0,0,0
0.009070,0,0,0,0,0,0
0.010595,0,0,0,0,0,0
0.012110,0,0,0,0,0,0
0.013625,0,0,0,0,0,0
0.015140,0,0,0,0,0,0
0.016655,0,0,0,0,0,0
0.018254,0,0,0,0,0,0
0.019755,0,0,0,0,0,0
0.021253,0,0,0,0,0,0
0.022875,0,0,0,0,0,0
0.024497,0,0,0,0,0,0
0.025987,0,0,0,0,0,0
0.027575,0,0,0,0,0,0
0.029064,0,0,0,0,0,0
0.030551,0,0,0,0,0,0
0.032050,0,0,0,0,0,0
0.033596,0,0,0,0,0,0
0.035197,0,0,0,0,0,0
0.036800,0,0,0,0,0,0
0.038433,0,0,0,0,0,0
0.040035,0,0,0,0,0,0
0.041639,0,0,0,0,0,0
0.043252,0,0,0,0,0,0
0.044856,0,0,0,0,0,0
0.046470,0,0,0,0,0,0
0.048074,0,0,0,0,0,0
0.049601,0,0,0,0,0,0
0.051157,0,0,0,0,0,0
0.052707,0,0,0,0,0,0
0.054285,0,0,0,0,0,0
0.055838,0,0,0,0,0,0
0.057392,0,0,0,0,0,0
0.058946,0,0,0,0,0,0
0.060501,0,0,0,0,0,0
0.062056,0,0,0,0,0,0
0.063618,0,0,0,0,0,0
0.065043,0,0,0,0,0,0
0.066517,0,0,0,0,0,0
0.067880,0,0,0,0,0,0
0.069368,0,0,0,0,0,0
0.070737,0,0,0,0,0,0
0.072169,0,0,0,0,0,0
0.073786,0,0,0,0,0,0
0.075299,0,0,0,0,0,0
0.076658,0,0,0,0,0,0
0.078112,0,0,0,0,0,0
0.079452,0,0,0,0,0,0
0.080585,0,0,0,0,0,0
0.082137,0,0,0,0,0,0
0.083601,0,0,0,0,0,0
0.084996,0,0,0,0,0,0
0.086559,0,0,0,0,0,0
0.087985,0,0,0,0,0,0
0.089388,0,0,0,0,0,0
0.090791,0,0,0,0,0,0
0.092209,0,0,0,1,15,1
0.093441,0,0,0,0,0,0
0.094795,0,0,0,0,0,0
0.096150,0,0,0,0,0,0
0.097569,0,0,0,0,0,0
0.098926,0,0,0,0,0,0
0.100282,0,0,0,0,0,0
0.101637,0,0,0,0,0,0
0.102985,0,0,0,0,0,0
0.104333,0,0,0,0,0,0
0.105682,0,0,0,0,0,0
0.107029,0,0,0,0,0,0
0.108389,0,0,0,0,0,0
0.109736,0,0,0,0,0,0
0.111083,0,0,0,0,0,0
0.112478,0,0,0,0,0,0
0.113869,0,0,0,0,0,0
0.115286,0,0,0,0,0,0
0.116765,0,0,0,0,0,0
0.118160,0,0,0,0,0,0
0.119618,0,0,0,0,0,0
0.121020,0,0,0,0,0,0
0.122630,0,0,0,0,0,0
0.124020,0,0,0,0,0,0
0.125410,0,0,0,0,0,0
0.126801,0,0,0,0,0,0
0.128192,0,0,0,0,0,0
0.129631,0,0,0,0,0,0
0.131034,0,0,0,0,0,0
0.132424,0,0,0,0,0,0
0.133813,0,0,0,0,0,0
0.135207,0,0,0,0,0,0
0.136604,0,0,0,0,0,0
0.138001,0,0,0,0,0,0
0.139438,0,0,0,0,0,0
0.140962,0,0,0,0,0,0
0.142414,0,0,0,0,0,0
0.143818,0,0,0,0,0,0
0.145261,0,0,0,0,0,0
0.146661,0,0,0,0,0,0
0.148058,0,0,0,0,0,0
0.149454,0,0,0,0,0,0
0.150983,0,0,0,0,0,0
0.152549,0,0,0,0,0,0
0.154100,0,0,0,0,0,0
0.155648,0,0,0,0,0,0
0.157116,0,0,0,0,0,0
0.158522,0,0,0,0,0,0
0.160050,0,0,0,0,0,0
0.161652,0,0,0,0,0,0
0.163226,0,0,0,0,0,0
0.164786,0,0,0,0,0,0
0.166347,0,0,0,0,0,0
0.167908,0,0,0,0,0,0
0.169467,0,0,0,0,0,0
0.171030,0,0,0,0,0,0
0.172590,0,0,0,0,0,0
0.174161,0,0,0,0,0,0
0.175724,0,0,0,0,0,0
0.177328,0,0,0,0,0,0
0.178890,0,0,0,0,0,0
0.180442,0,0,0,0,0,0
0.181993,0,0,0,0,0,0
0.183916,0,0,0,0,0,0
0.185487,0,0,0,0,0,0
0.187049,0,0,0,0,0,0
0.188609,0,0,0,0,0,0
0.190168,0,0,0,0,0,0
0.191733,0,0,0,0,0,0
0.193334,0,0,0,0,0,0
0.194897,0,0,0,0,0,0
0.196471,0,0,0,0,0,0
0.198030,0,0,0,0,0,0
0.199595,0,0,0,0,0,0
0.201153,0,0,0,0,0,0
0.202715,0,0,0,0,0,0
0.204277,0,0,0,0,0,0
0.205739,0,0,0,0,0,0
0.207197,0,0,0,0,0,0
0.208556,0,0,0,0,0,0
0.209942,0,0,0,0,0,0
0.211334,0,0,0,0,0,0
0.212676,0,0,0,0,0,0
0.214017,0,0,0,0,0,0
0.215472,0,0,0,0,0,0
0.216821,0,0,0,0,0,0
0.218179,0,0,0,0,0,0
0.219525,0,0,0,0,0,0
0.220865,0,0,0,0,0,0
0.222205,0,0,0,0,0,0
0.223756,0,0,0,0,0,0
0.225122,0,0,0,0,0,0
0.226509,0,0,0,0,0,0
0.227832,0,0,0,0,0,0
0.229164,0,0,0,0,0,0
0.230588,0,0,0,0,0,0
0.231952,0,0,0,0,0,0
0.233278,0,0,0,0,0,0
0.234599,0,0,0,0,0,0
0.235919,0,0,0,0,0,0
0.237238,0,0,0,0,0,0
0.238557,0,0,0,0,0,0
0.239889,0,0,0,0,0,0
0.241252,0,0,0,0,0,0
0.242624,0,0,0,0,0,0
0.243992,0,0,0,0,0,0
0.245358,0,0,0,0,0,0
0.246776,0,0,0,0,0,0
0.248144,0,0,0,0,0,0
0.249513,0,0,0,0,0,0
0.250886,0,0,0,0,0,0
0.252254,0,0,0,0,0,0
0.253622,0,0,0,0,0,0
0.255041,0,0,0,0,0,0
0.256419,0,0,0,0,0,0
0.257761,0,0,0,0,0,0
0.259156,0,0,0,0,0,0
0.260510,0,0,0,0,0,0
0.261886,0,0,0,0,0,0
0.263236,0,0,0,0,0,0
0.264590,0,0,0,0,0,0
